book,kind,mode,cost_multiple,window,mdd_improve_pp,cagr_giveback_pp,score,covid_ex_score,years_helped,year_help_2015,year_help_2018,year_help_2020,year_help_2022,turnover_per_year
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,0,heldout_2019_plus,0.5210240782320241,4.824740050622678,-1.8913459470793148,-2.154100471481679,"2015,2018,2020,2022",1.5434698229414012,0.33130839329622574,0.5210240782320352,1.2705175043816297,2.7038921252848747
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,0,sealed_2023_plus,2.7254362921440345,4.831673915749213,0.3095993342694281,,"2015,2018,2020,2022",1.5434698229414012,0.33130839329622574,0.5210240782320352,1.2705175043816297,2.7038921252848747
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,0,full,0.521024078232013,2.8131457342886357,-0.8855487889123048,,"2015,2018,2020,2022",1.5434698229414012,0.33130839329622574,0.5210240782320352,1.2705175043816297,2.7038921252848747
BASE_E16_E18_E22_v2s,ref,,1,heldout_2019_plus,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.2959339538078969
BASE_E16_E18_E22_v2s,ref,,1,sealed_2023_plus,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2959339538078969
BASE_E16_E18_E22_v2s,ref,,1,full,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2959339538078969
BLEND_E45_A05,ref_e45,,1,heldout_2019_plus,0.14167195278711464,0.09079482340590417,0.09627454108416256,0.17496624760926505,,-0.5547030082077353,0.028078056153146846,0.14167195278711464,0.228582365307195,1.3476640887923266
BLEND_E45_A05,ref_e45,,1,sealed_2023_plus,0.794698129403737,0.6902686174806716,0.44956382066340117,,,-0.5547030082077353,0.028078056153146846,0.14167195278711464,0.228582365307195,1.3476640887923266
BLEND_E45_A05,ref_e45,,1,full,0.14167195278709244,0.06575657818574943,0.10879366369421772,,,-0.5547030082077353,0.028078056153146846,0.14167195278711464,0.228582365307195,1.3476640887923266
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,1,heldout_2019_plus,0.4715392331031687,0.3120299925396086,0.3155242368333644,-0.4328334378780774,2020,0.05234723470464164,0.03544439051640369,0.4715392331031465,-0.2485999745884815,1.3480085279293912
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,1,sealed_2023_plus,1.2615455708431256,0.898389212492412,0.8123509645969196,,2020,0.05234723470464164,0.03544439051640369,0.4715392331031465,-0.2485999745884815,1.3480085279293912
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,1,full,0.4715392331031465,0.17426905820014937,0.3844047040030718,,2020,0.05234723470464164,0.03544439051640369,0.4715392331031465,-0.2485999745884815,1.3480085279293912
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,1,heldout_2019_plus,2.5206912403308412,1.4268883738174365,1.807247053422123,3.7229798031146566,"2015,2018,2020,2022",1.6453464504780024,0.6939788662341018,2.520691240330819,4.564855730835548,2.071168770305509
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,1,sealed_2023_plus,0.8100032504814614,2.3706898772334117,-0.3753416881352445,,"2015,2018,2020,2022",1.6453464504780024,0.6939788662341018,2.520691240330819,4.564855730835548,2.071168770305509
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,1,full,2.520691240330808,1.0913155664906693,1.9750334570854733,,"2015,2018,2020,2022",1.6453464504780024,0.6939788662341018,2.520691240330819,4.564855730835548,2.071168770305509
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,1,heldout_2019_plus,-0.4405440457507126,2.1338109235319314,-1.5074495075166783,-3.8471718571649216,,-0.5462022766131391,0.06097621706553369,-0.4405440457507126,-2.5887858805860087,2.6765465274304088
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,1,sealed_2023_plus,1.8364631400198839,0.3716995512888843,1.6506133643754417,,,-0.5462022766131391,0.06097621706553369,-0.4405440457507126,-2.5887858805860087,2.6765465274304088
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,1,full,-0.4405440457507237,1.0966676239789974,-0.9888778577402224,,,-0.5462022766131391,0.06097621706553369,-0.4405440457507126,-2.5887858805860087,2.6765465274304088
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,1,heldout_2019_plus,0.24613519212206558,4.68453701943079,-2.0961333175933294,-2.1096480915282267,"2015,2018,2022",0.9105029252704511,0.26336511359768,0.24613519212207668,1.4182346236870758,2.656743906139041
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,1,sealed_2023_plus,2.475716411049955,4.7169458164208145,0.11724350283954799,,"2015,2018,2022",0.9105029252704511,0.26336511359768,0.24613519212207668,1.4182346236870758,2.656743906139041
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,1,full,0.24613519212204338,2.961376039612662,-1.2345528276842876,,"2015,2018,2022",0.9105029252704511,0.26336511359768,0.24613519212207668,1.4182346236870758,2.656743906139041
BASE_E16_E18_E22_v2s,ref,,2,heldout_2019_plus,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.3021064461955265
BASE_E16_E18_E22_v2s,ref,,2,sealed_2023_plus,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.3021064461955265
BASE_E16_E18_E22_v2s,ref,,2,full,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.3021064461955265
BLEND_E45_A05,ref_e45,,2,heldout_2019_plus,0.25332766323259426,0.5099586003586287,-0.001651636946720103,-0.8188515622520098,2020,0.0388330010703819,-0.01476370560951068,0.25332766323258316,-0.5177810112835912,1.33144830199579
BLEND_E45_A05,ref_e45,,2,sealed_2023_plus,1.396787016819867,0.918958303588302,0.9373078650257161,,2020,0.0388330010703819,-0.01476370560951068,0.25332766323258316,-0.5177810112835912,1.33144830199579
BLEND_E45_A05,ref_e45,,2,full,0.25332766323260536,0.2990208316938858,0.10381724738566245,,2020,0.0388330010703819,-0.01476370560951068,0.25332766323258316,-0.5177810112835912,1.33144830199579
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,2,heldout_2019_plus,0.35360820051622,0.48683552015811316,0.11019044043716342,-0.5592678967230702,2020,-0.34698666338937034,0.035768993574980534,0.3536082005162311,-0.2718445024967542,1.3772150061471435
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,2,sealed_2023_plus,1.5287771885024615,0.9052323411177454,1.0761610179435888,,2020,-0.34698666338937034,0.035768993574980534,0.3536082005162311,-0.2718445024967542,1.3772150061471435
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,2,full,0.3536082005162311,0.23643795560344127,0.23538922271451046,,2020,-0.34698666338937034,0.035768993574980534,0.3536082005162311,-0.2718445024967542,1.3772150061471435
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,2,heldout_2019_plus,3.1850807289978134,1.9005510592724484,2.234805199361589,2.1240971796746,"2015,2018,2020,2022",2.085703263390637,0.47167597402125727,3.1850807289978134,3.245135637602292,1.9310193069409414
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,2,sealed_2023_plus,1.5492989866844664,2.746413089894073,0.17609244173742988,,"2015,2018,2020,2022",2.085703263390637,0.47167597402125727,3.1850807289978134,3.245135637602292,1.9310193069409414
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,2,full,3.1850807289978245,1.299199209093116,2.5354811244512665,,"2015,2018,2020,2022",2.085703263390637,0.47167597402125727,3.1850807289978134,3.245135637602292,1.9310193069409414
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,2,heldout_2019_plus,-0.07438823002906547,3.206476832598182,-1.6776266463281564,-6.08674712137579,,-1.1138687198563813,0.0031795098141440548,-0.07438823002905437,-4.19702550727904,2.6798180071645277
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,2,sealed_2023_plus,2.629893150311624,1.3811711612960798,1.9393075696635842,,,-1.1138687198563813,0.0031795098141440548,-0.07438823002905437,-4.19702550727904,2.6798180071645277
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,2,full,-0.07438823002905437,1.8040773383294795,-0.9764268991937941,,,-1.1138687198563813,0.0031795098141440548,-0.07438823002905437,-4.19702550727904,2.6798180071645277
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,2,heldout_2019_plus,0.5122181988949426,5.601893635695188,-2.2887286189526512,-4.017570420321426,"2015,2020,2022",0.9130003152895028,0.09377149246735383,0.5122181988949426,0.2509130340534904,2.604519390201559
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,2,sealed_2023_plus,3.7958503916026176,5.6167161563625,0.9874923134213676,,"2015,2020,2022",0.9130003152895028,0.09377149246735383,0.5122181988949426,0.2509130340534904,2.604519390201559
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,2,full,0.5122181988949537,3.6034024531240716,-1.2894830276670821,,"2015,2020,2022",0.9130003152895028,0.09377149246735383,0.5122181988949426,0.2509130340534904,2.604519390201559
BASE_E16_E18_E22_v2s,ref,,3,heldout_2019_plus,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.2821104729377102
BASE_E16_E18_E22_v2s,ref,,3,sealed_2023_plus,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2821104729377102
BASE_E16_E18_E22_v2s,ref,,3,full,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.2821104729377102
BLEND_E45_A05,ref_e45,,3,heldout_2019_plus,-0.0908926998866244,0.3002507776632912,-0.24101808871827002,-0.08070349974850233,,0.007468511902952724,0.024844108327359837,-0.09089269988663551,0.09642488367669344,1.323224443880893
BLEND_E45_A05,ref_e45,,3,sealed_2023_plus,1.0829523227126603,0.8271421644234778,0.6693812405009214,,,0.007468511902952724,0.024844108327359837,-0.09089269988663551,0.09642488367669344,1.323224443880893
BLEND_E45_A05,ref_e45,,3,full,-0.0908926998866244,0.1505053412016899,-0.16614537048746936,,,0.007468511902952724,0.024844108327359837,-0.09089269988663551,0.09642488367669344,1.323224443880893
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,3,heldout_2019_plus,0.1961093049621998,0.315363054543627,0.0384277776903863,-0.45452041345650507,,0.08621253163501041,0.016144133290785234,0.1961093049621776,-0.26847860043115457,1.3353967143778527
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,3,sealed_2023_plus,1.8228855032742963,1.1326889311755295,1.2565410376865316,,,0.08621253163501041,0.016144133290785234,0.1961093049621776,-0.26847860043115457,1.3353967143778527
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,3,full,0.1961093049621887,0.1722698233815434,0.109974393271417,,,0.08621253163501041,0.016144133290785234,0.1961093049621776,-0.26847860043115457,1.3353967143778527
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,3,heldout_2019_plus,3.0015966019854567,1.824754474617274,2.08921936467682,3.0107828464638215,"2015,2018,2020,2022",1.505894559393417,0.44831428147995567,3.0015966019854456,4.086197804689295,1.9525406908971097
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,3,sealed_2023_plus,1.1583885887757717,2.85821174966856,-0.2707172860585083,,"2015,2018,2020,2022",1.505894559393417,0.44831428147995567,3.0015966019854456,4.086197804689295,1.9525406908971097
M2_RELOC_BIL_FX_C35,ref_m2_continuous,RELOC_BIL_FX_C35,3,full,3.0015966019854567,1.400219369062361,2.3014869174542762,,"2015,2018,2020,2022",1.505894559393417,0.44831428147995567,3.0015966019854456,4.086197804689295,1.9525406908971097
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,3,heldout_2019_plus,-0.35450020156495565,3.4149789387702967,-2.061989670950104,-6.459113219652879,,-1.2833002164165719,-0.2797842574415288,-0.35450020156498896,-4.448610197133207,2.6006606813815556
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,3,sealed_2023_plus,2.2354367867660874,1.4716222739536766,1.499625649789249,,,-1.2833002164165719,-0.2797842574415288,-0.35450020156498896,-4.448610197133207,2.6006606813815556
M3_STATE_V0,ref_m3_v0_tel,STATE_V0_TEL,3,full,-0.35450020156497786,2.113155345374085,-1.4110778742520202,,,-1.2833002164165719,-0.2797842574415288,-0.35450020156498896,-4.448610197133207,2.6006606813815556
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,3,heldout_2019_plus,0.36708770137815483,5.610696548693528,-2.438260572968609,-3.5299359158844634,"2015,2020,2022",0.46293365302851885,-0.09312010274400429,0.3670877013781437,0.6674189129500019,2.5558608539379026
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,3,sealed_2023_plus,2.9479991882278567,5.724103706386452,0.0859473350346307,,"2015,2020,2022",0.46293365302851885,-0.09312010274400429,0.3670877013781437,0.6674189129500019,2.5558608539379026
M3_BIL_FX_V1,m3_bil_fx_v1,STATE_V1_BIL_FX,3,full,0.3670877013781437,3.7442178657349334,-1.505021231489323,,"2015,2020,2022",0.46293365302851885,-0.09312010274400429,0.3670877013781437,0.6674189129500019,2.5558608539379026
