date,nav_old_sf_kd,nav_finband_kd,nav_old_sf_kd_a05,nav_new_live
2023-02-03,1315187822.1920283,1312972618.6914158,1301916168.3986495,1299548635.0142405
2023-02-06,1306312339.2420282,1304104636.341416,1292839795.2986495,1290588090.4642406
2023-02-07,1308056299.170782,1306071339.841416,1294966773.9986494,1292728229.1642406
2023-02-08,1309387623.420782,1306749523.341416,1296150165.0986495,1293645254.9142406
2023-02-09,1308010421.910669,1305273138.850372,1294970760.561037,1292477834.4832225
2023-02-10,1315224823.643326,1312996100.5918267,1302523717.1160889,1300272523.9381077
2023-02-13,1322274090.0894713,1320537866.9935398,1310683812.466089,1308686971.9881077
2023-02-14,1332383543.1559207,1330797678.9066226,1320195673.4494405,1318221906.9028609
2023-02-15,1318598704.7662234,1317402287.866585,1306833184.9041936,1305097018.3909802
2023-02-16,1323110254.8451378,1321714727.1893635,1311208738.7951639,1309372975.3401735
2023-02-17,1324292243.4716136,1323018083.942281,1312408998.65783,1310566232.917775
2023-02-20,1332786547.742415,1331987914.8425055,1321308145.497282,1319746838.80334
2023-02-21,1325078632.9302146,1324023439.272748,1313270708.0789042,1311715478.7812319
2023-02-22,1328996498.5743806,1328034414.798839,1317605199.986719,1316332926.0199234
2023-02-23,1331378332.8117478,1330097161.31496,1319486184.0095935,1318100898.7100492
2023-02-24,1324423983.4965503,1323034525.712759,1312088256.628168,1310618349.8793595
2023-03-01,1324619736.617488,1323663665.7389982,1313099339.0736141,1311543745.8975146
2023-03-02,1321477378.2329571,1319744767.1307204,1308519878.6578014,1306453911.5318084
2023-03-03,1322635795.6052203,1320693460.0195577,1309460711.156355,1307391309.050824
2023-03-06,1330879608.1118731,1328857701.5514603,1317487353.2044022,1315298039.4109569
2023-03-07,1338283098.8237638,1336382474.439284,1324931216.485332,1322897177.9358408
2023-03-08,1334396257.3162982,1332701668.071283,1321719707.2537255,1319868770.9796712
2023-03-09,1327852845.8856509,1325970510.1215177,1315011341.311978,1313306292.8296711
2023-03-10,1315610492.5831444,1313692660.9215176,1302750385.311978,1300996544.629671
2023-03-13,1313608750.6978846,1311874496.2813168,1300672952.7862341,1299065852.281933
2023-03-14,1295591779.4882224,1293861589.313711,1283257186.886234,1281668594.084012
2023-03-15,1289850269.9882224,1288387116.313711,1277776256.5643625,1276519377.384012
2023-03-16,1273907030.5882225,1272586441.513711,1262704589.3143625,1261807128.084012
2023-03-17,1278640600.5382223,1277150545.7993069,1267244724.8143625,1266122072.534012
2023-03-20,1274269037.7382224,1273173109.499307,1264112699.8143625,1263060077.834012
2023-03-21,1285234417.7835999,1283998277.7993069,1274473564.8143625,1273254293.634012
2023-03-22,1302693106.9835997,1301308684.3993068,1291652779.5643625,1290385191.834012
2023-03-23,1307786670.4335997,1306638995.635638,1297780710.232991,1296592602.835791
2023-03-24,1309428794.2335997,1308146883.3856382,1299389917.732991,1298031810.335791
2023-03-27,1309016649.9835997,1307682221.285638,1298703434.282991,1297393103.485791
2023-03-28,1307412578.9835997,1305898305.535638,1296599663.082991,1295197872.285791
2023-03-29,1313385492.2335997,1311652618.585638,1302177158.932991,1300826003.735791
2023-03-30,1310033551.7335997,1308330091.785638,1298964073.082991,1297649814.835791
2023-03-31,1317037312.0835998,1315383341.7356381,1306035020.032991,1304511103.085791
2023-04-06,1323195782.0335996,1321346084.285638,1311584154.982991,1310090944.335791
2023-04-07,1320391010.390432,1318607547.2356381,1308550607.1829908,1307108842.935791
2023-04-10,1326035838.040432,1324389851.6856382,1314237360.6329908,1312764547.285791
2023-04-11,1333273394.690432,1331583876.135638,1321240379.582991,1319655085.735791
2023-04-12,1329741283.790432,1328118251.535638,1318095061.332991,1316639199.435791
2023-04-13,1335693565.640432,1334168751.085638,1323830343.9329908,1322350480.285791
2023-04-14,1342714229.440432,1341126700.785638,1330807235.5829911,1329234946.7857912
2023-04-17,1339985581.3904321,1338596793.785638,1328231950.282991,1326741748.235791
2023-04-18,1345721964.290432,1344808233.285638,1335390743.082991,1333881452.835791
2023-04-19,1344957109.440432,1343894284.890833,1334087604.982991,1332502780.278473
2023-04-20,1341829245.012421,1340837634.1198835,1330770586.6073048,1329361712.8473713
2023-04-21,1345216044.6591146,1344363010.801926,1334304650.6843383,1333028743.8458257
2023-04-24,1347354876.8198948,1346456477.1283255,1336395039.4312124,1335064853.9458258
2023-04-25,1343109569.519822,1342133141.311628,1331931127.9812124,1330633649.6456296
2023-04-26,1350431723.719822,1349364872.1616282,1338890543.8312123,1337587891.4456296
2023-04-27,1343224060.299801,1342170483.2988603,1331944014.8671365,1330760121.012298
2023-04-28,1315154363.0315733,1314727944.4996326,1307913897.8664532,1307427066.062298
2023-05-02,1314443422.8815734,1313965519.1996326,1307434866.0164533,1306896666.903551
2023-05-03,1312297888.4147525,1311979645.028949,1305386474.5547059,1304717553.3895235
2023-05-04,1318880415.3788996,1318519555.7455266,1311911866.204706,1311178119.8895233
2023-05-05,1320471297.2788994,1320030965.0955265,1313245668.404706,1312503568.8895235
2023-05-08,1321613903.0788996,1321117784.2955265,1314649127.954706,1314174860.7895234
2023-05-09,1325229643.0788996,1324806746.2455266,1318434262.104706,1318096419.7895234
2023-05-10,1331989861.1790977,1331664870.897019,1325085860.227216,1324568162.3747969
2023-05-11,1328359171.2290976,1328088485.497019,1321829819.627216,1321409855.324797
2023-05-12,1315391545.3862507,1315113884.5970187,1308629267.255287,1308319813.6247969
2023-05-15,1319802261.2886074,1319531224.7470188,1313284179.405287,1313001096.324797
2023-05-16,1331693342.7386074,1331644686.097019,1325759959.205287,1325447479.3747969
2023-05-17,1346992207.5886075,1346893913.547019,1341054521.205287,1340741988.224797
2023-05-18,1357253000.3886075,1357093714.2470188,1351185615.605287,1350766357.324797
2023-05-19,1365951745.0886073,1365630656.9530623,1359123676.1788435,1358574839.3605409
2023-05-22,1362055052.7886074,1361880418.8530622,1356052794.6788435,1355355902.4605408
2023-05-23,1363007451.771521,1362836254.6850936,1357058982.0853975,1356559828.3951104
2023-05-24,1356426767.671521,1356016826.8665044,1350296845.7353976,1349578869.0962794
2023-05-26,1348743919.571521,1349556941.2665043,1344076243.4353974,1344156165.2962792
2023-05-29,1347256897.8118424,1348175319.2512538,1343088704.4464486,1343505780.4986145
2023-05-30,1348863572.7882612,1349664618.0932944,1344585664.5293036,1344984583.023947
2023-05-31,1345351659.502223,1346005766.1932945,1340311487.3336535,1340866472.873947
2023-06-01,1341513495.202223,1342419920.4432945,1336517956.3336532,1336731507.873947
2023-06-02,1348862534.8522232,1349843396.5432944,1343994581.8336535,1343945996.923947
2023-06-05,1356806600.452223,1358107200.5432944,1352639330.8836534,1352687166.9239469
2023-06-06,1354109984.8522232,1355293963.2932947,1349825605.7836533,1349883430.723947
2023-06-07,1361086310.6022232,1362455046.5432944,1357623638.6336534,1357679038.773947
2023-06-08,1360420265.1186495,1362080353.06163,1357682173.016171,1357905543.7227342
2023-06-09,1360791505.1686494,1362772751.06163,1359041864.566171,1359397042.572734
2023-06-12,1363308752.6234612,1365205046.8792598,1361294221.965954,1361532564.0261822
2023-06-13,1372577875.4092066,1374404161.8176718,1370212279.5312996,1370228525.6176357
2023-06-14,1370467209.1092067,1372150377.7176719,1367589977.9312994,1367609325.8176355
2023-06-15,1368148244.8592067,1369816282.2676716,1365241202.6812994,1365127891.0676355
2023-06-16,1355741576.8592067,1357176325.4676719,1352487407.3812995,1352514261.0676355
2023-06-19,1362654535.8592067,1364049533.617672,1359304354.4812996,1359303897.8676357
2023-06-20,1362005451.6592066,1363864348.1176717,1359785854.9312997,1359999670.9676356
2023-06-21,1368043735.4592068,1370050476.417672,1365983438.9312997,1366257718.5676358
2023-06-26,1362138316.8592067,1364186030.4176717,1360409603.2812996,1360577025.5676355
2023-06-27,1356548926.4592066,1358461018.2676718,1354664991.8312995,1354785731.7676356
2023-06-28,1357764666.0592067,1359964670.5176718,1356788749.7812996,1356870112.3676355
2023-06-29,1362872943.6092067,1365490349.5176716,1362959557.5312996,1363111361.8176355
2023-06-30,1361325231.6592066,1363648415.9676719,1360578416.3312995,1360612120.2676356
2023-07-03,1359702929.5092068,1361994914.2676718,1359649262.9812996,1359697855.6176357
2023-07-04,1360275004.7592068,1362722265.9176717,1360790470.1812997,1361037199.9676356
2023-07-05,1356014766.1592066,1358303696.0676718,1356272491.6312995,1356570422.6676357
2023-07-06,1331347250.9592068,1333604292.4676719,1331457235.2312996,1331904881.8676357
2023-07-07,1322193630.6092067,1324521163.9676716,1322738636.2812996,1323172440.5176356
2023-07-10,1318278311.7092066,1320248156.1676717,1318128609.9312997,1318603136.1176357
2023-07-11,1342300852.0092068,1344353474.9676716,1342281455.0312996,1342781521.0176356
2023-07-12,1348834138.7092068,1351198173.617672,1349649962.9812996,1350195152.0176356
2023-07-13,1349786017.2092068,1352018143.0176718,1350418840.0812995,1350960340.9176357
2023-07-14,1366069369.6092067,1368639229.3176718,1367503934.2312996,1368043668.5176356
2023-07-17,1371261306.2592068,1373745525.1676717,1372143760.8312995,1372671875.8676355
2023-07-18,1371538708.2092066,1374240784.9176717,1373384849.4812996,1373938311.1176355
2023-07-19,1364673822.4592068,1367197777.867672,1365816214.0812995,1366311246.7676358
2023-07-20,1375174738.1592066,1377902296.5176718,1376700837.5312996,1377186911.8676357
2023-07-21,1367066710.0092068,1370017872.4676719,1369054282.9312997,1369687430.8176358
2023-07-24,1357291908.7092066,1360207399.9676716,1359356116.5312996,1360085035.4176357
2023-07-25,1368316724.4092066,1371047142.3676717,1370066402.1812997,1370811728.8176355
2023-07-26,1376230175.2092066,1379187956.3676717,1378714213.7312994,1379676086.6176355
2023-07-27,1384237453.9092066,1387375898.0676718,1387210251.3812997,1387971721.2176356
2023-07-28,1380461127.8092067,1383578372.1676717,1383805422.0312996,1384737098.8176355
2023-07-31,1383089067.4092066,1386246233.9176717,1386725378.8812995,1387846773.0176356
2023-08-01,1397916637.7092066,1401053102.6176717,1401098708.2312996,1402101546.2176356
2023-08-02,1373052100.0592067,1375908976.8176718,1375771456.3812995,1376927127.6676357
2023-08-04,1375863911.806052,1378804293.4982011,1378096146.1695514,1379079479.6712663
2023-08-07,1380111266.0833035,1383183529.7909005,1383130015.3915963,1384221933.5972378
2023-08-08,1371172500.0899763,1374219982.421119,1374262544.4782524,1375450728.2629206
2023-08-09,1381231429.1081994,1384247549.6223042,1384170417.8925147,1385426405.9311516
2023-08-10,1378587261.928806,1381370098.0592477,1381015328.8283997,1382411775.2411516
2023-08-11,1373955514.2520783,1376605823.4987288,1375266173.9482808,1376334561.3454604
2023-08-14,1360121176.2691298,1362594548.267821,1360786283.0482807,1361769780.5954604
2023-08-15,1346932930.76913,1349389968.9178212,1347667156.7482808,1348606921.5454605
2023-08-16,1328430444.1691298,1330696314.3178213,1328801345.0482807,1329770021.5954604
2023-08-17,1321149526.54913,1323392288.6378212,1321908020.6882808,1323008106.4033887
2023-08-18,1319875063.54913,1322142502.1878211,1321057012.6581178,1322262495.6033888
2023-08-21,1321705729.04913,1323813883.5878212,1322374942.6581178,1323524252.9533887
2023-08-22,1320302323.2491298,1322186610.6878211,1320511105.7581177,1321589148.9033887
2023-08-23,1317479428.9491298,1319409987.287821,1318053946.3581178,1319319073.9533887
2023-08-24,1321499547.7491298,1323817130.6878211,1323611518.1581178,1325008400.6033885
2023-08-25,1312522164.7491298,1314842353.9878213,1314365635.3581178,1315863119.1033888
2023-08-28,1325819341.84913,1328286662.5878212,1328097744.958118,1329617705.9033887
2023-08-29,1326664741.7491298,1329415291.6878211,1330158764.6581178,1331885306.6033885
2023-08-30,1331397650.1491299,1333941230.4378214,1334107360.3581178,1335616056.5033886
2023-08-31,1311862909.9491298,1314395151.8878212,1314525360.6581178,1316180132.8033886
2023-09-01,1317068092.4491298,1319552250.6878214,1319677196.6581178,1321320169.8533888
2023-09-04,1323942043.54913,1326457073.7878213,1326649094.9581177,1328293808.2533886
2023-09-05,1319868217.2491298,1322270445.3378212,1322375038.2581177,1324116715.8533885
2023-09-06,1309814241.6491299,1312080688.5878212,1311917646.5581179,1313692326.5533886
2023-09-07,1311040234.2855365,1313496124.420705,1313640668.8850482,1315493920.3000648
2023-09-08,1314039008.6855366,1316596855.970705,1316899879.4850483,1318824716.450065
2023-09-11,1321751703.5855365,1324247774.570705,1324002340.3850482,1325795435.350065
2023-09-12,1331803774.6855364,1334392338.020705,1334154944.6850483,1335920057.5000648
2023-09-13,1332155832.9855366,1334772808.820705,1334594465.6850483,1336349827.5000648
2023-09-14,1353352496.2855365,1356281470.6207051,1356374203.685048,1358123978.950065
2023-09-15,1346895004.5855365,1350061078.520705,1350651788.3850482,1352424343.200065
2023-09-18,1345745193.0855365,1349107959.570705,1350250443.3850482,1352197889.150065
2023-09-19,1341143880.3855364,1344490249.770705,1346002278.6850483,1348173332.700065
2023-09-20,1342186551.4967735,1345586908.9233336,1346822649.2127225,1348906615.7208946
2023-09-21,1324047654.519744,1327506366.4581332,1328733908.8287258,1330778996.1618814
2023-09-22,1331399653.557394,1335043634.5833206,1336412336.5554245,1338483783.6180806
2023-09-25,1335825300.7342656,1339463194.946496,1341167502.2242494,1343378602.2818549
2023-09-26,1325107256.1342657,1328898866.446496,1330746455.8242493,1332872021.031855
2023-09-27,1321980503.098695,1325725588.2029037,1327544098.5914059,1329692264.978041
2023-09-28,1322171624.3517954,1325884576.952128,1327796926.3125246,1329940617.4155953
2023-10-02,1323883102.8517954,1327505863.3021278,1329153277.3125246,1331249101.1655953
2023-10-03,1319576397.2517953,1323350009.6021278,1325212924.6125243,1327291685.4655952
2023-10-04,1300953909.7517953,1304481398.3521278,1305895046.5125244,1307883581.9655952
2023-10-05,1311397055.9464073,1315230984.8176422,1317209906.5018837,1319263686.4258568
2023-10-06,1322147720.7464073,1325685828.8676424,1327251532.9018838,1329315631.4258568
2023-10-11,1350094394.0464072,1353940949.0176423,1355351405.9018838,1357215194.2758567
2023-10-12,1361931028.8464072,1365912964.7176423,1367241815.5018837,1369065541.5258567
2023-10-13,1347415277.2464073,1351354035.1676424,1352744495.5018837,1354552193.6758566
2023-10-16,1352377325.1990132,1356467352.879755,1358107854.9332845,1359865594.3244004
2023-10-17,1349719639.9990132,1353853202.629755,1355473289.2332845,1357220112.2244003
2023-10-18,1344074320.227196,1348332823.1079378,1350658415.2342858,1352588433.36696
2023-10-19,1337121802.727196,1341196080.7579377,1342815168.0342858,1344591878.61696
2023-10-20,1320080509.6661952,1323788448.746937,1325302511.4342859,1327104097.7669601
2023-10-23,1315739849.8634725,1319251210.944214,1319974222.7544122,1321616612.0542405
2023-10-24,1313705332.5634723,1317378034.7442138,1318583679.4544122,1320330813.2042403
2023-10-25,1310616899.7557352,1314029926.736477,1314773156.938825,1316446716.4945579
2023-10-26,1299451555.9557352,1302671621.486477,1303371916.9388251,1305089665.5445578
2023-10-27,1311950496.3101842,1315376816.4520347,1316108653.4873815,1317763343.2471313
2023-10-30,1302956296.4324827,1306237073.1637723,1306979406.2009761,1308716729.692662
2023-10-31,1305184369.3324828,1308566852.8637724,1309500448.9009762,1311219878.3426619
2023-11-01,1310798242.9892592,1313992272.6909168,1314881226.14202,1316719813.3111374
2023-11-02,1328323531.1297832,1332170804.7586994,1333677033.4997,1335519522.4108822
2023-11-03,1339981276.6297832,1343946634.1086996,1345363559.7997003,1347220981.4608822
2023-11-06,1347036679.5779996,1351123300.5086994,1352787625.4356241,1354677785.778205
2023-11-07,1345935944.8502445,1350071785.8327625,1351995235.531476,1353896998.6838794
2023-11-08,1346103795.4336417,1350284044.70296,1352286780.7943406,1354242354.470316
2023-11-09,1341673061.3336415,1345875639.00296,1348323338.4943407,1350296195.770316
2023-11-10,1344003598.1749284,1347953338.0513632,1349764806.8496041,1351626156.325579
2023-11-13,1346499951.7749283,1350422074.7013633,1352409327.849604,1354241969.9255788
2023-11-14,1348926784.5214107,1352817287.2371323,1354816045.2829528,1356629897.322122
2023-11-15,1370253614.1214108,1374029220.0871325,1374995802.9829528,1376563689.1221223
2023-11-16,1373528512.2240362,1377359760.2306123,1378895549.0097368,1380674442.138775
2023-11-17,1377135719.6535327,1380905860.6152658,1382117005.5134068,1383843396.5313263
2023-11-20,1377864620.1529448,1381680927.310284,1382652564.584534,1384340711.9609056
2023-11-21,1393793956.037812,1397684870.9744177,1399117846.2082283,1400896018.0464547
2023-11-22,1390464535.1544404,1394402201.6561058,1395797477.7860072,1397494121.5124543
2023-11-23,1389547495.545625,1393417975.0362928,1394536846.5901084,1396203124.3315752
2023-11-24,1391802601.3415225,1395502243.6893737,1396009836.0862913,1397595213.9708354
2023-11-27,1389830486.6415224,1393596264.6393738,1394056778.7862914,1395530829.4708357
2023-11-28,1400814212.7415226,1404458268.0893738,1404365314.7862914,1405717307.7708356
2023-11-29,1395224300.8415225,1398649847.9393737,1397985639.7862916,1399322284.3208356
2023-11-30,1405300904.9415224,1408746491.0393736,1408040032.4862914,1409341757.3708355
2023-12-01,1388010203.9415224,1391255015.4393737,1390137356.0862913,1391459748.6208355
2023-12-04,1389489406.9415224,1392961569.5893736,1392520358.5862916,1393883458.1208355
2023-12-05,1392372704.9120991,1395744427.031359,1394788890.898404,1396052726.64368
2023-12-06,1402931240.3520386,1406489202.1903682,1405820417.1250033,1407149976.2359326
2023-12-07,1391557314.7041645,1394959570.8109338,1394074274.3709152,1395435554.7778213
2023-12-08,1397386170.8929975,1400836618.3442428,1400131263.9709153,1401512174.5278213
2023-12-11,1397359969.0929976,1400561142.3442428,1399102898.1709151,1400363177.5778213
2023-12-12,1400852943.5929973,1404268541.6442428,1403241980.1709151,1404438787.727821
2023-12-13,1396999299.3929975,1400205739.1442428,1398600751.0709152,1399723362.0778213
2023-12-14,1411074399.2929974,1414460841.6442428,1413124129.1709151,1414193882.4278212
2023-12-15,1403037953.1351807,1406439189.3787825,1405243395.703439,1406244519.2574596
2023-12-18,1404350853.3539915,1407515167.3582697,1405727583.7335422,1406779297.627237
2023-12-19,1398714678.3932428,1402063658.1600666,1400599019.5990784,1401535582.992773
2023-12-20,1384994354.445856,1388369020.988863,1387235180.0280695,1388214251.4863884
2023-12-21,1377562870.609051,1380738172.5956955,1379073844.2004516,1380032887.5125313
2023-12-22,1379930680.1090508,1383100521.5456953,1381255701.9004514,1382120820.062531
2023-12-25,1386347503.589389,1389724309.2161136,1388380959.5929775,1389270369.1964564
2023-12-26,1397223154.789389,1400418500.2661135,1398274582.5929775,1399064687.4964564
2023-12-27,1403403298.689389,1406649947.1161137,1404848083.2929776,1405755829.2964563
2023-12-28,1410656370.689389,1413887301.5661137,1412048015.3929775,1413019295.7464564
2023-12-29,1408353537.6893892,1411627671.9161136,1409909826.9929776,1410888894.8464563
2024-01-02,1408507474.589389,1411852346.8161137,1410072820.3929775,1410910012.5964565
2024-01-03,1386687145.4893892,1389965710.6661136,1388351656.9929776,1389333909.7964563
2024-01-04,1386735156.089389,1390050454.1661136,1388595838.0929775,1389559165.7464564
2024-01-05,1389786986.3893893,1393186748.0161135,1391754985.3929777,1392676530.8464563
2024-01-08,1400661620.189389,1404211323.4661138,1403128765.2929773,1404110185.3964565
2024-01-09,1391780923.089389,1395515649.9161136,1395199815.6929774,1396239044.5464563
2024-01-10,1389825736.7893891,1393525105.1161137,1392873226.5929775,1393791089.0464563
2024-01-11,1395316432.8893893,1398814741.3661137,1397586202.0929775,1398488506.5964565
2024-01-12,1389809310.3316853,1393316626.725441,1392078056.600646,1392943011.0541248
2024-01-15,1384161565.2756784,1387724678.0765839,1386700434.8591685,1387648294.9802425
2024-01-16,1364251036.1935685,1367966094.1901448,1367721343.3377237,1368799412.4587977
2024-01-17,1338203572.3935685,1341569710.2901447,1340623695.037724,1341794642.3087976
2024-01-18,1344887034.2935686,1348468130.4401448,1348131220.037724,1349320365.7587976
2024-01-19,1356059050.5935683,1359630613.4401448,1359253478.0377238,1360571152.5087976
2024-01-22,1360633140.9935684,1364268572.8901448,1363941109.637724,1365155679.1087976
2024-01-23,1363040775.4935687,1366478541.6901448,1365492082.9377239,1366719937.6587977
2024-01-24,1365164898.3935685,1368567705.7401447,1367466687.037724,1368740577.0587976
2024-01-25,1367175181.9935684,1370556102.0401447,1369449302.037724,1370764906.9087975
2024-01-26,1379829418.3935685,1383286471.6901448,1382245212.337724,1383451756.4087975
2024-01-29,1385028618.6935685,1388414143.1901448,1386938932.637724,1388011465.4087975
2024-01-30,1371913471.0935686,1375260979.0401447,1373850453.2377238,1374914440.2587976
2024-01-31,1370511335.5963635,1373647322.6934044,1371585064.4004457,1372648587.5000508
2024-02-01,1382328647.9963634,1385402020.9434044,1383016039.5004456,1384092621.3000507
2024-02-02,1385559778.8963633,1388602615.793404,1386082424.8004456,1387212606.1000507
2024-02-05,1379999730.1963634,1383016454.1434042,1380422366.4004455,1381547738.1500506
2024-02-15,1390313373.4963634,1393455202.9434042,1391060134.7004457,1392141679.6500509
2024-02-16,1390378721.8963635,1393573946.0434043,1391374478.4004457,1392552408.0000508
2024-02-19,1399192488.5446703,1402523653.2267814,1400848278.8004456,1402164905.5000508
2024-02-20,1400229738.2446704,1403703328.7767816,1402716352.9004457,1404243577.100051
2024-02-21,1396020336.0446703,1399398211.1267815,1398217481.2004457,1399605465.3000507
2024-02-22,1395920470.9446704,1399479355.5267816,1398887532.9268596,1400402384.2913508
2024-02-23,1397167542.7446704,1400566327.9767814,1399324269.2268596,1400724919.6913507
2024-02-26,1391011817.0446703,1394450048.1267815,1393333586.3268595,1394659705.1413507
2024-02-27,1398522764.8446705,1401785987.5767815,1399835064.4268596,1400917073.3413508
2024-02-29,1407220044.7446704,1410615699.7267816,1409031236.5268595,1410116659.9413507
2024-03-01,1400294792.6446705,1403736836.3767815,1402394058.5268595,1403602728.8413508
2024-03-04,1405091360.1446702,1408755250.2767813,1408015555.5268595,1409244881.6413507
2024-03-05,1406528966.6446702,1410359291.9267814,1410126051.8268595,1411348719.3913507
2024-03-06,1414200802.9918253,1418136303.562598,1418292608.5268598,1419577194.9413507
2024-03-07,1419790751.6918254,1423649421.112598,1423469728.1268597,1424633501.691351
2024-03-08,1432529570.3918254,1436579988.762598,1436913069.203786,1437983130.5549552
2024-03-11,1430313411.8918254,1434311580.062598,1434472691.2037861,1435510440.7049553
2024-03-12,1435573433.8918254,1439615003.112598,1439775417.503786,1440758835.8049552
2024-03-13,1443362420.3918252,1447551630.0125978,1448195077.103786,1449217735.4049551
2024-03-14,1471131132.8918254,1475073768.9625978,1474390615.303786,1475125588.3549552
2024-03-15,1475537239.3918254,1479321207.962598,1477866234.003786,1478380435.6549551
2024-03-18,1473757625.832278,1477434236.1875982,1475574379.3022404,1476021248.5437627
2024-03-19,1464676442.3322783,1468271584.4375982,1466244830.6022406,1466783128.9437628
2024-03-20,1453915763.6040535,1457674862.0361795,1456446316.3022406,1457093479.2937627
2024-03-21,1480197839.5040536,1483852053.1861796,1481907464.6022406,1482406383.3437626
2024-03-22,1474598653.3040535,1478037484.3361797,1475691697.6022403,1476299959.4437625
2024-03-25,1472805575.4040534,1476236948.9861796,1474040034.6022406,1474793845.3937626
2024-03-26,1483434483.8040535,1487032313.1361797,1485095924.2613294,1485775752.8777149
2024-03-27,1482398896.6040535,1486011680.1861796,1484097438.2613294,1484735909.4277148
2024-03-28,1474663731.1040535,1478215036.0861795,1476291025.2613294,1476927012.2277148
2024-03-29,1487913392.2040534,1491424817.5361795,1489103858.5613294,1489566162.0277147
2024-04-01,1490205893.8040535,1493725371.4861796,1491444459.2613292,1491888414.2777147
2024-04-02,1490688485.7040534,1494039075.8861797,1491211162.2613292,1491668424.2777147
2024-04-03,1470907173.9040537,1474240763.5361798,1471386027.9613295,1471675378.4777148
2024-04-08,1484379494.3040535,1487653892.5861797,1484487034.2613294,1484791657.6777148
2024-04-09,1495819436.7040536,1499228731.7861795,1496306080.5613291,1496572526.2277148
2024-04-10,1494767116.3040535,1498268028.3361795,1495609743.5613294,1495883892.6277146
2024-04-11,1493486267.4040534,1496771191.6861796,1493379414.4613292,1493582960.5777147
2024-04-12,1483392764.0040536,1486721414.3861797,1483751425.5613294,1484044501.8277147
2024-04-15,1477752164.3040535,1480997867.2549534,1477908120.9613292,1478140295.8277147
2024-04-16,1444920318.9040537,1448303716.6049535,1445801569.0613294,1446209321.8777146
2024-04-17,1447758725.1040535,1450986686.9549534,1448366198.3613293,1448845816.5277147
2024-04-18,1459191490.7040536,1462325564.6549535,1459304074.6613293,1459566552.8777146
2024-04-19,1426713034.3040535,1430183338.8049536,1427755116.4613292,1428261544.4777148
2024-04-22,1454258039.934336,1457820765.6549535,1454861257.5139132,1455194559.7446566
2024-04-23,1467016615.4749637,1470790643.825085,1467705869.4830453,1467891214.7858338
2024-04-24,1462511206.0882301,1466004223.8713179,1462412627.1602535,1462775085.570226
2024-04-25,1442780276.88823,1446342314.6213179,1443341222.5602536,1443765357.5202258
2024-04-26,1448140884.48823,1451713416.6713178,1448745634.1602535,1449146993.820226
2024-04-29,1491805588.0882301,1495255009.4213178,1491040232.6602535,1491077602.6702259
2024-04-30,1499119939.28823,1502341900.5713177,1496894180.3602536,1496557834.0202258
2024-05-02,1516856889.0882301,1519641483.4213178,1512063904.1602535,1511202343.370226
2024-05-03,1520513674.212487,1523300837.9142559,1515750661.8905878,1514875326.2909489
2024-05-06,1577405279.8866744,1579877813.7856631,1569807828.770339,1568181869.5514827
2024-05-07,1580711062.4285736,1583036921.0728397,1572138677.6189635,1570358133.9819882
2024-05-08,1583397104.9285736,1585784201.8728397,1575297234.6189635,1573689443.3819883
2024-05-09,1563529509.9285734,1565961605.5728395,1556139021.6189632,1554706024.1319883
2024-05-10,1608017859.6285737,1609808169.7728398,1596369526.4189634,1594002847.7819881
2024-05-13,1608777645.3285735,1610676316.5228395,1597451383.1189632,1595042452.9819882
2024-05-14,1599646634.6285737,1601356143.1228397,1587301839.0189633,1584663470.7319882
2024-05-15,1602570556.7566583,1604479794.0651705,1591321216.2594922,1588881255.7421803
2024-05-16,1602969345.2348063,1604858074.8806708,1591765789.0320537,1589445595.7652657
2024-05-17,1601924111.8348062,1603834953.030671,1591318353.3320537,1589305102.4652658
2024-05-20,1599118559.6348062,1600997805.4306707,1589657795.9320536,1588490241.6152656
2024-05-21,1583584718.3155904,1585673898.5523438,1574803174.757068,1573498621.7889342
2024-05-22,1588540647.3807385,1590520254.7238722,1579644051.126457,1578399486.3950398
2024-05-23,1582690975.9956298,1584421411.1821177,1573830503.2339218,1573077004.7730048
2024-05-24,1576729594.6956296,1578560672.5821176,1567408225.833922,1566103792.2230048
2024-05-27,1582353814.4405882,1583932328.756815,1572141361.5093274,1570765277.5733225
2024-05-28,1581253605.8405883,1582907749.906815,1571027197.9093273,1569483631.8733225
2024-05-29,1554243632.0405884,1555830480.856815,1544057969.7093275,1542585554.0733225
2024-05-30,1538914941.4405882,1540697136.2568152,1529534083.4093273,1528109311.1233225
2024-05-31,1547802713.1545029,1549456631.7594543,1538058717.8093274,1536586580.0733225
2024-06-03,1543133496.179971,1545129788.5958307,1535038486.1314259,1533860216.586589
2024-06-04,1527034106.879971,1529173960.7958307,1519967041.6314259,1518999207.636589
2024-06-05,1538493894.379971,1540450746.7458305,1530255678.4314258,1529046794.486589
2024-06-06,1555519295.579971,1557426153.4458308,1546582240.031426,1545213672.0365891
2024-06-07,1566372024.9799712,1568021187.8958309,1556304468.6314259,1554858430.086589
2024-06-11,1562153409.8799713,1563789769.595831,1552223469.631426,1550878572.5865893
2024-06-12,1565137389.2799711,1566850528.2458308,1555346175.631426,1553952369.136589
2024-06-13,1577710492.679971,1579383655.5458307,1567446564.531426,1565939477.886589
2024-06-14,1591936909.579971,1593443681.5458307,1580648263.131426,1578982682.636589
2024-06-17,1597267743.279971,1598841074.1458306,1586025124.431426,1584255591.4865892
