book,mode,alpha,gate,window,base_cagr,book_cagr,base_mdd,book_mdd,mdd_improve_pp,cagr_giveback_pp,mdd_pp_per_cagr_giveback_pp,mean_e45_exposure,frac_days_lt_1
GATE_08_A100,GATE,1.0,0.8,full,0.1378248622325564,0.12350622381125564,-0.2263873534222821,-0.22429793914034635,0.20894142819357642,1.4318638421300767,0.14592269323789187,0.973600971187749,0.0791007493755204
E1BIN_A25,E1BIN,0.25,,heldout_2019_plus,0.18234637927240827,0.18093928740575693,-0.2263873534222821,-0.2263873534222821,0.0,0.14070918666513332,0.0,0.9985392542788549,0.011934499028587288
E1BIN_A25,E1BIN,0.25,,sealed_2023_plus,0.2492563398696781,0.24798964746673224,-0.144572796391655,-0.1402787603430974,0.42940360485576035,0.1266692402945857,3.389959581798444,0.9985392542788549,0.011934499028587288
E1BIN_A25,E1BIN,0.25,,full,0.1378248622325564,0.13707485123732743,-0.2263873534222821,-0.2263873534222821,0.0,0.0750010995228978,0.0,0.9985392542788549,0.011934499028587288
E1BIN_A50,E1BIN,0.5,,heldout_2019_plus,0.18234637927240827,0.17898229016160427,-0.2263873534222821,-0.2263873534222821,0.0,0.33640891108039916,0.0,0.9970785085577096,0.011934499028587288
E1BIN_A50,E1BIN,0.5,,sealed_2023_plus,0.2492563398696781,0.24504581118309243,-0.144572796391655,-0.1365222717943978,0.8050524597257191,0.42105286865856684,1.911998515270867,0.9970785085577096,0.011934499028587288
E1BIN_A50,E1BIN,0.5,,full,0.1378248622325564,0.13603106518039287,-0.2263873534222821,-0.2263873534222821,0.0,0.1793797052163537,0.0,0.9970785085577096,0.011934499028587288
E1BIN_A100,E1BIN,1.0,,heldout_2019_plus,0.18234637927240827,0.17173094607055206,-0.2263873534222821,-0.2263873534222821,0.0,1.0615433201856206,0.0,0.9941570171154193,0.011934499028587288
E1BIN_A100,E1BIN,1.0,,sealed_2023_plus,0.2492563398696781,0.23381118376470478,-0.144572796391655,-0.11968634748470763,2.4886448906947356,1.5445156104973323,1.6112785612399183,0.9941570171154193,0.011934499028587288
E1BIN_A100,E1BIN,1.0,,full,0.1378248622325564,0.13215672338994278,-0.2263873534222821,-0.2263873534222821,0.0,0.5668138842613635,0.0,0.9941570171154193,0.011934499028587288
