date,nav_base_e16_e18_e22_v2s,nav_const_a05,nav_const_a25,nav_const_a100_full,nav_gate_09_a25,nav_gate_09_a50,nav_gate_09_a100,nav_gate_085_a25,nav_gate_085_a50,nav_gate_085_a100,nav_gate_08_a25,nav_gate_08_a50,nav_gate_08_a100,nav_e1bin_a25,nav_e1bin_a50,nav_e1bin_a100
2019-10-15,5982714.754744193,5983123.910997811,5799658.899356157,5709475.504775981,5980275.240217102,5980046.582738482,5981927.148512212,5983309.939032514,5974135.745945572,5968092.302906922,5977387.861203929,5968137.647265338,5982507.844395652,5982714.754744193,5982714.754744193,5982714.754744193
2019-10-16,5995625.336219717,5995073.008033232,5810889.464875703,5720943.99573183,5993026.253666372,5992737.054949301,5994623.313772583,5996124.342115796,5986937.758181302,5980822.76335984,5990303.423235824,5980993.802587797,5995389.909510503,5995625.336219717,5995625.336219717,5995625.336219717
2019-10-17,6009107.786219717,6008805.108033231,5820890.164875703,5724865.84573183,6006573.803666373,6006311.954949301,6008200.813772584,6009647.492115797,6000441.708181303,5994340.21335984,6003767.973235824,5994455.602587797,6008884.709510502,6009107.786219717,6009107.786219717,6009107.786219717
2019-10-18,5983470.886219717,5983250.808033233,5799433.664875703,5719237.79573183,5980919.503666372,5980647.804949301,5982528.963772584,5983991.642115796,5974825.208181302,5968738.9133598395,5978156.323235824,5968876.352587797,5983243.559510502,5983470.886219717,5983470.886219717,5983470.886219717
2019-10-21,6004418.886219717,6003585.408033231,5821792.864875703,5735343.44573183,6001774.003666373,6001468.654949301,6003357.513772584,6004888.142115796,5995693.958181302,5989554.36335984,5999094.973235824,5989760.902587797,6004175.4595105015,6004418.886219717,6004418.886219717,6004418.886219717
2019-10-22,6019324.036219717,6017201.508033232,5834845.314875703,5749466.29573183,6016403.253666372,6015989.404949302,6017891.063772584,6019653.442115797,6010422.608181302,6004163.71335984,6014007.073235824,6004581.052587797,6019031.409510503,6019324.036219717,6019324.036219717,6019324.036219717
2019-10-23,6009395.486219717,6008518.808033232,5815055.164875703,5723678.04573183,6006747.003666373,6006439.2549493015,6008332.113772584,6009877.742115797,6000663.358181302,5994517.36335984,6004063.173235824,5994721.302587797,6009151.659510502,6009395.486219717,6009395.486219717,6009395.486219717
2019-10-24,6050664.236219717,6050310.108033231,5856822.914875703,5762050.94573183,6048098.753666372,6047828.854949301,6049731.813772583,6051203.342115796,6041930.558181302,6035781.1633598395,6045287.923235823,6035907.602587797,6050437.309510502,6050664.236219717,6050664.236219717,6050664.236219717
2019-10-25,6058148.936219716,6056979.108033231,5866957.2648757035,5772773.29573183,6055423.953666372,6055091.954949301,6057001.513772584,6058602.592115796,6049314.708181302,6043097.9133598395,6052779.073235824,6043347.452587796,6057893.459510502,6058148.936219716,6058148.936219716,6058148.936219716
2019-10-28,6078020.436219716,6077860.508033232,5883668.564875703,5786898.59573183,6075471.853666373,6075211.354949301,6077123.113772584,6078581.892115796,6069264.308181303,6063097.81335984,6072616.423235824,6063201.102587797,6077797.859510502,6078020.436219716,6078020.436219716,6078020.436219716
2019-10-29,6091971.286219717,6092200.108033232,5894413.814875703,5794242.49573183,6089487.003666372,6089252.7549493015,6091168.813772584,6092580.742115797,6083236.458181302,6077082.46335984,6086546.773235824,6077128.102587798,6091761.059510502,6091971.286219717,6091971.286219717,6091971.286219717
2019-10-30,6137842.386219717,6136234.908033232,5928183.064875703,5822660.09573183,6135054.503666373,6134706.204949301,6136643.263772584,6138294.792115796,6128877.258181303,6122567.86335984,6132402.323235825,6122840.052587797,6137578.909510503,6137842.386219717,6137842.386219717,6137842.386219717
2019-10-31,6157025.536219717,6154287.108033231,5940578.614875703,5833677.79573183,6154029.153666372,6153600.004949301,6155550.163772583,6157377.342115795,6147918.408181302,6141512.61335984,6151582.823235824,6141940.302587796,6156725.109510502,6157025.536219717,6157025.536219717,6157025.536219717
2019-11-01,6174523.936219717,6165801.008033232,5952498.564875703,5843509.99573183,6170484.653666372,6169647.7549493015,6171625.513772584,6174283.342115796,6164792.458181302,6157972.66335984,6169158.6232358245,6159224.202587796,6174034.809510502,6174523.936219717,6174523.936219717,6174523.936219717
2019-11-04,6231585.536219717,6224536.808033232,6010729.714875703,5891409.64573183,6227734.953666372,6226974.854949301,6228971.713772584,6231502.492115797,6221897.708181302,6215099.31335984,6226141.773235824,6216173.752587797,6231133.859510502,6231585.536219717,6231585.536219717,6231585.536219717
2019-11-05,6265857.136219717,6260264.508033232,6042170.414875703,5916660.49573183,6262247.353666373,6261585.0049493015,6263588.563772584,6265930.442115796,6256268.308181303,6249532.31335984,6260358.223235824,6250402.502587797,6265450.809510502,6265857.136219717,6265857.136219717,6265857.136219717
2019-11-06,6308013.486219716,6306198.708033231,6078907.964875703,5943313.99573183,6305096.003666372,6304711.3049493,6306711.663772583,6308491.092115795,6298774.058181302,6292267.06335984,6302415.723235824,6292575.952587796,6307734.609510502,6308013.486219716,6308013.486219716,6308013.486219716
2019-11-07,6287295.286219717,6284438.708033232,6062091.164875703,5929751.89573183,6284201.803666373,6283745.904949302,6285743.463772584,6287663.192115797,6277978.858181302,6271422.56335984,6281732.973235824,6271878.202587797,6286983.509510502,6287295.286219717,6287295.286219717,6287295.286219717
2019-11-08,6277348.186219716,6275404.708033232,6058427.614875703,5930948.39573183,6274416.303666373,6274023.854949301,6276012.713772584,6277794.642115796,6268136.058181303,6261650.46335984,6271783.773235824,6261984.202587796,6277065.259510502,6277348.186219716,6277348.186219716,6277348.186219716
2019-11-11,6210370.786219717,6212473.108033231,6014142.0148757035,5894272.29573183,6208179.703666372,6208073.954949301,6210020.113772584,6211188.142115796,6201664.258181302,6195520.6633598395,6204811.073235824,6195296.302587797,6210219.259510502,6210370.786219717,6210370.786219717,6210370.786219717
2019-11-12,6225145.136219717,6230043.608033232,6030604.7648757035,5906449.59573183,6223401.453666372,6223471.454949301,6225415.213772584,6226237.942115796,6216681.058181303,6210695.1633598395,6219527.573235824,6210106.152587797,6225075.809510502,6225145.136219717,6225145.136219717,6225145.136219717
2019-11-13,6178901.886219717,6186092.008033232,5988068.7648757035,5865622.24573183,6177574.203666372,6177802.454949301,6179723.113772584,6180217.542115796,6170733.758181303,6164946.76335984,6173289.673235824,6164041.402587797,6178906.059510502,6178901.886219717,6178901.886219717,6178901.886219717
2019-11-14,6140670.736219717,6150355.008033232,5964950.864875703,5842295.39573183,6139758.253666372,6140145.354949301,6142044.0137725845,6142206.642115797,6132787.658181302,6127191.96335984,6135057.973235824,6125970.352587798,6140748.809510503,6140670.736219717,6140670.736219717,6140670.736219717
2019-11-15,6190749.436219717,6198681.108033231,5999307.664875703,5868825.69573183,6189531.053666373,6189802.454949301,6191725.213772584,6192138.192115796,6182630.408181302,6176874.21335984,6185114.473235824,6175876.752587797,6190774.159510503,6190749.436219717,6190749.436219717,6190749.436219717
2019-11-18,6219850.836219717,6228192.108033231,6032940.214875703,5905837.74573183,6218649.153666372,6218929.654949301,6220862.213772584,6221264.942115796,6211707.458181302,6205932.36335984,6214185.873235824,6204910.552587796,6219880.109510502,6219850.836219717,6219850.836219717,6219850.836219717
2019-11-19,6224604.536219717,6233327.408033231,6043563.064875702,5918722.69573183,6223400.653666372,6223678.854949301,6225615.913772583,6226034.642115796,6216455.758181302,6210674.86335984,6218930.773235824,6209648.352587796,6224634.009510502,6224604.536219717,6224604.536219717,6224604.536219717
2019-11-20,6221890.486219717,6229764.408033231,6040118.014875703,5913663.29573183,6220575.303666372,6220810.854949301,6222746.813772583,6223242.992115796,6213679.108181302,6207858.4133598395,6216232.973235824,6206925.502587796,6221899.409510502,6221890.486219717,6221890.486219717,6221890.486219717
2019-11-21,6165125.536219717,6172667.508033232,5983786.064875703,5861084.64573183,6163776.053666372,6163991.5049493015,6165911.263772584,6166441.692115796,6156962.358181302,6151177.26335984,6159522.623235824,6150288.502587797,6165125.659510503,6165125.536219717,6165125.536219717,6165125.536219717
2019-11-22,6178986.886219717,6186317.308033232,6007221.064875703,5880356.34573183,6177591.303666373,6177791.154949301,6179714.013772584,6180270.792115796,6170779.508181302,6164965.11335984,6173378.523235824,6164112.052587797,6178979.309510502,6178986.886219717,6178986.886219717,6178986.886219717
2019-11-25,6204107.136219717,6208489.508033231,6015846.0148757035,5883784.24573183,6202230.453666372,6202243.654949301,6204186.413772583,6205131.842115795,6195592.358181302,6189572.463359839,6198516.273235824,6189091.252587796,6204013.109510502,6204107.136219717,6204107.136219717,6204107.136219717
2019-11-26,6177903.786219717,6185673.108033231,6013381.564875703,5896605.34573183,6176507.603666373,6176705.354949301,6178631.313772583,6179203.092115796,6169699.408181302,6163885.21335984,6172291.823235824,6163027.452587796,6177896.409510503,6177903.786219717,6177903.786219717,6177903.786219717
2019-11-27,6229927.436219717,6237631.708033232,6050881.864875703,5924049.29573183,6228565.653666372,6228783.454949301,6230724.213772584,6231260.992115797,6221680.508181302,6215835.213359839,6224265.323235824,6214934.802587797,6229928.359510502,6229927.436219717,6229927.436219717,6229927.436219717
2019-11-28,6215727.186219716,6223677.108033231,6039934.764875703,5910460.94573183,6214413.803666372,6214649.0549493,6216584.513772584,6217083.692115796,6207525.408181302,6201710.9133598395,6210073.8732358245,6200776.302587796,6215736.309510502,6215727.186219716,6215727.186219716,6215727.186219716
2019-11-29,6154613.336219717,6161464.308033232,5988958.214875703,5865398.79573183,6153156.953666372,6153331.604949301,6155246.763772584,6155844.142115796,6146399.608181302,6140583.81335984,6149036.023235824,6139789.302587797,6154593.509510502,6154613.336219717,6154613.336219717,6154613.336219717
2019-12-02,6159244.286219717,6166229.208033232,5991187.064875703,5867779.44573183,6157785.403666372,6157958.2549493015,6159876.813772583,6160485.942115796,6151024.3581813015,6145202.963359839,6153659.673235824,6144405.802587797,6159224.359510503,6159244.286219717,6159244.286219717,6159244.286219717
2019-12-03,6156950.986219717,6159939.908033232,5989125.614875703,5868089.59573183,6154769.103666373,6154656.854949301,6156591.513772584,6157783.942115796,6148316.258181302,6142219.96335984,6151431.323235824,6141996.152587797,6156799.759510502,6156950.986219717,6156950.986219717,6156950.986219717
2019-12-04,6158388.736219717,6162542.308033232,5991215.414875703,5871116.851609969,6156433.653666372,6156411.854949301,6158340.413772584,6159342.942115796,6149882.758181302,6143872.56335984,6152850.223235824,6143470.802587797,6158278.609510502,6158388.736219717,6158388.736219717,6158388.736219717
2019-12-05,6159244.26882018,6164387.612867601,5990128.112230828,5863410.951609968,6157444.812626526,6157482.665246952,6159410.51377164,6160301.311809451,6150828.567141456,6144876.148156087,6153687.209893166,6144346.1771631865,6159162.851072061,6159244.26882018,6159244.26882018,6159244.26882018
2019-12-06,6137504.36882018,6143437.162867602,5978109.312230828,5856926.701609968,6135799.762626527,6135871.965246953,6137791.563771641,6138612.911809452,6129170.3171414565,6123272.198156088,6131958.059893167,6122672.527163186,6137439.651072061,6137504.36882018,6137504.36882018,6137504.36882018
2019-12-09,6171329.068820179,6175800.662867601,6004190.712230829,5884155.201609968,6169367.762626526,6169344.1152469525,6171280.313771641,6172306.611809452,6162807.217141456,6156782.4981560875,6165773.359893166,6156374.077163187,6171219.00107206,6171329.068820179,6171329.068820179,6171329.068820179
2019-12-10,6149992.268820179,6156949.412867601,5990966.312230828,5867693.901609968,6148466.012626526,6148610.665246952,6150530.313771641,6151208.7618094515,6141747.267141456,6135907.048156087,6144418.459893166,6135161.077163187,6149960.4510720605,6149992.268820179,6149992.268820179,6149992.268820179
2019-12-11,6167462.168820179,6171272.762867602,5997544.412230828,5873175.051609968,6165387.562626527,6165319.065246953,6167257.6637716405,6168381.7618094515,6158880.717141456,6152815.798156087,6161918.209893166,6152496.127163187,6167331.4510720605,6167462.168820179,6167462.168820179,6167462.168820179
2019-12-12,6187150.068820179,6191858.062867601,6026009.662230828,5902955.551609968,6185182.762626526,6185159.415246952,6187102.01377164,6188142.5118094515,6178608.517141456,6172567.398156088,6181577.559893166,6172153.877163187,6187040.2010720605,6187150.068820179,6187150.068820179,6187150.068820179
2019-12-13,6220479.26882018,6225311.512867602,6063168.562230828,5932072.351609969,6218527.712626526,6218515.465246953,6220467.4137716405,6221489.361809452,6211907.267141457,6205844.048156087,6214875.459893166,6205407.477163186,6220373.751072061,6220479.26882018,6220479.26882018,6220479.26882018
2019-12-16,6209966.26882018,6216367.062867601,6051506.412230828,5919709.051609968,6208287.162626526,6208381.1152469525,6210324.813771641,6211136.511809452,6201565.867141456,6195615.648156088,6204346.309893167,6194963.777163187,6209909.9510720605,6209966.26882018,6209966.26882018,6209966.26882018
2019-12-17,6259381.868820179,6267114.162867601,6114078.662230828,5977624.651609968,6257896.862626526,6258074.815246953,6260028.51377164,6260675.811809451,6251035.517141456,6245117.9981560875,6253700.659893166,6244296.377163187,6259363.101072061,6259381.868820179,6259381.868820179,6259381.868820179
2019-12-18,6303213.068820179,6306431.312867601,6156301.762230828,6017570.001609968,6300928.712626526,6300798.565246953,6302783.31377164,6304063.911809452,6294352.367141455,6288092.548156087,6297562.6098931655,6287891.477163186,6303050.651072061,6303213.068820179,6303213.068820179,6303213.068820179
2019-12-19,6293413.868820179,6295362.662867602,6151037.062230828,6005361.801609969,6290906.3626265265,6290687.1152469525,6292674.01377164,6294135.211809452,6284436.067141456,6278099.2481560875,6287792.009893166,6278078.277163186,6293210.551072061,6293413.868820179,6293413.868820179,6293413.868820179
2019-12-20,6229766.86882018,6238302.962867602,6108616.712230829,5972765.401609968,6228382.262626527,6228595.315246953,6230536.21377164,6231097.211809452,6221512.417141456,6215658.4981560875,6224106.959893166,6214770.377163187,6229765.301072061,6229766.86882018,6229766.86882018,6229766.86882018
2019-12-23,6280377.568820179,6288871.162867602,6148665.712230828,6008085.451609968,6279028.062626527,6279262.265246952,6281216.863771641,6281737.111809452,6272082.167141456,6266199.548156088,6274669.709893166,6265269.327163187,6280384.00107206,6280377.568820179,6280377.568820179,6280377.568820179
2019-12-24,6258782.96882018,6268518.312867601,6128859.412230829,5988347.151609968,6257640.412626526,6257953.215246952,6259897.56377164,6260261.061809451,6250634.217141456,6244848.698156088,6253075.009893166,6243758.9271631865,6258826.351072061,6258782.96882018,6258782.96882018,6258782.96882018
2019-12-25,6259940.368820179,6269720.662867602,6130119.612230828,5992645.551609968,6258797.362626526,6259110.165246952,6261054.96377164,6261419.361809451,6251790.117141456,6246003.398156087,6254231.209893166,6244913.327163186,6259983.751072061,6259940.368820179,6259940.368820179,6259940.368820179
2019-12-26,6269804.368820179,6278613.562867601,6135707.562230828,5998971.951609968,6268501.162626526,6268752.165246952,6270703.26377164,6271192.661809452,6261549.167141456,6255692.948156088,6264100.759893166,6254727.627163187,6269818.901072061,6269804.368820179,6269804.368820179,6269804.368820179
2019-12-27,6297794.76882018,6305961.512867602,6161838.562230828,6015838.951609968,6296395.212626526,6296612.315246953,6298573.76377164,6299135.161809452,6289450.367141456,6283533.7481560875,6292074.459893166,6282636.227163186,6297792.901072061,6297794.76882018,6297794.76882018,6297794.76882018
2019-12-30,6286243.16882018,6291874.612867601,6148923.662230828,6001473.651609968,6284393.412626526,6284431.715246953,6286400.563771641,6287329.061809452,6277652.967141456,6271573.7481560875,6280571.759893166,6271035.527163186,6286159.101072061,6286243.16882018,6286243.16882018,6286243.16882018
2019-12-31,6255425.868820179,6261523.962867602,6111359.412230828,5967748.351609968,6253672.162626526,6253743.915246952,6255702.113771641,6256562.161809452,6246928.417141456,6240911.898156088,6249772.809893166,6240306.077163187,6255357.901072061,6255425.868820179,6255425.868820179,6255425.868820179
2020-01-02,6259621.068820179,6265868.962867602,6116573.212230829,5979156.351609969,6257865.262626527,6257937.015246952,6259897.313771641,6260764.061809452,6251118.617141456,6245097.4981560875,6253962.909893166,6244489.777163186,6259553.101072061,6259621.068820179,6259621.068820179,6259621.068820179
2020-01-03,6279571.168820179,6287424.962867602,6141543.712230829,6000134.727400498,6278106.8626265265,6278296.065246953,6280254.363771641,6280875.561809452,6271212.017141457,6265285.898156088,6273871.709893167,6264443.727163187,6279556.851072061,6279571.168820179,6279571.168820179,6279571.168820179
2020-01-06,6233866.0688201785,6241872.912867602,6096569.562230828,5956573.027400499,6232434.412626526,6232629.765246952,6234573.71377164,6235175.461809452,6225580.017141456,6219704.898156088,6228205.309893166,6218851.6771631865,6233855.80107206,6233866.0688201785,6233866.0688201785,6233866.0688201785
2020-01-07,6247583.568820179,6253528.312867601,6093823.112230828,5951452.677400499,6245831.512626526,6245902.815246953,6247858.76377164,6248718.461809452,6239096.167141456,6233087.148156087,6241937.359893166,6232482.827163187,6247515.301072061,6247583.568820179,6247583.568820179,6247583.568820179
2020-01-08,6212519.168820179,6223283.462867602,6058234.862230828,5916853.077400499,6211632.8626265265,6212039.8652469525,6213965.863771641,6214136.961809453,6204574.0671414565,6198925.648156088,6206828.559893167,6197645.627163187,6212606.80107206,6212519.168820179,6212519.168820179,6212519.168820179
2020-01-09,6250003.868820179,6261641.262867602,6103302.912230828,5958277.727400498,6249245.562626526,6249708.515246952,6251642.51377164,6251704.361809452,6242088.417141456,6236457.298156087,6244268.409893166,6235063.777163186,6250116.50107206,6250003.868820179,6250003.868820179,6250003.868820179
2020-01-10,6272272.868820179,6282759.912867601,6123631.612230828,5979743.777400499,6271306.412626526,6271690.765246952,6273636.21377164,6273862.211809452,6264210.767141456,6258481.348156087,6266535.309893166,6257245.577163187,6272348.55107206,6272272.868820179,6272272.868820179,6272272.868820179
2020-01-13,6346676.468820179,6362953.012867602,6203744.212230829,6045628.927400499,6346759.412626526,6347567.965246952,6349510.11377164,6348871.561809451,6339131.217141456,6333741.298156087,6340782.409893165,6331653.277163186,6346945.601072061,6346676.468820179,6346676.468820179,6346676.468820179
2020-01-14,6380671.468820179,6398917.612867601,6237747.362230828,6072960.527400499,6381109.012626527,6382062.465246952,6384006.813771641,6383079.161809452,6373291.3171414565,6368008.598156088,6374715.309893167,6365628.077163187,6381006.401072061,6380671.468820179,6380671.468820179,6380671.468820179
2020-01-15,6354289.068820179,6371054.212867602,6214586.462230829,6061292.077400499,6354439.012626526,6355275.465246952,6357218.51377164,6356525.661809452,6346774.0671414565,6341403.648156088,6348382.159893166,6339259.777163186,6354570.651072061,6354289.068820179,6354289.068820179,6354289.068820179
2020-01-16,6351124.068820179,6370673.312867601,6215812.712230828,6060950.177400499,6351773.212626526,6352805.565246953,6354735.4137716405,6353636.411809452,6343900.367141455,6338723.7481560875,6345177.909893165,6336187.1771631865,6351496.151072061,6351124.068820179,6351124.068820179,6351124.068820179
2020-01-17,6375223.168820179,6395046.712867602,6254022.112230828,6097252.477400499,6375892.1126265265,6376936.015246952,6378871.763771641,6377748.161809452,6367981.967141457,6362792.948156088,6369255.059893167,6360234.627163187,6375599.901072061,6375223.168820179,6375223.168820179,6375223.168820179
2020-01-20,6415390.168820179,6435762.912867602,6295728.312230828,6142295.977400499,6416142.012626526,6417224.6152469525,6419170.06377164,6417971.111809452,6408148.967141456,6402958.148156087,6409379.1098931655,6400322.127163187,6415783.501072061,6415390.168820179,6415390.168820179,6415390.168820179
2020-01-30,6154494.668820179,6177268.562867601,6040216.162230828,5894848.527400499,6155708.562626527,6156934.1152469525,6158791.313771641,6157260.661809452,6147829.517141456,6143034.598156087,6148680.009893166,6140116.577163187,6154961.401072061,6154494.668820179,6154494.668820179,6154494.668820179
2020-01-31,6200056.956309616,6224630.109989367,6083037.112230829,5936495.420421439,6201584.963920966,6202939.937928414,6204805.07141453,6203015.232269986,6193517.923344281,6188805.863284491,6194170.3912892295,6185625.682683442,6200581.242424465,6200056.956309616,6200056.956309616,6200056.956309616
2020-02-03,6151691.656309615,6181432.759989368,6046810.812230828,5902496.620421439,6154133.063920966,6155841.237928415,6157669.721414531,6155147.732269986,6145738.173344281,6141415.963284492,6145771.54128923,6137528.432683443,6152380.492424465,6151691.656309615,6151691.656309615,6151691.656309615
2020-02-04,6206974.861245481,6235704.604542187,6093202.681876378,5946414.120421439,6209229.0652463855,6210870.582657513,6212720.577514495,6210348.74746831,6200847.263630187,6196406.322893293,6201019.629386694,6192649.196870698,6207631.801625808,6206974.861245481,6206974.861245481,6206974.861245481
2020-02-05,6244564.061245481,6273360.904542187,6135281.881876377,5986360.170421439,6246787.865246384,6248422.082657513,6250284.327514495,6247935.89746831,6238374.663630187,6233889.772893292,6238577.129386694,6230143.796870697,6245217.101625807,6244564.061245481,6244564.061245481,6244564.061245481
2020-02-06,6298874.36124548,6329803.304542188,6200212.931876376,6048794.020421439,6301408.265246385,6303171.282657513,6305042.477514494,6302442.347468309,6292799.363630186,6288386.322893292,6292811.029386695,6284377.046870696,6299585.951625806,6298874.36124548,6298874.36124548,6298874.36124548
2020-02-07,6258568.711245481,6286989.704542188,6161889.231876377,6019972.670421439,6260636.115246385,6262209.182657514,6264079.177514494,6261856.9974683095,6252271.713630186,6247714.172893292,6252581.829386695,6244089.4968706975,6259194.351625807,6258568.711245481,6258568.711245481,6258568.711245481
2020-02-10,6249657.05244757,6279623.708451529,6155002.712834135,6014727.693723546,6251993.103317646,6253670.123666958,6255532.622491902,6253094.06791664,6243526.540562927,6239079.855774501,6243654.122742055,6235242.935669962,6250330.696601146,6249657.05244757,6249657.05244757,6249657.05244757
2020-02-11,6257812.027094397,6289174.503631412,6166868.612834135,6027589.293723547,6260373.427218988,6262140.169209315,6264000.721897227,6261381.376671905,6251802.808681033,6247435.060369603,6251781.552027885,6243415.214119866,6258526.120502487,6257812.027094397,6257812.027094397,6257812.027094397
2020-02-12,6268824.175579892,6298890.703631412,6167107.789670842,6021051.130728507,6271113.625704482,6272774.731219769,6274644.10642182,6272240.421001399,6262643.773094034,6258162.761032919,6262807.614038338,6254356.298157249,6269489.685562653,6268824.175579892,6268824.175579892,6268824.175579892
2020-02-13,6285784.275579892,6316371.385971426,6186643.889670842,6041811.980728508,6288139.175704483,6289828.08121977,6291700.65642182,6289243.621001399,6279621.173094033,6275150.41103292,6279746.314038339,6271287.848157249,6286463.035562653,6285784.275579892,6285784.275579892,6285784.275579892
2020-02-14,6290188.175579892,6322118.2859714255,6192962.189670842,6050326.780728508,6292767.075704482,6294545.481219769,6296415.006421819,6293777.871001399,6284150.373094033,6279761.911032919,6284126.414038339,6275717.998157249,6290907.4355626535,6290188.175579892,6290188.175579892,6290188.175579892
2020-02-17,6298560.975579892,6333103.135971426,6207815.639670842,6060699.330728508,6301587.475704483,6303542.281219769,6305403.756421819,6302404.121001399,6292771.223094033,6288547.061032919,6292453.364038339,6284146.698157249,6299362.585562653,6298560.975579892,6298560.975579892,6298560.975579892
2020-02-18,6319046.175579892,6357937.135971425,6238157.589670842,6084248.330728507,6322805.125704482,6325051.031219768,6326903.106421819,6323309.721001399,6313656.473094033,6309696.761032919,6312856.914038338,6304704.798157249,6319981.085562652,6319046.175579892,6319046.175579892,6319046.175579892
2020-02-19,6396742.125579892,6438013.085971426,6310663.039670842,6145137.430728507,6400932.625704482,6403359.431219769,6405225.15642182,6401274.571001398,6391509.673094033,6387650.261032919,6390444.414038338,6382288.798157249,6397759.285562652,6396742.125579892,6396742.125579892,6396742.125579892
2020-02-20,6391239.775579892,6435144.0359714255,6304368.189670842,6131747.630728507,6395924.325704483,6398544.83121977,6400398.35642182,6396048.371001399,6386299.773094034,6382634.861032919,6384904.7140383385,6376881.748157249,6392346.1855626535,6391239.775579892,6391239.775579892,6391239.775579892
2020-02-21,6334015.875579892,6376520.335971426,6254496.489670842,6088212.230728507,6338445.825704482,6340957.7312197685,6342798.90642182,6338660.221001399,6328996.073094034,6325281.261032919,6327755.7140383385,6319751.498157249,6335073.785562652,6334015.875579892,6334015.875579892,6334015.875579892
2020-02-24,6265665.775579892,6305257.185971426,6180697.139670842,6021060.280728508,6269613.925704483,6271926.431219769,6273758.556421819,6270015.071001398,6260448.523094033,6256606.911032919,6259509.864038339,6251482.398157248,6266632.235562652,6265665.775579892,6265665.775579892,6265665.775579892
2020-02-25,6257690.575579892,6298010.435971426,6170571.439670841,6007455.430728507,6261798.875704482,6264173.181219769,6265999.006421819,6262125.971001399,6252575.023094033,6248801.461032919,6251528.4640383385,6243553.248157249,6258686.085562652,6257690.575579892,6257690.575579892,6257690.575579892
2020-02-26,6217260.325579892,6254920.385971426,6129715.639670842,5970459.477003119,6220903.425704483,6223088.63121977,6224912.90642182,6221418.921001399,6211923.573094034,6208005.96103292,6211175.614038338,6203140.848157248,6218168.985562652,6217260.325579892,6217260.325579892,6217260.325579892
2020-02-27,6212621.525579892,6250251.2859714255,6113687.8396708425,5961958.777003119,6216263.225704483,6218447.43121977,6220272.30642182,6216782.721001399,6207290.273094034,6203376.061032919,6206539.7140383385,6198512.148157249,6213528.885562653,6212621.525579892,6212621.525579892,6212621.525579892
2020-03-02,6131814.725579891,6169320.835971425,6023120.189670842,5873156.377003119,6135518.825704482,6137715.131219769,6139514.506421819,6135981.021001399,6126614.223094033,6122791.811032919,6125801.9640383385,6117908.298157249,6132729.935562653,6131814.725579891,6131814.725579891,6131814.725579891
2020-03-03,6189054.625579892,6226811.7859714255,6084708.039670842,5925171.02700312,6192791.325704482,6195008.831219769,6196823.756421819,6193256.471001399,6183804.973094033,6179947.161032919,6182987.2140383385,6175017.898157248,6189978.685562653,6189054.625579892,6189054.625579892,6189054.625579892
2020-03-04,6208178.225579891,6246416.435971426,6101891.639670842,5947119.877003119,6211981.375704483,6214227.88121977,6216047.15642182,6212427.021001399,6202944.373094033,6199095.111032919,6202086.614038338,6194107.798157249,6209115.735562652,6208178.225579891,6208178.225579891,6208178.225579891
2020-03-05,6268440.225579891,6310883.735971426,6157006.439670841,5993365.8270031195,6272996.375704482,6275547.931219769,6277368.7064218195,6273135.771001399,6263570.373094033,6259958.661032919,6262227.764038338,6254353.298157249,6269517.935562653,6268440.225579891,6268440.225579891,6268440.225579891
2020-03-06,6188592.575579892,6229602.935971426,6075734.439670841,5916137.8270031195,6192936.875704482,6195393.431219769,6197195.756421819,6193139.721001399,6183695.023094033,6180070.211032919,6182472.2140383385,6174658.748157249,6189627.085562652,6188592.575579892,6188592.575579892,6188592.575579892
2020-03-09,6076170.525579891,6114256.185971426,5953833.539670842,5805075.977003119,6080063.025704483,6082325.031219769,6084105.006421819,6080424.021001399,6071144.673094033,6067441.761032919,6070192.2140383385,6062427.448157249,6077116.785562653,6076170.525579891,6076170.525579891,6076170.525579891
2020-03-10,6031953.5865627285,6068024.092672534,5915214.109490344,5777896.756333164,6035434.994758037,6037527.85382095,6039305.860495781,6035967.543701394,6026742.4253693065,6022917.341494644,6026048.149407197,6018245.246180664,6032820.773215972,6031953.5865627285,6031953.5865627285,6031953.5865627285
2020-03-11,5997714.418509829,6034837.2937683,5893906.728676884,5764442.2423671875,6001342.864409888,6003486.782258482,6005250.804183425,6001798.63508792,5992628.179728842,5988887.426267956,5991829.527577746,5984113.19281806,5998608.0348842945,5997714.418509829,5997714.418509829,5997714.418509829
2020-03-12,5810153.4551343,5848369.616088134,5710014.735270937,5594662.83428857,5813951.929533,5816139.599184163,5817843.143411669,5814277.563927198,5805393.599926022,5801873.437159404,5804428.555051878,5797021.595640042,5811068.681105221,5810153.4551343,5810153.4551343,5810153.4551343
2020-03-13,5705726.529613362,5749567.058829728,5601297.581177509,5475401.263364397,5710510.318216395,5713078.849093435,5714730.048899847,5710380.544404015,5701667.004972629,5698608.420663609,5700008.433744023,5692999.582938481,5706811.524600676,5705726.529613362,5705726.529613362,5705726.529613362
2020-03-16,5510444.0633413615,5555860.395523302,5402889.161229094,5290808.455384384,5515557.728963712,5518231.758790085,5519817.040544527,5515219.900989568,5506809.221114846,5504044.463480237,5504882.068522691,5498235.748735789,5511583.455562486,5510444.0633413615,5510444.0633413615,5510444.0633413615
