date,nav_base,nav_mix_l75
2013-09-24,555096575.7636443,555260636.628525
2013-09-25,555587869.37878,555727658.0289544
2013-09-26,546455185.37878,546442141.0289544
2013-09-27,551467213.0800761,551659247.5528674
2013-09-30,545058250.0800761,545150162.0528674
2013-10-01,546104053.8300761,546318755.0528674
2013-10-02,543369541.5800761,543353114.5528674
2013-10-03,555138728.3300761,555348736.5528674
2013-10-04,556372945.8300761,556677779.0528674
2013-10-07,555805578.3300761,556123086.5528674
2013-10-08,559320597.0800761,559616664.5528674
2013-10-09,557173885.5800761,557578268.5528674
2013-10-11,557595686.0800761,557909389.5528674
2013-10-14,555394324.3370191,555813935.5164605
2013-10-15,559801608.5870191,560316376.0164605
2013-10-16,557783632.0870191,558323365.0164605
2013-10-17,557327981.532885,557707470.7079498
2013-10-18,558467481.532885,558930520.7079498
2013-10-21,555190230.3161273,555453035.529186
2013-10-22,554403418.0661273,554679895.029186
2013-10-23,555191450.5661273,555531752.529186
2013-10-24,556845020.0661273,557173675.029186
2013-10-25,553060097.5661273,553452854.029186
2013-10-28,557878800.5661273,558463702.529186
2013-10-29,555286227.8161273,555587008.029186
2013-10-30,559150468.5661273,559571266.029186
2013-10-31,560749977.0661273,561278063.529186
2013-11-01,556300745.3161273,556667000.529186
2013-11-04,551054604.0661273,551282721.529186
2013-11-05,548388990.8161273,548547262.529186
2013-11-06,548464212.0661273,548566848.029186
2013-11-07,545392686.5661273,545382848.529186
2013-11-08,546787520.172233,546806510.6419894
2013-11-11,542448375.672233,542248209.6419894
2013-11-12,545487265.672233,545601753.1419894
2013-11-13,539278480.922233,539307941.6419894
2013-11-14,539489780.922233,539517891.6419894
2013-11-15,541179904.672233,541035628.1419894
2013-11-18,541948105.172233,541899275.6419894
2013-11-19,543147101.922233,543018203.6419894
2013-11-20,541664796.922233,541803075.1419894
2013-11-21,535724824.67223305,535722497.6419893
2013-11-22,539954829.672233,540009526.1419894
2013-11-25,547134032.922233,547262798.6419894
2013-11-26,546950157.172233,547256505.6419894
2013-11-27,548200271.422233,548411826.1419894
2013-11-28,551635191.922233,551889917.1419894
2013-11-29,553013491.922233,553376517.1419894
2013-12-02,552245583.422233,552581169.6419894
2013-12-03,549937910.172233,550219504.1419894
2013-12-04,551741089.172233,551901542.6419894
2013-12-05,549827777.672233,550121846.6419894
2013-12-06,546775500.672233,546918888.1419894
2013-12-09,553507856.672233,553791685.1419894
2013-12-10,556153812.422233,556561108.1419894
2013-12-11,558275479.922233,558859100.6419894
2013-12-12,552204860.172233,552730304.1419894
2013-12-13,555764789.172233,556360042.6419894
2013-12-16,551978592.672233,552599661.6419894
2013-12-17,550743462.922233,551254178.6419894
2013-12-18,550907258.922233,551268638.6419894
2013-12-19,552343606.672233,552545085.1419894
2013-12-20,550548369.172233,550680872.6419894
2013-12-23,551775565.0821134,552191652.4015934
2013-12-24,551446815.0821134,551835852.4015934
2013-12-25,553201888.3321134,553591767.9015934
2013-12-26,554203257.5821134,554595796.9015934
2013-12-27,556145275.5821134,556485660.4015934
2013-12-30,562257297.0821134,562589243.4015934
2013-12-31,560451737.8321134,560894531.4015934
2014-01-02,561035051.5821134,561530080.9015934
2014-01-03,555623535.8321134,556086620.9015934
2014-01-06,553718850.8321134,554073535.9015934
2014-01-07,552602288.5821134,552888795.4015934
2014-01-08,553479488.5821134,553847595.4015934
2014-01-09,553871005.3321134,554051093.4015934
2014-01-10,554109231.3321134,554248683.4015934
2014-01-13,556010414.8321134,556219059.4015934
2014-01-14,556607413.5821134,556816293.9015934
2014-01-15,557647165.8607166,557952759.1501778
2014-01-16,558075601.4848286,558409125.3916765
2014-01-17,557292380.7348286,557611387.3916765
2014-01-20,558544577.4848286,558837965.3916765
2014-01-21,556187045.7348286,556480502.3916765
2014-01-22,558668994.9848286,558977457.8916765
2014-01-23,555968897.2348286,556273711.3916765
2014-01-24,558318783.2348286,558494088.3916765
2014-01-27,550155767.7348286,550242275.3916765
2014-02-05,538660167.2348286,538711153.8916765
2014-02-06,539467565.7348286,539562444.8916765
2014-02-07,542974062.9848286,543245370.3916765
2014-02-10,542577688.9848286,542725260.3916765
2014-02-11,543097838.9848286,543274110.3916765
2014-02-12,547306473.7348286,547377421.8916765
2014-02-13,545140410.9848286,545208510.3916765
2014-02-14,548078776.2348286,548082699.3916765
2014-02-17,547882638.4848286,547819939.8916765
2014-02-18,551833779.7348286,551801518.8916765
2014-02-19,551658347.2348286,551557461.3916765
2014-02-20,546942638.4848286,546796489.8916765
2014-02-21,553421759.4848286,553442251.8916765
2014-02-24,551166771.2348286,551105821.3916765
2014-02-25,549312909.7348286,549332875.3916765
2014-02-26,549119041.7348286,549272111.8916765
2014-02-27,552341636.4848286,552344079.8916765
2014-03-03,547160950.2348286,547124409.3916765
2014-03-04,544205319.9848286,544124255.3916765
2014-03-05,545694649.7348286,545615988.3916765
2014-03-06,550474203.2348286,550387657.8916765
2014-03-07,553558501.8921689,553650864.4714501
2014-03-10,549530398.8921689,549484515.9714501
2014-03-11,547324237.3921689,547276369.9714501
2014-03-12,547902990.3921689,547749818.4714501
2014-03-13,546274912.1415277,546024371.5460529
2014-03-14,543622782.3915277,543261438.5460529
2014-03-17,544776148.6415277,544426415.5460529
2014-03-18,546718288.1415277,546478461.5460529
2014-03-19,544485561.6415277,544243150.5460529
2014-03-20,539249832.6415277,538883412.0460529
2014-03-21,538805543.1415277,538222489.5460529
2014-03-24,540837594.1415277,540338408.0460529
2014-03-25,542105085.1415277,541646563.0460529
2014-03-26,543815073.3915277,543356893.5460529
2014-03-27,542111617.1415277,541729649.5460529
2014-03-28,547091488.1415277,546796061.5460529
2014-03-31,550483258.1415277,550189505.0460529
2014-04-01,551248619.1415277,550832730.0460529
2014-04-02,549428617.8915277,548974468.0460529
2014-04-03,550952558.6415277,550485976.0460529
2014-04-07,549291906.1415277,548757298.5460529
2014-04-08,551836489.8915277,551380868.0460529
2014-04-09,553438339.8915277,553117918.0460529
2014-04-10,555635050.8915277,555381893.0460529
2014-04-11,554965657.3915277,554738910.5460529
2014-04-14,554280243.6415277,554028911.0460529
2014-04-15,552613986.8915277,552370469.5460529
2014-04-16,551196986.3915277,550964598.5460529
2014-04-17,553830465.3915277,553587487.0460529
2014-04-18,554547023.8915277,554276384.5460529
2014-04-21,552477805.8915277,552178121.0460529
2014-04-22,552074361.1415277,551719723.0460529
2014-04-23,550612196.8915277,550297702.5460529
2014-04-24,551789059.1415277,551543793.0460529
2014-04-25,544994392.1859827,544555488.340508
2014-04-28,546103773.1859827,545694036.840508
2014-04-29,548585602.1859827,548110175.340508
2014-04-30,543867416.9359827,543534792.840508
2014-05-02,548835712.7103357,548482642.7307576
2014-05-05,547127118.0465155,546720569.6087223
2014-05-06,550305955.5874346,550009677.1801428
2014-05-07,550558300.3374346,550319225.1801428
2014-05-08,553070385.8374346,552788581.1801428
2014-05-09,551848973.5874346,551527440.6801428
2014-05-12,548553997.0874346,548177679.6801428
2014-05-13,549719898.3374346,549507045.1801428
2014-05-14,552668328.8374346,552427342.6801428
2014-05-15,553378871.8374346,553254254.1801428
2014-05-16,554001291.0874346,553827233.1801428
2014-05-19,554454661.8374346,554241271.1801428
2014-05-20,553263906.5874346,553049245.6801428
2014-05-21,551622517.8374346,551283567.6801428
2014-05-22,558088231.8374346,557928841.1801428
2014-05-23,560856973.8374346,560876814.6801428
2014-05-26,561583051.3546742,561700040.8886867
2014-05-27,563803315.2511132,563961784.7358963
2014-05-28,569907346.9804322,570167307.4546726
2014-05-29,569217140.4768336,569424072.56227
2014-05-30,574368485.8485444,574926429.388
2014-06-03,574081602.9086087,574408211.352514
2014-06-04,571062094.754362,571344418.6552583
2014-06-05,571162928.0065274,571536812.9464821
2014-06-06,572058771.5065274,572407895.4464821
2014-06-09,572555630.0065274,572872142.9464821
2014-06-10,577018092.8373175,577386360.7339222
2014-06-11,575699163.0873175,576010877.7339222
2014-06-12,576304085.8373175,576689122.2339222
2014-06-13,576583291.5873175,576876795.2339222
2014-06-16,576361132.5873175,576604550.2339222
2014-06-17,577658195.5873175,577729255.2339222
2014-06-18,578211695.5873175,578308905.2339222
2014-06-19,578192038.3373175,578343823.2339222
2014-06-20,574599706.0054026,574560996.198479
2014-06-23,577153091.5324757,577173841.6851773
2014-06-24,579991577.0324757,580082797.6851773
2014-06-25,581597976.2824757,581652053.1851773
2014-06-26,584855375.5324757,584924158.6851773
2014-06-27,585290220.7824757,585234077.6851773
2014-06-30,586089064.2824757,585954660.1851773
2014-07-01,587309188.2824757,587296320.1851773
2014-07-02,588219956.2824757,588048333.6851773
2014-07-03,585043897.5324757,584849762.1851773
2014-07-04,585579141.0324757,585360744.6851773
2014-07-07,584142893.2824757,584024498.1851773
2014-07-08,589691005.7824757,589747712.6851773
2014-07-09,590626720.0324757,590584883.1851773
2014-07-10,595737508.0324757,595665190.1851773
2014-07-11,591965068.0324757,591934576.6851773
2014-07-14,594593341.7824757,594472513.1851773
2014-07-15,601159433.0324757,601334892.1851773
2014-07-16,598960837.0324757,599163232.1851773
2014-07-17,601336273.3324757,601401648.5851773
2014-07-18,600895348.8324757,600986067.5851773
2014-07-21,601078938.3324757,601161163.5851773
2014-07-22,604896322.5824757,605001004.0851773
2014-07-24,608107115.0824757,608238748.5851773
2014-07-25,609935444.0824757,610060237.0851773
2014-07-28,617499908.0174394,617342486.1072677
2014-07-29,612606000.7674394,612535400.1072677
2014-07-30,616526329.0174394,616278844.1072677
2014-07-31,611877518.2674394,611798892.6072677
2014-08-01,606292078.6123558,605965069.754851
2014-08-04,604426039.0155855,604395246.8723968
2014-08-05,590247653.9794035,590063896.9946533
2014-08-06,598207423.5714515,598239641.9309844
2014-08-07,600227258.5714515,600375376.9309844
2014-08-08,597383598.8714516,597499579.8309844
2014-08-11,601447928.7714516,601714881.5309843
2014-08-12,599287447.9714515,599469067.1309843
2014-08-13,605752574.3714516,605940456.3309844
2014-08-14,605996306.1714516,606100212.2309843
2014-08-15,603800800.085047,603901152.9159398
2014-08-18,600961585.685047,601115363.7159398
2014-08-19,609355666.485047,609475851.1659398
2014-08-20,615999796.285047,616061958.5659398
2014-08-21,620939831.285047,621073635.6159397
2014-08-22,630522427.085047,630776149.3159398
2014-08-25,628562266.285047,628674971.5659398
2014-08-26,627611752.485047,627863206.9159398
2014-08-27,631157450.8850471,631586072.2659397
2014-08-28,628555384.60891,628781028.7025672
2014-08-29,621450814.5117341,621732129.8683567
2014-09-01,626363553.617804,626665757.4610722
2014-09-02,620739032.3066761,620795810.423241
2014-09-03,628670115.9066762,628834078.8232411
2014-09-04,628129686.1066761,628275266.773241
2014-09-05,624371003.5066761,624284681.7232411
2014-09-09,625852025.3066761,625753451.1232411
2014-09-10,623288431.9066762,623189488.3232411
2014-09-11,623090536.1066761,622788878.8732411
2014-09-12,620402858.3066761,620186170.3732411
2014-09-15,619326749.906676,619459089.273241
2014-09-16,611764877.3066761,611723512.523241
2014-09-17,615714225.1066761,615547779.773241
2014-09-18,618002018.5066761,617864592.5732411
2014-09-19,617702531.1066761,617567606.773241
2014-09-22,613245116.3066761,613224267.673241
2014-09-23,611471686.9066762,611437736.6232411
2014-09-24,612471942.9066762,612410413.6232411
2014-09-25,608205594.9066762,608058029.273241
2014-09-26,606764539.8122681,606812148.935066
2014-09-29,602188690.2294213,602034102.7648007
2014-09-30,601303715.9577111,601172694.3597107
2014-10-01,598952685.6537756,598763144.8015002
2014-10-02,595011328.0376664,594806460.7340456
2014-10-03,606110831.0376664,605988642.9840456
2014-10-06,600625904.0376666,600554608.5840455
2014-10-07,600021082.4376664,599981265.1840456
2014-10-08,601358818.0376664,601362002.4340456
2014-10-09,605705318.2654074,605813775.3229793
2014-10-13,593044814.1959367,592984426.66216
2014-10-14,595178809.966047,595065972.3711768
2014-10-15,590251341.2567955,590161337.7457596
2014-10-16,588202513.8192915,588052309.4582555
2014-10-17,587094445.0503427,586878869.5649542
2014-10-20,589779392.1288816,589558902.5103543
2014-10-21,590272002.1967336,590052300.6810366
2014-10-22,591854893.9967337,591609690.9310366
2014-10-23,593988900.6714153,593775961.6018724
2014-10-24,593917880.6714153,593733390.7518724
2014-10-27,596643719.4714154,596661332.0018724
2014-10-28,601465115.4714154,601532300.7018725
2014-10-29,606292722.8714154,606432795.2518724
2014-10-30,606676252.8714154,606711086.5018724
2014-10-31,610452188.2714154,610604094.5518725
2014-11-03,607981438.6714153,608103475.5518725
2014-11-04,607351726.1328169,607472747.3823274
2014-11-05,606488565.0665259,606585377.3905823
2014-11-06,604406907.6023357,604392072.5750464
2014-11-07,600731743.8364938,600714704.1577731
2014-11-10,610107625.6802558,610267957.9515352
2014-11-11,608415011.0900693,608506303.0231997
2014-11-12,602032760.9468793,602252652.6473992
2014-11-13,605237861.7468792,605323772.0973992
2014-11-14,605786308.7345961,605854015.0542738
2014-11-17,599968146.7345961,599804898.9542738
2014-11-18,603334228.7885689,603273616.4492613
2014-11-19,607230353.6268505,607142461.5375429
2014-11-20,608889625.5976198,608682937.6083122
2014-11-21,607401087.9180485,607429093.497953
2014-11-24,608314685.4350921,608255043.8405969
2014-11-25,604629466.7825085,604639650.506361
2014-11-26,604354337.3959594,604297752.1795144
2014-11-27,606977106.4061021,606997012.9073957
2014-11-28,608974584.1740326,609014684.4903144
2014-12-01,598761307.0802635,598603916.2972279
2014-12-02,590896502.6802635,590322511.8472278
2014-12-03,595695577.2179394,595041872.3825778
2014-12-04,602551611.0179393,602164357.8825778
2014-12-05,600398059.4179394,599971026.4325777
2014-12-08,599773504.6179394,599207237.7825778
2014-12-09,600211623.4179394,599735558.1825777
2014-12-10,593750513.2179394,593147240.6325778
2014-12-11,590374560.1020118,589902085.4675802
2014-12-12,591040073.6199875,590640229.635556
2014-12-15,588099979.5525842,587630165.2919768
2014-12-16,589594842.3727579,589087786.8228621
2014-12-17,583803452.2810589,583317437.0412034
2014-12-18,588071223.4024292,587598620.903186
2014-12-19,594886605.0024292,594333526.853186
2014-12-22,595057605.0024292,594557826.853186
2014-12-23,594461419.5747674,594085237.8840257
2014-12-24,599031497.4872307,598652461.2925987
2014-12-25,597544255.6015654,597134522.687488
2014-12-26,599688531.7680866,599267957.4982011
2014-12-27,597719188.7237068,597288810.1898413
2014-12-29,601559899.9944043,601266023.4636145
2014-12-30,602051913.570423,601755616.0498635
2014-12-31,605057294.0017447,604685369.1311853
2015-01-05,599567723.3068149,599183663.2187406
2015-01-06,588511372.9068148,588013640.0687405
2015-01-07,586828837.6865796,586272761.5007706
2015-01-08,595444501.0074952,594840083.6058127
2015-01-09,596727489.8074951,596085124.8558127
2015-01-12,595626351.5173247,595012360.242686
2015-01-13,601748550.4324329,601129796.294595
2015-01-14,595355089.0391848,594823627.0829084
2015-01-15,592635519.1269394,592043503.8799312
2015-01-16,592603758.1065323,591857741.7683121
2015-01-19,594984367.3065324,594277934.8683121
2015-01-20,594013328.5065324,593337243.618312
2015-01-21,599798592.3182578,599159727.1689881
2015-01-22,602437686.1182578,601926570.9689881
2015-01-23,606707263.5182577,606163736.368988
2015-01-26,606594274.7182578,606133145.118988
2015-01-27,608852054.1182578,608422026.1689881
2015-01-28,607001896.7182578,606592181.618988
2015-01-29,603246442.3182578,602808027.1689881
2015-01-30,602355405.9182578,601804677.9189881
2015-02-02,604643912.7182578,604323879.018988
2015-02-03,603718161.3182578,603377711.4689881
2015-02-04,609448170.0114472,609250040.8628184
2015-02-05,611521661.2079875,611407189.3431915
2015-02-06,608745511.2079875,608454839.3431915
2015-02-09,604956424.0079876,604589082.7431915
2015-02-10,607775729.5364794,607483533.0880554
2015-02-11,608178850.6030368,607884827.3186331
2015-02-12,609064048.8685203,608862945.8625941
2015-02-13,609299078.8685201,609175725.0125941
2015-02-24,617706575.2685202,617790924.7125942
2015-02-25,621110082.6685202,621201819.2625942
2015-02-26,616485801.6685202,616482206.7625941
2015-03-02,610959970.4960941,610728307.3494059
2015-03-03,612378677.4030155,612319554.1761526
2015-03-04,612573914.8030155,612485377.8761526
2015-03-05,608859766.8030155,608720893.5261526
2015-03-06,612920314.8030155,612871977.8761526
2015-03-09,607315852.8030155,607185411.7761526
2015-03-10,606956564.0030155,606868820.5261526
2015-03-11,605873570.6030154,605833207.7261527
2015-03-12,612225545.2030154,612398100.1261526
2015-03-13,609463611.2030154,609575097.5261526
2015-03-16,607426495.8030155,607534298.2261527
2015-03-17,611016462.6030154,611174102.9761527
2015-03-18,617984435.8030155,618425977.8261527
2015-03-19,622165604.4030154,622735231.1261526
2015-03-20,620486840.4030155,620966799.3761526
2015-03-23,621190660.146117,621746835.4496534
2015-03-24,622422548.21964,622883923.2485867
2015-03-25,618618894.0196401,619007182.6985867
2015-03-26,618213124.81964,618509781.2985867
2015-03-27,612050833.5130131,612355645.8927187
2015-03-30,615972011.6820656,616532852.3092237
2015-03-31,620950902.0304565,621632316.8199599
2015-04-01,618725875.7424685,619374989.4201062
2015-04-02,622983748.1045189,623595220.3673161
2015-04-07,625197832.1045189,625825072.9673162
2015-04-08,621811237.3045189,622419592.6173161
2015-04-09,625553150.7045189,626126126.2673161
2015-04-10,627538514.7045189,628203758.0173161
2015-04-13,629783105.3045189,630553197.8173162
2015-04-14,630013539.7045189,630795481.4173162
2015-04-15,623303446.5045189,623990635.7173162
2015-04-16,628910795.9045188,629708287.6173161
2015-04-17,624866417.8575572,625551786.041393
2015-04-20,625733066.0575572,626403237.4913931
2015-04-21,626824530.0575572,627512219.2413931
2015-04-22,629855475.2575572,630649880.591393
2015-04-23,651790844.0575572,653343843.1413931
2015-04-24,653504057.6575571,654975043.8913931
2015-04-27,659328311.6575571,660369162.691393
2015-04-28,661559436.2575572,662591805.091393
2015-04-29,652974567.2575572,653965425.441393
2015-04-30,647883183.2575573,648710972.8413931
2015-05-04,651130462.2575572,651833419.691393
2015-05-05,649396143.6575571,650079366.3913931
2015-05-06,650443919.0575571,651354573.991393
2015-05-07,643255051.6575572,644260866.8913931
2015-05-08,644467024.8575572,645420341.7413931
2015-05-11,643297814.0575572,644164713.9913931
2015-05-12,646114203.8575572,646956191.791393
2015-05-13,650248228.2575572,651210570.291393
2015-05-14,637409993.8575572,638119841.341393
2015-05-15,639072567.6575571,639999514.291393
2015-05-18,643099273.6973832,644129367.3606105
2015-05-19,645054267.0973831,646010580.1606106
2015-05-20,644101828.5093081,645209368.4725852
2015-05-21,635914799.3093082,636746654.5225852
2015-05-22,637890667.5093081,638620576.8225851
2015-05-25,635187030.8032228,635839238.4664998
2015-05-26,640272033.6032227,641135861.4664998
2015-05-27,642317714.8032228,643280491.0664998
2015-05-28,640212019.6032227,641090329.7164998
2015-05-29,641100745.9397446,642156171.6701034
2015-06-01,637917769.7397447,638936956.7201035
2015-06-02,637477507.1397446,638477842.5201035
2015-06-03,636542469.7397447,637511956.7201035
2015-06-04,625889032.1397446,626822023.7701035
