date,nav_base,nav_mix_l50
2013-02-26,526410225.7836935,526274626.85706896
2013-02-27,525726425.7836935,525855826.85706896
2013-03-01,529203525.7836935,529518226.85706896
2013-03-04,520928975.7836935,521327876.85706896
2013-03-05,525719675.7836935,526410476.85706896
2013-03-06,525037825.7836935,525572126.85706896
2013-03-07,525926475.7836935,526406976.85706896
2013-03-08,534291725.7836935,535015826.85706896
2013-03-11,533391625.7836935,534061626.85706896
2013-03-12,529011825.7836935,529419626.85706896
2013-03-13,528849275.7836935,529399376.85706896
2013-03-14,527879575.7836935,528368276.85706896
2013-03-15,527208275.7836935,528201576.85706896
2013-03-18,518848125.7836935,519252626.85706896
2013-03-19,518572925.7836935,519047326.85706896
2013-03-20,515809675.7836935,516029176.85706896
2013-03-21,515397275.7836935,515589976.85706896
2013-03-22,512987975.7836935,513208676.85706896
2013-03-25,520369675.7836935,520559076.85706896
2013-03-26,518465125.7836935,518324126.85706896
2013-03-27,522695275.7836935,522696376.85706896
2013-03-28,521252725.7836935,521052626.85706896
2013-03-29,523544925.7836935,523305426.85706896
2013-04-01,521478475.7836935,521187776.85706896
2013-04-02,520015525.7836935,519817326.85706896
2013-04-03,522212125.7836935,522159326.85706896
2013-04-08,508408775.7836935,507970776.85706896
2013-04-09,508983725.7836935,508775726.85706896
2013-04-10,508870225.7836935,508670326.85706896
2013-04-11,511002825.7836935,510837626.85706896
2013-04-12,509745675.7836935,509439976.85706896
2013-04-15,507239625.7836935,506791426.85706896
2013-04-16,506220125.7836935,505563426.85706896
2013-04-17,500860125.7836935,500079126.85706896
2013-04-18,501007925.8319394,500380768.78632534
2013-04-19,508628375.8319394,508203318.78632534
2013-04-22,509371311.5239155,508961807.00612986
2013-04-23,510236211.5239155,509742007.00612986
2013-04-24,512601743.1678736,512321666.5700857
2013-04-25,511459743.1678736,510990166.5700857
2013-04-26,510257493.1678736,509390816.5700857
2013-04-29,510399093.1678736,509473666.5700857
2013-04-30,513668793.1678736,512628666.5700857
2013-05-02,515975243.1678736,515267566.5700857
2013-05-03,518014493.1678736,517466216.5700857
2013-05-06,518048643.1678736,517690016.5700857
2013-05-07,518305043.1678736,517882816.5700857
2013-05-08,521206993.1678736,520723016.5700857
2013-05-09,522678243.1678736,522198416.5700857
2013-05-10,521811943.1678736,521242916.5700857
2013-05-13,519045393.1678736,518471416.5700857
2013-05-14,519288243.1678736,518586416.5700857
2013-05-15,524201143.1678736,523699866.5700857
2013-05-16,532456543.1678736,532222516.5700857
2013-05-17,531319743.1678736,531004016.5700857
2013-05-20,531251993.1678736,531316466.5700857
2013-05-21,530565843.1678736,530224716.5700857
2013-05-22,531450793.1678736,531049116.5700857
2013-05-23,521837293.1678736,521333266.5700857
2013-05-24,518702937.10418075,518260085.81454706
2013-05-27,523921887.10418075,523745835.81454706
2013-05-28,523821787.10418075,523484635.81454706
2013-05-29,527134280.9265619,526792034.06774193
2013-05-30,520008280.9265619,519670384.06774193
2013-05-31,525350630.9265619,525114584.06774193
2013-06-03,517680680.9265619,517350584.06774193
2013-06-04,516146680.9265619,515672863.1941907
2013-06-05,515160980.9265619,514225563.1941907
2013-06-06,510224767.4493439,509339963.1941907
2013-06-07,511937517.4493439,511203663.1941907
2013-06-10,515085367.4493439,514619713.1941907
2013-06-11,512941817.4493439,512259313.1941907
2013-06-13,503890417.4493439,503089063.1941907
2013-06-14,503302617.4493439,502340563.1941907
2013-06-17,504764567.4493439,503859713.1941907
2013-06-18,506753185.8965453,505645346.70847243
2013-06-19,504741935.8965453,503635796.70847243
2013-06-20,501260885.8965453,500527146.70847243
2013-06-21,497111585.8965453,496683446.70847243
2013-06-24,494923285.8965453,494034396.70847243
2013-06-25,491466635.8965453,490738096.70847243
2013-06-26,496123484.04325765,495249750.2881497
2013-06-27,497437881.70286417,496731582.81117123
2013-06-28,509743831.70286417,509079232.81117123
2013-07-01,507163031.70286417,506749882.81117123
2013-07-02,507294631.70286417,506760782.81117123
2013-07-03,505663081.70286417,505320482.81117123
2013-07-04,505565531.70286417,505677782.81117123
2013-07-05,508322181.70286417,508143782.81117123
2013-07-08,505587881.70286417,505536332.81117123
2013-07-09,511272331.70286417,511332032.81117123
2013-07-10,515759531.70286417,516337382.81117123
2013-07-11,523867231.70286417,524644032.81117123
2013-07-12,526237081.70286417,526876932.81117123
2013-07-15,528054681.70286417,528658032.81117123
2013-07-16,528388792.62076414,528909075.42637146
2013-07-17,532445652.04860616,533081394.5407741
2013-07-18,532394570.3252145,532926060.03275436
2013-07-19,529126970.3252145,529620610.03275436
2013-07-22,530783870.136039,531382647.61922437
2013-07-23,535561208.45331264,536182756.960899
2013-07-24,533999948.8895972,534561386.72813296
2013-07-25,531310790.0651845,531694680.08713394
2013-07-26,533051994.38680625,533447916.57125497
2013-07-29,531573261.07859945,532185094.54364586
2013-07-30,534866711.0785994,535905094.54364586
2013-07-31,531842411.0785994,532395694.54364586
2013-08-01,533249911.07859945,534219594.54364586
2013-08-02,537830125.4291543,538838754.454512
2013-08-05,538378637.3009641,539454523.1073148
2013-08-06,532769438.3009642,533394716.1073148
2013-08-07,528716227.0509642,529249944.8573148
2013-08-08,526740564.8009642,527470730.6073148
2013-08-09,523399873.33391076,524099124.1419861
2013-08-12,526799272.33391076,527190081.1419861
2013-08-13,525820784.58391076,525757395.3919861
2013-08-14,525780691.2244134,525367679.31046796
2013-08-15,524191575.7244134,523762927.81046796
2013-08-16,525278928.395613,525090071.2798423
2013-08-19,524563895.895613,524245613.7798423
2013-08-20,523878490.645613,523452185.5298423
2013-08-22,522687421.37928814,522484647.34690374
2013-08-23,523146901.4196874,522779794.2195791
2013-08-26,524894269.4196874,524474823.2195791
2013-08-27,523644108.32905215,523378712.2661685
2013-08-28,522528926.26311827,521733366.2563942
2013-08-29,523372683.08411664,522501317.19269085
2013-08-30,529367678.7787642,528318932.9641806
2013-09-02,528564000.4762202,527593082.49228483
2013-09-03,533407401.2361333,532560511.44398713
2013-09-04,537492220.1163849,537098789.0605977
2013-09-05,538854165.5136443,538224000.6797917
2013-09-06,538117044.7636443,537512270.9297917
2013-09-09,537678507.0136443,536889735.1797917
2013-09-10,541608963.2636443,540986686.4297917
2013-09-11,542531598.7636443,541675307.9297917
2013-09-12,544424909.7636443,543703300.9297917
2013-09-13,543350409.2636443,542757414.4297917
2013-09-14,541173123.7636443,540547042.9297917
2013-09-16,547890294.7636443,547645385.9297917
2013-09-17,549025634.5136443,548804237.6797917
2013-09-18,546945149.0136443,546801566.1797917
2013-09-23,555242915.5136443,555375625.6797917
2013-09-24,555096575.7636443,555419773.9297917
2013-09-25,555587869.37878,555859847.3758016
2013-09-26,546455185.37878,546426645.3758016
2013-09-27,551467213.0800761,551843117.3997146
2013-09-30,545058250.0800761,545233353.3997146
2013-10-01,546104053.8300761,546522202.1497146
2013-10-02,543369541.5800761,543333587.8997146
2013-10-03,555138728.3300761,555549295.6497146
2013-10-04,556372945.8300761,556969788.1497146
2013-10-07,555805578.3300761,556428595.6497146
2013-10-08,559320597.0800761,559892719.3997146
2013-10-09,557173885.5800761,557954889.8997146
2013-10-11,557595686.0800761,558194876.3997146
2013-10-14,555394324.3370191,556202952.3820626
2013-10-15,559801608.5870191,560800052.6320626
2013-10-16,557783632.0870191,558830658.1320626
2013-10-17,557327981.532885,558058552.379221
2013-10-18,558467481.532885,559358652.379221
2013-10-21,555190230.3161273,555682797.5544207
2013-10-22,554403418.0661273,554920483.3044207
2013-10-23,555191450.5661273,555840790.8044207
2013-10-24,556845020.0661273,557467149.3044207
2013-10-25,553060097.5661273,553811326.8044207
2013-10-28,557878800.5661273,559007240.8044207
2013-10-29,555286227.8161273,555858420.0544207
2013-10-30,559150468.5661273,559964269.8044207
2013-10-31,560749977.0661273,561775885.3044207
2013-11-01,556300745.3161273,557005762.5544207
2013-11-04,551054604.0661273,551487576.3044207
2013-11-05,548388990.8161273,548680614.0544207
2013-11-06,548464212.0661273,548652355.3044207
2013-11-07,545392686.5661273,545358378.8044207
2013-11-08,546787520.172233,546811668.0479327
2013-11-11,542448375.672233,542041319.5479327
2013-11-12,545487265.672233,545698174.5479327
2013-11-13,539278480.922233,539322787.7979327
2013-11-14,539489780.922233,539534237.7979327
2013-11-15,541179904.672233,540884681.5479327
2013-11-18,541948105.172233,541840793.0479327
2013-11-19,543147101.922233,542881680.7979327
2013-11-20,541664796.922233,541927800.7979327
2013-11-21,535724824.67223305,535709536.54793274
2013-11-22,539954829.672233,540049816.5479327
2013-11-25,547134032.922233,547374443.7979327
2013-11-26,546950157.172233,547534559.0479327
2013-11-27,548200271.422233,548600039.2979327
2013-11-28,551635191.922233,552119845.7979327
2013-11-29,553013491.922233,553711345.7979327
2013-12-02,552245583.422233,552890630.2979327
2013-12-03,549937910.172233,550474373.0479327
2013-12-04,551741089.172233,552041995.0479327
2013-12-05,549827777.672233,550390615.5479327
2013-12-06,546775500.672233,547040609.5479327
2013-12-09,553507856.672233,554048737.5479327
2013-12-10,556153812.422233,556936452.2979327
2013-12-11,558275479.922233,559404444.7979327
2013-12-12,552204860.172233,553220473.0479327
2013-12-13,555764789.172233,556917595.0479327
2013-12-16,551978592.672233,553179930.5479327
2013-12-17,550743462.922233,551729723.7979327
2013-12-18,550907258.922233,551600651.7979327
2013-12-19,552343606.672233,552724437.5479327
2013-12-20,550548369.172233,550795425.0479327
2013-12-23,551775565.0821134,552578221.9971501
2013-12-24,551446815.0821134,552196221.9971501
2013-12-25,553201888.3321134,553953329.2471501
2013-12-26,554203257.5821134,554960979.4971501
2013-12-27,556145275.5821134,556801008.4971501
2013-12-30,562257297.0821134,562898987.9971501
2013-12-31,560451737.8321134,561310177.7471501
2014-01-02,561035051.5821134,561997071.4971501
2014-01-03,555623535.8321134,556521406.7471501
2014-01-06,553718850.8321134,554403421.7471501
2014-01-07,552602288.5821134,553151707.4971501
2014-01-08,553479488.5821134,554188607.4971501
2014-01-09,553871005.3321134,554209115.2471501
2014-01-10,554109231.3321134,554367023.2471501
2014-01-13,556010414.8321134,556406728.7471501
2014-01-14,556607413.5821134,557001307.4971501
2014-01-15,557647165.8607166,558230258.8945323
2014-01-16,558075601.4848286,558714542.5532745
2014-01-17,557292380.7348286,557903512.8032745
2014-01-20,558544577.4848286,559102500.5532745
2014-01-21,556187045.7348286,556744627.8032745
2014-01-22,558668994.9848286,559253493.0532745
2014-01-23,555968897.2348286,556544707.3032745
2014-01-24,558318783.2348286,558639615.3032745
2014-01-27,550155767.7348286,550298523.8032745
2014-02-05,538660167.2348286,538728922.3032745
2014-02-06,539467565.7348286,539624342.8032745
2014-02-07,542974062.9848286,543479942.0532745
2014-02-10,542577688.9848286,542843150.0532745
2014-02-11,543097838.9848286,543416700.0532745
2014-02-12,547306473.7348286,547419286.8032745
2014-02-13,545140410.9848286,545244936.0532745
2014-02-14,548078776.2348286,548059964.3032745
2014-02-17,547882638.4848286,547734478.5532745
2014-02-18,551833779.7348286,551745914.8032745
2014-02-19,551658347.2348286,551438057.3032745
2014-02-20,546942638.4848286,546635028.5532745
2014-02-21,553421759.4848286,553443521.5532745
2014-02-24,551166771.2348286,551027499.3032745
2014-02-25,549312909.7348286,549329469.8032745
2014-02-26,549119041.7348286,549396040.8032745
2014-02-27,552341636.4848286,552322172.5532745
2014-03-03,547160950.2348286,547064256.3032745
2014-03-04,544205319.9848286,544020463.0532745
2014-03-05,545694649.7348286,545513869.8032745
2014-03-06,550474203.2348286,550278070.3032745
2014-03-07,553558501.8921689,553714603.1736603
2014-03-10,549530398.8921689,549415489.1736603
2014-03-11,547324237.3921689,547205459.6736603
2014-03-12,547902990.3921689,547577773.6736603
2014-03-13,546274912.1415277,545757916.8654968
2014-03-14,543622782.3915277,542890310.1154968
2014-03-17,544776148.6415277,544066231.3654968
2014-03-18,546718288.1415277,546226674.8654968
2014-03-19,544485561.6415277,543990330.3654968
2014-03-20,539249832.6415277,538511808.3654968
2014-03-21,538805543.1415277,537637889.8654968
2014-03-24,540837594.1415277,539838237.8654968
2014-03-25,542105085.1415277,541182810.8654968
2014-03-26,543815073.3915277,542894133.1154968
2014-03-27,542111617.1415277,541342431.8654968
2014-03-28,547091488.1415277,546493174.8654968
2014-03-31,550483258.1415277,549887269.8654968
2014-04-01,551248619.1415277,550412212.8654968
2014-04-02,549428617.8915277,548515906.6154968
2014-04-03,550952558.6415277,550016156.3654968
2014-04-07,549291906.1415277,548222078.8654968
2014-04-08,551836489.8915277,550921842.6154968
2014-04-09,553438339.8915277,552788992.6154968
2014-04-10,555635050.8915277,555117285.6154968
2014-04-11,554965657.3915277,554502285.1154968
2014-04-14,554280243.6415277,553768791.3654968
2014-04-15,552613986.8915277,552117478.6154968
2014-04-16,551196986.3915277,550721792.1154968
2014-04-17,553830465.3915277,553333464.1154968
2014-04-18,554547023.8915277,553994729.6154968
2014-04-21,552477805.8915277,551866850.6154968
2014-04-22,552074361.1415277,551353878.8654968
2014-04-23,550612196.8915277,549971098.6154968
2014-04-24,551789059.1415277,551284012.8654968
2014-04-25,544994392.1859827,544110700.9099517
2014-04-28,546103773.1859827,545280678.9099517
2014-04-29,548585602.1859827,547634250.9099517
2014-04-30,543867416.9359827,543196427.6599517
2014-05-02,548835712.7103357,548122896.417015
2014-05-05,547127118.0465155,546310015.2729692
2014-05-06,550305955.5874346,549702435.3872344
2014-05-07,550558300.3374346,550065307.1372344
2014-05-08,553070385.8374346,552500978.6372344
2014-05-09,551848973.5874346,551197964.3872344
2014-05-12,548553997.0874346,547794219.8872344
2014-05-13,549719898.3374346,549282241.1372344
2014-05-14,552668328.8374346,552173742.6372344
2014-05-15,553378871.8374346,553115656.6372344
2014-05-16,554001291.0874346,553641656.8872344
2014-05-19,554454661.8374346,554016986.6372344
2014-05-20,553263906.5874346,552826183.3872344
2014-05-21,551622517.8374346,550939349.6372344
2014-05-22,558088231.8374346,557753756.6372344
2014-05-23,560856973.8374346,560875177.6372344
2014-05-26,561583051.3546742,561787886.7673919
2014-05-27,563803315.2511132,564093250.148622
2014-05-28,569907346.9804322,570393447.7413195
2014-05-29,569217140.4768336,569600261.0649562
2014-05-30,574368485.8485444,575441717.7593392
2014-06-03,574081602.9086087,574700695.6427346
2014-06-04,571062094.754362,571598678.449947
2014-06-05,571162928.0065274,571878009.2530237
2014-06-06,572058771.5065274,572724659.7530237
2014-06-09,572555630.0065274,573157625.2530237
2014-06-10,577018092.8373175,577720019.496418
2014-06-11,575699163.0873175,576290412.746418
2014-06-12,576304085.8373175,577039683.496418
2014-06-13,576583291.5873175,577138448.246418
2014-06-16,576361132.5873175,576818771.246418
2014-06-17,577658195.5873175,577777780.246418
2014-06-18,578211695.5873175,578383130.246418
2014-06-19,578192038.3373175,578470335.996418
2014-06-20,574599706.0054026,574504066.6995193
2014-06-23,577153091.5324757,577171409.6862175
2014-06-24,579991577.0324757,580148181.1862175
2014-06-25,581597976.2824757,581680796.4362175
2014-06-26,584855375.5324757,584968311.6862175
2014-06-27,585290220.7824757,585156119.9362175
2014-06-30,586089064.2824757,585801670.4362175
2014-07-01,587309188.2824757,587261362.4362175
2014-07-02,588219956.2824757,587860641.4362175
2014-07-03,585043897.5324757,584642012.6862175
2014-07-04,585579141.0324757,585128563.1862175
2014-07-07,584142893.2824757,583891327.4362175
2014-07-08,589691005.7824757,589781354.9362175
2014-07-09,590626720.0324757,590524135.1862175
2014-07-10,595737508.0324757,595575509.1862175
2014-07-11,591965068.0324757,591886594.1862175
2014-07-14,594593341.7824757,594336387.9362175
2014-07-15,601159433.0324757,601485074.1862175
2014-07-16,598960837.0324757,599339846.1862175
2014-07-17,601336273.3324757,601441811.5862175
2014-07-18,600895348.8324757,601052683.0862175
2014-07-21,601078938.3324757,601220126.5862175
2014-07-22,604896322.5824757,605082076.8362175
2014-07-24,608107115.0824757,608345184.3362175
2014-07-25,609935444.0824757,610158006.3362175
2014-07-28,617499908.0174394,617164194.2801144
2014-07-29,612606000.7674394,612442270.0301144
2014-07-30,616526329.0174394,616013407.2801144
2014-07-31,611877518.2674394,611695562.5301144
2014-08-01,606292078.6123558,605618813.4573077
2014-08-04,604426039.0155855,604339624.4163547
2014-08-05,590247653.9794035,589865866.6650276
2014-08-06,598207423.5714515,598254097.8748456
2014-08-07,600227258.5714515,600502982.8748456
2014-08-08,597383598.8714516,597598321.9748456
2014-08-11,601447928.7714516,601957815.2748457
2014-08-12,599287447.9714515,599632225.1748457
2014-08-13,605752574.3714516,606108247.9748456
2014-08-14,605996306.1714516,606292283.2106069
2014-08-15,603800800.085047,604099302.4167402
2014-08-18,600961585.685047,601361385.6167402
2014-08-19,609355666.485047,609724108.3667402
2014-08-20,615999796.285047,616284995.9667403
2014-08-21,620939831.285047,621386060.1167402
2014-08-22,630522427.085047,631218874.6167402
2014-08-25,628562266.285047,628987402.4667403
2014-08-26,627611752.485047,628295485.6167402
2014-08-27,631157450.8850471,632192641.3667402
2014-08-28,628555384.60891,629190134.3090208
2014-08-29,621450814.5117341,622178736.8196619
2014-09-01,626363553.617804,627122533.3169776
2014-09-02,620739032.3066761,621018310.3791466
2014-09-03,628670115.9066762,629156342.8791466
2014-09-04,628129686.1066761,628579277.3291465
2014-09-05,624371003.5066761,624372435.8791466
2014-09-09,625852025.3066761,625824498.9791465
2014-09-10,623288431.9066762,623256335.3791466
2014-09-11,623090536.1066761,622671021.1291466
2014-09-12,620402858.3066761,620153959.2291465
2014-09-15,619326749.906676,619742887.7291465
2014-09-16,611764877.3066761,611846096.1791465
2014-09-17,615714225.1066761,615562514.3291465
2014-09-18,618002018.5066761,617909077.9291465
2014-09-19,617702531.1066761,617621669.3291465
2014-09-22,613245116.3066761,613369539.6291466
2014-09-23,611471686.9066762,611570577.2791466
2014-09-24,612471942.9066762,612532082.2791466
2014-09-25,608205594.9066762,608096279.7291465
2014-09-26,606764539.8122681,607019817.5899624
2014-09-29,602188690.2294213,602051541.0971042
2014-09-30,601303715.9577111,601203405.4590808
2014-10-01,598952685.6537756,598736371.8506317
2014-10-02,595011328.0376664,594756393.3131973
2014-10-03,606110831.0376664,606026010.0631973
2014-10-06,600625904.0376666,600636248.3631972
2014-10-07,600021082.4376664,600086747.8631972
2014-10-08,601358818.0376664,601501693.4131973
2014-10-09,605705318.2654074,606063769.7560666
2014-10-13,593044814.1959367,593072823.2071464
2014-10-14,595178809.966047,595104239.6031761
2014-10-15,590251341.2567955,590216243.0943792
2014-10-16,588202513.8192915,588053185.6068752
2014-10-17,587094445.0503427,586835731.1194327
2014-10-20,589779392.1288816,589505349.1786855
2014-10-21,590272002.1967336,590009105.8493679
2014-10-22,591854893.9967337,591540518.9993678
2014-10-23,593988900.6714153,593738714.5615563
2014-10-24,593917880.6714153,593717814.5115564
2014-10-27,596643719.4714154,596822039.1615564
2014-10-28,601465115.4714154,601747944.2615564
2014-10-29,606292722.8714154,606709059.1115564
2014-10-30,606676252.8714154,606873152.8615564
2014-10-31,610452188.2714154,610878570.2115563
2014-11-03,607981438.6714153,608358623.4115564
2014-11-04,607351726.1328169,607725379.1821641
2014-11-05,606488565.0665259,606807472.8597758
2014-11-06,604406907.6023357,604515544.3387642
2014-11-07,600731743.8364938,600829321.6229224
2014-11-10,610107625.6802558,610548786.8166844
2014-11-11,608415011.0900693,608720167.9781197
2014-11-12,602032760.9468793,602581232.528819
2014-11-13,605237861.7468792,605528354.778819
2014-11-14,605786308.7345961,606038593.5356935
2014-11-17,599968146.7345961,599774389.7356936
2014-11-18,603334228.7885689,603334000.7234422
2014-11-19,607230353.6268505,607182188.3659047
2014-11-20,608889625.5976198,608619795.9608147
2014-11-21,607401087.9180485,607574999.0326365
2014-11-24,608314685.4350921,608317860.0435758
2014-11-25,604629466.7825085,604772457.3288441
2014-11-26,604354337.3959594,604371985.0740893
2014-11-27,606977106.4061021,607135057.2560422
2014-11-28,608974584.1740326,609175048.8106749
2014-12-01,598761307.0802635,598581291.6011894
2014-12-02,590896502.6802635,589917387.0511894
2014-12-03,595695577.2179394,594562083.6114553
2014-12-04,602551611.0179393,601928550.5114553
2014-12-05,600398059.4179394,599700671.8614553
2014-12-08,599773504.6179394,598811398.5114553
2014-12-09,600211623.4179394,599420023.1114553
2014-12-10,593750513.2179394,592712632.3614553
2014-12-11,590374560.1020118,589585407.5355436
2014-12-12,591040073.6199875,590387206.7718772
2014-12-15,588099979.5525842,587315953.3626993
2014-12-16,589594842.3727579,588734977.1291692
2014-12-17,583803452.2810589,582986493.9874704
2014-12-18,588071223.4024292,587280087.9900969
2014-12-19,594886605.0024292,593940388.6400969
2014-12-22,595057605.0024292,594215388.6400969
2014-12-23,594461419.5747674,593852062.07108
2014-12-24,599031497.4872307,598430106.9017864
2014-12-25,597544255.6015654,596878478.078949
2014-12-26,599688531.7680866,599008641.4319268
2014-12-27,597719188.7237068,597017845.9735187
2014-12-29,601559899.9944043,601121590.0080253
2014-12-30,602051913.570423,601608774.5332748
2014-12-31,605057294.0017447,604471459.607778
2015-01-05,599567723.3068149,598969091.4835103
2015-01-06,588511372.9068148,587685881.8335102
2015-01-07,586828837.6865796,585897116.4516212
2015-01-08,595444501.0074952,594435657.8648175
2015-01-09,596727489.8074951,595646282.5148175
2015-01-12,595626351.5173247,594597015.0436689
2015-01-13,601748550.4324329,600705241.9373984
2015-01-14,595355089.0391848,594471992.2401702
2015-01-15,592635519.1269394,591644326.6381581
2015-01-16,592603758.1065323,591314665.3788941
2015-01-19,594984367.3065324,593777543.2788941
2015-01-20,594013328.5065324,592872168.6288941
2015-01-21,599798592.3182578,598728919.9406195
2015-01-22,602437686.1182578,601612936.7406195
2015-01-23,606707263.5182577,605829751.6406195
2015-01-26,606594274.7182578,605868926.9906195
2015-01-27,608852054.1182578,608183789.3406194
2015-01-28,607001896.7182578,606366374.4906194
2015-01-29,603246442.3182578,602543769.9406195
2015-01-30,602355405.9182578,601451517.9906195
2015-02-02,604643912.7182578,604173573.1906195
2015-02-03,603718161.3182578,603219863.3406196
2015-02-04,609448170.0114472,609218563.6471299
2015-02-05,611521661.2079875,611441529.5275033
2015-02-06,608745511.2079875,608341479.5275033
2015-02-09,604956424.0079876,604397849.1275033
2015-02-10,607775729.5364794,607363470.2513794
2015-02-11,608178850.6030368,607756604.9310404
2015-02-12,609064048.8685203,608813388.980287
2015-02-13,609299078.8685201,609188088.930287
2015-02-24,617706575.2685202,617998797.230287
2015-02-25,621110082.6685202,621416812.080287
2015-02-26,616485801.6685202,616611771.080287
2015-03-02,610959970.4960941,610651326.8492295
2015-03-03,612378677.4030155,612383749.8050865
2015-03-04,612573914.8030155,612532914.6050866
2015-03-05,608859766.8030155,608721712.0550865
2015-03-06,612920314.8030155,612955514.6050866
2015-03-09,607315852.8030155,607195310.8050865
2015-03-10,606956564.0030155,606907636.1550865
2015-03-11,605873570.6030154,605907822.5550865
2015-03-12,612225545.2030154,612652911.5550865
2015-03-13,609463611.2030154,609774810.2550865
2015-03-16,607426495.8030155,607739049.1550865
2015-03-17,611016462.6030154,611419176.3050865
2015-03-18,617984435.8030155,618918405.4550865
2015-03-19,622165604.4030154,623337695.6550865
2015-03-20,620486840.4030155,621487244.4050865
2015-03-23,621190660.146117,622327990.4285859
2015-03-24,622422548.21964,623387614.9083712
2015-03-25,618618894.0196401,619458529.1583712
2015-03-26,618213124.81964,618882951.3583713
2015-03-27,612050833.5130131,612749374.5064813
2015-03-30,615972011.6820656,617135747.9252646
2015-03-31,620950902.0304565,622343594.1253829
2015-04-01,618725875.7424685,620062943.1688988
2015-04-02,622983748.1045189,624240385.2458272
2015-04-07,625197832.1045189,626488786.5458272
2015-04-08,621811237.3045189,623078263.0958271
2015-04-09,625553150.7045189,626753076.7458272
2015-04-10,627538514.7045189,628918927.9958272
2015-04-13,629783105.3045189,631350115.6958271
2015-04-14,630013539.7045189,631619020.1958271
2015-04-15,623303446.5045189,624733290.9958271
2015-04-16,628910795.9045188,630548453.3958272
2015-04-17,624866417.8575572,626288078.5139992
2015-04-20,625733066.0575572,627123715.4639993
2015-04-21,626824530.0575572,628242666.7139993
2015-04-22,629855475.2575572,631473993.3639992
2015-04-23,651790844.0575572,654814224.4139992
2015-04-24,653504057.6575571,656368122.4639993
2015-04-27,659328311.6575571,661396895.8639992
2015-04-28,661559436.2575572,663620284.8639992
2015-04-29,652974567.2575572,654957019.4139992
2015-04-30,647883183.2575573,649562168.1139992
2015-05-04,651130462.2575572,652600861.6639992
2015-05-05,649396143.6575571,650826421.4639993
2015-05-06,650443919.0575571,652281982.4639992
2015-05-07,643255051.6575572,645252467.4639993
2015-05-08,644467024.8575572,646384446.6139992
2015-05-11,643297814.0575572,645062224.4639993
2015-05-12,646114203.8575572,647820105.7639992
2015-05-13,650248228.2575572,652162675.9639993
2015-05-14,637409993.8575572,638855349.4139992
2015-05-15,639072567.6575571,640931316.1639992
2015-05-18,643099273.6973832,645139470.8084325
2015-05-19,645054267.0973831,646959384.4084325
2015-05-20,644101828.5093081,646284927.4841337
2015-05-21,635914799.3093082,637587949.5341338
2015-05-22,637890667.5093081,639374986.5341337
2015-05-25,635187030.8032228,636524030.118267
2015-05-26,640272033.6032227,641999256.0182672
2015-05-27,642317714.8032228,644228481.4182671
2015-05-28,640212019.6032227,641966104.7682672
2015-05-29,641100745.9397446,643170887.0218707
2015-06-01,637917769.7397447,639929647.5718708
2015-06-02,637477507.1397446,639450556.1718707
