book,kind,mode,cut,def_code,cost_multiple,window,mdd_improve_pp,cagr_giveback_pp,score,covid_ex_mdd_improve_pp,covid_ex_cagr_giveback_pp,covid_ex_score,help_2015_pp,help_2018_pp,help_2020_pp,help_2022_pp,years_helped,n_years_helped,turnover_per_year,fees_tax_sum
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,1,sealed_2023_plus,6.229576048022977,10.647198997371898,0.9059765493370282,2.831788936594859,7.065834538839333,-0.7011283328248075,2.2800183806319763,1.3671429597266749,5.3548079147552325,2.831788936594859,"2015,2018,2020,2022",4,3.652030667183624,590274.6200734263
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,1,full,5.354807914755222,3.7804836215713067,3.4645661039695685,2.831788936594859,7.065834538839333,-0.7011283328248075,2.2800183806319763,1.3671429597266749,5.3548079147552325,2.831788936594859,"2015,2018,2020,2022",4,3.652030667183624,590274.6200734263
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,1,heldout_2019_plus,1.6068542333982583,2.26362328258094,0.4750425921077883,1.4976428488909121,2.671393842163372,0.16194592780922612,2.1833002134980295,0.46402362212442094,1.666579103596011,1.497642848890901,"2015,2018,2020,2022",4,3.9875254576618993,710081.5112758118
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,1,sealed_2023_plus,1.6039848940620383,2.876674734900919,0.16564752661157867,1.4976428488909121,2.671393842163372,0.16194592780922612,2.1833002134980295,0.46402362212442094,1.666579103596011,1.497642848890901,"2015,2018,2020,2022",4,3.9875254576618993,710081.5112758118
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,1,full,1.6068542333982472,1.2896475514233563,0.962030457686569,1.4976428488909121,2.671393842163372,0.16194592780922612,2.1833002134980295,0.46402362212442094,1.666579103596011,1.497642848890901,"2015,2018,2020,2022",4,3.9875254576618993,710081.5112758118
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,1,heldout_2019_plus,2.9585299388856345,3.431416298385259,1.242821789693005,5.226286501266553,4.046463097118069,3.203054952707518,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,1,sealed_2023_plus,2.652963145586207,4.755390094477008,0.27526809834770294,5.226286501266553,4.046463097118069,3.203054952707518,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,1,full,2.9585299388856234,2.460065535531619,1.7284971711198138,5.226286501266553,4.046463097118069,3.203054952707518,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,1,heldout_2019_plus,5.402907858331673,5.456497128112026,2.6746592942756604,6.620367042220354,6.425929417889198,3.4074023332757553,4.948495404510389,1.5414661780541183,5.4029078583316625,6.620367042220343,"2015,2018,2020,2022",4,6.880762314912125,871882.5371221844
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,1,sealed_2023_plus,4.329957287285058,7.355515241187005,0.6521996666915557,6.620367042220354,6.425929417889198,3.4074023332757553,4.948495404510389,1.5414661780541183,5.4029078583316625,6.620367042220343,"2015,2018,2020,2022",4,6.880762314912125,871882.5371221844
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,1,full,5.4029078583316625,3.9698020552506375,3.418006830706344,6.620367042220354,6.425929417889198,3.4074023332757553,4.948495404510389,1.5414661780541183,5.4029078583316625,6.620367042220343,"2015,2018,2020,2022",4,6.880762314912125,871882.5371221844
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,1,heldout_2019_plus,2.9586580376202987,3.431348386640387,1.2429838443001051,5.227278187576923,4.046383193125891,3.2040865910139775,3.3077888144958045,1.254637046352025,2.958658037620321,5.227278187576934,"2015,2018,2020,2022",4,5.113928979913098,715579.8882322708
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,1,sealed_2023_plus,2.653119760606004,4.755119227798121,0.2755601467069435,5.227278187576923,4.046383193125891,3.2040865910139775,3.3077888144958045,1.254637046352025,2.958658037620321,5.227278187576934,"2015,2018,2020,2022",4,5.113928979913098,715579.8882322708
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,1,full,2.9586580376202876,2.4598185266440753,1.72874877429825,5.227278187576923,4.046383193125891,3.2040865910139775,3.3077888144958045,1.254637046352025,2.958658037620321,5.227278187576934,"2015,2018,2020,2022",4,5.113928979913098,715579.8882322708
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,1,heldout_2019_plus,2.958097771327961,3.431777717082718,1.242208912786602,5.224183981600261,4.046888337091037,3.200739813054742,3.305457141467605,1.2541394368275505,2.958097771327972,5.224183981600272,"2015,2018,2020,2022",4,5.113932773402049,715558.04691946
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,1,sealed_2023_plus,2.652465635913559,4.75577025458267,0.27458050862222416,5.224183981600261,4.046888337091037,3.200739813054742,3.305457141467605,1.2541394368275505,2.958097771327972,5.224183981600272,"2015,2018,2020,2022",4,5.113932773402049,715558.04691946
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,1,full,2.958097771327961,2.460294806119112,1.727950368268405,5.224183981600261,4.046888337091037,3.200739813054742,3.305457141467605,1.2541394368275505,2.958097771327972,5.224183981600272,"2015,2018,2020,2022",4,5.113932773402049,715558.04691946
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,1,heldout_2019_plus,2.9585299388856456,3.431416298385259,1.242821789693016,5.226286501266609,4.046463097118069,3.203054952707574,3.306505819531036,1.2543984574134859,2.9585299388856567,5.226286501266597,"2015,2018,2020,2022",4,5.113906434835912,715563.4225736384
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,1,sealed_2023_plus,2.6529631455861957,4.755390094477008,0.27526809834769184,5.226286501266609,4.046463097118069,3.203054952707574,3.306505819531036,1.2543984574134859,2.9585299388856567,5.226286501266597,"2015,2018,2020,2022",4,5.113906434835912,715563.4225736384
M2_RELOC_BIL_FX_H5_C50,fx_h5,RELOC_BIL_FX,0.5,BIL_FX_MID_H5,1,full,2.9585299388856456,2.460065535531619,1.728497171119836,5.226286501266609,4.046463097118069,3.203054952707574,3.306505819531036,1.2543984574134859,2.9585299388856567,5.226286501266597,"2015,2018,2020,2022",4,5.113906434835912,715563.4225736384
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,1,heldout_2019_plus,2.9585299388856345,3.431416298385259,1.242821789693005,5.226286501266575,4.046463097118069,3.2030549527075403,3.306505819531025,1.2543984574134859,2.9585299388856456,5.226286501266575,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736387
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,1,sealed_2023_plus,2.652963145586207,4.755390094477008,0.27526809834770294,5.226286501266575,4.046463097118069,3.2030549527075403,3.306505819531025,1.2543984574134859,2.9585299388856456,5.226286501266575,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736387
M2_RELOC_BIL_FX_H10_C50,fx_h10,RELOC_BIL_FX,0.5,BIL_FX_MID_H10,1,full,2.9585299388856345,2.460065535531619,1.728497171119825,5.226286501266575,4.046463097118069,3.2030549527075403,3.306505819531025,1.2543984574134859,2.9585299388856456,5.226286501266575,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736387
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,1,heldout_2019_plus,2.9585299388856345,3.431416298385259,1.242821789693005,5.226286501266553,4.0464630971180915,3.203054952707507,3.306505819531036,1.2543984574134637,2.9585299388856456,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835911,715563.422573638
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,1,sealed_2023_plus,2.6529631455861624,4.75539009447703,0.2752680983476474,5.226286501266553,4.0464630971180915,3.203054952707507,3.306505819531036,1.2543984574134637,2.9585299388856456,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835911,715563.422573638
M2_RELOC_BIL_FX_H25_C50,fx_h25,RELOC_BIL_FX,0.5,BIL_FX_MID_H25,1,full,2.9585299388856234,2.460065535531619,1.7284971711198138,5.226286501266553,4.0464630971180915,3.203054952707507,3.306505819531036,1.2543984574134637,2.9585299388856456,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835911,715563.422573638
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,1,heldout_2019_plus,2.9585299388856123,3.431416298385259,1.2428217896929827,5.226286501266575,4.046463097118069,3.2030549527075403,3.306505819531025,1.2543984574134637,2.9585299388856345,5.226286501266575,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,1,sealed_2023_plus,2.6529631455861957,4.755390094477008,0.27526809834769184,5.226286501266575,4.046463097118069,3.2030549527075403,3.306505819531025,1.2543984574134637,2.9585299388856345,5.226286501266575,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_BIL_FX_H50_C50,fx_h50,RELOC_BIL_FX,0.5,BIL_FX_MID_H50,1,full,2.9585299388856234,2.460065535531619,1.7284971711198138,5.226286501266575,4.046463097118069,3.2030549527075403,3.306505819531025,1.2543984574134637,2.9585299388856345,5.226286501266575,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,1,heldout_2019_plus,5.402907858331673,5.456497128112048,2.6746592942756493,6.620367042220366,6.42592941788922,3.4074023332757557,4.948495404510378,1.5414661780541405,5.4029078583316625,6.620367042220354,"2015,2018,2020,2022",4,6.880762314912117,871882.5371221832
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,1,sealed_2023_plus,4.329957287285069,7.355515241187027,0.6521996666915553,6.620367042220366,6.42592941788922,3.4074023332757557,4.948495404510378,1.5414661780541405,5.4029078583316625,6.620367042220354,"2015,2018,2020,2022",4,6.880762314912117,871882.5371221832
M2_RELOC_BIL_FX_H25_C75,fx_h25,RELOC_BIL_FX,0.75,BIL_FX_MID_H25,1,full,5.4029078583316625,3.9698020552506375,3.418006830706344,6.620367042220366,6.42592941788922,3.4074023332757557,4.948495404510378,1.5414661780541405,5.4029078583316625,6.620367042220354,"2015,2018,2020,2022",4,6.880762314912117,871882.5371221832
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,1,heldout_2019_plus,2.9585299388856345,3.431416298385259,1.242821789693005,5.226286501266553,4.046463097118069,3.203054952707518,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,1,sealed_2023_plus,2.652963145586207,4.755390094477008,0.27526809834770294,5.226286501266553,4.046463097118069,3.203054952707518,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_BIL_FX_C50,fx_mid_alias,RELOC_BIL_FX,0.5,BIL_FX,1,full,2.9585299388856234,2.460065535531619,1.7284971711198138,5.226286501266553,4.046463097118069,3.203054952707518,3.306505819531047,1.2543984574134415,2.9585299388856234,5.226286501266541,"2015,2018,2020,2022",4,5.113906434835917,715563.4225736388
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,1,heldout_2019_plus,2.697018122391537,3.7979321061403226,0.7980520693213755,3.799010454872287,4.477595483307328,1.5602127132186228,2.2791217267870145,1.128258024075346,2.697018122391537,3.799010454872276,"2015,2018,2020,2022",4,5.104091235848443,702829.2389214844
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,1,sealed_2023_plus,2.29496922651532,5.606654876547701,-0.5083582117585306,3.799010454872287,4.477595483307328,1.5602127132186228,2.2791217267870145,1.128258024075346,2.697018122391537,3.799010454872276,"2015,2018,2020,2022",4,5.104091235848443,702829.2389214844
M2_RELOC_TWD_CASH0_C50,twd_cash0,RELOC_TWD_720B,0.5,TWD_CASH0,1,full,2.6970181223915257,2.784313511364278,1.3048613667093867,3.799010454872287,4.477595483307328,1.5602127132186228,2.2791217267870145,1.128258024075346,2.697018122391537,3.799010454872276,"2015,2018,2020,2022",4,5.104091235848443,702829.2389214844
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,1,heldout_2019_plus,-1.4666216653457798,4.313807304404249,-3.6235253175479043,1.9751370658369738,5.084063098554803,-0.5668944834404277,2.2791217267870145,0.7373378866141533,-1.4666216653457687,1.9751370658369627,"2015,2018,2022",3,5.092200835091992,692022.1266466507
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,1,sealed_2023_plus,1.7337059242415687,6.407130707546482,-1.4698594295316725,1.9751370658369738,5.084063098554803,-0.5668944834404277,2.2791217267870145,0.7373378866141533,-1.4666216653457687,1.9751370658369627,"2015,2018,2022",3,5.092200835091992,692022.1266466507
M2_RELOC_TWD_720B_C50,twd_720b,RELOC_TWD_720B,0.5,TWD_720B,1,full,-1.4666216653457798,3.1376359248677543,-3.035439627779657,1.9751370658369738,5.084063098554803,-0.5668944834404277,2.2791217267870145,0.7373378866141533,-1.4666216653457687,1.9751370658369627,"2015,2018,2022",3,5.092200835091992,692022.1266466507
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,1,heldout_2019_plus,-1.2485187016466615,6.621838597724783,-4.5594380005090525,1.6359826634062546,7.792265686582178,-2.2601501798848345,3.3867135959330885,0.7951771207111435,-1.2485187016466504,1.6359826634062546,"2015,2018,2022",3,6.842516056890544,832749.1125712029
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,1,sealed_2023_plus,3.227329797206757,9.560220417248665,-1.5527804114175754,1.6359826634062546,7.792265686582178,-2.2601501798848345,3.3867135959330885,0.7951771207111435,-1.2485187016466504,1.6359826634062546,"2015,2018,2022",3,6.842516056890544,832749.1125712029
M2_RELOC_TWD_720B_C75,twd_720b,RELOC_TWD_720B,0.75,TWD_720B,1,full,-1.2485187016466615,4.890956101306809,-3.693996752300066,1.6359826634062546,7.792265686582178,-2.2601501798848345,3.3867135959330885,0.7951771207111435,-1.2485187016466504,1.6359826634062546,"2015,2018,2022",3,6.842516056890544,832749.1125712029
BASE_E16_E18_E22_v2s,ref,,,,2,heldout_2019_plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.1781887970938945,746243.4866161725
BASE_E16_E18_E22_v2s,ref,,,,2,sealed_2023_plus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.1781887970938945,746243.4866161725
BASE_E16_E18_E22_v2s,ref,,,,2,full,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2.1781887970938945,746243.4866161725
BLEND_E45_A05,ref_e45,,,,2,heldout_2019_plus,0.7366110395178094,0.9660298204434037,0.25359612929610753,-1.539721128826732,1.140161902968373,-2.1098020803109185,-0.08542678342109422,-0.006858673375553792,0.7366110395178094,-1.5397211288267099,2020,1,2.225674480040662,763092.3348075293
BLEND_E45_A05,ref_e45,,,,2,sealed_2023_plus,2.6803988168110915,1.4227910337783145,1.9690032999219342,-1.539721128826732,1.140161902968373,-2.1098020803109185,-0.08542678342109422,-0.006858673375553792,0.7366110395178094,-1.5397211288267099,2020,1,2.225674480040662,763092.3348075293
BLEND_E45_A05,ref_e45,,,,2,full,0.7366110395178094,0.4272517314494628,0.522985173793078,-1.539721128826732,1.140161902968373,-2.1098020803109185,-0.08542678342109422,-0.006858673375553792,0.7366110395178094,-1.5397211288267099,2020,1,2.225674480040662,763092.3348075293
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,,,2,heldout_2019_plus,0.964108002428965,1.2892893769133718,0.3194633139722791,-1.7282167915167679,1.5213706183712539,-2.488902100702395,-0.07803227604455953,0.15011014872301498,0.9641080024289872,-1.7282167915167457,2020,1,2.2583892035879405,772298.401499703
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,,,2,sealed_2023_plus,3.3986440938879703,1.8670326458963604,2.46512777093979,-1.7282167915167679,1.5213706183712539,-2.488902100702395,-0.07803227604455953,0.15011014872301498,0.9641080024289872,-1.7282167915167457,2020,1,2.2583892035879405,772298.401499703
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,,,2,full,0.9641080024289872,0.5875981457069024,0.670308929575536,-1.7282167915167679,1.5213706183712539,-2.488902100702395,-0.07803227604455953,0.15011014872301498,0.9641080024289872,-1.7282167915167457,2020,1,2.2583892035879405,772298.401499703
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,2,heldout_2019_plus,5.322149286567324,6.523636421809065,2.0603310756627917,2.571467094798474,7.671348783663401,-1.2642072970332263,2.1569055369145884,1.2556559965804737,5.322149286567335,2.5714670947984963,"2015,2018,2020,2022",4,3.6355268526817213,1094120.5905126845
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,2,sealed_2023_plus,5.874305656590806,11.347955353263828,0.2003279799588924,2.571467094798474,7.671348783663401,-1.2642072970332263,2.1569055369145884,1.2556559965804737,5.322149286567335,2.5714670947984963,"2015,2018,2020,2022",4,3.6355268526817213,1094120.5905126845
M2_SHRINK_C50,m2_shrink,SHRINK,0.5,,2,full,5.322149286567335,4.228910901135774,3.207693835999448,2.571467094798474,7.671348783663401,-1.2642072970332263,2.1569055369145884,1.2556559965804737,5.322149286567335,2.5714670947984963,"2015,2018,2020,2022",4,3.6355268526817213,1094120.5905126845
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,2,heldout_2019_plus,1.4890738906052414,2.866218298781953,0.05596474121426498,1.2295842939402668,3.3786702490173237,-0.45975083056839505,2.2087136569484245,0.3626962034365522,1.6570682404300374,1.2295842939402668,"2015,2018,2020,2022",4,3.9476442863537797,1291870.122479415
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,2,sealed_2023_plus,1.6283056619016856,3.632376619029243,-0.18788264761293583,1.2295842939402668,3.3786702490173237,-0.45975083056839505,2.2087136569484245,0.3626962034365522,1.6570682404300374,1.2295842939402668,"2015,2018,2020,2022",4,3.9476442863537797,1291870.122479415
M2_RELOC_TEL_C50,m2_reloc_tel,RELOC_TEL,0.5,,2,full,1.4890738906052636,1.861953745534306,0.5580970178381106,1.2295842939402668,3.3786702490173237,-0.45975083056839505,2.2087136569484245,0.3626962034365522,1.6570682404300374,1.2295842939402668,"2015,2018,2020,2022",4,3.9476442863537797,1291870.122479415
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,2,heldout_2019_plus,2.942201881471851,4.189986455002881,0.8472086539704105,4.977532245446625,4.934804772947743,2.5101298589727534,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648,"2015,2018,2020,2022",4,5.076650590536082,1298367.211544486
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,2,sealed_2023_plus,2.545503350166678,5.746006968434747,-0.32750013405069556,4.977532245446625,4.934804772947743,2.5101298589727534,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648,"2015,2018,2020,2022",4,5.076650590536082,1298367.211544486
M2_RELOC_BIL_FX_MID_C50,fx_mid,RELOC_BIL_FX,0.5,BIL_FX_MID,2,full,2.942201881471862,3.156446802827806,1.363978480057959,4.977532245446625,4.934804772947743,2.5101298589727534,3.2853705186893567,1.1430116882557906,2.94220188147184,4.977532245446648,"2015,2018,2020,2022",4,5.076650590536082,1298367.211544486
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,2,heldout_2019_plus,5.233125298375785,6.646233444582528,1.910008576084521,5.732352521579531,7.814871530269851,1.8249167564446056,4.794240503525716,1.3537816961012972,5.329227184377594,6.23205728246149,"2015,2018,2020,2022",4,6.812609873997671,1536176.8916815487
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,2,sealed_2023_plus,4.278104391327053,8.902949412995852,-0.17337031517087276,5.732352521579531,7.814871530269851,1.8249167564446056,4.794240503525716,1.3537816961012972,5.329227184377594,6.23205728246149,"2015,2018,2020,2022",4,6.812609873997671,1536176.8916815487
M2_RELOC_BIL_FX_MID_C75,fx_mid,RELOC_BIL_FX,0.75,BIL_FX_MID,2,full,5.233125298375785,5.079308141502725,2.693471227624422,5.732352521579531,7.814871530269851,1.8249167564446056,4.794240503525716,1.3537816961012972,5.329227184377594,6.23205728246149,"2015,2018,2020,2022",4,6.812609873997671,1536176.8916815487
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,2,heldout_2019_plus,2.9427555258151217,4.189566493388264,0.8479722791209898,4.9803044650689525,4.934311530148783,2.513148699994561,3.2869800982771036,1.1434018217101771,2.9427555258151217,4.980304465068963,"2015,2018,2020,2022",4,5.076630862739796,1298370.0840781836
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,2,sealed_2023_plus,2.545270735142169,5.744916032890934,-0.3271872813032983,4.9803044650689525,4.934311530148783,2.513148699994561,3.2869800982771036,1.1434018217101771,2.9427555258151217,4.980304465068963,"2015,2018,2020,2022",4,5.076630862739796,1298370.0840781836
M2_RELOC_BIL_FX_SPOT_BUY_C50,fx_spot_buy,RELOC_BIL_FX,0.5,BIL_FX_SPOT_BUY,2,full,2.9427555258151328,3.1561819995675977,1.364664526031334,4.9803044650689525,4.934311530148783,2.513148699994561,3.2869800982771036,1.1434018217101771,2.9427555258151217,4.980304465068963,"2015,2018,2020,2022",4,5.076630862739796,1298370.0840781836
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,2,heldout_2019_plus,2.940984668535007,4.189988546133749,0.8459903954681325,4.9752466006075196,4.9348072289697065,2.5078429861226663,3.2822091378221785,1.1426108990576722,2.9409846685350183,4.975246600607508,"2015,2018,2020,2022",4,5.076690498190371,1298317.1085026837
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,2,sealed_2023_plus,2.544533902604007,5.745745704114125,-0.3283389494530553,4.9752466006075196,4.9348072289697065,2.5078429861226663,3.2822091378221785,1.1426108990576722,2.9409846685350183,4.975246600607508,"2015,2018,2020,2022",4,5.076690498190371,1298317.1085026837
M2_RELOC_BIL_FX_SPOT_SELL_C50,fx_spot_sell,RELOC_BIL_FX,0.5,BIL_FX_SPOT_SELL,2,full,2.9409846685350183,3.156981623198618,1.3624938569357092,4.9752466006075196,4.9348072289697065,2.5078429861226663,3.2822091378221785,1.1426108990576722,2.9409846685350183,4.975246600607508,"2015,2018,2020,2022",4,5.076690498190371,1298317.1085026837
