date,nav_base_e16_e18_e22_v2s,nav_blend_e45_a25,nav_blend_e45_a35,nav_blend_e45_a50,nav_chal_e45_e3
2020-05-12,5642522.133536668,5582057.082528645,5583304.679380441,5553573.860517276,5355485.755275849
2020-05-13,5653401.682188656,5588734.682528645,5589768.664541868,5559860.260517277,5360353.105275849
2020-05-14,5624273.082188656,5564037.032528646,5567794.214541867,5540679.310517277,5347158.605275849
2020-05-15,5616135.632188656,5557373.482528646,5560422.414541868,5532805.710517277,5340798.15527585
2020-05-18,5619187.232188656,5557895.782528646,5561457.714541867,5535008.310517277,5343059.455275849
2020-05-19,5686726.316072096,5611839.817460253,5611271.773273064,5577408.666936758,5371250.202546356
2020-05-20,5710411.516072095,5626797.567460253,5623101.173273063,5584913.116936758,5375092.102546357
2020-05-21,5717255.0874704905,5641929.467460253,5638338.573273064,5599837.316936757,5386301.402546356
2020-05-22,5643437.0874704905,5573519.417460253,5575072.373273064,5544168.466936758,5347075.602546357
2020-05-25,5657206.5874704905,5586588.717460253,5587822.073273064,5555937.066936757,5355273.102546357
2020-05-26,5702423.63747049,5627492.567460253,5626251.873273063,5590678.764679048,5380401.139102958
2020-05-27,5708485.3374704905,5638729.467460253,5638439.673273064,5603142.714679048,5389435.589102958
2020-05-28,5705742.23747049,5627060.367460254,5627577.473273064,5594272.264679048,5383843.439102959
2020-05-29,5707801.037470491,5645087.317460253,5647472.723273064,5614422.514679048,5398652.739102958
2020-06-01,5741927.38747049,5666163.617460253,5668901.323273064,5638279.514679048,5419177.7891029585
2020-06-02,5793062.524595052,5706610.580841612,5707703.991861834,5675566.664780527,5448289.436293179
2020-06-03,5878324.688284118,5774742.1306451,5769817.272958233,5730562.495182468,5489029.567184795
2020-06-04,5875509.882668543,5773339.8125739945,5769749.690659687,5732669.439428666,5492244.339487864
2020-06-05,5867159.469930942,5771723.375351026,5768363.447038642,5731373.843511762,5491172.213436572
2020-06-08,5911117.421923083,5807441.626875582,5800943.561278019,5759530.510813054,5511520.783713807
2020-06-09,5911028.290695595,5803329.653282295,5795668.582326223,5753678.67060528,5506860.289468845
2020-06-10,5934264.092074072,5842901.486937359,5834418.428182144,5788686.13480251,5531736.137075558
2020-06-11,5849082.716897576,5761895.489855924,5755136.562995244,5712914.455443647,5473860.987075559
2020-06-12,5790667.97375317,5715349.7898559235,5711650.812995244,5673538.555443646,5444573.287075559
2020-06-15,5750150.664223606,5672334.239855924,5669270.062995244,5633209.905443647,5413561.8370755585
2020-06-16,5826787.362032418,5736696.089855923,5731096.412995243,5691553.405443647,5459053.409114817
2020-06-17,5856018.812032418,5752927.889855923,5744902.862995245,5702042.205443647,5465977.3091148175
2020-06-18,5815995.612032418,5720858.989855923,5714332.262995244,5673402.605443646,5443514.0591148175
2020-06-19,5784818.7620324185,5689917.439855923,5685818.562995244,5648901.555443646,5425428.8091148175
2020-06-22,5802199.412032418,5704352.589855923,5700229.512995244,5663049.955443647,5436669.659114817
2020-06-23,5807082.362032418,5712366.339855923,5708747.112995244,5671798.281949132,5443887.66489631
2020-06-24,5816736.862032418,5720173.639855923,5715779.562995244,5677749.831949132,5448418.3648963105
2020-06-29,5798727.4517030055,5697259.189855923,5693175.612995244,5655439.531949131,5430272.21489631
2020-06-30,5829431.290634859,5718275.589855923,5713404.012995244,5674996.131949131,5446415.914896311
2020-07-01,5854415.69063486,5748372.636948291,5742798.612995245,5702710.981949131,5468157.014896311
2020-07-02,5888460.690634861,5786066.838948292,5778258.133310114,5737248.101949131,5495189.332896311
2020-07-03,5898384.790634859,5797502.488948292,5790072.233310114,5747739.451949132,5503478.882896311
2020-07-06,5988028.59063486,5872014.338948292,5860283.2833101135,5810675.851949131,5551945.332896311
2020-07-07,5964213.690634861,5860042.488948292,5849841.133310114,5801421.851949131,5545046.332896311
2020-07-08,5972843.04063486,5865454.888948292,5854681.183310114,5804974.551949131,5547653.98289631
2020-07-09,5950780.9906348605,5858533.188948292,5848869.7833101135,5799110.737758935,5542839.673309527
2020-07-10,5928032.54063486,5833939.138948292,5825439.733310114,5777660.937758936,5526111.073309528
2020-07-13,5921191.790634859,5837871.938948292,5831260.5333101135,5785753.887758935,5534122.223309527
2020-07-14,5929686.34063486,5844291.488948292,5835778.5333101135,5787550.187758936,5534253.073309528
2020-07-15,5955794.54063486,5864795.388948292,5856071.0333101135,5807635.637758935,5550730.423309527
2020-07-16,5921826.74063486,5839422.588948292,5832746.733310114,5787573.237758935,5535996.823309528
2020-07-17,5942983.84063486,5859049.038948292,5851576.633310114,5805322.687758936,5550206.223309527
2020-07-20,5942271.94063486,5862604.338948292,5854248.033310114,5806087.487758935,5549714.723309528
2020-07-21,5990789.290634859,5899027.138948292,5887915.683310114,5835594.287758935,5572206.173309527
2020-07-22,5998514.59063486,5922230.888948292,5911895.483310115,5858730.887758936,5589988.923309527
2020-07-23,5985303.590634859,5909791.238948292,5899453.633310114,5846469.837758935,5580037.874183327
2020-07-24,5935166.99063486,5860845.288948292,5852631.983310115,5802947.637758936,5544244.874183327
2020-07-27,5921093.69063486,5841429.988948292,5835012.707638664,5788251.887758936,5535671.324183327
2020-07-28,5945183.615001544,5864370.847778573,5859530.857638664,5813589.377477067,5558702.974183327
2020-07-29,5967350.516501771,5907024.947778573,5901465.257638664,5853453.977477067,5589493.624183327
2020-07-30,6011438.4665017715,5951073.747778573,5945099.157638664,5895774.027477067,5624710.062290311
2020-07-31,6003696.9665017715,5935943.597778573,5928808.507638664,5878624.1274770675,5610019.162290312
2020-08-03,5957674.366501772,5885721.347778573,5878504.557638664,5829659.977477067,5568497.362290312
2020-08-04,5974887.666501772,5907729.097778573,5900544.207638664,5850524.577477067,5585981.462290311
2020-08-05,6005952.416501772,5938780.3977785725,5932326.407638663,5882489.327477067,5613316.162290312
2020-08-06,6071947.566501771,5992131.097778573,5983451.907638664,5930652.927477067,5653561.062290311
2020-08-07,6066197.366501772,5980436.447778573,5971695.507638664,5920150.777477067,5645625.662290311
2020-08-10,6055759.766501772,5982892.297778573,5977670.5728268735,5931200.571217733,5658114.971147468
2020-08-11,6020830.566501772,5953849.847778574,5949420.0728268735,5904972.071217733,5636794.971147468
2020-08-12,6006840.9665017715,5935286.047778573,5930953.672826873,5888148.521217734,5623424.071147468
2020-08-13,6082164.318301772,5976254.361395834,5966824.662626874,5922772.451217734,5656555.386608855
2020-08-14,6039466.194471585,5935028.920712228,5927577.024442979,5886781.556441599,5627049.468272596
2020-08-17,6044810.894471585,5950583.370712228,5944069.4244429795,5903406.656441599,5640776.218272596
2020-08-18,6059235.294471584,5956050.870712228,5949876.6744429795,5910784.106441598,5648559.068272595
2020-08-19,6032069.744471585,5934904.2707122285,5929244.9244429795,5890486.056441599,5630826.618272595
2020-08-20,5915684.394471585,5824113.2707122285,5820921.024442979,5786342.856441598,5542519.068272595
2020-08-21,5971825.094471585,5880294.620712228,5878055.87444298,5844975.006441599,5595003.572135349
2020-08-24,5933336.394471585,5848257.970712228,5845441.824442979,5811087.456441599,5564215.922135348
2020-08-25,5944895.422827366,5855683.258334897,5852611.999060219,5817908.062515828,5570220.622135349
2020-08-26,5959381.198392342,5865879.808334897,5861915.34906022,5825963.962515827,5576753.522135348
2020-08-27,5936446.098392341,5840629.658334897,5835941.049060219,5798992.612515828,5552069.3125159815
2020-08-28,5937736.848392341,5847695.008334897,5844694.3990602195,5809753.562515828,5562492.212515982
2020-08-31,5839692.348392341,5779315.908334898,5780542.49906022,5750634.312515828,5512464.212515982
2020-09-01,5844010.448392342,5775434.558334897,5776375.8990602195,5746773.112515828,5509394.712515982
2020-09-02,5823721.998392342,5749236.458334898,5750469.1490602195,5722195.412515827,5488873.512515983
2020-09-03,5827108.0483923415,5748163.758334897,5748461.749060219,5718953.354963965,5485557.327276435
2020-09-04,5770611.2983923415,5698738.308334897,5700266.04164139,5673448.804963964,5446715.727276434
2020-09-07,5816807.848392341,5734656.308334897,5734070.84164139,5704048.204963964,5472048.027276435
2020-09-08,5842427.5483923415,5755660.808334897,5755022.84164139,5725316.204963964,5491100.327276435
2020-09-09,5812279.698392342,5732092.808334897,5732579.441641389,5704500.854963965,5473452.477276434
2020-09-10,5830140.098392341,5745668.958334898,5746292.491641389,5719204.104963965,5487334.927276434
2020-09-11,5836274.198392342,5747415.358334897,5748428.89164139,5722372.404963965,5490829.877276435
2020-09-14,5845639.2983923415,5755462.608334897,5755574.84164139,5728243.804963965,5495197.927276434
2020-09-15,5858493.198392341,5767487.74066498,5767359.59164139,5738925.054963964,5503741.477276434
2020-09-16,5874571.648392341,5788494.590664981,5789513.691641389,5762806.004963965,5525979.127276435
2020-09-17,5828084.9106644625,5743459.840664981,5745240.691641389,5719923.304963965,5488300.674198505
2020-09-18,5852986.660664462,5757459.04066498,5759370.941641389,5734960.504963964,5502715.574198505
2020-09-21,5795662.260664462,5705519.74066498,5708626.941641389,5686199.754963964,5459807.724198505
2020-09-22,5740296.310664462,5646733.040664981,5650196.191641389,5628554.404963965,5408351.374198505
2020-09-23,5703429.260664462,5603276.440664981,5607808.64164139,5588956.304963964,5374584.774198505
2020-09-24,5574727.6606644625,5492123.340664981,5498422.84164139,5480920.054963965,5277107.724198505
2020-09-25,5645313.460664462,5555503.790664981,5558663.29164139,5537036.756022942,5324990.124198505
2020-09-28,5727395.610664462,5646677.690664981,5651477.04164139,5633522.406022943,5411400.774198505
2020-09-29,5716753.6606644625,5639533.090664981,5645338.39164139,5628536.406022943,5407364.574198505
2020-09-30,5705547.160664462,5628853.99066498,5633279.99164139,5614028.206022942,5392471.224198504
2020-10-05,5725924.9106644625,5646750.390664981,5651719.24164139,5634075.756022942,5410608.283658099
2020-10-06,5773409.160664462,5693323.840664981,5698634.241641389,5682420.206022942,5454702.133658099
2020-10-07,5753301.260664462,5677075.090664981,5683448.09164139,5668913.406022942,5443676.933658099
2020-10-08,5768100.9106644625,5694769.590664981,5700418.34164139,5684369.756022942,5456012.533658099
2020-10-12,5782788.1606644625,5709532.340664981,5714335.84164139,5697664.006022942,5467830.433658099
2020-10-13,5731318.510664462,5674523.24066498,5681605.191641389,5666960.006022941,5441134.183658099
2020-10-14,5722123.310664462,5660497.790664981,5666843.226351721,5651456.606022942,5426567.9836581
2020-10-15,5691720.710664462,5623747.99066498,5628958.826351721,5613157.306022942,5391724.833658099
2020-10-16,5666666.960664461,5600151.99066498,5606028.726351721,5592278.806022942,5374478.933658099
2020-10-19,5681728.960664461,5617745.640664981,5623513.126351722,5608664.106022942,5388387.133658099
2020-10-20,5671834.160664462,5603083.640664981,5608884.026351722,5595201.106022942,5377272.533658099
2020-10-21,5651005.725128209,5589579.24066498,5596624.226351721,5584405.106022942,5368280.7336581
2020-10-22,5688205.37512821,5625991.29066498,5632750.326351721,5618662.706022942,5397880.083658099
2020-10-23,5677235.575128209,5611367.222736604,5617657.1763517205,5603085.006022942,5383689.533658099
2020-10-26,5701939.775128209,5633354.422736603,5640193.1763517205,5625937.056022942,5404648.933658099
2020-10-27,5684773.225128209,5618035.822736603,5625013.726351721,5610591.856022942,5390368.913015246
2020-10-28,5677596.825128209,5606982.622736603,5614621.326351721,5601518.606022942,5383118.413015246
2020-10-29,5620477.925128209,5557565.872736603,5565546.4263517205,5552586.856022942,5337646.163015246
2020-10-30,5604584.12512821,5540578.772736603,5547577.026351722,5532538.806022942,5317828.913015246
2020-11-02,5680687.175128209,5616734.372736603,5623186.276351722,5605880.506022942,5383869.263015246
2020-11-03,5715871.125128209,5652390.121296253,5659118.126351722,5641565.946116868,5416720.924525928
2020-11-04,5717314.025128209,5653763.771296252,5659948.726351721,5643205.4461168675,5418777.674525928
2020-11-05,5760194.025128209,5699482.071296252,5704411.876351722,5683951.646116868,5453324.824525927
2020-11-06,5777511.074114138,5723065.521296252,5729067.226202098,5711329.046116868,5479560.474525928
2020-11-09,5848076.85669652,5779322.848843998,5782549.85529826,5761202.0074451715,5523316.863449081
2020-11-10,5889547.20669652,5825050.698843998,5827726.45529826,5804835.5074451715,5561386.61344908
2020-11-11,6016503.10669652,5931982.048843998,5929937.005298261,5901347.557445171,5646796.9634490805
2020-11-12,5937955.782288464,5853236.886943403,5850846.700315722,5821785.788646787,5573615.593074544
2020-11-13,5947038.415124812,5871661.6869434025,5871122.650315722,5844485.138646789,5595783.843074544
2020-11-16,6012674.715124812,5930684.886943403,5930348.100315723,5904579.838646788,5651400.243074544
2020-11-17,6019137.815124813,5936789.036943402,5936737.000315722,5911497.4886467885,5658135.143074544
2020-11-18,6052319.415124812,5971202.386943403,5970750.750315722,5944353.538646787,5687315.143074544
2020-11-19,6038761.565124813,5954377.886943403,5952714.400315722,5924643.038646789,5668390.743074544
2020-11-20,6004483.215124812,5926597.636943403,5924573.500315722,5895401.138646789,5640800.543074544
2020-11-23,6023312.365124812,5947331.036943402,5945497.650315722,5916719.788646787,5660821.593074544
2020-11-24,5970564.565124813,5898988.986943402,5898382.850315723,5871092.088646788,5618820.522154597
2020-11-25,5960887.415124812,5891157.786943403,5891986.700315722,5866935.421127913,5617044.372154596
2020-11-26,5990289.365124812,5912853.386943403,5913253.100315723,5888047.221127913,5636713.672154596
2020-11-27,5960897.265124813,5884158.036943403,5884619.200315722,5859246.671127913,5610269.522154597
2020-11-30,5902718.815124812,5827392.601841933,5832579.094330442,5816754.671127913,5576469.172154596
2020-12-01,5939288.515124812,5872439.501841933,5873943.594330442,5850195.271127913,5602534.072154596
2020-12-02,5938260.565124813,5874081.051841933,5875615.044330442,5851284.571127913,5603699.422154596
2020-12-03,5926453.465124812,5861438.0018419335,5862630.194330443,5837996.221127913,5591708.022154597
2020-12-04,5967772.765124813,5894557.151841933,5896075.944330443,5872024.871127913,5623578.022154597
2020-12-07,5948385.165124813,5881778.201841934,5883841.2443304425,5859895.671127913,5612588.222154597
2020-12-08,5890166.865124812,5822194.101841933,5823955.894330443,5799306.971127913,5557754.372154596
2020-12-09,5868857.961559401,5797284.201841933,5797646.4943304425,5771507.821127913,5531877.983097886
2020-12-10,5861205.761559401,5791731.451841933,5793111.444330443,5769152.621127913,5530739.333097885
2020-12-11,5893123.1115594,5837980.401841933,5839368.644330442,5813734.971127913,5570878.083097885
2020-12-14,5889316.511559401,5822326.001841933,5821882.7443304425,5794586.871127913,5552569.483097886
2020-12-15,5852582.1115594,5789528.701841933,5790600.644330442,5766061.4211279135,5527040.283097886
2020-12-16,5922901.911559401,5853747.351841933,5853437.2443304425,5826565.821127913,5582654.333097885
2020-12-17,5912599.5615594005,5844762.651841933,5843414.2443304425,5815047.721127912,5570885.133097885
2020-12-18,5880471.6115594,5828196.401841933,5827908.394330442,5799342.621127913,5555528.183097886
2020-12-21,5953452.1115594,5876887.201841933,5873345.944330442,5841665.121127913,5593866.083097885
2020-12-22,5903362.1115594,5839936.651841933,5837588.094330442,5807166.621127913,5562229.433097886
2020-12-23,5884921.8615594,5824588.151841933,5823211.194330442,5794023.871127913,5550544.433097886
2020-12-24,5897766.211559401,5833589.2518419335,5832131.9943304425,5802651.621127913,5558976.433097886
2020-12-25,5925849.1615594,5852593.701841933,5851079.594330442,5822111.621127913,5577225.083097885
2020-12-28,5953766.8115594005,5876594.351841933,5873440.694330442,5842026.021127913,5594476.033097886
2020-12-29,5951887.6115594,5880905.401841933,5878809.131271292,5848405.675426364,5600853.283097886
2020-12-30,6060205.3115594005,5980458.601841933,5978172.781271293,5946110.475426364,5689217.483097886
2020-12-31,6038012.6115594,5967842.151841933,5967205.481271293,5936901.2754263645,5681558.033097886
2021-01-04,6035957.1115594,5960096.701841933,5956272.631271292,5922489.475426364,5667010.783097886
2021-01-05,6047277.5615594005,5976388.226547129,5974602.831271293,5943156.2754263645,5686964.333097885
2021-01-06,6000119.0615594005,5929779.42654713,5929548.931271292,5900516.825426363,5648968.503159049
2021-01-07,6050973.461559401,5985749.82654713,5984181.881271292,5951262.525426364,5693358.30315905
2021-01-08,6119522.3615594,6052644.32654713,6050771.981271292,6016647.275426364,5753311.3531590495
2021-01-11,6131798.8615594,6064840.62654713,6063138.281271292,6029116.2754263645,5765107.403159049
2021-01-12,6067996.011524596,6008289.87654713,6006929.131271292,5972862.575426364,5712253.953159049
2021-01-13,6111970.661524597,6040981.976547129,6037550.45974984,6002581.430248487,5740501.503159049
2021-01-14,6103280.361524596,6034868.972887,6032592.20974984,5998624.930248487,5737033.591358231
2021-01-15,6044694.361524597,5978167.022887001,5978375.859749841,5948135.830248487,5692158.791358231
2021-01-18,6027555.311524596,5955431.722887,5954228.30974984,5922117.830248487,5666691.991358232
2021-01-19,6047750.731116588,5971799.472887,5970731.75974984,5938419.130248487,5681649.591358231
2021-01-20,5966325.981116589,5891247.122887,5890487.75974984,5858676.830248487,5607696.391358232
2021-01-21,5995261.481116589,5921285.072887001,5921462.95974984,5888277.948750947,5636943.391358232
2021-01-22,5944011.817116306,5876671.587349247,5877165.751247566,5847542.248750946,5597843.675568427
2021-01-25,5955845.367116306,5905017.237349248,5906930.101247566,5877391.898750946,5625580.825568427
2021-01-26,5921095.067116306,5859465.237349248,5860505.401247566,5830963.148750946,5583343.875568427
2021-01-27,5913532.417116306,5852900.837349248,5854120.551247566,5825048.548750945,5578190.325568427
2021-01-28,5871002.067116306,5816675.687349248,5819151.201247566,5791412.2487509465,5547812.625568427
2021-01-29,5807900.867116306,5751325.937349248,5752847.751247565,5723891.898750946,5483708.775568427
2021-02-01,5857435.217116306,5807355.737349248,5808663.951247566,5778784.148750946,5534510.725568427
2021-02-02,5891818.717116306,5843141.587349247,5844598.851247566,5814692.648750946,5567093.175568427
2021-02-03,5925552.317116306,5866008.187349248,5867292.401247566,5838255.348750946,5590462.725568427
2021-02-04,5918002.517116306,5857632.087349248,5858000.601247566,5827435.648750946,5579417.925568427
2021-02-05,5937340.667116306,5884783.287349248,5886536.501247566,5856999.698750946,5606835.475568428
2021-02-17,6067501.417116306,5996984.687349248,5994709.701247566,5960063.048750946,5699898.825568427
2021-02-18,6080030.267116305,6001940.437349248,5999750.551247566,5965754.048750946,5705604.5255684275
2021-02-19,6068410.417116306,5993817.137349248,5993260.351247566,5961541.048750945,5703221.125568427
2021-02-22,6064389.367116306,5984690.537349247,5984011.901247567,5952798.598750946,5695697.325568427
2021-02-23,6135291.567116306,6055057.387349248,6053530.301247566,6019917.798750946,5757259.075568427
2021-02-24,6122395.517116305,6034957.137349248,6033315.951247566,6000218.948750946,5739391.5255684275
2021-02-25,6167352.567116306,6091516.437349248,6091572.851247566,6059995.948750946,5796034.5255684275
2021-02-26,6089254.517116305,5988779.437349248,5984803.951247566,5950037.998750946,5692720.975568427
2021-03-02,6080811.087723286,6015511.3028331855,6013467.628784091,5978350.085053738,5717773.6655634865
2021-03-03,6135741.937723286,6062026.5528331855,6060030.828784091,6025209.185053738,5761894.715563485
2021-03-04,6105429.650678505,6022212.0337051805,6019203.309185955,5984324.540917713,5724324.121273221
2021-03-05,6086967.775413304,6018163.778683055,6016914.10571421,5983729.081568862,5724607.563605395
2021-03-08,6085744.6566847535,6021439.803129514,6019221.887113679,5984111.509606371,5723787.557961146
2021-03-09,6182514.968257174,6118242.803129514,6113555.687113679,6073414.509606371,5804006.457961147
2021-03-10,6185435.118257174,6129463.553129514,6126527.837113678,6088301.009606373,5818745.307961146
2021-03-11,6201001.468257174,6144833.703129514,6140971.487113679,6101380.409606371,5830321.407961147
2021-03-12,6209173.724552299,6157421.939310164,6155014.481510169,6117184.731686635,5845625.323419231
2021-03-15,6223186.474552299,6184953.689310164,6182525.481510169,6143162.831686635,5868525.72341923
2021-03-16,6283321.924552298,6241500.039310164,6237830.181510168,6196235.331686635,5916817.323419231
2021-03-17,6252046.624552298,6210620.739310163,6206264.3315101685,6164123.531686635,5887222.423419231
2021-03-18,6243763.174552299,6210287.689310163,6207513.5815101685,6167265.031686635,5891032.52341923
2021-03-19,6204174.8245522985,6145323.839310164,6140368.931510168,6099352.431686635,5828343.923419231
2021-03-22,6198603.5745522985,6170750.089310164,6168358.231510169,6128451.531686635,5854775.623419231
2021-03-23,6205888.924552298,6180688.289310164,6179317.631510168,6141220.081686635,5868107.873419231
2021-03-24,6212488.624552298,6185485.239310164,6183705.881510168,6144896.931686634,5871070.123419231
2021-03-25,6246487.0745522985,6220989.389310164,6219330.681510169,6180437.781686635,5904189.97341923
2021-03-26,6254382.174552299,6231856.289310164,6231271.981510169,6193941.881686634,5917804.77341923
2021-03-29,6290612.3245522985,6271070.039310164,6271257.281510169,6234785.981686635,5956501.073419231
2021-03-30,6321181.124552299,6289996.339310164,6288814.631510168,6250714.381686635,5970496.373419231
2021-03-31,6332143.674552298,6294370.339310164,6292616.881510168,6254335.931686634,5974310.32341923
2021-04-01,6333926.124552298,6285958.689310163,6282412.181510168,6242279.831686635,5962450.02341923
2021-04-06,6356414.224552299,6305989.089310164,6301358.931510169,6259225.581686635,5977034.47341923
2021-04-07,6367775.674552298,6318070.639310163,6313375.481510169,6270706.581686635,5987107.073419231
2021-04-08,6332483.874552298,6284278.289310164,6280290.981510168,6238833.031686635,5957894.123419231
2021-04-09,6304022.391672155,6262154.952836256,6259585.1674615415,6219919.582456495,5940924.495338901
2021-04-12,6312050.918826588,6271304.524149197,6269416.873905336,6230619.858509792,5951612.538802631
2021-04-13,6365475.068826589,6310953.474149197,6306482.3739053365,6264438.958509793,5981627.888802632
2021-04-14,6414788.468826588,6339074.1741491975,6331507.923905336,6286242.558509792,6000620.038802631
2021-04-15,6465041.018826588,6383365.6741491975,6375298.473905336,6329169.658509792,6039876.638802631
2021-04-16,6484076.318826589,6411256.174149197,6404048.273905336,6358123.608509792,6066668.488802631
2021-04-19,6557755.268826588,6482878.124149198,6474935.1239053365,6427478.958509793,6130728.738802631
2021-04-20,6592793.368826589,6498813.924149197,6488352.373905336,6438381.008509792,6140213.23880263
2021-04-21,6533275.368826588,6453532.124149197,6444538.023905336,6395532.408509792,6099734.588802631
2021-04-22,6545568.153155158,6463885.435569327,6455057.502000818,6406749.707595579,6110961.150481556
2021-04-23,6532292.349760458,6448347.024182696,6440631.698919174,6394712.807344031,6101536.06565942
2021-04-26,6629427.733436339,6528572.674182696,6517788.048919174,6467540.10734403,6167558.215659419
2021-04-27,6515058.583436339,6468304.424182696,6464193.8989191735,6420653.957344031,6126525.26565942
2021-04-28,6481486.283436339,6451256.624182696,6448468.448919174,6405633.90734403,6112246.715659419
2021-04-29,6462788.033436338,6435113.574182697,6431662.1489191735,6387894.85734403,6095208.115659419
2021-05-03,6377703.533436339,6350200.824182697,6347320.198919174,6306025.757344031,6020828.165659419
2021-05-04,6323786.883436339,6299301.324182697,6297855.8989191735,6259088.957344031,5978106.465659419
2021-05-05,6325899.43343634,6291364.624182696,6288310.298919174,6247758.957344031,5966568.865659419
2021-05-06,6410117.183436339,6357646.624182696,6351982.598919174,6308248.85734403,6021961.215659419
2021-05-07,6431503.230471212,6395420.7012196,6393134.715324691,6353351.5686801355,6066667.06976426
2021-05-10,6494017.630471212,6461150.9012196,6459026.06532469,6418697.668680136,6127680.61976426
2021-05-11,6369798.280471212,6343769.1512196,6342402.56532469,6303568.118680135,6020063.11976426
2021-05-12,6137846.263888307,6115458.214188513,6114404.019533835,6077684.039552413,5808901.200994095
2021-05-13,6107595.097416922,6088655.803266661,6086419.3269096995,6047492.728039951,5777709.513743802
2021-05-14,6180131.569730916,6162994.56056594,6161617.16857712,6123542.417911826,5847395.833503515
2021-05-17,6047373.67966791,6029666.792672984,6027333.1148695545,5988548.381418531,5724297.71552587
2021-05-18,6194655.313994905,6177544.9989472525,6175502.117936694,6136396.526856594,5858720.633890179
2021-05-19,6162802.556020309,6156664.077565173,6153036.467101061,6109967.505616342,5831768.568451339
2021-05-20,6157100.95602031,6147569.351530263,6142619.81862609,6098092.084331389,5819783.119627847
2021-05-21,6224174.506020309,6205512.401530263,6199356.218626089,6153801.384331388,5869293.469627847
2021-05-24,6197365.35602031,6180757.451530263,6174180.068626089,6128167.034331388,5846634.469627847
2021-05-25,6219287.45602031,6210761.751530264,6204217.66862609,6157086.934331388,5870926.219627847
2021-05-26,6236322.50602031,6220853.451530264,6213163.31862609,6164488.434331388,5876615.519627847
2021-05-27,6257488.556020309,6231614.101530263,6219752.16862609,6165865.134331388,5875631.519627847
2021-05-28,6263568.256020309,6249943.051530263,6241791.318626089,6192338.084331389,5901212.619627847
2021-05-31,6289287.10602031,6274407.601530263,6266409.768626089,6216762.234331388,5922472.119627846
2021-06-01,6294937.606020309,6285797.301530263,6278939.41862609,6230226.684331388,5934243.119627847
2021-06-02,6327989.306020309,6316523.651530263,6309068.618626089,6259244.434331388,5959344.119627847
2021-06-03,6320194.056020309,6306726.301530263,6300415.16862609,6252962.234331388,5955284.269627847
2021-06-04,6300879.20602031,6296704.251530264,6290772.568626089,6242945.934331388,5945833.019627847
2021-06-07,6284796.60602031,6282938.401530263,6276798.41862609,6228911.084331388,5933766.719627847
2021-06-08,6310416.948028421,6303334.93181082,6297616.538282911,6251210.234331388,5954070.769627847
2021-06-09,6279953.798028422,6277275.981810819,6271466.038282911,6224555.534331388,5929657.769627847
2021-06-10,6313821.498028422,6301939.38181082,6294428.538282911,6244904.033277742,5946565.919627847
2021-06-11,6294724.677248705,6294533.64926131,6290241.242443537,6244627.76908173,5947661.183709498
2021-06-15,6296842.756776217,6295500.762691264,6291489.375368802,6246359.918006964,5949018.040100182
2021-06-16,6319017.059485399,6314291.684339487,6308906.700177366,6262103.597199341,5962448.99016152
2021-06-17,6290701.359485399,6295210.384339487,6291184.5501773665,6245600.447199341,5948096.54016152
2021-06-18,6244686.110299575,6248149.971453253,6242742.04438759,6195518.91626467,5902528.205558379
2021-06-21,6220110.227295618,6237559.439816554,6235769.269374788,6192362.5440157065,5900783.280616107
2021-06-22,6242851.377295618,6246000.489816554,6243502.519374788,6200651.994015707,5909260.630616107
2021-06-23,6276034.327295618,6283846.5898165535,6280418.319374788,6235276.594015706,5938655.130616107
2021-06-24,6276042.927295618,6277088.439816554,6274331.369374787,6230916.644015706,5935956.980616108
2021-06-25,6322964.377295618,6317211.139816553,6312916.569374788,6267449.7940157065,5967768.380616107
2021-06-28,6335036.877295618,6327333.610095395,6324139.579686666,6280176.796759648,5980197.180616107
2021-06-29,6298508.511914243,6300786.272697597,6299274.574844519,6256985.914976362,5960110.963221212
2021-06-30,6325142.917187484,6330967.722697597,6327687.124844519,6282003.714976363,5980544.963221212
2021-07-01,6291798.217187485,6296211.822697597,6294106.374844519,6250843.664976363,5954336.113221211
2021-07-02,6279255.067187485,6284325.272697597,6282459.674844519,6239702.614976362,5944113.676916679
2021-07-05,6315548.517187485,6323223.572697597,6321922.174844519,6279662.214976363,5980544.62691668
2021-07-06,6358106.167187485,6347072.622697597,6343695.624844519,6299779.014976363,5998773.176916679
2021-07-07,6353541.6727325665,6337189.290158965,6333751.076359237,6290319.104688536,5991237.176916679
2021-07-08,6353046.4227325665,6338575.290158965,6334806.076359237,6290496.754688536,5990654.32691668
2021-07-09,6366722.4227325665,6354792.540158964,6351441.676359236,6307420.554688537,6005802.087283985
2021-07-12,6391634.395009726,6365429.459958837,6360183.698718194,6314099.346333414,6010852.609726902
2021-07-13,6447558.654285948,6408964.814175895,6402167.512678514,6354391.393557134,6046613.665226016
2021-07-14,6437899.689391888,6410760.264175895,6405494.112678514,6359154.243557134,6051323.765226016
2021-07-15,6447002.613802825,6411251.114175895,6405552.112678514,6359309.243557134,6051743.865226016
2021-07-16,6469944.5511241155,6430189.664759924,6423320.21270796,6375608.046343488,6065743.845555821
2021-07-19,6489714.801124115,6442954.764759924,6434585.76270796,6384781.646343487,6072899.595555821
2021-07-20,6439849.251124115,6390701.2147599235,6383005.51270796,6335161.696343488,6029431.945555822
2021-07-21,6465020.385385852,6414941.081514042,6407649.26454051,6360307.368584139,6052523.037858814
