date,nav_base_e16_e18_e22_v2s,nav_blend_e45_a05,nav_blend_e45_a10,nav_blend_e45_a15,nav_blend_e45_a20,nav_blend_e45_a25,nav_blend_e45_a30,nav_blend_e45_a35,nav_blend_e45_a40,nav_blend_e45_a45,nav_blend_e45_a50,nav_blend_e45_a55,nav_blend_e45_a60,nav_blend_e45_a65,nav_blend_e45_a70,nav_blend_e45_a75,nav_blend_e45_a80,nav_blend_e45_a85,nav_blend_e45_a90,nav_blend_e45_a95,nav_chal_e45_e3
2018-04-02,4709893.505891174,4777633.0879448345,4799371.256850341,4809611.477333045,4818232.8281277325,4822104.389767298,4826908.328790093,4829553.966523302,4823966.337731283,4830751.631597195,4825863.874747751,4819982.180179959,4811897.2266917955,4802823.119122814,4794822.105662309,4791204.128659336,4784242.020904978,4775986.932720248,4769576.7619364355,4764198.958960989,4753873.380807471
2018-04-03,4692936.305891174,4760726.8379448345,4782607.406850341,4792996.627333045,4801687.028127733,4805639.439767297,4810512.828790093,4813188.116523302,4807636.237731283,4814428.531597194,4809603.774747751,4803768.78017996,4795745.426691795,4786736.269122815,4778811.255662309,4775250.628659336,4768356.370904978,4760177.532720247,4753832.061936435,4748518.108960988,4738276.830807472
2018-04-09,4734375.055891174,4797933.287944835,4816584.106850341,4825133.127333045,4832074.228127732,4834775.389767297,4838702.128790093,4840699.666523302,4834725.687731283,4841269.081597195,4836204.074747751,4830253.08017996,4822108.626691795,4812991.769122815,4804938.655662308,4801290.128659336,4794277.670904978,4785990.432720247,4779530.2619364355,4774104.308960988,4763721.130807471
2018-04-10,4770145.505891174,4832132.537944835,4849517.606850341,4857253.727333046,4863390.178127733,4865465.189767297,4868934.228790093,4870597.566523301,4864354.837731283,4870754.881597195,4865506.924747751,4859428.630179959,4851147.176691796,4841899.819122815,4833710.855662309,4829959.528659336,4822820.170904978,4814403.682720248,4807820.511936436,4802276.258960988,4791743.830807472
2018-04-11,4753268.555891174,4817308.787944835,4835969.706850341,4844512.577333045,4851137.428127733,4853446.439767297,4857205.378790094,4859150.466523302,4853069.237731283,4859540.481597194,4854344.424747751,4848326.58017996,4840103.776691795,4830921.519122815,4822782.855662309,4819069.278659336,4811982.120904978,4803608.932720248,4797080.311936436,4791581.258960988,4781102.180807471
2018-04-12,4768274.105891174,4831493.187944835,4849715.556850341,4857903.777333045,4863321.428127733,4864621.389767298,4867613.828790093,4868975.366523302,4862365.687731283,4868502.931597195,4863059.724747751,4856910.03017996,4848577.926691796,4839340.519122815,4831165.955662309,4827424.028659335,4820295.420904978,4811892.132720248,4805318.661936436,4799782.458960989,4789262.380807471
2018-04-13,4763109.155891174,4825293.387944834,4842777.7068503415,4850632.377333045,4855511.228127733,4856326.739767297,4859055.178790093,4860323.766523302,4853679.487731283,4859771.881597195,4854300.774747751,4848198.130179959,4839912.9766917955,4830740.519122815,4822601.005662309,4818892.378659336,4811804.320904979,4803438.932720248,4796908.111936436,4791405.558960988,4780921.880807471
2018-04-16,4758295.355891174,4820372.637944834,4838284.756850341,4846242.777333045,4850707.678127733,4851029.689767297,4853424.4287900925,4854497.466523302,4847596.037731282,4853564.331597195,4848040.67474775,4841886.08017996,4833561.376691795,4824398.369122814,4816294.055662309,4812603.428659336,4805549.520904978,4797197.582720247,4790694.411936436,4785228.608960988,4774782.280807471
2018-04-17,4738852.655891174,4802152.937944835,4820262.256850341,4828632.477333045,4833429.928127733,4834059.639767298,4836822.228790093,4838127.416523302,4831435.337731283,4837466.581597195,4832026.524747751,4825952.93017996,4817725.026691795,4808637.319122815,4800603.955662308,4796970.428659336,4789978.020904979,4781711.432720248,4775273.361936436,4769859.958960989,4759492.480807472
2018-04-18,4733574.505891174,4797645.687944835,4815933.856850341,4824522.727333045,4829798.178127733,4830892.489767297,4834020.978790093,4835496.616523302,4828939.687731283,4835049.781597195,4829696.774747751,4823628.83017996,4815415.826691795,4806315.119122814,4798295.305662309,4794667.378659336,4787680.170904978,4779428.882720248,4772995.361936436,4767588.058960988,4757238.030807472
2018-04-19,4782282.505891174,4845387.537944835,4863593.006850341,4871671.527333045,4876201.678127733,4876641.889767298,4879064.028790093,4880042.866523302,4873022.987731283,4878912.881597195,4873267.774747751,4866999.58017996,4858560.676691796,4849267.719122815,4841050.105662309,4837271.028659335,4830100.670904978,4821648.382720247,4815031.811936436,4809457.758960988,4798888.230807471
2018-04-20,4759917.155891174,4825256.687944835,4845296.306850341,4854370.077333045,4857873.278127733,4857163.889767298,4858844.078790093,4859358.216523302,4851763.337731283,4857238.031597194,4851344.17474775,4845012.630179959,4836554.126691795,4827353.069122815,4819243.455662308,4815543.178659336,4808467.620904978,4800117.182720248,4793589.161936436,4788103.208960989,4777646.180807471
2018-04-23,4769062.205891174,4835781.3379448345,4856813.906850341,4866349.977333045,4869267.628127732,4867739.389767298,4868983.778790093,4869371.816523301,4861529.287731283,4866831.331597195,4860727.224747751,4854339.28017996,4845813.776691795,4836607.519122815,4828452.455662308,4824718.678659336,4817612.220904978,4809207.7327202475,4802654.711936436,4797135.558960988,4786622.780807472
2018-04-24,4761891.855891174,4829062.887944834,4850814.506850341,4860656.777333045,4863867.978127733,4862511.389767298,4863819.578790093,4864337.416523302,4856609.037731282,4861978.931597195,4855901.674747751,4849574.53017996,4841094.026691795,4831937.969122815,4823801.655662308,4820087.378659336,4813006.320904979,4804618.382720248,4798091.861936436,4792594.708960989,4782100.680807471
2018-04-25,4770405.5487814685,4835955.5946485,4856652.994169241,4865897.28066685,4867953.979846084,4865843.755471335,4866625.469016139,4866811.384425844,4858834.757545041,4864053.744698934,4857865.88954119,4851508.8152162535,4843004.043650015,4833854.681213883,4825716.44438272,4822005.017769228,4814925.027675998,4806537.839071227,4800011.6125454735,4794514.858374209,4784015.961895668
2018-04-26,4778624.94409639,4843328.715657651,4863208.28815466,4872080.858109369,4873835.818690498,4871403.531478066,4871993.67147567,4871981.034235076,4863846.5898553,4868969.086171219,4862727.428722305,4856313.645624059,4847766.545708549,4838577.403496554,4830422.08073777,4826694.503757599,4819592.500477318,4811192.291155813,4804642.418821136,4799125.874164495,4788609.188574667
2018-04-27,4787504.021546666,4849899.787079043,4868357.866539904,4876422.979296902,4879394.966186674,4879023.099363074,4880759.632398595,4881300.013821213,4873885.830059536,4879526.188459195,4873689.813910437,4867377.210348058,4858903.116306652,4849636.532454356,4841433.912743474,4837672.342665828,4830517.0477452455,4822084.957829372,4815480.32911178,4809919.549017639,4799361.974145046
2018-04-30,4816255.406011022,4874535.455985511,4890406.260466778,4897089.983481953,4899074.187832057,4897022.176661858,4897561.0647215,4897372.420761023,4889436.870700167,4894784.949414917,4888699.078818186,4882295.798505703,4873727.930419066,4864423.44688973,4856153.857909025,4852349.611081275,4845142.177680974,4836645.516914589,4829988.138118083,4824378.737359064,4813742.905628024
2018-05-02,4820711.631510586,4879854.452010231,4896201.7538972255,4902882.460921825,4905566.316727129,4905870.217856661,4908066.4275379935,4908969.9288559975,4901949.949513856,4907989.216626645,4902400.192285871,4896085.564088236,4887560.811324305,4878168.006635539,4869849.516940187,4865989.00225756,4858735.620439474,4850159.322105964,4843459.61479265,4837820.584622258,4827137.460772417
2018-05-03,4792575.648041332,4853021.752010231,4870214.5038972255,4877399.010921825,4880384.766727129,4880688.117856661,4882904.877537994,4883833.578855998,4876820.3995138565,4882804.516626646,4877231.942285872,4870984.964088235,4862546.511324305,4853261.30663554,4845045.066940187,4841264.90225756,4834104.470439473,4825635.6221059635,4819027.764792649,4813472.384622259,4802899.910772417
2018-05-04,4762282.348041332,4823278.452010232,4840829.103897226,4848345.710921825,4851883.066727129,4852697.717856661,4855357.177537994,4856592.678855998,4849871.999513856,4855987.516626646,4850578.442285872,4844452.964088235,4836146.811324305,4826972.00663554,4818862.066940187,4815163.702257561,4808101.970439474,4799744.022105964,4793234.164792649,4787766.7846222585,4777313.7107724175
2018-05-07,4767885.7980413325,4828028.802010232,4845456.653897226,4852645.8109218255,4855479.61672713,4856070.667856661,4858314.027537994,4859122.278855998,4852074.349513857,4857991.966626645,4852467.8422858715,4846269.714088235,4837909.361324305,4828700.90663554,4820588.416940186,4816890.85225756,4809814.120439474,4801464.1221059635,4794931.164792649,4789454.734622259,4778999.360772417
2018-05-08,4788626.698041332,4848630.202010231,4865962.153897226,4872934.410921825,4874853.916727129,4874246.417856662,4875649.927537994,4875915.528855998,4868303.6495138565,4873896.766626646,4868099.642285871,4861748.514088236,4853245.061324305,4843965.70663554,4835795.316940187,4832048.452257561,4824917.120439474,4816497.972105963,4809907.914792649,4804383.384622259,4793859.910772417
2018-05-09,4762950.502453772,4822351.13883507,4839456.612995466,4846064.958007448,4847552.74137389,4847583.9805739615,4849379.930648053,4849821.574962431,4842402.985926812,4848116.252923131,4842509.156404143,4836225.633174218,4827803.749926272,4818593.911627646,4810531.07600775,4806858.579530203,4799819.708045185,4791501.802298796,4784998.3277942985,4779565.0254214285,4769162.771915121
2018-05-10,4756878.438586884,4817388.987903293,4834938.821972385,4841876.772409693,4843445.619396073,4843148.716094063,4844886.12874285,4845427.086349246,4838015.245823788,4843733.899034524,4838108.855364091,4831818.263378927,4823373.646523446,4814149.572448392,4806058.744696214,4802352.468345873,4795336.246839134,4787024.7591932705,4780546.508969687,4775131.29763399,4764746.753890873
2018-05-11,4781017.461519229,4844861.104947029,4864892.905552507,4873554.336095792,4876472.757136203,4876282.61510686,4877985.079262839,4878555.978634552,4871050.429938995,4876729.655815644,4870897.197252676,4864531.399747167,4855970.2651697835,4846668.318627296,4838468.411066703,4834694.791457746,4827556.391640045,4819129.809326135,4812534.420125095,4807003.190076568,4796467.020903598
2018-05-14,4794074.697287795,4859250.453825837,4880127.526016282,4889015.8900602935,4891852.30892179,4892301.245047194,4894406.132613921,4895183.240330116,4887807.040854869,4893608.607341418,4887866.2546016155,4881499.778466572,4872929.352747333,4863555.518673356,4855316.074141228,4851510.2127209725,4844305.176687974,4835813.631344795,4829151.006485521,4823564.445550448,4812961.554823065
2018-05-15,4792276.817039602,4852856.525637767,4869879.538875971,4876708.99547401,4879510.6894855155,4879802.829464951,4882030.79803366,4883019.722679022,4876035.231950134,4882054.56572329,4876556.650825941,4870394.832422688,4862023.497813063,4852757.641325066,4844576.602676804,4840825.040568211,4833667.349377087,4825207.549048546,4818598.640267308,4813050.247999084,4802485.535992435
2018-05-16,4786001.268220577,4851052.899600356,4871616.707206593,4880395.2289037965,4885071.458265149,4887292.786063024,4890747.466351348,4892634.662780022,4886316.170482733,4892801.327494799,4887594.198771915,4881589.331971124,4873324.530078833,4864068.478012922,4855880.140672158,4852123.2428678945,4844930.779745359,4836416.120645435,4829774.81778682,4824196.189061374,4813586.38438317
2018-05-17,4785846.547918327,4850618.483172216,4871036.825522072,4879699.571594134,4884319.108265149,4885782.836063025,4888693.416351348,4890163.662780022,4883465.170482733,4889692.327494799,4884289.098771915,4878166.331971124,4869804.030078833,4860523.378012922,4852326.640672158,4848561.292867894,4841377.929745359,4832883.420645434,4826248.617786821,4820677.789061374,4810083.68438317
2018-05-18,4790751.3526145015,4860438.433172217,4884647.375522072,4895287.371594135,4901201.693672535,4905057.686063024,4908849.216351348,4910896.162780022,4904591.270482734,4911096.2274947995,4905795.198771915,4899722.631971125,4891364.380078834,4882036.428012922,4873774.040672159,4869966.4928678945,4862705.3797453595,4854132.770645435,4847421.267786821,4841779.839061375,4831094.58438317
2018-05-21,4826521.4915760355,4892580.754523935,4914350.311979027,4923347.7811875725,4928271.593672534,4930631.207014887,4933539.058597168,4934888.871470472,4928057.246515831,4934246.635402285,4928661.892170448,4922429.742977664,4913914.921823717,4904490.817259661,4896116.034414445,4892227.3290312635,4884888.800977874,4876232.687007806,4869443.240594834,4863732.01874564,4852944.071630005
2018-05-22,4797138.308870326,4863759.481617722,4886005.334948725,4895835.081187572,4902515.793672535,4907213.007014887,4911861.708597168,4914479.521470472,4908871.496515832,4915839.385402285,4910934.692170449,4905135.242977664,4897015.221823717,4887761.96725966,4879519.084414445,4875740.8290312635,4868466.550977874,4859864.837007807,4853143.440594835,4847491.31874564,4836775.421630004
2018-05-23,4795141.408870325,4859671.131617721,4880620.284948725,4889595.181187573,4896283.693672534,4901180.357014887,4905944.058597168,4908659.271470472,4903279.946515831,4910376.685402284,4905581.742170448,4899917.692977663,4891915.721823717,4882739.817259661,4874518.984414444,4870769.5790312635,4863519.400977874,4854936.537007807,4848240.590594835,4842608.7187456405,4831904.621630005
2018-05-24,4805196.758870326,4873193.481617722,4896798.934948726,4907097.731187573,4914903.293672535,4920778.157014887,4926130.508597168,4929208.221470472,4923996.996515832,4931250.585402285,4926505.542170448,4920812.292977664,4912758.121823716,4903499.467259661,4895216.334414445,4891414.929031263,4884090.500977874,4875423.337007807,4868654.140594834,4862957.26874564,4852171.271630005
2018-05-25,4794588.908870325,4866193.631617721,4892235.084948726,4904372.831187573,4913970.693672535,4920970.357014887,4927512.6585971685,4931661.071470472,4927299.246515832,4935080.535402285,4930639.342170448,4925165.5929776635,4917275.921823717,4908084.017259661,4899807.084414445,4896015.8290312635,4888680.750977874,4879986.187007807,4873219.240594835,4867505.368745641,4856689.421630005
2018-05-28,4831643.808870326,4902136.431617721,4927480.484948725,4938916.5311875725,4948244.993672535,4955530.407014887,4962041.4085971685,4965846.121470473,4961197.696515831,4968867.085402285,4964356.092170448,4958731.942977664,4950705.121823716,4941338.817259661,4932952.084414445,4929076.429031263,4921612.200977874,4912800.087007807,4905898.690594835,4900075.668745641,4889131.271630005
2018-05-29,4818479.758870325,4889909.081617721,4915463.734948725,4927219.431187572,4936702.743672534,4944488.807014886,4951405.758597168,4955586.421470473,4951184.846515832,4959032.135402285,4954712.092170448,4949149.692977663,4941191.771823716,4931851.51725966,4923524.384414445,4919682.229031263,4912254.650977873,4903462.337007807,4896598.840594835,4890810.168745641,4879916.321630005
2018-05-30,4740869.108870326,4809808.431617721,4833561.984948725,4845146.931187573,4854957.293672535,4863986.307014887,4871839.008597168,4876707.321470472,4873161.396515831,4881483.985402284,4877835.292170448,4872732.742977664,4865267.221823717,4856265.117259661,4848281.384414445,4844703.529031264,4837546.100977873,4829039.887007806,4822437.390594835,4816897.56874564,4806336.771630005
2018-05-31,4773105.308870326,4832201.881617721,4848018.434948726,4855171.5311875725,4860656.693672534,4865265.707014887,4870395.808597168,4873409.021470472,4868451.996515832,4875830.135402285,4871535.792170448,4866086.742977664,4858350.621823716,4849291.667259661,4841255.6844144445,4837634.379031263,4830503.400977874,4822025.887007806,4815448.790594835,4809927.76874564,4799387.121630005
2018-06-01,4791163.808870326,4860369.731617722,4884315.784948725,4895584.831187572,4904372.443672535,4911314.907014887,4917822.508597168,4921743.771470472,4917226.496515832,4924953.385402285,4920658.192170449,4915154.192977664,4907285.071823716,4898063.6672596615,4889857.334414445,4886106.8290312635,4878800.200977874,4870139.387007806,4863391.640594835,4857712.168745641,4846964.071630005
2018-06-04,4819507.358870326,4889415.781617722,4914282.334948726,4925451.131187573,4934289.043672535,4941457.657014887,4947802.308597168,4951378.071470472,4946504.696515832,4954064.485402285,4949596.142170449,4943924.642977664,4935887.071823716,4926519.917259661,4918204.284414445,4914368.3290312635,4906956.600977874,4898192.537007807,4891333.690594835,4885565.56874564,4874703.171630005
2018-06-05,4857062.108870326,4923737.881617721,4946191.434948726,4955515.381187573,4963267.543672535,4969950.907014887,4975727.508597167,4978765.9714704715,4973509.796515832,4980852.885402285,4976194.492170448,4970388.192977664,4962222.571823716,4952740.717259661,4944313.234414444,4940397.629031263,4932889.350977873,4924031.537007807,4917076.490594835,4911222.51874564,4900245.221630005
2018-06-06,4863463.258870325,4932019.281617721,4955973.334948725,4966114.981187573,4974510.893672534,4981725.0070148865,4987825.858597168,4991038.571470472,4985887.346515832,4993302.485402284,4988648.392170448,4982827.442977663,4974635.721823717,4965107.167259661,4956638.234414444,4952693.179031264,4945134.900977873,4936238.487007807,4929234.440594835,4923335.81874564,4912305.121630005
2018-06-07,4881383.108870326,4950514.231617722,4974374.084948726,4984520.981187573,4993493.743672535,5000844.107014887,5007450.008597168,5011305.071470472,5006649.596515832,5014399.435402284,5009869.992170448,5004157.192977664,4996018.171823717,4986489.6672596615,4977944.834414445,4973945.179031264,4966325.950977874,4957323.037007807,4950274.490594835,4944311.618745641,4933175.171630005
2018-06-08,4856078.658870325,4926117.331617721,4950524.984948725,4961445.5311875725,4971306.243672535,4979953.557014887,4987508.908597168,4992020.071470472,4987968.796515832,4996098.835402285,4991954.642170448,4986450.142977664,4978519.471823717,4969080.967259661,4960644.384414445,4956727.179031263,4949166.400977874,4940228.537007807,4933237.890594835,4927330.068745641,4916276.521630005
2018-06-11,4845578.508870326,4917645.681617722,4943360.734948725,4955085.981187573,4964636.143672535,4972312.957014887,4979274.558597168,4983550.221470472,4979155.146515832,4987031.135402285,4982628.242170448,4976993.642977664,4968942.171823717,4959505.4172596615,4951068.634414445,4947142.729031264,4939617.600977874,4930714.837007807,4923761.840594836,4917881.618745641,4906864.071630005
2018-06-12,4832449.058870326,4900507.231617722,4923067.784948725,4933434.181187573,4942676.243672535,4950905.5070148865,4958399.258597168,4962949.121470472,4959004.446515831,4967173.335402285,4963181.292170448,4957772.792977664,4949965.471823717,4940629.567259661,4932311.284414445,4928479.029031264,4921020.100977873,4912185.087007807,4905294.990594835,4899479.118745641,4888551.371630005
2018-06-13,4834914.008870326,4902993.681617722,4925546.034948725,4935969.7811875725,4944964.143672534,4952221.307014887,4959274.408597168,4963647.071470472,4959522.896515831,4967553.285402285,4963388.492170448,4957926.992977664,4950057.971823717,4940730.717259661,4932384.334414445,4928531.929031263,4921077.850977873,4912240.237007807,4905358.890594834,4899542.118745641,4888603.821630005
2018-06-14,4783422.065894783,4851977.310143133,4875358.40381823,4886273.481187573,4895664.293672535,4903722.285787119,4911081.491975981,4915619.116221369,4911717.828448364,4919844.6690200865,4915987.092170448,4910700.242977664,4903029.921823716,4893881.067259661,4885728.384414445,4882023.129031263,4874734.650977874,4866082.037007807,4859355.140594834,4853693.2187456405,4842962.721630005
2018-06-15,4801930.165894782,4868224.510143132,4889999.10381823,4899772.7811875725,4906953.343672534,4912364.385787118,4917826.891975981,4920884.866221369,4915669.478448363,4922945.1690200865,4918111.242132171,4912419.487828209,4904407.337653625,4895133.413562645,4886920.097431917,4883156.632367643,4875852.035931126,4867211.207871407,4860459.068587896,4854785.306412927,4844052.784980454
2018-06-19,4736078.115894782,4801725.210143132,4823326.40381823,4832939.2811875725,4840944.143672534,4848207.385787118,4854747.541975981,4858512.116221369,4854077.678448363,4861796.4190200865,4857528.392132171,4852209.587828209,4844587.437653624,4835567.263562646,4827615.197431916,4824048.782367642,4816938.935931126,4808506.657871407,4801940.968587897,4796446.206412926,4785960.784980454
2018-06-20,4763959.038348145,4829805.037710572,4851372.25381823,4861060.730655172,4869285.093672534,4876093.985787118,4882293.141975981,4885978.166221369,4881462.728448363,4889121.969020086,4884634.092132171,4879264.287828209,4871546.887653625,4862484.513562645,4854401.847431917,4850751.282367642,4843563.435931126,4835034.457871407,4828400.568587896,4822827.4064129265,4812212.084980453
2018-06-21,4755012.75962802,4822655.937710572,4845641.427331005,4856140.371033825,4865306.903554835,4873440.55305043,4880508.687608458,4884841.643484962,4880839.209188929,4888862.126485057,4884660.258645322,4879439.882359936,4871846.804350962,4862823.162374633,4854772.836938782,4851145.276504467,4843964.485571219,4835420.222527637,4828794.005409735,4823228.6543706525,4812618.91324688
2018-06-22,4749100.40962802,4821360.737710572,4847945.877331005,4860506.521033825,4870640.303554836,4879202.70305043,4886505.187608458,4891037.143484962,4887019.209188929,4895034.876485057,4890740.958645322,4885441.932359936,4877759.954350962,4868690.562374633,4860612.986938782,4856959.526504467,4849755.835571219,4841195.722527636,4834547.155409735,4828960.9043706525,4818330.813246881
2018-06-25,4751249.40962802,4817500.137710571,4839561.127331005,4849577.471033826,4858721.853554836,4867193.50305043,4874463.5876084585,4878980.743484963,4875243.409188928,4883408.326485057,4879321.308645322,4874220.182359936,4866733.954350962,4857771.862374633,4849743.786938782,4846141.326504467,4838977.885571219,4830452.672527636,4823847.555409735,4818295.054370653,4807695.8632468805
2018-06-26,4749926.85962802,4814055.037710572,4834893.027331005,4843999.771033824,4852424.653554835,4860409.80305043,4867193.737608458,4871304.043484963,4867299.559188928,4875281.576485057,4871094.708645322,4865960.782359936,4858456.054350962,4849514.362374634,4841500.986938782,4837911.876504468,4830775.7855712185,4822282.772527637,4815700.405409735,4810173.954370652,4799605.41324688
2018-06-27,4742118.961744997,4807039.130093617,4828946.882915428,4838726.922350167,4847481.887427372,4855313.879165216,4861928.255030071,4866000.743373577,4861924.547806773,4869839.132265158,4865558.958809362,4860406.468973251,4852876.3091005245,4843958.535411326,4835947.283646739,4832359.30302322,4825244.051332187,4816769.584327606,4810208.936126117,4804698.733207637,4794146.090497649
2018-06-28,4723026.770530422,4789560.5288229,4812508.967201985,4823323.387911595,4833135.7936573615,4842055.137342693,4849666.615806987,4854534.625911551,4851126.868945667,4859455.467559986,4855520.43495973,4850559.899111505,4843207.304453773,4834358.5179701345,4826414.815411159,4822876.212649267,4815790.384210339,4807342.111801105,4800815.827167148,4795328.930161787,4784816.261650868
2018-06-29,4790698.640707995,4854351.588680469,4875937.421019729,4885669.741313243,4893722.09385207,4901239.455603363,4907668.895188845,4911603.135425314,4907340.73393869,4915196.227054927,4910756.640508122,4905463.371410534,4897775.120573494,4888701.271914958,4880541.8415233,4876849.796218145,4869600.098422547,4860983.397277656,4854297.06879195,4848665.700408179,4837947.101387528
2018-07-02,4743364.637075758,4804996.838680469,4824197.57101973,4832445.491313243,4838561.4938520705,4845729.205603363,4852029.295188845,4855727.485425314,4851415.83393869,4859176.977054927,4854918.340508121,4849718.971410533,4842187.1705734935,4833252.871914958,4825288.0915233,4821730.696218144,4814640.498422546,4806210.297277655,4799667.66879195,4794182.600408179,4783685.851387528
2018-07-03,4734198.937075758,4794211.218623123,4813293.564435129,4821552.456890165,4828409.325670661,4836203.898681781,4842847.998668266,4846735.356599894,4842663.002967645,4850533.369195355,4846374.487038572,4841265.359180151,4833817.419202916,4824913.453600417,4816971.460349797,4813453.803282649,4806383.200990916,4797990.357478713,4791469.57220792,4786004.052258413,4775533.170425258
2018-07-04,4757036.664971662,4817071.538937718,4836174.098022682,4844516.552643129,4851547.7584271375,4858795.2608683435,4865073.546634743,4868756.390979944,4864450.400142601,4872189.2707004035,4867841.486551982,4862596.492238595,4855000.726078852,4845991.763905476,4837952.10686184,4834372.093247699,4827239.664024008,4818777.378841727,4812199.4958150815,4806676.46685651,4796123.6789837545
2018-07-05,4758448.718498834,4815329.668875483,4832211.599211667,4839255.110478777,4845522.441842075,4852107.74477179,4857847.16243697,4861053.963517055,4856441.641030125,4863947.278421155,4859474.008264829,4854181.5593541665,4846564.900129863,4837559.521807762,4829528.656129419,4825964.979396542,4818852.544444874,4810428.876786992,4803869.086902203,4798364.388017209,4787839.721784766
2018-07-06,4750313.887421302,4809677.907591348,4828648.459889605,4836886.431298273,4843806.065469644,4850946.877369896,4857110.130079569,4860657.264018765,4856256.810499106,4863918.026166047,4859541.165885164,4854277.164789117,4846673.906600472,4837670.573002696,4829650.6259510415,4826089.5050889505,4818977.967994115,4810549.083918429,4803989.944980762,4798486.564729567,4787966.458291137
2018-07-09,4763929.859707455,4824782.959826635,4844710.791484355,4853479.784870553,4860655.116526919,4867692.73523536,4873803.252202477,4877360.291277664,4872875.54709711,4880517.954070878,4876060.3038152475,4870717.364131538,4863021.975113773,4853952.901779615,4845872.556477264,4842266.265826053,4835110.590133438,4826624.484856437,4820021.357773442,4814478.091235134,4803899.842928513
2018-07-10,4789321.389414261,4850295.0271992255,4870760.733655343,4879810.8042314965,4886827.419251499,4893061.153447477,4898629.070414593,4901822.766568553,4896928.176733532,4904331.887624696,4899604.001466928,4894052.023674176,4886147.339800139,4876945.101995948,4868759.634405272,4865076.017234341,4857852.91271836,4849295.814694603,4842628.235511549,4837019.503215534,4826354.206726247
2018-07-11,4764869.951914214,4827772.373298922,4847743.983655343,4856983.204231497,4864041.169251499,4871706.903447477,4878312.770414594,4882214.866568552,4878012.376733532,4885849.687624696,4881536.351466928,4876263.723674176,4868629.789800139,4859566.951995948,4851493.784405272,4847885.717234341,4840715.76271836,4832208.064694603,4825591.185511549,4820031.353215533,4809433.506726248
2018-07-12,4791188.701914214,4852261.723298922,4872193.441408835,4881621.454231497,4886921.119251499,4893405.503447478,4899168.620414593,4902349.916568552,4897414.876733532,4904823.137624696,4900151.051466928,4894577.673674176,4886665.9398001395,4877436.051995948,4869267.134405272,4865591.017234341,4858361.3627183605,4849807.6646946035,4843123.735511549,4837513.003215534,4826861.556726248
2018-07-13,4804398.266969294,4864428.273298922,4883470.491408835,4891692.468648126,4894658.8369895555,4900704.1687996145,4906125.098420924,4908866.554052948,4903503.770324294,4910675.256907089,4905883.535726605,4900157.428659451,4892126.072830686,4882808.009267802,4874622.056684962,4870927.917528754,4863677.8514178805,4855114.81569503,4848396.905330159,4842773.328460615,4832119.259240709
2018-07-16,4782635.520081139,4843940.652253667,4864371.380401903,4873461.624691064,4876577.390402877,4884571.467077237,4891596.67236091,4895445.707016293,4891103.185304583,4898947.128919285,4894766.235040478,4889424.177402467,4881751.682557916,4872583.7524396395,4864515.897946696,4860897.454768602,4853678.158690276,4845137.645251703,4838450.625986627,4832856.185987481,4822244.863178463
2018-07-17,4803962.733115423,4863198.3075112505,4881239.407899632,4889188.504685307,4892365.837832834,4899847.302749663,4906413.016227382,4909899.279513219,4905312.54106796,4912997.486771921,4908680.576361658,4903291.540839313,4895577.414799865,4886380.352291944,4878264.558551574,4874624.842961635,4867374.436133799,4858794.4609308895,4852072.922825151,4846442.9130238015,4835774.8155825315
2018-07-18,4807651.461257338,4869066.307511251,4889878.607899631,4899668.854685307,4904602.137832833,4914035.1027496625,4922078.766227382,4926688.97951322,4923054.891067959,4931417.686771921,4927564.376361658,4922491.240839313,4915036.814799866,4905937.952291944,4897875.358551575,4894289.742961636,4887032.3361337995,4878384.16093089,4871616.822825151,4865937.613023802,4855196.665582532
2018-07-19,4803222.258260391,4861701.519443279,4879282.064174741,4887287.904979206,4890568.040542383,4899208.562196603,4906795.539725275,4911009.535787986,4907171.220045541,4915365.598388434,4911503.535393663,4906438.930710046,4899030.591973177,4889977.909233697,4881968.164872554,4878420.576114232,4871207.793338848,4862609.801253763,4855882.108003146,4850242.199762963,4839559.165888685
2018-07-20,4818044.579660317,4877105.533767099,4895819.862522346,4904488.358924395,4907616.930468452,4915584.340011165,4922704.842391584,4926634.587263147,4922448.458419207,4930442.056686,4926344.461341896,4921084.700958372,4913479.324925625,4904307.542782342,4896209.944061445,4892595.512095095,4885331.429297838,4876689.166950317,4869920.80891071,4864242.821249117,4853511.943265232
2018-07-23,4826657.80524101,4886997.813970023,4906055.5654928135,4915232.593564035,4918690.5812178375,4926010.398027674,4932709.213348345,4936398.859921201,4931920.169017959,4939736.976703522,4935458.699954602,4930054.770439166,4922304.897856215,4913053.271638564,4904893.957650599,4901230.176467528,4893937.243888933,4885261.731602917,4878472.189708247,4872776.026389667,4862015.248729824
2018-07-24,4830564.290429986,4894474.405671727,4915568.180436237,4925897.31081118,4930435.658380597,4938066.400974507,4944975.437823955,4948932.015846804,4944539.487212744,4952453.819962372,4948158.554572116,4942732.448961005,4934927.8257208485,4925643.207122137,4917438.779732012,4913735.807987414,4906416.102210362,4897687.225475067,4890873.619881582,4885155.026146927,4874350.386357306
