fill_id,signal_date,fill_date,code,side,quantity,fill_price,gross,fees_tax,slippage_bp
2026-07-24-0050-SELL,2026-07-24,2026-07-27,0050,SELL,149,101.24935,15086.153150000002,27.98481409325,5.0
2026-07-27-2880-SELL,2026-07-27,2026-07-28,2880,SELL,292,40.9795,11966.014,46.12898397,5.0
2026-07-27-2886-SELL,2026-07-27,2026-07-28,2886,SELL,245,49.3753,12096.9485,46.6337364675,5.0
2026-07-27-2892-SELL,2026-07-27,2026-07-28,2892,SELL,348,34.5827,12034.779600000002,46.394075358,5.0
2026-07-27-5880-SELL,2026-07-27,2026-07-28,5880,SELL,466,25.837075,12040.07695,46.41449664225,5.0
2026-07-27-2412-BUY,2026-07-27,2026-07-28,2412,BUY,171,140.57025,24037.51275,20.55207340125,5.0
2026-07-27-3045-BUY,2026-07-27,2026-07-28,3045,BUY,211,113.0565,23854.9215,20.3959578825,5.0
2026-07-27-4904-BUY,2026-07-27,2026-07-28,4904,BUY,142,106.053,15059.526,12.87589473,5.0
2026-07-27-0050-SELL,2026-07-27,2026-07-28,0050,SELL,122,98.300825,11992.70065,22.24645970575,5.0
2026-07-28-2880-SELL,2026-07-28,2026-07-29,2880,SELL,273,41.429275,11310.192075,43.600790449125,5.0
2026-07-28-2886-SELL,2026-07-28,2026-07-29,2886,SELL,228,49.425275000000006,11268.962700000002,43.441851208500005,5.0
2026-07-28-2892-SELL,2026-07-28,2026-07-29,2892,SELL,324,34.7826,11269.5624,43.444163052,5.0
2026-07-28-5880-SELL,2026-07-28,2026-07-29,5880,SELL,435,25.987,11304.345,43.578249975000006,5.0
2026-07-28-2412-BUY,2026-07-28,2026-07-29,2412,BUY,148,141.07049999999998,20878.434,17.851061069999997,5.0
2026-07-28-3045-BUY,2026-07-28,2026-07-29,3045,BUY,183,114.057,20872.431,17.845928504999996,5.0
2026-07-28-4904-BUY,2026-07-28,2026-07-29,4904,BUY,140,108.054,15127.559999999998,12.934063799999995,5.0
2026-07-28-0050-SELL,2026-07-28,2026-07-29,0050,SELL,89,96.901525,8624.235725,15.997957269875,5.0
2026-07-29-2880-SELL,2026-07-29,2026-07-30,2880,SELL,244,41.87905,10218.4882,39.392272011,5.0
2026-07-29-2886-SELL,2026-07-29,2026-07-30,2886,SELL,204,50.07495,10215.2898,39.379942179,5.0
2026-07-29-2892-SELL,2026-07-29,2026-07-30,2892,SELL,293,34.832575000000006,10205.944475000002,39.343915951125005,5.0
2026-07-29-5880-SELL,2026-07-29,2026-07-30,5880,SELL,391,26.08695,10199.99745,39.32099016975,5.0
2026-07-29-2412-BUY,2026-07-29,2026-07-30,2412,BUY,127,141.07049999999998,17915.953499999996,15.318140242499997,5.0
2026-07-29-3045-BUY,2026-07-29,2026-07-30,3045,BUY,158,114.057,18021.006,15.407960129999998,5.0
2026-07-29-4904-BUY,2026-07-29,2026-07-30,4904,BUY,125,106.55325,13319.156249999998,11.387878593749996,5.0
2026-07-29-0050-SELL,2026-07-29,2026-07-30,0050,SELL,69,93.3533,6441.3777,11.9487556335,5.0
2026-07-31-2880-SELL,2026-07-31,2026-08-03,2880,SELL,242,42.92852500000001,10388.703050000002,40.048450257750005,5.0
2026-07-31-2886-SELL,2026-07-31,2026-08-03,2886,SELL,199,52.27385,10402.49615,40.10162265825,5.0
2026-07-31-2892-SELL,2026-07-31,2026-08-03,2892,SELL,288,36.28185,10449.1728,40.281561144,5.0
2026-07-31-5880-SELL,2026-07-31,2026-08-03,5880,SELL,384,26.986500000000003,10362.816,39.94865568,5.0
2026-07-31-2412-BUY,2026-07-31,2026-08-03,2412,BUY,119,138.56924999999998,16489.740749999997,14.098728341249997,5.0
2026-07-31-3045-BUY,2026-07-31,2026-08-03,3045,BUY,148,113.0565,16732.362,14.30616951,5.0
2026-07-31-4904-BUY,2026-07-31,2026-08-03,4904,BUY,140,104.55225,14637.315,12.514904325,5.0
2026-07-31-0050-SELL,2026-07-31,2026-08-03,0050,SELL,26,101.949,2650.6740000000004,4.917000270000001,5.0
2026-08-13-2880-BUY,2026-08-13,2026-08-14,2880,BUY,236,39.0195,9208.602,7.87335471,5.0
2026-08-13-2886-BUY,2026-08-13,2026-08-14,2886,BUY,201,45.872925,9220.457925,7.883491525875,5.0
2026-08-13-2892-BUY,2026-08-13,2026-08-14,2892,BUY,279,33.166574999999995,9253.474425,7.9117206333749985,5.0
2026-08-13-5880-BUY,2026-08-13,2026-08-14,5880,BUY,382,24.11205,9210.8031,7.875236650499999,5.0
2026-08-13-2412-BUY,2026-08-13,2026-08-14,2412,BUY,3,136.06799999999998,408.204,0.3490144199999999,5.0
2026-08-13-3045-BUY,2026-08-13,2026-08-14,3045,BUY,4,108.55425,434.217,0.3712555349999999,5.0
2026-08-13-4904-BUY,2026-08-13,2026-08-14,4904,BUY,4,98.34915,393.3966,0.3363540929999999,5.0
2026-08-13-0050-BUY,2026-08-13,2026-08-14,0050,BUY,179,107.15354999999998,19180.48545,16.399315059749995,5.0
2026-08-14-2880-SELL,2026-08-14,2026-08-17,2880,SELL,184,38.5807,7098.8488,27.366062124,5.0
2026-08-14-2886-SELL,2026-08-14,2026-08-17,2886,SELL,151,46.9765,7093.4515,27.3452555325,5.0
2026-08-14-2892-SELL,2026-08-14,2026-08-17,2892,SELL,215,33.083450000000006,7112.941750000002,27.420390446250007,5.0
2026-08-14-5880-SELL,2026-08-14,2026-08-17,5880,SELL,297,24.237875000000003,7198.648875000001,27.750791413125004,5.0
2026-08-14-2412-SELL,2026-08-14,2026-08-17,2412,SELL,5,134.9325,674.6625,2.6008239375,5.0
2026-08-14-3045-SELL,2026-08-14,2026-08-17,3045,SELL,7,107.946,755.6220000000001,2.9129228100000004,5.0
2026-08-14-4904-SELL,2026-08-14,2026-08-17,4904,SELL,8,98.85055,790.8044000000001,3.048550962,5.0
2026-08-14-0050-BUY,2026-08-14,2026-08-17,0050,BUY,428,106.4532,45561.9696,38.955484008,5.0
2026-08-17-2880-SELL,2026-08-17,2026-08-18,2880,SELL,171,38.88055,6648.57405,25.63025296275,5.0
2026-08-17-2886-SELL,2026-08-17,2026-08-18,2886,SELL,144,46.826575000000005,6743.026800000001,25.994368314000003,5.0
2026-08-17-2892-SELL,2026-08-17,2026-08-18,2892,SELL,201,33.3833,6710.043299999999,25.867216921499995,5.0
2026-08-17-5880-SELL,2026-08-17,2026-08-18,5880,SELL,269,24.637675,6627.534575000001,25.549145786625,5.0
2026-08-17-2412-SELL,2026-08-17,2026-08-18,2412,SELL,23,136.43175,3137.93025,12.09672111375,5.0
2026-08-17-3045-SELL,2026-08-17,2026-08-18,3045,SELL,28,110.44475,3092.453,11.921406315,5.0
2026-08-17-4904-SELL,2026-08-17,2026-08-18,4904,SELL,31,99.95,3098.4500000000003,11.94452475,5.0
2026-08-17-0050-BUY,2026-08-17,2026-08-18,0050,BUY,372,106.503225,39619.1997,33.874415743499995,5.0
2026-08-26-2880-BUY,2026-08-26,2026-08-27,2880,BUY,13,39.8199,517.6587,0.4425981884999999,5.0
2026-08-26-2886-BUY,2026-08-26,2026-08-27,2886,BUY,0,46.6233,0.0,0.0,5.0
2026-08-26-2892-BUY,2026-08-26,2026-08-27,2892,BUY,0,33.516749999999995,0.0,0.0,5.0
2026-08-26-5880-BUY,2026-08-26,2026-08-27,5880,BUY,0,25.0125,0.0,0.0,5.0
2026-08-26-2412-SELL,2026-08-26,2026-08-27,2412,SELL,291,136.43175,39701.63925,153.04981930875,5.0
2026-08-26-3045-SELL,2026-08-26,2026-08-27,3045,SELL,343,115.942,39768.106,153.30604863,5.0
2026-08-26-4904-SELL,2026-08-26,2026-08-27,4904,SELL,393,100.9495,39673.1535,152.9400067425,5.0
2026-08-26-0050-SELL,2026-08-26,2026-08-27,0050,SELL,82,106.44675,8728.6335,16.191615142499998,5.0
2026-08-27-2880-BUY,2026-08-27,2026-08-28,2880,BUY,1384,39.369675,54487.6302,46.586923821,5.0
2026-08-27-2886-BUY,2026-08-27,2026-08-28,2886,BUY,1180,46.92345,55369.671,47.34106870499999,5.0
2026-08-27-2892-BUY,2026-08-27,2026-08-28,2892,BUY,520,33.516749999999995,17428.709999999995,14.901547049999996,5.0
2026-08-27-5880-BUY,2026-08-27,2026-08-28,5880,BUY,0,25.11255,0.0,0.0,5.0
2026-08-27-2412-SELL,2026-08-27,2026-08-28,2412,SELL,309,135.93200000000002,42002.988000000005,161.92151874,5.0
2026-08-27-3045-SELL,2026-08-27,2026-08-28,3045,SELL,363,115.44225,41905.53675,161.54584417125,5.0
2026-08-27-4904-SELL,2026-08-27,2026-08-28,4904,SELL,413,101.44925,41898.540250000005,161.51887266375002,5.0
2026-08-27-0050-BUY,2026-08-27,2026-08-28,0050,BUY,34,107.15354999999998,3643.2207,3.1149536984999995,5.0
2026-08-28-2880-BUY,2026-08-28,2026-08-31,2880,BUY,1018,40.270125,40994.98725,35.05071409875,5.0
2026-08-28-2886-BUY,2026-08-28,2026-08-31,2886,BUY,850,47.92395,40735.3575,34.8287306625,5.0
2026-08-28-2892-BUY,2026-08-28,2026-08-31,2892,BUY,1161,34.31715,39842.21115,34.06509053324999,5.0
2026-08-28-5880-BUY,2026-08-28,2026-08-31,5880,BUY,0,25.262625,0.0,0.0,5.0
2026-08-28-2412-SELL,2026-08-28,2026-08-31,2412,SELL,297,135.93200000000002,40371.804,155.63330442,5.0
2026-08-28-3045-SELL,2026-08-28,2026-08-31,3045,SELL,348,114.9425,39999.990000000005,154.19996145000002,5.0
2026-08-28-4904-SELL,2026-08-28,2026-08-31,4904,SELL,400,99.7501,39900.04,153.8146542,5.0
2026-08-28-0050-BUY,2026-08-28,2026-08-31,0050,BUY,449,105.65279999999998,47438.10719999999,40.55958165599999,5.0
2026-08-31-2880-BUY,2026-08-31,2026-09-01,2880,BUY,763,40.82039999999999,31145.965199999995,26.629800245999995,5.0
2026-08-31-2886-BUY,2026-08-31,2026-09-01,2886,BUY,650,48.2241,31345.665,26.800543575,5.0
2026-08-31-2892-BUY,2026-08-31,2026-09-01,2892,BUY,278,35.067525,9748.771949999998,8.33520001725,5.0
2026-08-31-5880-BUY,2026-08-31,2026-09-01,5880,BUY,1,25.362675,25.362675,0.021685087125,5.0
2026-08-31-2412-SELL,2026-08-31,2026-09-01,2412,SELL,273,135.93200000000002,37109.436,143.05687578,5.0
2026-08-31-3045-SELL,2026-08-31,2026-09-01,3045,SELL,320,114.9425,36781.600000000006,141.79306800000003,5.0
2026-08-31-4904-SELL,2026-08-31,2026-09-01,4904,SELL,368,100.44975,36965.508,142.50203334,5.0
2026-08-31-0050-BUY,2026-08-31,2026-09-01,0050,BUY,371,106.55325,39531.25575,33.79922366624999,5.0
2026-09-01-2880-BUY,2026-09-01,2026-09-02,2880,BUY,638,41.970975,26777.48205,22.89474715275,5.0
2026-09-01-2886-BUY,2026-09-01,2026-09-02,2886,BUY,552,48.274125,26647.317,22.783456035,5.0
2026-09-01-2892-BUY,2026-09-01,2026-09-02,2892,BUY,488,35.567775,17357.0742,14.840298440999998,5.0
2026-09-01-5880-BUY,2026-09-01,2026-09-02,5880,BUY,1,25.6128,25.6128,0.021898944,5.0
2026-09-01-2412-SELL,2026-09-01,2026-09-02,2412,SELL,220,136.43175,30014.985,115.707767175,5.0
2026-09-01-3045-SELL,2026-09-01,2026-09-02,3045,SELL,259,115.44225,29899.54275,115.26273730125,5.0
2026-09-01-4904-SELL,2026-09-01,2026-09-02,4904,SELL,296,100.44975,29733.126000000004,114.62120073,5.0
2026-09-01-0050-BUY,2026-09-01,2026-09-02,0050,BUY,331,107.55375,35600.291249999995,30.43824901875,5.0
2026-09-02-2880-BUY,2026-09-02,2026-09-03,2880,BUY,526,42.92144999999999,22576.6827,19.3030637085,5.0
2026-09-02-2886-BUY,2026-09-02,2026-09-03,2886,BUY,461,49.0245,22600.2945,19.3232517975,5.0
2026-09-02-2892-BUY,2026-09-02,2026-09-03,2892,BUY,233,36.268125,8450.473124999999,7.225154521874998,5.0
2026-09-02-5880-BUY,2026-09-02,2026-09-03,5880,BUY,0,26.31315,0.0,0.0,5.0
2026-09-02-2412-SELL,2026-09-02,2026-09-03,2412,SELL,172,137.43125,23638.175,91.125164625,5.0
2026-09-02-3045-SELL,2026-09-02,2026-09-03,3045,SELL,203,115.942,23536.226,90.73215123,5.0
2026-09-02-4904-SELL,2026-09-02,2026-09-03,4904,SELL,230,102.44875,23563.2125,90.8361841875,5.0
2026-09-02-0050-BUY,2026-09-02,2026-09-03,0050,BUY,193,106.95345,20642.01585,17.64892355175,5.0
