ym,long_ret,ew_ret,n,k,excess,year
2023-11,0.01036509859968119,0.016967308942106647,1206.0,241.0,-0.006602210342425457,2023
2023-12,0.00568240007463971,-0.0011178771622558062,1207.0,241.0,0.006800277236895516,2023
2024-01,0.08037059797609494,0.06282531181298764,1207.0,241.0,0.0175452861631073,2024
2024-02,0.012486112000391063,0.0059733206926870334,1206.0,241.0,0.006512791307704029,2024
2024-03,0.012912642332102611,0.021510166144226368,1206.0,241.0,-0.008597523812123756,2024
2024-04,0.02744359570803133,0.05223524493650961,1204.0,240.0,-0.024791649228478284,2024
2024-05,0.05016956245907204,0.038276220837942854,1205.0,241.0,0.011893341621129185,2024
2024-06,-0.027858987695817395,-0.027781005883649578,1206.0,241.0,-7.798181216781691e-05,2024
2024-07,0.02434158089635447,0.01949756047443281,1206.0,241.0,0.004844020421921662,2024
2024-08,-0.018165088210273597,0.0045792675269015985,1205.0,241.0,-0.022744355737175197,2024
2024-09,-0.015442673422300648,-0.017223449132209107,1205.0,241.0,0.0017807757099084585,2024
2024-10,-0.0003080002387914341,-0.011373924304811149,1207.0,241.0,0.011065924066019715,2024
2024-11,0.0015453376891732113,-0.004324427464147995,1209.0,241.0,0.005869765153321206,2024
2024-12,-0.014996441337807354,-0.014582777623471507,1208.0,241.0,-0.0004136637143358473,2024
2025-01,0.03885417959322602,0.05520270855922537,1209.0,241.0,-0.01634852896599935,2025
2025-02,-0.12238505990462316,-0.10270524428092014,1210.0,242.0,-0.019679815623703023,2025
2025-03,-0.05054296671200219,-0.04688014937849422,1211.0,242.0,-0.00366281733350797,2025
2025-04,0.05927420157042772,0.03843258237931706,1210.0,242.0,0.02084161919111066,2025
2025-05,0.02512054748758665,-0.009973541389404922,1210.0,242.0,0.03509408887699157,2025
2025-06,0.0317624445594561,0.013453558370645515,1209.0,241.0,0.018308886188810585,2025
2025-07,0.09640112039640758,0.08025435890305335,1208.0,241.0,0.016146761493354228,2025
2025-08,-0.006445414440500855,-0.0006248201687524385,1207.0,241.0,-0.005820594271748417,2025
2025-09,0.024580141939514383,0.001532815985428741,1207.0,241.0,0.02304732595408564,2025
2025-10,-0.009657850878578424,-0.007292270633603419,1207.0,241.0,-0.0023655802449750055,2025
2025-11,0.052060656350854,0.03267126795424885,1207.0,241.0,0.019389388396605152,2025
2025-12,0.06636298898359627,0.0488820885343324,1207.0,241.0,0.01748090044926387,2025
2026-01,0.07556652503521688,0.04181400850579763,1207.0,241.0,0.03375251652941925,2026
2026-02,-0.04002031503884669,-0.050911451995815864,1207.0,241.0,0.010891136956969173,2026
2026-03,0.1924004774995286,0.11179601391033873,1206.0,241.0,0.08060446358918986,2026
2026-04,0.17504119249633024,0.10634700544637983,1205.0,241.0,0.06869418704995041,2026
2026-05,-0.0007635575458859785,0.019408597584536922,1205.0,241.0,-0.0201721551304229,2026
2026-06,-0.1719458235907636,-0.12154956398629975,1204.0,240.0,-0.05039625960446385,2026
2026-07,0.16392124909999936,0.10176765835996494,1203.0,240.0,0.06215359074003442,2026
