stock_id,router,fiscal_year,record_date,announcement_date,announcement_time,signal_date,cash_ex_date,cash_payment_date,cash_dividend,stock_dividend,prior_cash_dividend,dividend_growth
2890,R3,111年,2023-08-15,2023-07-24,16:04:00,2023-07-25,2023-08-09,2023-09-13,0.6,0.2,0.8,-0.2500000000000001
2890,R3,112年,2024-08-28,2024-08-07,10:12:47,2024-08-08,2024-08-22,2024-09-27,0.75,0.25,0.6,0.25
2890,R3,113年,2025-08-27,2025-08-06,11:57:49,2025-08-07,2025-08-21,2025-09-22,0.91,0.34,0.75,0.21333333333333337
2890,R3,114年,2026-07-29,2026-07-07,11:03:34,2026-07-08,2026-07-23,2026-08-24,1.1,0.2,0.91,0.20879120879120894
2890,R3,100年,2012-08-13,2012-07-23,16:31:00,2012-07-24,,,0.0,0.316,1.1,-1.0
2890,R3,103年,2014-10-13,2014-09-29,14:34:56,2014-09-30,,,0.0,0.0,0.0,
2890,R3,不適用,2023-02-13,2023-01-31,16:37:43,2023-02-01,,,0.0,0.0,0.0,
2891,R3,93年,2005-07-20,2005-07-04,09:51:57,2005-07-05,2005-07-14,,0.99778738,0.0,,
2891,R3,94年,2006-07-14,2006-06-22,16:13:20,2006-06-23,2006-07-06,,0.5,0.0,0.99778738,-0.49889123672820956
2891,R3,96年,2008-07-09,2008-06-19,12:03:30,2008-06-20,2008-07-03,,0.2,0.0,0.5,-0.6
2891,R3,98年,2010-08-04,2010-07-14,09:27:33,2010-07-15,2010-07-29,,0.64,0.0,0.2,2.1999999999999997
2891,R3,99年,2011-07-25,2011-07-01,15:37:50,2011-07-04,2011-07-19,,0.73,0.0,0.64,0.140625
2891,R3,100年,2012-07-23,2012-07-02,15:08:14,2012-07-03,2012-07-17,,0.4,0.0,0.73,-0.45205479452054786
2891,R3,101年,2013-07-23,2013-07-02,19:18:45,2013-07-03,2013-07-17,,0.71,0.0,0.4,0.7749999999999999
2891,R3,102年,2014-07-15,2014-06-26,17:03:52,2014-06-27,2014-07-09,,0.38,0.0,0.71,-0.46478873239436613
2891,R3,103年,2015-08-14,2015-07-22,19:14:59,2015-07-23,2015-08-06,2015-08-31,0.81,0.81,0.38,1.1315789473684212
2891,R3,104年,2016-08-06,2016-07-14,11:43:57,2016-07-15,2016-07-29,2016-08-26,0.81,0.0,0.81,0.0
2891,R3,105年,2017-07-23,2017-06-30,18:10:57,2017-07-03,2017-07-17,2017-08-11,1.0,0.0,0.81,0.23456790123456783
2891,R3,106年,2018-07-15,2018-06-22,15:41:47,2018-06-25,2018-07-09,2018-08-03,1.08,0.0,1.0,0.08000000000000007
2891,R3,107年,2019-07-21,2019-07-01,10:55:27,2019-07-02,2019-07-15,2019-08-09,1.0,0.0,1.08,-0.07407407407407418
2891,R3,108年,2020-07-19,2020-06-29,11:02:15,2020-06-30,2020-07-13,2020-08-07,1.0,0.0,1.0,0.0
2891,R3,109年,2021-08-22,2021-08-02,15:39:31,2021-08-03,2021-08-16,2021-09-10,1.05,0.0,1.0,0.050000000000000044
2891,R3,110年,2022-07-20,2022-06-30,10:23:04,2022-07-01,2022-07-14,2022-08-12,1.25,0.0,1.05,0.19047619047619047
2891,R3,111年,2023-08-12,2023-07-18,11:18:29,2023-07-19,2023-08-04,2023-08-31,1.00002571,0.0,1.25,-0.1999794319999999
2891,R3,112年,2024-07-21,2024-07-02,10:33:03,2024-07-03,2024-07-15,2024-08-09,1.80013604,0.0,1.00002571,0.800089759692278
2891,R3,113年,2025-07-20,2025-07-01,11:21:59,2025-07-02,2025-07-14,2025-08-08,2.30041091,0.0,1.80013604,0.2779094795524455
2891,R3,114年,2026-07-18,2026-06-25,14:47:55,2026-06-26,2026-07-10,2026-08-07,2.50023939,0.0,2.30041091,0.08686642857210236
2891,R3,93年,2005-08-30,2005-08-10,08:34:27,2005-08-11,,,0.0,0.7981823,2.50023939,-1.0
2891,R3,93年,2005-11-06,2005-10-14,10:10:44,2005-10-17,,,0.0,1.10836267,0.0,
2891,R3,94年,2006-08-15,2006-07-25,15:17:53,2006-07-26,,,0.0,1.2,0.0,
2891,R3,96年,2008-09-07,2008-08-15,17:21:36,2008-08-18,,,0.0,0.8043276572,0.0,
2891,R3,98年,2010-09-06,2010-08-16,19:05:19,2010-08-17,,,0.0,0.64,0.0,
2891,R3,99年,2011-09-19,2011-08-26,16:58:41,2011-08-29,,,0.0,0.71965434,0.0,
2891,R3,101年,2012-02-18,2012-02-04,16:49:40,2012-02-06,,,0.0,0.0,0.0,
2891,R3,100年,2012-09-24,2012-09-03,12:06:54,2012-09-04,,,0.0,0.88,0.0,
2891,R3,102年,2013-02-25,2013-02-01,18:33:53,2013-02-04,,,0.0,0.0,0.0,
2891,R3,101年,2013-08-25,2013-08-02,17:48:45,2013-08-05,,,0.0,0.7,0.0,
2891,R3,103年,2014-09-24,2014-09-02,09:16:12,2014-09-03,,,0.0,0.36996335,0.0,
2891,R3,104年,2016-10-18,2016-09-26,14:28:22,2016-09-29,,,0.0,0.8,0.0,
2891,R3,106年,2017-11-06,2017-10-24,17:06:12,2017-10-25,,,0.0,0.0,0.0,
2891,R3,107年,2019-02-19,2019-01-29,14:48:56,2019-01-30,,,0.0,0.0,0.0,
2892,R1,93年,2005-08-15,2005-07-26,16:10:52,2005-07-27,2005-08-09,,0.75,0.5,,
2892,R1,94年,2006-08-14,2006-07-20,07:50:56,2006-07-21,2006-08-08,,1.25,0.25,0.75,0.6666666666666667
2892,R1,95年,2007-08-17,2007-07-26,17:57:06,2007-07-27,2007-08-09,,1.0,0.2,1.25,-0.19999999999999996
2892,R1,96年,2008-08-18,2008-07-25,09:32:48,2008-07-29,2008-08-12,,1.7,0.12,1.0,0.7
2892,R1,98年,2010-08-17,2010-07-23,16:12:05,2010-07-26,2010-08-11,,0.5,0.25,1.7,-0.7058823529411764
2892,R1,100年,2011-08-06,2011-07-22,14:21:40,2011-07-25,2011-07-29,,0.3,0.6,0.5,-0.4
2892,R1,100年,2012-08-18,2012-07-27,10:35:21,2012-07-30,2012-08-10,,0.4,0.6000000000000001,0.3,0.3333333333333335
2892,R1,101年,2013-08-10,2013-07-18,17:46:12,2013-07-19,2013-08-02,,0.45,0.65,0.4,0.125
2892,R1,102年,2014-08-09,2014-07-17,16:53:45,2014-07-18,2014-08-01,2014-08-20,0.5,0.7,0.45,0.11111111111111116
2892,R1,103年,2015-08-08,2015-07-24,17:11:08,2015-07-27,2015-07-31,2015-08-20,0.7,0.65,0.5,0.3999999999999999
2892,R1,104年,2016-08-13,2016-07-21,18:05:53,2016-07-22,2016-08-05,2016-08-25,0.95,0.45,0.7,0.3571428571428572
2892,R1,105年,2017-08-12,2017-07-20,15:57:15,2017-07-21,2017-08-04,2017-08-24,1.2,0.2,0.95,0.26315789473684204
2892,R1,106年,2018-08-18,2018-07-26,17:33:47,2018-07-27,2018-08-10,2018-08-30,0.9,0.1,1.2,-0.25
2892,R1,107年,2019-08-17,2019-07-25,15:43:05,2019-07-26,2019-08-09,2019-08-29,1.0,0.1,0.9,0.11111111111111116
2892,R1,108年,2020-08-15,2020-07-24,09:41:57,2020-07-27,2020-08-07,2020-08-27,1.05,0.3,1.0,0.050000000000000044
2892,R1,109年,2021-09-03,2021-08-11,17:07:52,2021-08-12,2021-08-26,2021-09-15,0.9,0.1,1.05,-0.1428571428571429
2892,R1,110年,2022-08-12,2022-07-20,17:39:44,2022-07-21,2022-08-04,2022-08-25,1.0,0.2,0.9,0.11111111111111116
2892,R1,111年,2023-08-19,2023-07-27,17:08:03,2023-07-28,2023-08-11,2023-08-31,0.8,0.3,1.0,-0.19999999999999996
2892,R1,112年,2024-08-16,2024-07-26,11:40:16,2024-07-29,2024-08-08,2024-08-28,0.85,0.3,0.8,0.0625
2892,R1,113年,2025-08-15,2025-07-24,09:38:15,2025-07-25,2025-08-07,2025-08-27,0.95,0.25,0.85,0.11764705882352944
2892,R1,114年,2026-08-17,2026-07-27,17:50:11,2026-07-28,2026-08-11,2026-08-28,1.3,0.0,0.95,0.368421052631579
5880,R1,100年,2012-08-08,2012-07-26,19:08:57,2012-07-27,2012-08-02,,0.5,0.5,,
5880,R1,101年,2013-08-20,2013-07-30,18:22:16,2013-07-31,2013-08-14,,0.4,0.6000000000000001,0.5,-0.19999999999999996
5880,R1,102年,2014-08-25,2014-08-05,16:13:54,2014-08-06,2014-08-19,2014-10-08,0.5,0.5,0.4,0.25
5880,R1,103年,2015-08-19,2015-07-29,18:17:55,2015-07-30,2015-08-13,2015-09-25,0.5,0.5,0.5,0.0
5880,R1,104年,2016-08-16,2016-07-27,16:17:10,2016-07-28,2016-08-10,2016-09-14,0.3,0.7,0.5,-0.4
5880,R1,105年,2017-08-22,2017-08-15,10:14:42,2017-08-16,2017-08-16,2017-09-18,0.75,0.3,0.3,1.5
5880,R1,106年,2018-08-27,2018-08-06,16:49:24,2018-08-07,2018-08-21,2018-09-21,0.75,0.3,0.75,0.0
5880,R1,107年,2019-08-20,2019-07-30,16:03:50,2019-07-31,2019-08-14,2019-09-18,0.75,0.3,0.75,0.0
5880,R1,108年,2020-08-18,2020-07-28,15:24:55,2020-07-29,2020-08-12,2020-09-16,0.85,0.3,0.75,0.1333333333333333
5880,R1,109年,2021-08-17,2021-07-27,17:11:23,2021-07-28,2021-08-11,2021-08-31,0.85,0.0,0.85,0.0
5880,R1,110年,2022-08-16,2022-07-27,16:40:40,2022-07-28,2022-08-10,2022-09-13,1.0,0.3,0.85,0.17647058823529416
5880,R1,111年,2023-08-15,2023-07-25,09:40:13,2023-07-26,2023-08-09,2023-09-12,0.5,0.5,1.0,-0.5
5880,R1,112年,2024-08-20,2024-07-30,17:23:10,2024-07-31,2024-08-14,2024-09-16,0.65,0.35,0.5,0.30000000000000004
5880,R1,113年,2025-08-19,2025-07-29,16:18:09,2025-07-30,2025-08-13,2025-09-16,0.7,0.3,0.65,0.07692307692307687
5880,R1,114年,2026-08-17,2026-07-27,17:55:48,2026-07-28,2026-08-11,2026-09-11,0.8,0.25,0.7,0.14285714285714302
5880,R1,103年,2015-02-08,2015-01-26,18:05:51,2015-01-27,,,0.0,0.0,0.8,-1.0
5880,R1,109年,2021-09-14,2021-08-25,12:00:09,2021-08-26,,,0.0,0.2,0.0,
