date,nav_base,nav_fin_pre_exdiv_kd,nav_fin_rs_soft_tilt_exdiv,nav_mix_l75
2014-05-21,551622517.8374346,551635463.4390562,550550648.8536409,551283567.6801428
2014-05-22,558088231.8374346,557988310.9390562,557675380.8536409,557928841.1801428
2014-05-23,560856973.8374346,560746498.4390562,561116332.8536409,560876814.6801428
2014-05-26,561583051.3546742,561448377.2363144,562185409.515352,561700040.8886867
2014-05-27,563803315.2511132,563671680.6327534,564574103.1786687,563961784.7358963
2014-05-28,569907346.9804322,569702975.1120725,571050016.0423552,570167307.4546726
2014-05-29,569217140.4768336,569070358.096418,570195329.4619554,569424072.56227
2014-05-30,574368485.8485444,574089591.7154888,576690313.8686824,574926429.388
2014-06-03,574081602.9086087,573873213.1095333,575547261.2932522,574408211.352514
2014-06-04,571062094.754362,570928425.735836,572344624.7224612,571344418.6552583
2014-06-05,571162928.0065274,570965076.8916038,572794683.2735183,571536812.9464821
2014-06-06,572058771.5065274,571832714.3916038,573595575.7735183,572407895.4464821
2014-06-09,572555630.0065274,572325716.8916038,573957623.2735183,572872142.9464821
2014-06-10,577018092.8373175,576837176.9045113,578635651.5169126,577386360.7339222
2014-06-11,575699163.0873175,575516411.9045113,577102214.2669126,576010877.7339222
2014-06-12,576304085.8373175,576036024.4045113,577981844.5169126,576689122.2339222
2014-06-13,576583291.5873175,576348084.4045113,577928051.7669126,576876795.2339222
2014-06-16,576361132.5873175,576139444.4045113,577502426.7669126,576604550.2339222
2014-06-17,577658195.5873175,577400764.4045113,578156631.7669126,577729255.2339222
2014-06-18,578211695.5873175,577943814.4045113,578805681.7669126,578308905.2339222
2014-06-19,578192038.3373175,578003204.4045113,579002534.0169126,578343823.2339222
2014-06-20,574599706.0054026,574539877.3690681,574688626.0013499,574560996.198479
2014-06-23,577153091.5324757,577086658.3961413,577492936.2793753,577173841.6851773
2014-06-24,579991577.0324757,579917733.3961413,580596630.7793753,580082797.6851773
2014-06-25,581597976.2824757,581497580.8961413,582062380.5293753,581652053.1851773
2014-06-26,584855375.5324757,584706578.3961413,585370630.2793753,584924158.6851773
2014-06-27,585290220.7824757,585278848.3961413,585345322.0293753,585234077.6851773
2014-06-30,586089064.2824757,586069935.8961413,585857264.5293753,585954660.1851773
2014-07-01,587309188.2824757,587268740.8961413,587529944.5293753,587296320.1851773
2014-07-02,588219956.2824757,588273023.3961413,587870316.5293753,588048333.6851773
2014-07-03,585043897.5324757,585098595.8961413,584599392.2793753,584849762.1851773
2014-07-04,585579141.0324757,585605683.3961413,585040634.7793753,585360744.6851773
2014-07-07,584142893.2824757,584073735.8961413,583956575.5293753,584024498.1851773
2014-07-08,589691005.7824757,589610983.3961413,590173067.0293753,589747712.6851773
2014-07-09,590626720.0324757,590565145.8961413,590735471.7793753,590584883.1851773
2014-07-10,595737508.0324757,595695000.8961413,595722755.7793753,595665190.1851773
2014-07-11,591965068.0324757,591972108.3961413,592096253.7793753,591934576.6851773
2014-07-14,594593341.7824757,594664000.8961413,594399233.0293753,594472513.1851773
2014-07-15,601159433.0324757,601129485.8961413,602049334.7793753,601334892.1851773
2014-07-16,598960837.0324757,598990770.8961413,599934024.7793753,599163232.1851773
2014-07-17,601336273.3324757,601436155.1961414,601815273.2793753,601401648.5851773
2014-07-18,600895348.8324757,600915010.1961414,601461343.7793753,600986067.5851773
2014-07-21,601078938.3324757,601192570.1961414,601610428.2793753,601161163.5851773
2014-07-22,604896322.5824757,604937402.6961414,605518223.0293753,605001004.0851773
2014-07-24,608107115.0824757,608238180.1961414,608837624.5293753,608238748.5851773
2014-07-25,609935444.0824757,610052792.6961414,610643261.5293753,610060237.0851773
2014-07-28,617499908.0174394,617912284.761795,617177511.9527245,617342486.1072677
2014-07-29,612606000.7674394,612861004.761795,612608206.2027245,612535400.1072677
2014-07-30,616526329.0174394,616793014.761795,615885092.9527245,616278844.1072677
2014-07-31,611877518.2674394,612126497.261795,611851678.7027245,611798892.6072677
2014-08-01,606292078.6123558,606882992.6924714,605370017.8231223,605965069.754851
2014-08-04,604426039.0155855,604680500.2461243,604548562.0671866,604395246.8723968
2014-08-05,590247653.9794035,590573406.2733823,589794180.0085586,590063896.9946533
2014-08-06,598207423.5714515,598093687.6556796,598497445.3286071,598239641.9309844
2014-08-07,600227258.5714515,599914522.6556796,600944640.3286071,600375376.9309844
2014-08-08,597383598.8714516,597119683.0556796,597969624.3286071,597499579.8309844
2014-08-11,601447928.7714516,601160209.7556796,602599453.8286071,601714881.5309843
2014-08-12,599287447.9714515,599006194.1056795,600092136.0786071,599469067.1309843
2014-08-13,605752574.3714516,605470608.3056796,606575403.0786071,605940456.3309844
2014-08-14,605996306.1714516,605904416.4556795,606727283.741776,606100212.2309843
2014-08-15,603800800.085047,603727648.0350058,604543835.5865113,603901152.9159398
2014-08-18,600961585.685047,600634873.8350059,601892588.5865114,601115363.7159398
2014-08-19,609355666.485047,608909837.2850058,610214950.1365113,609475851.1659398
2014-08-20,615999796.285047,615446994.1850059,616685225.2865113,616061958.5659398
2014-08-21,620939831.285047,620108440.7350059,621902248.2865113,621073635.6159397
2014-08-22,630522427.085047,629866391.9350059,631963128.6365113,630776149.3159398
2014-08-25,628562266.285047,628021765.9350059,629542976.7865113,628674971.5659398
2014-08-26,627611752.485047,626887849.0350058,629014514.0865113,627863206.9159398
2014-08-27,631157450.8850471,630254967.635006,633237554.0365113,631586072.2659397
2014-08-28,628555384.60891,627944269.0714949,629907868.899643,628781028.7025672
2014-08-29,621450814.5117341,620792292.9872843,622926677.88672,621732129.8683567
2014-09-01,626363553.617804,625940421.9433542,627953661.5340358,626665757.4610722
2014-09-02,620739032.3066761,620684328.1555232,621430552.165543,620795810.423241
2014-09-03,628670115.9066762,628687868.8055232,629818164.5655429,628834078.8232411
2014-09-04,628129686.1066761,628135536.2555231,629181652.165543,628275266.773241
2014-09-05,624371003.5066761,624684636.4555231,624590167.965543,624284681.7232411
2014-09-09,625852025.3066761,626349762.1055231,626041260.715543,625753451.1232411
2014-09-10,623288431.9066762,623832986.3055232,623462424.665543,623189488.3232411
2014-09-11,623090536.1066761,623823088.1055231,622552562.5655429,622788878.8732411
2014-09-12,620402858.3066761,620780355.6055231,620149882.8155429,620186170.3732411
2014-09-15,619326749.906676,619387352.0055231,620300707.015543,619459089.273241
2014-09-16,611764877.3066761,611966061.0055231,612095935.515543,611723512.523241
2014-09-17,615714225.1066761,616094212.2555231,615684748.515543,615547779.773241
2014-09-18,618002018.5066761,618307038.055523,618083934.5655429,617864592.5732411
2014-09-19,617702531.1066761,617876767.2555231,617830425.115543,617567606.773241
2014-09-22,613245116.3066761,613484538.1555231,613711089.7155429,613224267.673241
2014-09-23,611471686.9066762,611727526.1055231,611892610.3155429,611437736.6232411
2014-09-24,612471942.9066762,612581231.1055231,612850586.915543,612410413.6232411
2014-09-25,608205594.9066762,608436183.0055231,608258679.9655429,608058029.273241
2014-09-26,606764539.8122681,606913508.6998365,607434968.0458888,606812148.935066
2014-09-29,602188690.2294213,602604370.9309193,602112698.3217435,602034102.7648007
2014-09-30,601303715.9577111,601694838.2754865,601245401.1961495,601172694.3597107
2014-10-01,598952685.6537756,599590605.1437902,598712684.9667555,598763144.8015002
2014-10-02,595011328.0376664,596012921.8776811,594730352.7124623,594806460.7340456
2014-10-03,606110831.0376664,606825587.1276811,606149176.3124623,605988642.9840456
2014-10-06,600625904.0376666,601361197.4776813,600847322.9624624,600554608.5840455
2014-10-07,600021082.4376664,600956597.3276812,600363629.6624624,599981265.1840456
2014-10-08,601358818.0376664,602264863.0776812,601803990.0124624,601362002.4340456
2014-10-09,605705318.2654074,606201053.3248363,606554420.9916831,605813775.3229793
2014-10-13,593044814.1959367,593730832.1416147,593260238.557859,592984426.66216
2014-10-14,595178809.966047,596007076.7380533,595195937.2636832,595065972.3711768
2014-10-15,590251341.2567955,591121049.0342528,590331709.3497852,590161337.7457596
2014-10-16,588202513.8192915,589077877.7806635,588067008.2622812,588052309.4582555
2014-10-17,587094445.0503427,587708404.5907884,586800957.4748387,586878869.5649542
2014-10-20,589779392.1288816,590576955.4861873,589437680.3922459,589558902.5103543
2014-10-21,590272002.1967336,590918452.2778512,589973103.2629284,590052300.6810366
2014-10-22,591854893.9967337,592765748.5278512,591497939.6629283,591609690.9310366
2014-10-23,593988900.6714153,594933823.502533,593770660.7751168,593775961.6018724
2014-10-24,593917880.6714153,594785202.9025329,593777667.1251168,593733390.7518724
2014-10-27,596643719.4714154,597252206.4025329,597165832.2751168,596661332.0018724
2014-10-28,601465115.4714154,601944302.602533,602215046.1751168,601532300.7018725
2014-10-29,606292722.8714154,606618542.1525329,607281588.8751168,606432795.2518724
2014-10-30,606676252.8714154,607364373.4025329,607233805.6251168,606711086.5018724
2014-10-31,610452188.2714154,610831440.452533,611440361.6251168,610604094.5518725
2014-11-03,607981438.6714153,608413960.952533,608918044.6251168,608103475.5518725
2014-11-04,607351726.1328169,607771611.9874337,608268021.0426381,607472747.3823274
2014-11-05,606488565.0665259,606815551.1147504,607232785.443312,606585377.3905823
2014-11-06,604406907.6023357,604653850.9406161,604737081.8882934,604392072.5750464
2014-11-07,600731743.8364938,601155604.8076066,601056599.125873,600714704.1577731
2014-11-10,610107625.6802558,610456171.6114253,611113785.4793847,610267957.9515352
2014-11-11,608415011.0900693,608868663.9011623,609155285.9624368,608506303.0231997
2014-11-12,602032760.9468793,602222536.4706526,603180043.470839,602252652.6473992
2014-11-13,605237861.7468792,605712403.6706526,605918982.620839,605323772.0973992
2014-11-14,605786308.7345961,606404086.5583695,606415455.0202653,605854015.0542738
2014-11-17,599968146.7345961,600912274.7083695,599774491.4202653,599804898.9542738
2014-11-18,603334228.7885689,604286571.8274267,603500169.1642891,603273616.4492613
2014-11-19,607230353.6268505,608219764.0431279,607325044.8527389,607142461.5375429
2014-11-20,608889625.5976198,609934221.1910511,608611240.4822865,608682937.6083122
2014-11-21,607401087.9180485,608346887.8921224,607896389.2069426,607429093.497953
2014-11-24,608314685.4350921,609358755.5876435,608502372.7832034,608255043.8405969
2014-11-25,604629466.7825085,605445279.6469736,605062810.9994017,604639650.506361
2014-11-26,604354337.3959594,605326524.8712312,604578193.873083,604297752.1795144
2014-11-27,606977106.4061021,607849611.3313738,607433665.8596941,606997012.9073957
2014-11-28,608974584.1740326,609699804.9725033,609501616.0858948,609014684.4903144
2014-12-01,598761307.0802635,599732304.2083081,598628020.9368569,598603916.2972279
2014-12-02,590896502.6802635,592195728.758308,589366643.9868569,590322511.8472278
2014-12-03,595695577.2179394,597189696.5230601,593924596.465688,595041872.3825778
2014-12-04,602551611.0179393,603872434.0230601,601647202.8156879,602164357.8825778
2014-12-05,600398059.4179394,601520075.82306,599359597.6656879,599971026.4325777
2014-12-08,599773504.6179394,601123956.67306,598296132.8156879,599207237.7825778
2014-12-09,600211623.4179394,601332589.57306,599011954.315688,599735558.1825777
2014-12-10,593750513.2179394,595239082.7730601,592145239.815688,593147240.6325778
2014-12-11,590374560.1020118,591667930.925786,589187673.7835307,589902085.4675802
2014-12-12,591040073.6199875,592446197.3857881,590101963.5135082,590640229.635556
2014-12-15,588099979.5525842,589579002.5141685,586947502.5661082,587630165.2919768
2014-12-16,589594842.3727579,590965097.4635448,588357669.7109004,589087786.8228621
2014-12-17,583803452.2810589,585024273.5218458,582644874.4190139,583317437.0412034
2014-12-18,588071223.4024292,589441195.4912862,586901943.1701361,587598620.903186
2014-12-19,594886605.0024292,596276407.4412862,593479017.4201361,594333526.853186
2014-12-22,595057605.0024292,596391207.4412862,593803217.4201361,594557826.853186
2014-12-23,594461419.5747674,595724137.9871111,593566210.651607,594085237.8840257
2014-12-24,599031497.4872307,600085899.7299296,598087980.1485958,598652461.2925987
2014-12-25,597544255.6015654,598603020.1891217,596535116.3374237,597134522.687488
2014-12-26,599688531.7680866,600842824.6399821,598650069.8429055,599267957.4982011
2014-12-27,597719188.7237068,598919874.6568379,596670706.5444098,597288810.1898413
2014-12-29,601559899.9944043,602612241.1343304,600834580.5751612,601266023.4636145
2014-12-30,602051913.570423,603233924.5826862,601336131.3641992,601755616.0498635
2014-12-31,605057294.0017447,606122934.164008,604129807.1455209,604685369.1311853
2015-01-05,599567723.3068149,600823574.0924474,598635648.2215967,599183663.2187406
2015-01-06,588511372.9068148,589844352.4424474,587304957.3715967,588013640.0687405
2015-01-07,586828837.6865796,588278930.2769699,585495608.4743527,586272761.5007706
2015-01-08,595444501.0074952,597069649.538882,593984389.9792247,594840083.6058127
2015-01-09,596727489.8074951,598323653.038882,595178155.1292248,596085124.8558127
2015-01-12,595626351.5173247,597057577.7959751,594133213.1838198,595012360.242686
2015-01-13,601748550.4324329,603203420.344882,600233466.5205064,601129796.294595
2015-01-14,595355089.0391848,596688404.2170444,594030307.7660215,594823627.0829084
2015-01-15,592635519.1269394,594012314.0634067,591188015.0477241,592043503.8799312
2015-01-16,592603758.1065323,594054310.4742646,590828592.2090639,591857741.7683121
2015-01-19,594984367.3065324,596431255.0742645,593292734.0090638,594277934.8683121
2015-01-20,594013328.5065324,595491501.5742645,592396618.8590639,593337243.618312
2015-01-21,599798592.3182578,601198107.051262,598248964.4444679,599159727.1689881
2015-01-22,602437686.1182578,603676503.351262,601146133.4944679,601926570.9689881
2015-01-23,606707263.5182577,607955213.501262,605343269.8444679,606163736.368988
2015-01-26,606594274.7182578,607813710.001262,605404054.6944679,606133145.118988
2015-01-27,608852054.1182578,610026872.051262,607723734.0944679,608422026.1689881
2015-01-28,607001896.7182578,608252882.501262,605925341.394468,606592181.618988
2015-01-29,603246442.3182578,604387507.051262,602103664.4444679,602808027.1689881
2015-01-30,602355405.9182578,603524800.301262,600983788.0944679,601804677.9189881
2015-02-02,604643912.7182578,605752748.1512619,603754491.0944679,604323879.018988
2015-02-03,603718161.3182578,604757013.601262,602782524.9944679,603377711.4689881
2015-02-04,609448170.0114472,610422098.4303803,608805812.8456447,609250040.8628184
2015-02-05,611521661.2079875,612420357.3269205,611042910.6760179,611407189.3431915
2015-02-06,608745511.2079875,609875907.3269205,607906910.6760179,608454839.3431915
2015-02-09,604956424.0079876,606236585.2269205,603967155.5760179,604589082.7431915
2015-02-10,607775729.5364794,608763689.7554122,606921355.5208818,607483533.0880554
2015-02-11,608178850.6030368,609026406.966676,607307618.8067533,607884827.3186331
2015-02-12,609064048.8685203,610026602.023127,608394375.5175759,608862945.8625941
