date,nav,cost,exposure
2006-04-18,0.9699389801551126,0.0,1.0
2006-04-19,0.9711144814660684,0.0,1.0
2006-04-20,0.9762614802231936,0.0,1.0
2006-04-21,0.9691797586847359,0.0,1.0
2006-04-24,0.9687256020629189,0.001113,1.0
2006-04-25,0.9761086719571973,0.0,1.0
2006-04-26,0.9952335367637766,0.0,1.0
2006-04-27,1.0251322081254877,0.0,1.0
2006-04-28,1.0210373130190389,0.0,1.0
2006-05-02,1.020338843970076,0.0,1.0
2006-05-03,1.0208987746878555,0.0,1.0
2006-05-04,1.0539633227370047,0.0,1.0
2006-05-05,1.0556924660054,0.0,1.0
2006-05-08,1.083669787776469,0.0,1.0
2006-05-09,1.0672885141599997,0.0,1.0
2006-05-10,1.045089350542688,0.0,1.0
2006-05-11,1.0492755926077282,0.0,1.0
2006-05-12,1.0520443858075008,0.0,1.0
2006-05-15,1.0162954683936622,0.0,1.0
2006-05-16,0.9985508475639189,0.0,1.0
2006-05-17,1.015966328376248,0.0,1.0
2006-05-18,0.9952512268377587,0.0,1.0
2006-05-19,1.0050290453070478,0.0,1.0
2006-05-22,0.9827363520038351,0.0,1.0
2006-05-23,0.9736597938901284,0.0,1.0
2006-05-24,0.9858077975106727,0.0009643405355832721,1.0
2006-05-25,0.9898501088423761,0.0,1.0
2006-05-26,0.9964237139102093,0.0,1.0
2006-05-29,0.9934504536068304,0.0,1.0
