date,nav,turnover,gross_exposure,cumulative_cost
2023-07-14,1.3798376645083665,0.0,1.0,0.0
2023-07-17,1.3928212372632705,0.0,1.0,0.0
2023-07-18,1.4118178685270992,0.0,1.0,0.0
2023-07-19,1.39990361049034,0.0,1.0,0.0
2023-07-20,1.3666545296774506,0.0,1.0,0.0
2023-07-21,1.3543183164023154,0.5361248073962432,1.0,0.0
2023-07-24,1.3939775596243893,0.0,1.0,0.0
2023-07-25,1.4142003302482176,0.0,1.0,0.0
2023-07-26,1.4081265720536733,0.0,1.0,0.0
2023-07-27,1.4165535323499043,0.0,1.0,0.0
2023-07-28,1.4164228192330863,0.0,1.0,0.0
2023-07-31,1.456558198751663,0.0,1.0,0.0
2023-08-01,1.4251644442331735,0.0,1.0,0.0
2023-08-02,1.4263162305363226,0.0,1.0,0.0
2023-08-04,1.3854091888730855,0.0,1.0,0.0
2023-08-07,1.4032820253799363,0.0,1.0,0.0
2023-08-08,1.4245425650362933,0.0,1.0,0.0
2023-08-09,1.4074315276510214,0.0,1.0,0.0
2023-08-10,1.3999771621241066,0.0,1.0,0.0
2023-08-11,1.3848224175135857,0.0,1.0,0.0
2023-08-14,1.370067113227658,0.0,1.0,0.0
2023-08-15,1.387666708573097,0.0,1.0,0.0
2023-08-16,1.3728963345358907,0.0,1.0,0.0
2023-08-17,1.3751660641274444,0.0,1.0,0.0
2023-08-18,1.393028550914273,0.0,1.0,0.0
2023-08-21,1.3942518013533185,0.0,1.0,0.0
2023-08-22,1.4042301138080528,0.0,1.0,0.0
2023-08-23,1.3992347554118902,0.0,1.0,0.0
2023-08-24,1.432539130581036,0.0,1.0,0.0
2023-08-25,1.4079212427796917,0.0,1.0,0.0
2023-08-28,1.4125326824483984,0.0,1.0,0.0
2023-08-29,1.4076097107966667,0.0,1.0,0.0
2023-08-30,1.4297627012320884,0.0,1.0,0.0
2023-08-31,1.4193799875199438,0.0,1.0,0.0
2023-09-01,1.4280744277714994,0.0,1.0,0.0
2023-09-04,1.424189758543575,0.0,1.0,0.0
2023-09-05,1.4300679378475403,0.0,1.0,0.0
2023-09-06,1.446669547058317,0.0,1.0,0.0
2023-09-07,1.4329691742789037,0.0,1.0,0.0
2023-09-08,1.4287308129089598,0.0,1.0,0.0
2023-09-11,1.4297919564014372,0.0,1.0,0.0
2023-09-12,1.4121400728880202,0.0,1.0,0.0
2023-09-13,1.4094647445558315,0.0,1.0,0.0
2023-09-14,1.421256334273021,0.0,1.0,0.0
2023-09-15,1.435280565139862,0.0,1.0,0.0
2023-09-18,1.4199306691448303,0.0,1.0,0.0
2023-09-19,1.4158316637221702,0.0,1.0,0.0
2023-09-20,1.403333780593967,0.46616418758785294,1.0,0.0
2023-09-21,1.3749122861257104,0.0,1.0,0.0
2023-09-22,1.35070187277206,0.0,1.0,0.0
2023-09-25,1.3764740739329002,0.0,1.0,0.0
2023-09-26,1.3836909567757965,0.0,1.0,0.0
2023-09-27,1.3695064311209144,0.0,1.0,0.0
2023-09-28,1.3812510215175662,0.0,1.0,0.0
2023-10-02,1.3913473829531189,0.0,1.0,0.0
2023-10-03,1.3925634956785933,0.0,1.0,0.0
2023-10-04,1.3706932723701377,0.0,1.0,0.0
2023-10-05,1.3820112264693012,0.0,1.0,0.0
2023-10-06,1.3935636347626787,0.0,1.0,0.0
2023-10-11,1.4031828531317614,0.0,1.0,0.0
2023-10-12,1.403670900964265,0.0,1.0,0.0
2023-10-13,1.4098604408669382,0.0,1.0,0.0
2023-10-16,1.40205723438525,0.0,1.0,0.0
2023-10-17,1.410122596077892,0.0,1.0,0.0
2023-10-18,1.3921173157887325,0.0,1.0,0.0
2023-10-19,1.3764478707848047,0.0,1.0,0.0
2023-10-20,1.3735103060307274,0.0,1.0,0.0
2023-10-23,1.362084636670653,0.0,1.0,0.0
2023-10-24,1.356729132413796,0.0,1.0,0.0
2023-10-25,1.3652806395806094,0.0,1.0,0.0
2023-10-26,1.3451861126196445,0.0,1.0,0.0
2023-10-27,1.3482383509254712,0.0,1.0,0.0
2023-10-30,1.3544864885614791,0.0,1.0,0.0
2023-10-31,1.363513702628233,0.0,1.0,0.0
2023-11-01,1.3512914322659841,0.0,1.0,0.0
2023-11-02,1.369819755621113,0.0,1.0,0.0
2023-11-03,1.3919064655743238,0.0,1.0,0.0
2023-11-06,1.408099362382102,0.0,1.0,0.0
2023-11-07,1.4059229240558784,0.0,1.0,0.0
2023-11-08,1.4060578984167662,0.0,1.0,0.0
2023-11-09,1.4104238784048784,0.0,1.0,0.0
2023-11-10,1.4086081925059502,0.0,1.0,0.0
2023-11-13,1.426987662330109,0.0,1.0,0.0
2023-11-14,1.428620874170343,0.0,1.0,0.0
2023-11-15,1.4457552426006894,0.0,1.0,0.0
2023-11-16,1.4380739917765923,0.0,1.0,0.0
2023-11-17,1.435921197041876,0.0,1.0,0.0
2023-11-20,1.443699595108669,0.0,1.0,0.0
2023-11-21,1.4541124041930402,0.0,1.0,0.0
2023-11-22,1.4499696193941307,0.38552382857515105,1.0,0.0
2023-11-23,1.452252511643968,0.0,1.0,0.0
2023-11-24,1.4586094853402616,0.0,1.0,0.0
2023-11-27,1.4651052658301091,0.0,1.0,0.0
2023-11-28,1.4693411609717837,0.0,1.0,0.0
2023-11-29,1.479805267567585,0.0,1.0,0.0
2023-11-30,1.4817697309040685,0.0,1.0,0.0
2023-12-01,1.4739824380277815,0.0,1.0,0.0
2023-12-04,1.4822623888033097,0.0,1.0,0.0
2023-12-05,1.4769704233107657,0.0,1.0,0.0
2023-12-06,1.4745057524648657,0.0,1.0,0.0
2023-12-07,1.4685977419205325,0.0,1.0,0.0
2023-12-08,1.468909628906507,0.0,1.0,0.0
2023-12-11,1.4728609250218576,0.0,1.0,0.0
2023-12-12,1.4806932397729453,0.0,1.0,0.0
2023-12-13,1.4827326240075585,0.0,1.0,0.0
2023-12-14,1.5039626563827266,0.0,1.0,0.0
2023-12-15,1.5246599565992838,0.0,1.0,0.0
2023-12-18,1.5119013612275478,0.0,1.0,0.0
2023-12-19,1.5131906882414192,0.0,1.0,0.0
2023-12-20,1.5162308146997665,0.0,1.0,0.0
2023-12-21,1.501578509880584,0.0,1.0,0.0
2023-12-22,1.5066813693867283,0.0,1.0,0.0
2023-12-25,1.5028329588430154,0.0,1.0,0.0
2023-12-26,1.5109761409667266,0.0,1.0,0.0
2023-12-27,1.5238026387934187,0.0,1.0,0.0
2023-12-28,1.5315015824666596,0.0,1.0,0.0
2023-12-29,1.5246184499112183,0.0,1.0,0.0
2024-01-02,1.5330057147324636,0.0,1.0,0.0
2024-01-03,1.5102823653202406,0.0,1.0,0.0
2024-01-04,1.505205004024863,0.0,1.0,0.0
2024-01-05,1.5059938668208306,0.0,1.0,0.0
2024-01-08,1.5053684334669455,0.0,1.0,0.0
2024-01-09,1.5071140159778453,0.0,1.0,0.0
2024-01-10,1.4879980405547106,0.0,1.0,0.0
2024-01-11,1.484677740064551,0.0,1.0,0.0
2024-01-12,1.4846970321774067,0.0,1.0,0.0
2024-01-15,1.5014376713381234,0.0,1.0,0.0
2024-01-16,1.4896254541474474,0.0,1.0,0.0
2024-01-17,1.474083040733215,0.0,1.0,0.0
2024-01-18,1.4539794104373576,0.0,1.0,0.0
2024-01-19,1.4648442624814602,0.0,1.0,0.0
2024-01-22,1.4739775743075463,0.3219477179614796,1.0,0.0
2024-01-23,1.4794499972462622,0.0,1.0,0.0
2024-01-24,1.4928569095741988,0.0,1.0,0.0
2024-01-25,1.4942196180972536,0.0,1.0,0.0
2024-01-26,1.4880438689752356,0.0,1.0,0.0
2024-01-29,1.4885229860940945,0.0,1.0,0.0
2024-01-30,1.501161575682266,0.0,1.0,0.0
2024-01-31,1.485267171056089,0.0,1.0,0.0
2024-02-01,1.4828610529154092,0.0,1.0,0.0
2024-02-02,1.4919637524883012,0.0,1.0,0.0
2024-02-05,1.478718527561893,0.0,1.0,0.0
2024-02-15,1.512590965133714,0.0,1.0,0.0
2024-02-16,1.4998859299760368,0.0,1.0,0.0
2024-02-19,1.5019491304858603,0.0,1.0,0.0
2024-02-20,1.5175481097080634,0.0,1.0,0.0
2024-02-21,1.518332389718941,0.0,1.0,0.0
2024-02-22,1.5290624746092054,0.0,1.0,0.0
2024-02-23,1.5526226186479117,0.0,1.0,0.0
2024-02-26,1.5319993424171516,0.0,1.0,0.0
2024-02-27,1.5394482449053097,0.0,1.0,0.0
2024-02-29,1.5318172298422479,0.0,1.0,0.0
2024-03-01,1.549847226136778,0.0,1.0,0.0
2024-03-04,1.5466751168331474,0.0,1.0,0.0
2024-03-05,1.5591250743787801,0.0,1.0,0.0
2024-03-06,1.5600684352916876,0.0,1.0,0.0
2024-03-07,1.5831585813205025,0.0,1.0,0.0
2024-03-08,1.6116541887830658,0.0,1.0,0.0
2024-03-11,1.6037345392731743,0.0,1.0,0.0
2024-03-12,1.610759036992671,0.0,1.0,0.0
2024-03-13,1.6391414566260551,0.0,1.0,0.0
2024-03-14,1.6408571733833641,0.0,1.0,0.0
2024-03-15,1.625317759509273,0.0,1.0,0.0
2024-03-18,1.6286624308113793,0.0,1.0,0.0
2024-03-19,1.6312909362065429,0.0,1.0,0.0
2024-03-20,1.6652492646420136,0.0,1.0,0.0
2024-03-21,1.666024181455527,0.0,1.0,0.0
2024-03-22,1.6729855996512746,0.0,1.0,0.0
2024-03-25,1.6719249179922673,0.0,1.0,0.0
2024-03-26,1.6625798494187907,0.0,1.0,0.0
2024-03-27,1.6503529060932407,0.0,1.0,0.0
2024-03-28,1.663891983395705,0.0,1.0,0.0
2024-03-29,1.6710869079402682,0.0,1.0,0.0
2024-04-01,1.6817477035550181,0.32679181922908535,1.0,0.0
2024-04-02,1.6679516286305844,0.0,1.0,0.0
2024-04-03,1.6681425459820414,0.0,1.0,0.0
2024-04-08,1.6691287100114784,0.0,1.0,0.0
2024-04-09,1.678729917972047,0.0,1.0,0.0
2024-04-10,1.6832164602816193,0.0,1.0,0.0
2024-04-11,1.6703611381540258,0.0,1.0,0.0
2024-04-12,1.6689962015786408,0.0,1.0,0.0
2024-04-15,1.6620344039808976,0.0,1.0,0.0
2024-04-16,1.6346463166881366,0.0,1.0,0.0
2024-04-17,1.6116923469100266,0.0,1.0,0.0
2024-04-18,1.6231653020313521,0.0,1.0,0.0
2024-04-19,1.6173045759899245,0.0,1.0,0.0
2024-04-22,1.5948103099557422,0.0,1.0,0.0
2024-04-23,1.6054659802252806,0.0,1.0,0.0
2024-04-24,1.6165906992250487,0.0,1.0,0.0
2024-04-25,1.624769907299075,0.0,1.0,0.0
2024-04-26,1.6245096077285655,0.0,1.0,0.0
2024-04-29,1.647241621675765,0.0,1.0,0.0
2024-04-30,1.6567982672930277,0.0,1.0,0.0
2024-05-02,1.6389168374853422,0.0,1.0,0.0
2024-05-03,1.6597414947733606,0.0,1.0,0.0
2024-05-06,1.6784800464038712,0.0,1.0,0.0
2024-05-07,1.6914312065971309,0.0,1.0,0.0
2024-05-08,1.6844185399892488,0.0,1.0,0.0
2024-05-09,1.685146867564358,0.0,1.0,0.0
2024-05-10,1.6791763080391944,0.0,1.0,0.0
2024-05-13,1.6827988045135724,0.0,1.0,0.0
2024-05-14,1.6772213572399626,0.0,1.0,0.0
2024-05-15,1.6847108910074278,0.0,1.0,0.0
2024-05-16,1.7028093815069065,0.0,1.0,0.0
2024-05-17,1.7042604073396175,0.0,1.0,0.0
2024-05-20,1.7165034123272125,0.0,1.0,0.0
2024-05-21,1.7054098848464359,0.0,1.0,0.0
2024-05-22,1.710276553177769,0.0,1.0,0.0
2024-05-23,1.717884000305106,0.0,1.0,0.0
2024-05-24,1.7034626792397674,0.0,1.0,0.0
2024-05-27,1.7210697944563071,0.0,1.0,0.0
2024-05-28,1.7410328064881588,0.0,1.0,0.0
2024-05-29,1.7363113154708094,0.0,1.0,0.0
2024-05-30,1.7043944079359827,0.0,1.0,0.0
2024-05-31,1.7076463829147948,0.0,1.0,0.0
2024-06-03,1.72212788267983,0.24978786650499082,1.0,0.0
2024-06-04,1.715404113534359,0.0,1.0,0.0
2024-06-05,1.7104167839011688,0.0,1.0,0.0
2024-06-06,1.7262955731611984,0.0,1.0,0.0
2024-06-07,1.735464752050593,0.0,1.0,0.0
2024-06-11,1.7307694121580743,0.0,1.0,0.0
2024-06-12,1.7317382109205675,0.0,1.0,0.0
2024-06-13,1.7542322527923422,0.0,1.0,0.0
2024-06-14,1.768492370484434,0.0,1.0,0.0
2024-06-17,1.7754166163144303,0.0,1.0,0.0
2024-06-18,1.7864326168951623,0.0,1.0,0.0
2024-06-19,1.8083335128561253,0.0,1.0,0.0
2024-06-20,1.819759215173781,0.0,1.0,0.0
2024-06-21,1.817863888236458,0.0,1.0,0.0
2024-06-24,1.8267792840831973,0.0,1.0,0.0
2024-06-25,1.813305686598884,0.0,1.0,0.0
2024-06-26,1.8194615092548085,0.0,1.0,0.0
2024-06-27,1.7987776813996132,0.0,1.0,0.0
2024-06-28,1.8142046340995375,0.0,1.0,0.0
2024-07-01,1.8186892500075595,0.0,1.0,0.0
2024-07-02,1.8185488493190778,0.0,1.0,0.0
2024-07-03,1.8274818374960966,0.0,1.0,0.0
2024-07-04,1.8465652499194853,0.0,1.0,0.0
2024-07-05,1.8645684750644156,0.0,1.0,0.0
2024-07-08,1.8659792462676619,0.0,1.0,0.0
2024-07-09,1.8903939161172267,0.0,1.0,0.0
2024-07-10,1.8948526847242946,0.0,1.0,0.0
2024-07-11,1.9159545319778697,0.0,1.0,0.0
2024-07-12,1.9102082465330585,0.0,1.0,0.0
2024-07-15,1.9126703530916476,0.0,1.0,0.0
2024-07-16,1.9010258614726807,0.0,1.0,0.0
2024-07-17,1.9008130722784358,0.0,1.0,0.0
2024-07-18,1.867982984116048,0.0,1.0,0.0
2024-07-19,1.8607576153789311,0.0,1.0,0.0
2024-07-22,1.8253111858366153,0.0,1.0,0.0
2024-07-23,1.8138397560878414,0.0,1.0,0.0
2024-07-26,1.7657351384873479,0.0,1.0,0.0
2024-07-29,1.8063886844724089,0.0,1.0,0.0
2024-07-30,1.7770460322199713,0.0,1.0,0.0
2024-07-31,1.7795604199112298,0.0,1.0,0.0
2024-08-01,1.8246856379073264,0.0,1.0,0.0
2024-08-02,1.7803932783020726,0.0,1.0,0.0
2024-08-05,1.697766023081736,0.1929664721825369,1.0,0.0
2024-08-06,1.6843083989756216,0.0,1.0,0.0
2024-08-07,1.6686021374956643,0.0,1.0,0.0
2024-08-08,1.6955373083875758,0.0,1.0,0.0
2024-08-09,1.738385998855548,0.0,1.0,0.0
2024-08-12,1.7643380316629569,0.0,1.0,0.0
2024-08-13,1.7831321216371618,0.0,1.0,0.0
2024-08-14,1.7985797141098816,0.0,1.0,0.0
2024-08-15,1.8104835195429512,0.0,1.0,0.0
2024-08-16,1.8145858246221482,0.0,1.0,0.0
2024-08-19,1.8182506868933006,0.0,1.0,0.0
2024-08-20,1.8310879574010082,0.0,1.0,0.0
2024-08-21,1.813812292937102,0.0,1.0,0.0
2024-08-22,1.8118828141321262,0.0,1.0,0.0
2024-08-23,1.79292612269237,0.0,1.0,0.0
2024-08-26,1.8201540934030722,0.0,1.0,0.0
2024-08-27,1.8070924682892384,0.0,1.0,0.0
2024-08-28,1.8252629496883248,0.0,1.0,0.0
2024-08-29,1.811980132998392,0.0,1.0,0.0
2024-08-30,1.8297432943644003,0.0,1.0,0.0
2024-09-02,1.8348109605746157,0.0,1.0,0.0
2024-09-03,1.8297515150156614,0.0,1.0,0.0
2024-09-04,1.7473439314169947,0.0,1.0,0.0
2024-09-05,1.7731164298050022,0.0,1.0,0.0
2024-09-06,1.7647858212585916,0.0,1.0,0.0
2024-09-09,1.7430237372408284,0.0,1.0,0.0
2024-09-10,1.7695562523761919,0.0,1.0,0.0
2024-09-11,1.754590435542101,0.0,1.0,0.0
2024-09-12,1.7847723033027707,0.0,1.0,0.0
2024-09-13,1.7878841962931407,0.0,1.0,0.0
2024-09-16,1.7902369422180964,0.0,1.0,0.0
2024-09-18,1.7862137460101768,0.0,1.0,0.0
2024-09-19,1.785753878941165,0.0,1.0,0.0
2024-09-20,1.8174817625097621,0.0,1.0,0.0
2024-09-23,1.816684526687476,0.0,1.0,0.0
2024-09-24,1.8213843289567437,0.0,1.0,0.0
2024-09-25,1.8451282463769503,0.0,1.0,0.0
2024-09-26,1.8543091360707804,0.0,1.0,0.0
2024-09-27,1.8596023667295054,0.0,1.0,0.0
2024-09-30,1.8333650647228463,0.0,1.0,0.0
2024-10-01,1.8139153349734272,0.0,1.0,0.0
2024-10-04,1.8024302345556282,0.0,1.0,0.0
2024-10-07,1.8034309934104777,0.1797209933938612,1.0,0.0
2024-10-08,1.7971013499885684,0.0,1.0,0.0
2024-10-09,1.8100959335930553,0.0,1.0,0.0
2024-10-11,1.80514717880331,0.0,1.0,0.0
2024-10-14,1.808990247004903,0.0,1.0,0.0
2024-10-15,1.8213980165420531,0.0,1.0,0.0
2024-10-16,1.8193054993633244,0.0,1.0,0.0
2024-10-17,1.8336960190449036,0.0,1.0,0.0
2024-10-18,1.849126202287291,0.0,1.0,0.0
2024-10-21,1.854087365271602,0.0,1.0,0.0
2024-10-22,1.8358449445652718,0.0,1.0,0.0
2024-10-23,1.8425344280158502,0.0,1.0,0.0
2024-10-24,1.8276771760519988,0.0,1.0,0.0
2024-10-25,1.8303151470156926,0.0,1.0,0.0
2024-10-28,1.8432868172474752,0.0,1.0,0.0
2024-10-29,1.8241843196683836,0.0,1.0,0.0
2024-10-30,1.8194330208922405,0.0,1.0,0.0
2024-11-01,1.7509993440534635,0.0,1.0,0.0
2024-11-04,1.7961651099845917,0.0,1.0,0.0
2024-11-05,1.8031726808539867,0.0,1.0,0.0
2024-11-06,1.8181056659748702,0.0,1.0,0.0
2024-11-07,1.8108419940159728,0.0,1.0,0.0
2024-11-08,1.8397241283266796,0.0,1.0,0.0
2024-11-11,1.8329780981478583,0.0,1.0,0.0
2024-11-12,1.8087074030691734,0.0,1.0,0.0
2024-11-13,1.800427121966079,0.0,1.0,0.0
2024-11-14,1.8060048064190009,0.0,1.0,0.0
2024-11-15,1.7978651772238463,0.0,1.0,0.0
2024-11-18,1.7925779236379804,0.0,1.0,0.0
2024-11-19,1.7923358774145002,0.0,1.0,0.0
2024-11-20,1.799066997673747,0.0,1.0,0.0
2024-11-21,1.7837757983428124,0.0,1.0,0.0
2024-11-22,1.798269037907158,0.0,1.0,0.0
2024-11-25,1.8145128650569684,0.0,1.0,0.0
2024-11-26,1.8053403502282188,0.0,1.0,0.0
2024-11-27,1.8017519558051192,0.0,1.0,0.0
2024-11-28,1.7860065624903245,0.0,1.0,0.0
2024-11-29,1.760177568507683,0.0,1.0,0.0
2024-12-02,1.7828585311292684,0.0,1.0,0.0
2024-12-03,1.8135355645210613,0.0,1.0,0.0
2024-12-04,1.8119459251748793,0.0,1.0,0.0
2024-12-05,1.8261411051458754,0.0,1.0,0.0
2024-12-06,1.8217304327053856,0.3146167545123154,1.0,0.0
2024-12-09,1.826887630804147,0.0,1.0,0.0
2024-12-10,1.8293136921738027,0.0,1.0,0.0
2024-12-11,1.8028774620643417,0.0,1.0,0.0
2024-12-12,1.8141463673713625,0.0,1.0,0.0
2024-12-13,1.810622156248757,0.0,1.0,0.0
2024-12-16,1.8119253935008766,0.0,1.0,0.0
2024-12-17,1.7985657964409543,0.0,1.0,0.0
2024-12-18,1.7967066949935209,0.0,1.0,0.0
2024-12-19,1.7812091140846447,0.0,1.0,0.0
2024-12-20,1.7777898127543723,0.0,1.0,0.0
2024-12-23,1.791697038835046,0.0,1.0,0.0
2024-12-24,1.8135902901866472,0.0,1.0,0.0
2024-12-25,1.8090748349222652,0.0,1.0,0.0
2024-12-26,1.8092675760571337,0.0,1.0,0.0
2024-12-27,1.8033498584559742,0.0,1.0,0.0
2024-12-30,1.8039044690649157,0.0,1.0,0.0
2024-12-31,1.7907302348288685,0.0,1.0,0.0
2025-01-02,1.7903929247642039,0.0,1.0,0.0
2025-01-03,1.7849436465218127,0.0,1.0,0.0
2025-01-06,1.7951651050288986,0.0,1.0,0.0
2025-01-07,1.8140160977505506,0.0,1.0,0.0
2025-01-08,1.8095143665146651,0.0,1.0,0.0
2025-01-09,1.8067997608063708,0.0,1.0,0.0
2025-01-10,1.7748293903348475,0.0,1.0,0.0
2025-01-13,1.7645496563262755,0.0,1.0,0.0
2025-01-14,1.753041135505296,0.0,1.0,0.0
2025-01-15,1.7657540006417565,0.0,1.0,0.0
2025-01-16,1.7747222084809433,0.0,1.0,0.0
2025-01-17,1.7740528161940412,0.0,1.0,0.0
2025-01-20,1.787135746215454,0.0,1.0,0.0
2025-01-21,1.7852682364048138,0.0,1.0,0.0
2025-01-22,1.794886221385858,0.0,1.0,0.0
2025-02-03,1.7532852874040206,0.0,1.0,0.0
2025-02-04,1.7873832964158538,0.0,1.0,0.0
2025-02-05,1.7865876887997996,0.0,1.0,0.0
2025-02-07,1.7935809345577456,0.0,1.0,0.0
