date,trigger_window,point_drop,taiex_return,horizon,financial,telecom,0050,financial_minus_telecom,0050_minus_telecom
2024-07-19,3,-1127.9900000000016,-0.047004969319401235,5,-0.008255264643860949,0.01232655734734478,-0.030335570469798845,-0.02058182199120573,-0.042662127817143625
2024-07-19,3,-1127.9900000000016,-0.047004969319401235,10,-0.050566198070562285,0.0377936042885445,-0.10067114093959728,-0.08835980235910679,-0.13846474522814178
2024-07-19,3,-1127.9900000000016,-0.047004969319401235,20,-0.002722583931384581,0.034365681966207706,-0.013422818791945845,-0.03708826589759229,-0.04778850075815355
2024-08-06,2,-1137.0699999999997,-0.05254946254498427,1,0.01428655505487697,-0.0073958825508626536,0.039701492537313365,0.021682437605739624,0.04709737508817602
2024-08-06,2,-1137.0699999999997,-0.05254946254498427,5,0.03270854412303437,-0.009407548972500734,0.06567164179104457,0.0421160930955351,0.0750791907635453
2024-08-06,2,-1137.0699999999997,-0.05254946254498427,10,0.050391732464075245,-0.0033030867680928777,0.09701492537313405,0.05369481923216812,0.10031801214122693
2024-08-06,2,-1137.0699999999997,-0.05254946254498427,20,0.040539698475685615,0.022419010724845423,0.07492537313432801,0.018120687750840192,0.05250636240948259
2024-09-04,2,-1142.3499999999985,-0.05137597762096857,1,0.01009094304677971,0.007543966889854037,0.006131386861313981,0.0025469761569256733,-0.0014125800285400558
2024-09-04,2,-1142.3499999999985,-0.05137597762096857,5,0.006920373545387992,0.020438384855382408,0.0035036496350362434,-0.013518011309994415,-0.016934735220346164
2024-09-04,2,-1142.3499999999985,-0.05137597762096857,10,0.0315816430539706,0.023596236058126108,0.05197080291970835,0.00798540699584449,0.02837456686158224
2024-09-04,2,-1142.3499999999985,-0.05137597762096857,20,0.045873246155106795,0.0006628477937020705,0.09868613138686166,0.045210398361404724,0.0980232835931596
2025-01-13,5,-1059.3799999999974,-0.04498866344115826,1,0.011107740956562973,0.009671795225231428,0.006172839506172645,0.001435945731331545,-0.0034989557190587828
2025-01-13,5,-1059.3799999999974,-0.04498866344115826,5,0.01053089531296214,-0.0008387385718706675,0.03416035479212698,0.011369633884832808,0.034999093363997646
2025-01-13,5,-1059.3799999999974,-0.04498866344115826,10,0.023359680840365327,0.020709513767064536,0.026337659218812925,0.002650167073300791,0.00562814545174839
2025-01-13,5,-1059.3799999999974,-0.04498866344115826,20,0.03843926652156915,0.012224965737386961,0.02503387662326051,0.026214300784182187,0.012808910885873548
2025-03-31,2,-1255.859999999997,-0.05720999136287919,1,0.00893485905672442,0.004272029622035323,0.020549927641099863,0.0046628294346890975,0.01627789801906454
2025-03-31,2,-1255.859999999997,-0.05720999136287919,5,-0.1201786141689778,-0.03067185562828989,-0.1536903039073806,-0.0895067585406879,-0.1230184482790907
2025-03-31,2,-1255.859999999997,-0.05720999136287919,10,-0.05037147646892104,-0.00820005146367464,-0.06020260492040508,-0.0421714250052464,-0.05200255345673044
2025-03-31,2,-1255.859999999997,-0.05720999136287919,20,-0.02591508245720686,-0.02834388602404292,-0.02402315484804618,0.0024288035668360575,0.004320731175996739
2025-04-22,5,-1064.239999999998,-0.053593397412687316,1,0.011621762715888995,0.009382476335396905,0.04424495030458497,0.0022392863804920893,0.03486247396918807
2025-04-22,5,-1064.239999999998,-0.053593397412687316,5,0.02994539005133423,0.007365706928053717,0.0759858929143955,0.022579683123280514,0.06862018598634179
2025-04-22,5,-1064.239999999998,-0.053593397412687316,10,0.05052661772106348,0.023196782024818452,0.09233728759217708,0.02732983569624503,0.06914050556735862
2025-04-22,5,-1064.239999999998,-0.053593397412687316,20,0.10288773898935277,0.03778571069081371,0.17730041680025654,0.06510202829853906,0.13951470610944283
2025-11-18,3,-1147.4400000000023,-0.041121634658803474,1,-0.004335526928570088,-0.003192215870376769,-0.006617038875103454,-0.0011433110581933192,-0.0034248230047266848
2025-11-18,3,-1147.4400000000023,-0.041121634658803474,5,0.012346852788714058,-0.009298575320438096,-0.0016542597187758634,0.021645428109152154,0.007644315601662233
2025-11-18,3,-1147.4400000000023,-0.041121634658803474,10,0.028060992408996066,-0.018561926384706218,0.020678246484698404,0.046622918793702284,0.03924017286940462
2025-11-18,3,-1147.4400000000023,-0.041121634658803474,20,0.06450428722899493,-0.020746861587248477,0.02977667493796554,0.0852511488162434,0.05052353652521402
2026-02-02,3,-1179.7900000000009,-0.035965018708187024,1,0.006711617634728828,0.003100878582265043,0.02027972027972047,0.003610739052463785,0.017178841697455427
2026-02-02,3,-1179.7900000000009,-0.035965018708187024,5,0.026964334853467165,0.005937345050351039,0.03426573426573443,0.021026989803116125,0.028328389215383387
2026-02-02,3,-1179.7900000000009,-0.035965018708187024,10,0.06718088372986686,0.03388605079282381,0.1342657342657343,0.03329483293704305,0.10037968347291049
2026-02-02,3,-1179.7900000000009,-0.035965018708187024,20,0.014112480526475624,0.018389422774157227,0.07132867132867138,-0.004276942247681603,0.05293924855451415
2026-03-03,2,-1090.8399999999965,-0.03080208129497264,1,-0.04008883330720436,-0.013260602085412132,-0.04000000000000015,-0.02682823122179223,-0.026739397914588015
2026-03-03,2,-1090.8399999999965,-0.03080208129497264,5,-0.04864541174299253,-0.023610033522091123,-0.04507936507936472,-0.025035378220901405,-0.021469331557273597
2026-03-03,2,-1090.8399999999965,-0.03080208129497264,10,-0.042190438738724745,-0.0016884739905246304,-0.026666666666666283,-0.040501964748200114,-0.024978192676141653
2026-03-03,2,-1090.8399999999965,-0.03080208129497264,20,-0.0601555893221547,-0.017075278241066805,-0.08126984126984116,-0.043080311081087896,-0.06419456302877435
2026-03-23,3,-1626.0800000000017,-0.04734053052557052,1,0.010271902612508654,0.003677279699905167,0.002020202020202033,0.006594622912603487,-0.001657077679703134
2026-03-23,3,-1626.0800000000017,-0.04734053052557052,5,0.00559480916967936,-0.0074958785450227605,-0.00471380471380467,0.01309068771470212,0.0027820738312180904
2026-03-23,3,-1626.0800000000017,-0.04734053052557052,10,0.04343975702532288,0.002385485851265967,0.06666666666666665,0.04105427117405691,0.06428118081540068
2026-03-23,3,-1626.0800000000017,-0.04734053052557052,20,0.05472692713743732,0.026982759075163232,0.16296296296296275,0.02774416806227409,0.13598020388779952
2026-05-19,3,-1576.1900000000023,-0.037751471495206856,1,-0.004158397183360196,-0.015540204486282239,-0.0064446831364124435,0.011381807302922042,0.009095521349869795
2026-05-19,3,-1576.1900000000023,-0.037751471495206856,5,0.0006222858920204022,-0.045939457651128834,0.07518796992481214,0.04656174354314924,0.12112742757594097
2026-05-19,3,-1576.1900000000023,-0.037751471495206856,10,0.09599960232252913,0.003597758827582842,0.15574650912996812,0.09240184349494629,0.15214875030238528
2026-05-19,3,-1576.1900000000023,-0.037751471495206856,20,0.19709318994659175,0.05270327976914069,0.1385606874328682,0.14438991017745106,0.08585740766372751
2026-06-05,2,-1388.2200000000012,-0.029880436925678433,1,-0.02501547831676898,-0.010425764827819095,-0.0307249159865578,-0.014589713488949885,-0.020299151158738704
2026-06-05,2,-1388.2200000000012,-0.029880436925678433,5,0.028360308844484816,0.0440467634925652,-0.02112337974075862,-0.015686454648080383,-0.06517014323332382
2026-06-05,2,-1388.2200000000012,-0.029880436925678433,10,0.0913287256324673,0.03682705156172772,0.06721075372059526,0.05450167407073958,0.030383702158867543
2026-06-05,2,-1388.2200000000012,-0.029880436925678433,20,0.08635343206727009,0.010903218850274232,0.039366298607777406,0.07545021321699585,0.028463079757503174
2026-06-24,1,-1057.050000000003,-0.02244236544506295,1,0.01934188253880187,0.0072290375215620095,0.00046663555762949116,0.01211284501723986,-0.006762401963932518
2026-06-24,1,-1057.050000000003,-0.02244236544506295,5,-0.004731726041580231,-0.01969119367960026,0.020531964535697833,0.01495946763802003,0.040223158215298094
2026-06-24,1,-1057.050000000003,-0.02244236544506295,10,0.030865544830674718,-0.05919577251419017,-0.010265982267848694,0.09006131734486489,0.048929790246341476
2026-06-24,1,-1057.050000000003,-0.02244236544506295,20,0.023439495081499118,-0.008569441246840892,-0.024430690421855195,0.03200893632834001,-0.015861249175014303
2026-07-08,3,-1046.2099999999991,-0.02236417559237136,1,-0.014552396337413787,0.005221986812737445,-0.0023573785950024018,-0.01977438315015123,-0.0075793654077398465
2026-07-08,3,-1046.2099999999991,-0.02236417559237136,5,-0.017927264007124633,0.038766967852670975,0.0033003300330032292,-0.05669423185979561,-0.035466637819667746
2026-07-08,3,-1046.2099999999991,-0.02236417559237136,10,-0.007203703515375026,0.05381175996906662,-0.01431163110515632,-0.061015463484441645,-0.06812339107422294
2026-07-08,3,-1046.2099999999991,-0.02236417559237136,20,0.0200947188399192,0.045037090953467196,-0.020003767980391607,-0.024942372113547995,-0.0650408589338588
2026-07-24,1,-1195.9700000000012,-0.026665516185772398,1,0.014942830715974909,0.009916237626012903,-0.002458210422812246,0.005026593089962006,-0.012374448048825148
2026-07-24,1,-1195.9700000000012,-0.026665516185772398,5,0.054838890540663376,-0.0032341473976652546,0.01130776794493582,0.05807303793832863,0.014541915342601075
2026-07-24,1,-1195.9700000000012,-0.026665516185772398,10,0.033618998632367836,-0.017237038202362,0.01130776794493582,0.050856036834729834,0.02854480614729782
2026-07-24,1,-1195.9700000000012,-0.026665516185772398,20,0.032028860290357564,-0.010918879951338,0.02900688298918319,0.042947740241695564,0.03992576294052119
2026-08-19,2,-1137.9199999999983,-0.02481438602864927,1,-0.006292561734618118,0.0072728126644856506,0.00678952473326877,-0.013565374399103769,-0.0004832879312168803
2026-08-19,2,-1137.9199999999983,-0.02481438602864927,5,0.012368423316155619,0.004235213491056822,0.02715809893307486,0.008133209825098797,0.022922885442018037
