date,nav_base,nav_ref_winner_mc50_full,nav_ref_blend_a05,nav_ref_blend_a25,nav_mild_mc25_full,nav_mild_mc35_full,nav_mild_mc40_full,nav_mild_mc25_a50,nav_mild_mc35_a50
2014-09-09,3755537.5417963485,3691478.737590631,3756799.179385248,3736894.6058188514,3711250.0716817426,3704045.835946815,3701751.5751259997,3733685.6952262046,3729457.7688757903
2014-09-10,3740154.7417963487,3676695.037590631,3741663.379385248,3721730.405818851,3696127.471681743,3689050.735946815,3686816.3251259997,3718535.445226204,3714367.86887579
2014-09-11,3738968.191796349,3677460.487590631,3740713.379385248,3722173.2558188513,3696898.0716817426,3689820.885946815,3687582.7251259997,3718974.845226204,3715041.96887579
2014-09-12,3722780.2417963487,3659669.8375906306,3723365.879385248,3703866.3558188514,3678711.471681743,3671784.885946815,3669619.475126,3700686.9952262044,3696797.86887579
2014-09-15,3716348.3417963483,3649666.1375906304,3716513.979385248,3694304.555818851,3668493.471681743,3661646.885946815,3659521.8751259996,3691136.995226204,3686812.6688757897
2014-09-16,3670960.0917963483,3608995.5875906306,3671330.629385248,3651534.2558188513,3626903.921681743,3620422.585946815,3618462.3251259997,3648403.545226204,3644574.91887579
2014-09-17,3694629.1917963484,3631581.737590631,3695368.579385248,3675049.655818851,3649995.1216817433,3643317.485946815,3641265.275126,3671891.7452262044,3667910.01887579
2014-09-18,3708351.2417963487,3643884.3661068757,3708800.629385248,3688239.5058188513,3662780.6603027377,3655915.5124734,3653773.3667008816,3685069.845226204,3680997.0688757896
2014-09-19,3706523.0917963483,3640320.7661068756,3706475.0293852477,3684700.0058188513,3659096.210302738,3652275.3124734005,3650155.066700882,3681531.295226204,3677369.36887579
2014-09-22,3679814.941796349,3616455.1161068757,3680291.279385248,3659536.5558188516,3634461.860302738,3627947.9624734004,3625971.416700882,3656393.4452262046,3652317.61887579
2014-09-23,3669169.2917963485,3606740.6161068757,3669657.979385248,3649195.8058188516,3624429.260302738,3618043.6124734003,3616125.916700882,3646060.4952262044,3642031.26887579
2014-09-24,3675076.0417963485,3611213.6661068755,3674997.129385248,3653878.3558188514,3629046.610302738,3622601.6624734,3620661.266700882,3650739.1452262043,3646703.01887579
2014-09-25,3649493.8417963483,3588681.5161068756,3649662.679385248,3629862.655818851,3605772.010302738,3599624.1124734003,3597819.866700882,3626742.7452262044,3622930.76887579
2014-09-26,3640817.8722506873,3580068.5255293692,3641312.2372156815,3621595.8058188516,3597084.135333337,3590975.8204447357,3589196.9249645206,3618493.3952262043,3614689.7688757903
2014-09-29,3613392.7716762987,3557670.5791065106,3614496.6926910323,3597184.8357747076,3573559.6986145885,3567895.948740836,3566330.1574493367,3594102.3599905935,3590657.7925394876
2014-09-30,3608052.4413073673,3553780.053595769,3609050.066144064,3592753.630249664,3569496.7137095523,3563898.335819162,3562365.9120610533,3589680.513299887,3586413.2967465864
2014-10-01,3593970.6917959983,3542071.927074834,3595907.6559323953,3580109.6397424154,3557207.735113732,3551842.3422879525,3550418.26103958,3577043.5279824147,3573948.5320400815
2014-10-02,3570362.823245904,3522885.5270748343,3574300.6559323953,3559427.2397424155,3537085.785113732,3532089.9422879526,3530843.36103958,3556377.1279824143,3553571.3320400817
2014-10-03,3636949.273245904,3581159.927074834,3639272.9559323955,3622332.139742416,3598195.135113732,3592077.142287953,3590292.66103958,3619226.5279824147,3615670.6320400815
2014-10-06,3604061.9232459045,3551201.077074834,3607051.4059323953,3590167.7897424153,3566783.385113732,3561245.192287953,3559736.66103958,3587090.4779824144,3583728.5320400815
2014-10-07,3600426.9732459043,3548987.7270748336,3604278.055932395,3587760.7397424155,3564466.0851137317,3558967.0422879527,3557479.8610395803,3584684.9279824146,3581390.2320400816
2014-10-08,3608469.523245904,3556874.328202592,3612219.9919630447,3596225.97374232,3572791.884687262,3567118.788849294,3565547.133289759,3593147.0855240906,3589807.6047212556
2014-10-09,3634467.5827448373,3577514.4242578745,3636841.58792754,3618740.202371644,3594452.61359706,3588376.042461236,3586613.253124799,3615644.6088446854,3611808.651974944
2014-10-13,3558455.5675768717,3511962.0067333393,3561799.2848216295,3547428.000068657,3525649.5046406705,3520859.405143634,3519716.1008873926,3544394.3058229024,3541616.9612190626
2014-10-14,3571275.7549615125,3525532.9122817824,3575211.7610094287,3561786.0315203466,3539871.402097933,3534822.329497868,3533555.333217608,3558741.467294356,3556007.5219083764
2014-10-15,3541697.407135201,3501557.0786675843,3546837.684607978,3535685.6968461424,3514735.591386952,3510151.96748885,3509108.2840332575,3532666.441591313,3530230.594094286
2014-10-16,3529384.129408295,3491931.445794686,3534913.196873784,3525045.8574743746,3504632.815168389,3500240.971046553,3499289.091819853,3522035.58843722,3519801.9635230345
2014-10-17,3522634.999206683,3483252.1939764954,3527337.348298735,3515867.3694431405,3495528.195996455,3491300.5838914723,3490434.638105849,3512863.0163570107,3510587.8554523955
2014-10-20,3538808.950808514,3498266.1927038385,3543378.952934717,3531962.055284381,3511238.7022754545,3506733.027965086,3505731.2997725136,3528945.476772469,3526641.3662329926
2014-10-21,3541733.2042355165,3497584.282142791,3544928.891059012,3531601.1235793373,3510516.110824214,3506027.1119874185,3505029.0137378923,3528580.6073262533,3526083.1564128743
2014-10-22,3551270.004235517,3506718.6821427904,3555188.8410590123,3541521.0735793374,3520060.4108242136,3515410.111987419,3514331.3637378924,3538487.5573262535,3535921.1564128743
2014-10-23,3564082.5530298916,3516884.176240281,3567724.623915613,3552684.771008367,3530690.815426908,3525852.2817198834,3524685.147777288,3549641.038066744,3546896.1561750923
2014-10-24,3563641.0030298918,3518000.026240281,3567892.9739156133,3553724.8210083675,3531864.6654269085,3527007.1817198833,3525831.7477772883,3550681.8380667437,3547926.956175092
2014-10-27,3579974.3030298916,3533973.8262402806,3584821.123915613,3570933.2210083674,3548601.8154269084,3543449.0317198834,3542132.4477772885,3567881.1880667433,3564751.1561750923
2014-10-28,3608877.5030298918,3557223.6262402805,3612814.123915613,3596342.5210083677,3572911.8154269084,3567338.8317198833,3565819.147777288,3593265.5880667437,3589661.0561750922
2014-10-29,3637805.6030298914,3586036.8762402805,3642990.9739156133,3627094.1210083677,3603056.7154269083,3596963.3817198835,3595197.397777288,3623993.688066744,3620043.206175092
2014-10-30,3640158.3030298916,3594822.0762402806,3647948.3239156133,3635720.7710083677,3612247.6654269085,3605994.981719883,3604158.1977772885,3632616.5880667437,3629043.356175092
2014-10-31,3662761.1530298917,3613369.0762402806,3669952.373915613,3655949.9210083676,3631652.1654269085,3625062.0817198833,3623065.047777288,3652829.5380667434,3648787.706175092
2014-11-03,3647940.1530298917,3597117.3762402805,3654354.273915613,3638849.2210083674,3614639.8654269082,3608347.181719883,3606491.2477772883,3635739.2380667436,3631753.506175092
2014-11-04,3644161.301040708,3593654.2038542903,3650464.3771131043,3635077.7387962416,3611019.6301964456,3604788.419957404,3602962.6158989905,3631971.934129715,3628039.755890843
2014-11-05,3638968.5224318393,3592228.0258046216,3645556.7482259986,3632903.8054336575,3609546.00572915,3603337.767485412,3601522.3589054253,3629807.1190501344,3626162.7387252687
2014-11-06,3626444.6881498965,3581058.5258046216,3632394.2823428954,3620617.028172936,3597960.6698700422,3591954.54130362,3590135.5589054255,3617532.4336522133,3614229.7538763527
2014-11-07,3604427.361007489,3561696.2499088706,3610981.9617628413,3599907.3977733185,3577691.287637448,3572044.201150745,3570403.152268238,3596837.3054079376,3593678.0541924764
2014-11-10,3660680.9247357897,3610032.941236324,3667118.984937268,3652470.254759231,3628187.973597038,3621698.455086392,3619616.507526302,3649352.7390079265,3645264.2542306655
2014-11-11,3650530.4999875217,3602651.2013385575,3657433.6636424162,3644219.0548029956,3620472.257001101,3614113.9399846573,3612101.1818136177,3641108.7386168786,3637300.4450722607
2014-11-12,3612218.1161247776,3565182.6576459496,3618239.3246114748,3604408.114352151,3581369.0910194535,3575658.2956457203,3573959.1232067784,3601336.425249804,3597548.5873513883
2014-11-13,3631482.6161247776,3585632.8576459493,3638142.774611475,3625825.4643521514,3602709.441019453,3596640.99564572,3594774.3732067784,3622734.7752498034,3619201.3373513883
2014-11-14,3634783.906860273,3589541.066704038,3642131.6603687904,3630048.3234093166,3606759.65428631,3600640.5570986993,3598742.4340879144,3626951.368799243,3623323.280593257
2014-11-17,3599892.4068602724,3561673.466704038,3608222.0103687905,3599524.1234093164,3577691.35428631,3572050.7570986995,3570377.034087914,3596449.8187992433,3593613.780593257
2014-11-18,3620111.72751752,3579859.4294040054,3628749.2466632295,3619228.5512725436,3596649.4281874094,3590701.2453618674,3588883.050364198,3616139.284127391,3612947.684900142
2014-11-19,3643492.7443229533,3600397.123721594,3651757.265528153,3641241.760158525,3618037.055690591,3611749.6848775954,3609769.556661329,3638131.34504177,3634749.9491918045
2014-11-20,3653405.415973109,3610372.8140329104,3662176.833474747,3651754.372027246,3628411.500216585,3621972.7977224416,3619913.923167304,3648628.8369703726,3645217.202058169
2014-11-21,3644493.345652108,3599858.8316735975,3653544.8969051796,3641350.895590992,3617485.528130055,3611209.866847539,3609230.7770004417,3638235.486822269,3634325.2839118284
2014-11-24,3649985.2787871137,3607245.2700005285,3659017.385983773,3648646.4300818667,3625171.2652770374,3618774.495651548,3616739.246407807,3645528.1707692454,3641994.022143066
2014-11-25,3627858.2537426855,3582324.300590541,3635399.7223363137,3622581.5637194817,3599253.948025227,3593246.8048553406,3591401.8836596385,3619484.3988597677,3615836.115509249
2014-11-26,3626258.4550048546,3580378.945179674,3632951.4012246486,3620391.7371573043,3597227.05356516,3591248.233635711,3589415.8189734127,3617293.1184279495,3613897.6307618767
2014-11-27,3641948.539733005,3597185.4923546864,3650533.1725965287,3638300.4211755525,3614711.5707303,3608470.2641961216,3606514.666686337,3635192.892843496,3631441.0706700627
2014-11-28,3653915.727639142,3605776.9275274593,3661359.366728323,3647595.1712283813,3623630.980081928,3617256.589198283,3615239.163978652,3644479.1058864817,3640558.2855142998
2014-12-01,3592655.1359238084,3553970.8717016834,3601133.49715731,3591639.9471976473,3569818.2920454745,3564238.716347539,3562602.320167585,3588571.3173307264,3585725.063657941
2014-12-02,3545433.385923809,3523216.7217016835,3557392.74715731,3556884.0471976474,3537864.592045475,3532776.166347539,3531367.7201675847,3553850.317330727,3552518.813657941
2014-12-03,3574263.2742138533,3549880.1809203,3585752.242155387,3584985.8860482005,3565514.901480596,3560024.900249809,3558434.0399135575,3581926.8851335673,3580660.1151163056
2014-12-04,3615423.674213853,3581182.6309203,3625685.392155387,3619478.7360482006,3598007.801480596,3592040.700249809,3590227.189913558,3616389.335133567,3614012.2651163056
2014-12-05,3602483.0742138536,3566433.9309203,3610344.792155387,3603565.1360482005,3582705.5014805957,3576957.5002498087,3575243.439913558,3600489.3851335673,3598482.6651163055
2014-12-08,3598741.974213853,3564497.726245879,3606918.4789465317,3601318.140784627,3580694.2927588467,3574977.3150079567,3573275.1085876236,3598239.9807514073,3596433.142973794
2014-12-09,3601349.4742138535,3565277.2762458795,3608700.678946532,3602223.890784627,3581515.442758847,3575777.465007957,3574073.508587624,3599150.0807514074,3597224.5929737943
2014-12-10,3562616.074213853,3536427.1262458796,3572170.4789465317,3570923.540784627,3551610.5927588465,3546298.015007957,3544790.1085876236,3567876.9807514073,3566641.2429737938
2014-12-11,3542349.8513419856,3514149.6129009756,3550637.198171554,3547739.10532283,3528531.7940079737,3523533.9557099068,3522176.554011002,3544713.89739054,3543341.26518484
2014-12-12,3546389.6336735967,3516325.086949871,3554575.6493551116,3550382.642978272,3530788.3049740526,3525756.306773098,3524380.7282272438,3547354.198356134,3545811.040475767
2014-12-15,3528736.8338051913,3500716.169191026,3537118.689354169,3533729.4420210132,3514631.6810095753,3509818.1733903596,3508543.081977525,3530712.6423652987,3529401.7455835314
2014-12-16,3537697.401215155,3514862.6157825314,3547362.9635756495,3547964.5372109907,3529266.094166753,3524261.639383143,3522904.0463774474,3544944.6168652102,3543863.38077795
2014-12-17,3502928.7712687575,3480540.7417157977,3511710.323206493,3511839.3672329034,3493779.3521667942,3489240.4314402314,3488095.3705992214,3508848.8905471633,3507913.9591363952
2014-12-18,3528585.689598874,3502192.341715798,3537536.6248748316,3535132.9672329035,3516158.9521667943,3511325.231440231,3510047.3705992214,3532120.690547163,3530812.109136395
2014-12-19,3569467.789598874,3540866.541715798,3578311.124874831,3575366.6700962796,3556139.052166794,3550783.881440231,3549266.3705992214,3572320.44571903,3571301.159136395
2014-12-22,3570437.589598874,3546099.641715798,3580521.1248748316,3580436.37009628,3561560.152166794,3556143.2814402315,3554585.770599221,3577385.5457190303,3576221.076396978
2014-12-23,3566877.4813499874,3542431.7920577107,3577143.3818159527,3576878.934172182,3557775.1569300806,3552398.7207677267,3550869.007016466,3573837.408402283,3572455.3619617606
2014-12-24,3594233.6638318743,3563804.21542821,3603398.8607699634,3599880.109425323,3579887.3511518,3574223.5906019155,3572550.655056275,3596814.074910532,3594912.2310995786
2014-12-25,3585327.3737038556,3557028.8412654386,3594435.498538469,3592223.0472766696,3572876.559645066,3567302.981582445,3565677.3473724397,3589167.3957785526,3587583.9316381956
2014-12-26,3598181.6650593802,3570923.8909228835,3608083.422544735,3606910.8062485065,3587237.972945919,3581483.6843806156,3579769.7755577248,3603839.0229035397,3602161.9022018514
2014-12-27,3586374.760609984,3562504.4286996643,3596637.813636488,3597622.439373758,3578538.703858911,3572899.9238275336,3571234.740439623,3594558.4443870313,3593168.7647855007
2014-12-29,3609408.3473877767,3579493.0286996644,3619409.521673568,3616849.7893737582,3596104.753858911,3590235.6738275336,3588465.8904396235,3613771.344387031,3611413.0147855007
2014-12-30,3612372.314169448,3582465.445173516,3623048.979946771,3619890.1658357973,3599177.090042526,3593257.276022386,3591475.133385512,3616814.02084907,3614604.480440882
2014-12-31,3630353.663973395,3600903.1353512257,3640116.1237319116,3638830.7435998684,3618235.8837665045,3612073.772185865,3610179.5662401575,3635739.506760981,3633609.121630539
2015-01-05,3597418.7837250973,3565817.835351226,3608497.9737319117,3602443.8935998688,3581951.9837665046,3576250.422185865,3574579.7662401577,3599380.8567609815,3597359.9216305395
2015-01-06,3531106.5337250973,3508798.685351226,3542159.2737319116,3540710.3435998685,3523011.2837665044,3518072.122185865,3516751.6162401573,3537697.6567609813,3537065.8216305394
2015-01-07,3521005.338717014,3504248.4355212133,3532556.5637224987,3535325.820973967,3518297.3200112437,3513432.9300291827,3512139.0925030755,3532314.482067618,3532013.8849160564
2015-01-08,3572703.17708478,3557367.040146162,3586226.7026183186,3591136.1841191305,3573103.8477348387,3567565.348043227,3565972.5127780954,3588082.8249946753,3587495.1869013873
2015-01-09,3580396.8270847797,3564779.1804376487,3592961.3114603716,3598616.9474462615,3580749.869376199,3575117.4214688865,3573484.747104127,3595558.888321807,3595094.919643611
2015-01-12,3573763.862779457,3564279.194907237,3585822.1575284805,3597602.180777443,3580239.8851835136,3574620.6516505033,3572995.0330724185,3594553.362611288,3594116.727648483
2015-01-13,3610509.3284687614,3595491.7275854815,3622652.7575707072,3630513.5636793883,3612402.8958132844,3606395.4282728974,3604599.278456413,3627442.8085864363,3626891.2281524115
2015-01-14,3572153.5068326565,3558189.6235007057,3583501.028365824,3591769.621574554,3573963.258217965,3568412.739308042,3566821.7443911717,3588726.799491648,3588019.7577503035
2015-01-15,3555825.7601313065,3544975.8735007057,3567358.9283658233,3577486.721574554,3560338.808217965,3554956.489308042,3553434.4943911717,3574448.149491648,3574078.707750303
2015-01-16,3555610.1280333386,3549102.6235007057,3567449.6832369473,3580487.871574554,3564584.4082179647,3559147.4393080417,3557610.6443911716,3577453.2494916483,3577976.907750303
2015-01-19,3569892.8280333388,3559875.073500706,3581817.483236948,3592123.827439266,3575405.5029061213,3569836.200953078,3568520.2443911717,3589077.5141098676,3589178.9221061035
2015-01-20,3564072.478033339,3553744.323500706,3575973.0832369477,3586418.677439266,3569459.7529061213,3563966.300953078,3562309.0443911715,3583368.7141098673,3583272.6721061035
2015-01-21,3598767.3173770974,3586303.363313726,3610380.705845514,3621835.6274392656,3604042.652906121,3598157.250953078,3595292.2861682223,3618760.5641098674,3618217.6221061037
2015-01-22,3614599.017377097,3595669.613313726,3625461.6058455138,3632800.0774392653,3613591.902906121,3607597.250953078,3604777.086168222,3629715.514109867,3628271.5721061034
2015-01-23,3640198.267377097,3619180.763313726,3650957.555845514,3657171.6774392654,3637432.5029061213,3631172.400953078,3628578.8861682224,3654063.4641098673,3652432.7221061033
2015-01-26,3639545.4673770973,3617462.613313726,3650432.5058455137,3655843.1274392656,3635653.952906121,3629410.900953078,3626842.836168222,3652738.3641098673,3650781.372106103
2015-01-27,3653099.667377097,3628975.613313726,3663748.6058455138,3667955.8774392656,3647354.6029061214,3640978.050953078,3638499.0361682223,3664841.3641098673,3662684.222106104
2015-01-28,3642027.8173770974,3619613.8133137263,3653386.8558455138,3658080.7774392655,3637757.8529061214,3631485.000953078,3629020.336168222,3654977.7141098673,3652986.622106103
2015-01-29,3619495.8673770973,3601574.4633137262,3629908.7558455137,3638516.9774392657,3619400.552906121,3613336.450953078,3610764.2861682223,3635432.4141098675,3633971.0721061034
2015-01-30,3614126.167377097,3600852.613313726,3623773.305845514,3636748.9274392654,3618503.652906121,3612469.900953078,3610033.6361682224,3633651.3641098673,3632651.8721061037
2015-02-02,3627899.7173770973,3604256.613313726,3638239.955845514,3642469.6774392654,3621990.702906121,3615899.850953078,3613474.2361682225,3639375.5641098674,3637106.3721061037
2015-02-03,3622313.3673770973,3597797.8133137263,3631831.955845514,3635581.7274392657,3615045.8529061214,3609042.6009530784,3606934.7861682223,3632486.1141098677,3630084.8721061037
2015-02-04,3656727.6448398638,3628417.624145262,3666322.8967100913,3668351.1901647826,3646267.1799228634,3639922.559068064,3637934.3370696283,3665230.0796238757,3661915.762908837
2015-02-05,3669184.996254159,3636831.0177592854,3678707.179060613,3677799.3577385903,3654921.3221924393,3648476.998007101,3646444.7944090655,3674675.961575794,3670922.1296280376
2015-02-06,3652491.496254159,3624746.8677592855,3663034.729060613,3664241.3577385903,3642500.2221924397,3636189.048007101,3634211.9444090654,3661126.261575794,3658179.5796280378
2015-02-09,3629784.896254159,3606830.9177592853,3641197.0790606127,3644599.55773859,3624087.9221924394,3617964.4980071005,3616082.894409065,3641505.061575794,3639360.7296280377
2015-02-10,3646655.640377683,3614881.1924562836,3656152.5114517193,3654093.98770716,3632329.560342238,3626123.3293085108,3624217.4789211173,3650990.6125009935,3648059.33267233
2015-02-11,3649056.1300807474,3617992.79339466,3657588.3734838013,3656942.029353258,3635536.2682714313,3629296.9485903727,3627376.648758816,3653838.5261918902,3650965.3084723563
2015-02-12,3654439.162116521,3622927.64339466,3664076.766933839,3662700.679353258,3640596.1182714314,3634304.998590373,3632359.648758816,3659591.27619189,3656414.308472356
2015-02-13,3655851.812116521,3623790.8933946607,3664566.316933839,3663726.8793532583,3641501.6182714314,3635200.5985903726,3633246.6987588163,3660618.97619189,3657154.708472356
2015-02-24,3706276.062116521,3663427.5433946606,3713769.1669338387,3707059.6293532583,3682180.8682714314,3675475.248590373,3673328.1987588163,3703913.92619189,3698803.108472356
2015-02-25,3726663.012116521,3677514.1933946605,3733556.916933839,3722321.5293532587,3696619.0682714316,3689761.898590373,3687556.6987588163,3719168.7761918902,3713757.4084723564
2015-02-26,3698886.6121165208,3652183.39339466,3704023.316933839,3694938.6293532583,3670624.3682714314,3664035.8485903726,3661947.748758816,3691800.22619189,3687039.208472356
2015-03-02,3665776.5011020843,3631837.279973753,3675426.064209457,3672129.6843566317,3649743.756366704,3643348.487931112,3641364.3221300784,3669018.576700406,3665843.9524697205
2015-03-03,3674297.1311986833,3633160.1299737534,3682169.8642094573,3674616.134356632,3651112.2563667046,3644696.687931112,3642707.072130079,3671508.326700406,3667486.5524697206
2015-03-04,3675419.4811986834,3630300.1299737534,3681944.0642094575,3671890.084356632,3648165.106366704,3641781.087931112,3639806.472130079,3668779.576700406,3664645.4024697207
2015-03-05,3653146.231198683,3611411.729973753,3660209.1142094573,3651740.734356632,3628794.0563667044,3622598.537931112,3620710.672130079,3648645.826700406,3644966.7024697205
2015-03-06,3677508.8311986835,3632183.6299737534,3683530.3142094575,3673974.734356632,3650103.5563667044,3643705.137931112,3641716.722130079,3670858.6767004062,3666530.502469721
2015-03-09,3643911.581198683,3605560.379973753,3650763.014209457,3645344.884356632,3622804.156366704,3616675.437931112,3614805.8721300787,3642247.826700406,3638645.0024697203
2015-03-10,3641766.8311986835,3601660.579973753,3649569.1142094573,3641731.884356632,3618804.4063667045,3612700.787931112,3610858.322130079,3638649.976700406,3634923.252469721
2015-03-11,3635295.181198683,3596389.129973753,3643264.2142094574,3636273.484356632,3613410.7063667043,3607358.837931112,3605537.8721300787,3633197.6767004062,3629400.0524697206
2015-03-12,3673460.1311986833,3628046.479973753,3680603.1142094573,3670584.984356632,3645886.406366704,3639516.287931112,3637546.0221300786,3667483.2767004063,3662537.1524697207
2015-03-13,3656869.281198683,3612094.529973753,3664647.914209457,3653745.8343566316,3629518.2063667043,3623302.3879311117,3621410.8721300787,3650661.026700406,3646101.65246972
2015-03-16,3644633.681198683,3599404.7799737533,3651706.0142094577,3640665.234356632,3616503.4563667043,3610420.087931112,3608583.422130079,3637584.226700406,3632955.002469721
2015-03-17,3666134.731198683,3614419.179973753,3671827.6642094576,3656873.984356632,3631896.7063667043,3625657.137931112,3623757.1221300787,3653785.476700406,3648710.4024697207
2015-03-18,3707978.1311986833,3646922.129973753,3711465.664209457,3692536.634356632,3665250.856366704,3658690.3879311117,3656631.1221300787,3689416.576700406,3682694.0524697206
2015-03-19,3733066.581198683,3664926.129973753,3735687.514209457,3712411.734356632,3683713.806366704,3676968.1879311115,3674828.8721300787,3709279.8267004057,3701732.7524697203
2015-03-20,3722985.531198683,3657355.579973753,3727053.9642094574,3704059.034356632,3675940.006366704,3669261.687931112,3667165.9221300785,3700941.4267004062,3693937.7024697205
2015-03-23,3727249.8941325215,3660344.673931334,3730987.2030616696,3707479.16091422,3678975.063568653,3672278.9373109844,3670174.208094327,3704359.1345634633,3697084.7638858934
2015-03-24,3734591.701241256,3669726.1239313344,3738207.9674413614,3716576.61091422,3688566.963568653,3681791.9373109844,3679646.908094327,3713444.184563463,3706536.0638858937
2015-03-25,3711746.651241256,3649037.594477762,3715994.167441361,3694925.361305613,3667397.0122585427,3660811.397953901,3658751.2336570127,3691806.169483205,3685178.179272784
2015-03-26,3709307.501241256,3651318.494477762,3714607.4174413616,3696519.3613056135,3669721.562258543,3663121.647953901,3661049.533657013,3693393.869483205,3687315.0792727843
2015-03-27,3672301.7274674047,3613845.7573634568,3677747.7230009357,3658301.2938267756,3631445.366295536,3625161.8123849453,3623233.2529342873,3655206.085920604,3648887.562000842
2015-03-30,3695912.399922312,3631656.829435078,3701257.4753176724,3678237.042812381,3649670.4869173896,3643206.1489167395,3641210.262527741,3675132.3467486943,3667776.5591365593
2015-03-31,3725751.796579653,3654571.98087471,3729109.1353629744,3702621.1246938505,3672863.247794597,3666430.7097941185,3664343.7266330025,3699496.365369143,3691217.76182776
2015-04-01,3712417.53145397,3643923.051351342,3717090.6333235065,3691610.8265037406,3662015.6931429594,3655647.6314825644,3653600.04588935,3688494.1450858973,3680373.769416753
2015-04-02,3737934.4646255933,3667730.051351342,3741443.300282496,3715455.7730054893,3686343.493142959,3679744.0314825643,3677616.14588935,3712326.7879705634,3704576.119416753
2015-04-07,3751211.4146255935,3680550.051351342,3754612.8002824965,3728535.623005489,3699125.8291276526,3692734.8314825646,3690555.2958893506,3725394.437970564,3717388.363900806
2015-04-08,3730861.5646255934,3659258.351351342,3733606.9502824964,3706936.073005489,3677427.4791276525,3671180.8814825644,3669073.1958893505,3703802.7879705634,3695638.4139008056
2015-04-09,3753316.4146255935,3679988.201351342,3756842.8502824963,3729015.023005489,3699044.2791276528,3692148.3814825644,3689976.89588935,3725868.0379705634,3717711.7639008053
2015-04-10,3765206.3646255936,3689164.3013513424,3767189.8502824963,3738326.173005489,3707784.879127653,3701464.6314825644,3699244.2458893503,3735163.687970564,3726456.9139008056
2015-04-13,3778717.3646255936,3698966.051351342,3781198.5002824967,3749693.573005489,3718124.879127653,3711371.2314825645,3709127.64588935,3746531.637970564,3737362.6639008056
2015-04-14,3780073.4146255935,3699462.751351342,3782751.6502824966,3750520.0230054893,3718549.6791276527,3711887.0314825643,3709634.3458893504,3747351.5879705637,3737859.7639008053
2015-04-15,3739814.9646255933,3661550.751351342,3741876.900282496,3711064.7730054893,3679627.1791276527,3673496.931482564,3671379.4458893505,3707916.2379705636,3698681.363900806
2015-04-16,3773486.6646255935,3690455.4764876603,3775162.6002824963,3741998.1065224833,3708960.1259013545,3702752.180862614,3700530.719540335,3738819.272090828,3728793.588929776
2015-04-17,3749194.5337797063,3671397.02648766,3750618.9385480997,3720942.8565224833,3688929.200210102,3683466.680862614,3681311.219540335,3717783.772090828,3708028.6777962605
2015-04-20,3754371.4837797065,3676435.92648766,3754731.3385481,3725045.9189917143,3693700.2502101017,3688576.0808626143,3686399.919540335,3721886.374553209,3712469.37779626
2015-04-21,3760892.3337797066,3681577.52648766,3761270.9885481,3730103.2689917143,3698626.050210102,3693770.5808626143,3691586.319540335,3726948.4745532093,3717462.02779626
2015-04-22,3779102.7837797063,3695853.62648766,3779706.4385481,3746343.4189917147,3713643.750210102,3708215.2808626145,3705983.7195403352,3743176.6745532095,3733039.5777962604
2015-04-23,3910805.6837797067,3798695.9764876603,3906446.6885481,3857963.7189917145,3819123.5002101017,3812328.380862614,3809734.719540335,3854723.7745532095,3840652.12779626
2015-04-24,3921059.633779707,3809966.37648766,3916616.8385481,3869070.1689917143,3830717.000210102,3823724.4808626142,3821097.419540335,3865823.6745532095,3852149.8777962606
2015-04-27,3955944.6337797064,3852722.77648766,3952529.4385481,3910971.968991714,3874636.1502101016,3866982.580862614,3864207.469540335,3907681.0245532095,3895650.2277962603
2015-04-28,3969343.283779707,3865195.7264876603,3966503.6885481,3924523.3689917144,3887562.450210102,3879601.6808626144,3876781.969540335,3921215.1745532095,3908974.37779626
2015-04-29,3917866.3337797066,3820209.37648766,3916940.3385481,3877740.4689917145,3841542.600210102,3834063.580862614,3831401.819540335,3874466.3245532094,3862722.52779626
2015-04-30,3887293.9837797065,3796278.7764876606,3887117.9885481,3851464.7189917145,3816898.750210102,3809844.780862614,3807265.269540335,3848210.5245532095,3837398.77779626
2015-05-04,3906757.783779707,3818389.02648766,3909001.3885481,3874203.068991714,3839378.050210102,3832219.880862614,3829561.169540335,3870922.0745532094,3860220.9777962603
2015-05-05,3896368.2337797065,3811398.7264876603,3898772.9885481,3865949.9689917145,3831854.700210102,3825154.380862614,3822514.869540335,3862675.1745532095,3852333.8277962604
2015-05-06,3902681.3837797064,3810793.57648766,3903391.9385480997,3866635.968991714,3831343.5502101015,3824539.880862614,3821908.819540335,3863371.274553209,3852160.02779626
2015-05-07,3859550.483779707,3766177.8264876604,3859287.7385481005,3820983.9189917147,3785825.3502101023,3779372.380862614,3776908.019540335,3817766.1745532095,3806449.8777962606
2015-05-08,3866786.8337797066,3772177.52648766,3866470.7885481,3827479.8689917144,3791980.5002101017,3785448.380862614,3782957.169540335,3824247.4245532095,3812771.77779626
2015-05-11,3859720.3337797066,3766330.32648766,3859869.9885480995,3821031.9689917145,3785900.050210102,3779526.0808626143,3777058.1195403347,3817804.4245532095,3806565.5777962604
2015-05-12,3876675.3837797064,3784857.3264876604,3876415.0885481,3839915.9689917145,3805111.050210102,3798277.6808626144,3795740.869540335,3836669.374553209,3825744.2777962605
2015-05-13,3901547.9337797067,3808088.52648766,3899833.9385480997,3863855.218991714,3829004.050210102,3821810.680862614,3819184.069540335,3860594.3245532094,3849475.6777962605
