date,nav_core,nav_alpha,nav_combined,exposure_e45,core_w,alpha_w,cash_w,ret_combined
2019-01-24,2437817.078373804,617340.968925772,3055158.047299575,0.9268787819253356,0.8,0.1853757563850671,0.0146242436149328,0.0013103867928834
2019-01-25,2446218.5987358885,622090.1486013175,3068308.7473372063,0.9268787819253356,0.8,0.1853757563850671,0.0146242436149328,0.0042956555149232
2019-01-28,2443263.1838575853,623844.2198542438,3067107.4037118293,0.930534842829069,0.8,0.1861069685658138,0.0138930314341861,-0.0004025968756461
2019-01-29,2447256.3344770297,622150.1457335628,3069406.4802105925,0.930534842829069,0.8,0.1861069685658138,0.0138930314341861,0.000764373064456
2019-01-30,2448491.409943572,624439.5461718984,3072930.95611547,0.930534842829069,0.8,0.1861069685658138,0.0138930314341861,0.0011397060486108
2019-02-11,2441975.567682096,632213.7088374075,3074189.2765195034,0.930534842829069,0.8,0.1861069685658138,0.0138930314341861,0.0003610320139537
2019-02-12,2450662.9412749344,629961.6292283504,3080624.5705032847,0.930534842829069,0.8,0.1861069685658138,0.0138930314341861,0.0021335723991401
2019-02-13,2439550.0990473893,635314.1486943954,3074864.247741785,0.9340081006876156,0.8,0.1868016201375231,0.0131983798624768,-0.0019283855354087
2019-02-14,2437517.948117245,631446.9764589189,3068964.924576164,0.9340081006876156,0.8,0.1868016201375231,0.0131983798624768,-0.0018838065943909
2019-02-15,2431299.6757780984,635352.786700415,3066652.4624785134,0.9340081006876156,0.8,0.1868016201375231,0.0131983798624768,-0.0008037554364101
2019-02-18,2449316.4012050154,636946.3510690668,3086262.752274082,0.9340081006876156,0.8,0.1868016201375231,0.0131983798624768,0.006429892878592
2019-02-19,2449276.5984973195,637176.9643327667,3086453.5628300863,0.9340081006876156,0.8,0.1868016201375231,0.0131983798624768,5.941171700658128e-05
2019-02-20,2462031.9052737425,636558.813271483,3098590.718545225,0.9373076956532348,0.8,0.1874615391306469,0.0125384608693529,0.0039722002131755
2019-02-21,2467684.837595205,639003.0352393346,3106687.8728345395,0.9373076956532348,0.8,0.1874615391306469,0.0125384608693529,0.0026047833019713
2019-02-22,2471732.135308694,641684.7149962214,3113416.850304916,0.9373076956532348,0.8,0.1874615391306469,0.0125384608693529,0.0021514279003027
2019-02-25,2479107.977057771,641292.4280562601,3120400.405114031,0.9373076956532348,0.8,0.1874615391306469,0.0125384608693529,0.0022649946699119
2019-02-26,2475307.910706737,641766.1883217387,3117074.099028476,0.9373076956532348,0.8,0.1874615391306469,0.0125384608693529,-0.0010785172173847
2019-02-27,2496196.5618904764,642021.4576049957,3138218.0194954723,0.9404423108705732,0.8,0.1880884621741146,0.0119115378258853,0.006830599478032
2019-03-04,2485801.7287356933,639601.2287396448,3125402.957475338,0.9404423108705732,0.8,0.1880884621741146,0.0119115378258853,-0.0040853551213753
2019-03-05,2484227.663565472,635691.1764386586,3119918.8400041307,0.9404423108705732,0.8,0.1880884621741146,0.0119115378258853,-0.0017292310213577
2019-03-06,2493135.5549394386,636156.1843640214,3129291.73930346,0.9404423108705732,0.8,0.1880884621741146,0.0119115378258853,0.0030149231421794
2019-03-07,2484142.2139891484,637407.5977919011,3121549.8117810497,0.9404423108705732,0.8,0.1880884621741146,0.0119115378258853,-0.0024923632311548
2019-03-08,2479232.324455593,632998.8755203277,3112231.1999759204,0.9434201953270444,0.8,0.1886840390654089,0.011315960934591,-0.0029645234092994
2019-03-11,2483785.2662569783,630838.8038050628,3114624.0700620413,0.9434201953270444,0.8,0.1886840390654089,0.011315960934591,0.0007866573464866
2019-03-12,2500340.781233001,635372.5133042895,3135713.2945372905,0.9434201953270444,0.8,0.1886840390654089,0.011315960934591,0.0067697089527484
2019-03-13,2507226.3092278973,635602.672041193,3142828.9812690904,0.9434201953270444,0.8,0.1886840390654089,0.011315960934591,0.0022755170925434
2019-03-14,2501159.162351258,635300.5778609407,3136459.740212199,0.9434201953270444,0.8,0.1886840390654089,0.011315960934591,-0.0020309488161203
2019-03-15,2511559.697818405,636182.6104217264,3147742.3082401315,0.9462491855606924,0.8,0.1892498371121384,0.0107501628878614,0.0036043030019489
2019-03-18,2528242.121198107,640223.0009151872,3168465.122113294,0.9462491855606924,0.8,0.1892498371121384,0.0107501628878614,0.0065840034337783
2019-03-19,2538818.869281234,643026.8710943818,3181845.740375616,0.9462491855606924,0.8,0.1892498371121384,0.0107501628878614,0.0042226558722861
2019-03-20,2545714.0927791004,642569.3054788138,3188283.398257914,0.9462491855606924,0.8,0.1892498371121384,0.0107501628878614,0.0020304181115474
2019-03-21,2553259.5608522724,646180.56583546,3199440.1266877325,0.9462491855606924,0.8,0.1892498371121384,0.0107501628878614,0.0034951975370936
