date,nav_alpha
2020-05-04,581653.072031577
2020-05-05,590818.0692865057
2020-05-06,590109.8110410486
2020-05-07,587196.1958565105
2020-05-08,593282.1258571205
2020-05-11,593984.6809896614
2020-05-12,593096.4510914506
2020-05-13,594108.5131873563
2020-05-14,596171.4124386873
2020-05-15,595747.7108013227
2020-05-18,592875.4284237344
2020-05-19,599205.8877423304
2020-05-20,595501.960428379
2020-05-21,594465.8114589191
2020-05-22,597567.2314601244
2020-05-25,591400.2238551435
2020-05-26,598144.3893973872
2020-05-27,600321.5955482768
2020-05-28,599749.6036925559
2020-05-29,594493.5433250058
2020-06-01,601223.4083543458
2020-06-02,606198.7476271054
2020-06-03,607920.7154284981
2020-06-04,609478.7802580155
2020-06-05,610113.8635599955
2020-06-08,612363.7412567287
2020-06-09,612044.6431867229
2020-06-10,612207.3159559744
2020-06-11,614764.7555812914
2020-06-12,599746.3640938513
2020-06-15,606638.2076791533
2020-06-16,607774.7517874832
2020-06-17,611249.955491921
2020-06-18,611378.1344933946
2020-06-19,615158.8667377357
2020-06-22,616807.3622336211
2020-06-23,620276.9097626858
2020-06-24,621107.270186402
2020-06-29,617665.8181001855
2020-06-30,621621.848870863
2020-07-01,621438.1591897178
2020-07-02,625222.6937139864
2020-07-03,631597.0111704256
2020-07-06,636786.1344648552
2020-07-07,645075.0147811116
2020-07-08,638750.627191591
2020-07-09,648504.0345042143
2020-07-10,644845.35116603
2020-07-13,645093.678134359
2020-07-14,644356.8772474787
2020-07-15,646552.8928409077
2020-07-16,643788.7053415672
2020-07-17,643791.3417731182
2020-07-20,641756.0163614327
2020-07-21,642410.1168205723
2020-07-22,645540.6087221868
2020-07-23,652674.4260114047
2020-07-24,652631.3365865396
2020-07-27,650693.9462379041
2020-07-28,655635.9249993663
2020-07-29,651726.0725642244
2020-07-30,658744.6952551771
2020-07-31,658605.6038017273
2020-08-03,658764.6620202464
2020-08-04,652953.880168057
2020-08-05,659180.6346472327
2020-08-06,663197.057802247
2020-08-07,660406.9858199982
2020-08-10,653475.9139118926
2020-08-11,652527.1245111283
2020-08-12,648352.6002655139
2020-08-13,650148.0421548574
2020-08-14,646000.9168237821
2020-08-17,652910.6020899345
2020-08-18,655618.6099907913
2020-08-19,656083.4875854527
2020-08-20,646763.1355629495
2020-08-21,639531.0623073946
2020-08-24,639960.6314267513
2020-08-25,642149.3022919319
2020-08-26,644559.839052881
2020-08-27,647632.1289495814
2020-08-28,643436.444539691
2020-08-31,644096.5823339329
2020-09-01,639705.9847718327
2020-09-02,640099.7114205873
2020-09-03,641213.8288342202
2020-09-04,635187.2260812676
2020-09-07,638074.4408347541
2020-09-08,638340.8880051209
2020-09-09,632761.2516708755
2020-09-10,639168.411690489
2020-09-11,639755.6382358769
2020-09-14,640933.2254784654
2020-09-15,643508.7294563609
2020-09-16,646378.8620310813
2020-09-17,645386.565572928
2020-09-18,643901.3793545056
2020-09-21,643922.822801174
2020-09-22,637542.8702069224
2020-09-23,633782.5856591144
2020-09-24,625311.9755383888
2020-09-25,620364.5033220984
2020-09-28,618767.7624805897
2020-09-29,629123.4436513664
2020-09-30,629472.3047555459
2020-10-05,633711.079416742
2020-10-06,632447.4482191948
2020-10-07,631815.5697315857
2020-10-08,635377.6104354593
2020-10-12,639186.4044511276
2020-10-13,638575.9989091338
2020-10-14,637326.9546166185
2020-10-15,636411.911731611
2020-10-16,635586.3189702019
2020-10-19,634461.5069884615
2020-10-20,636660.4290261397
2020-10-21,637936.5607380866
2020-10-22,633530.7528798634
2020-10-23,638789.4553082933
2020-10-26,640222.8028676533
2020-10-27,637763.5064205908
2020-10-28,642156.1236147666
2020-10-29,635137.708124278
2020-10-30,635137.407453731
2020-11-02,634940.8171914181
2020-11-03,636095.3271313221
2020-11-04,640244.7940540918
2020-11-05,644343.2146786924
2020-11-06,645346.4514276187
2020-11-09,652275.3859924847
2020-11-10,655848.0862288852
2020-11-11,656333.1471030904
2020-11-12,669175.5094992706
2020-11-13,665176.4787413724
2020-11-16,672002.0088304518
2020-11-17,677871.78550122
2020-11-18,676010.6909716442
2020-11-19,676580.7310144118
2020-11-20,676217.8901951141
2020-11-23,677822.7851645747
2020-11-24,683863.6121188535
2020-11-25,684345.8371223338
2020-11-26,679863.0773728024
2020-11-27,683356.6428849149
2020-11-30,690317.5647559625
2020-12-01,690057.0747869905
2020-12-02,695618.0670578227
2020-12-03,701635.0982485787
2020-12-04,704598.0602089232
2020-12-07,714311.0038846789
2020-12-08,710071.9041462812
2020-12-09,714857.7809470382
2020-12-10,716540.3411749889
2020-12-11,720564.2177704258
2020-12-14,719986.1959186965
2020-12-15,717541.0741134504
2020-12-16,712245.8569389805
2020-12-17,717451.982183314
2020-12-18,713426.8702836741
2020-12-21,710645.173589004
2020-12-22,714598.0414918519
2020-12-23,711003.1687375576
2020-12-24,716664.5066391384
2020-12-25,718658.6476288594
2020-12-28,722087.7207684461
2020-12-29,726392.5233900233
2020-12-30,728673.6596640659
2020-12-31,741641.2642928882
2021-01-04,738303.8624736558
2021-01-05,746596.9640114376
2021-01-06,756159.5519096925
2021-01-07,757204.8050808541
2021-01-08,769802.44490985
2021-01-11,775687.820296552
2021-01-12,783597.6740824872
2021-01-13,778314.7386788413
2021-01-14,789719.9136854657
2021-01-15,796357.1128918085
2021-01-18,778375.6396086274
2021-01-19,776934.4367836476
2021-01-20,783269.8916946915
2021-01-21,773908.1558864802
2021-01-22,776043.3772700919
2021-01-25,777830.8591336579
2021-01-26,785593.3640545078
2021-01-27,774309.578001475
2021-01-28,763146.1642735474
2021-01-29,767078.8071450818
2021-02-01,749136.6132192012
2021-02-02,766068.3709695666
2021-02-03,778365.6199103394
2021-02-04,772929.8649921019
2021-02-05,779678.6565357513
2021-02-17,799993.0788155234
2021-02-18,807608.6154473101
2021-02-19,803364.8681314888
2021-02-22,804972.6523997153
2021-02-23,795546.6934712807
2021-02-24,802606.5182676011
2021-02-25,807938.8933625477
2021-02-26,795956.9393398438
2021-03-02,801777.104564329
2021-03-03,794185.421539492
2021-03-04,797603.2002162568
2021-03-05,780588.7656448772
2021-03-08,794457.0425969462
2021-03-09,787012.1319542639
2021-03-10,796119.8605171845
2021-03-11,798089.936203751
2021-03-12,807888.4493010229
2021-03-15,807733.7369733376
2021-03-16,811481.3484579324
2021-03-17,812645.2084433625
2021-03-18,817845.2280238826
2021-03-19,815348.0586731919
2021-03-22,815176.5382406963
2021-03-23,822204.3415493424
2021-03-24,818685.7294290728
2021-03-25,819293.1849043064
2021-03-26,829725.1379595525
2021-03-29,838590.1761026359
2021-03-30,844800.4455548307
2021-03-31,846201.0909067604
2021-04-01,847712.4690128454
2021-04-06,849220.3966905542
2021-04-07,850202.5062200255
2021-04-08,848300.4980110866
2021-04-09,851590.3690504195
2021-04-12,854660.5787516177
2021-04-13,857549.8600451804
2021-04-14,853941.2476019621
2021-04-15,855212.5737234855
2021-04-16,867736.8273103508
2021-04-19,877833.5258610814
2021-04-20,890519.348627122
2021-04-21,889596.5112464507
2021-04-22,903311.4872921115
2021-04-23,895883.2851339214
2021-04-26,907529.4592192364
2021-04-27,923869.5191899418
2021-04-28,929397.27117348
2021-04-29,940857.7870580866
2021-05-03,930502.2499534537
2021-05-04,916592.4533393838
2021-05-05,887487.1003247062
2021-05-06,892088.7757895357
2021-05-07,894871.9579189231
2021-05-10,897330.1112689554
2021-05-11,885474.4728237374
2021-05-12,861441.3877369758
2021-05-13,813601.9428070444
2021-05-14,833445.7537068014
2021-05-17,800236.4834033704
2021-05-18,815222.6317339758
2021-05-19,839805.2312330273
2021-05-20,840792.6826187467
2021-05-21,856309.6495127946
2021-05-24,839192.7385587441
2021-05-25,846453.2990887081
2021-05-26,847266.7314506709
2021-05-27,844269.2227139623
2021-05-28,849457.1944048498
2021-05-31,853409.9211795684
2021-06-01,857647.0876730414
2021-06-02,860794.0606078611
2021-06-03,861201.5970060828
2021-06-04,853826.2357742247
2021-06-07,853022.7310712897
2021-06-08,854909.9569279201
2021-06-09,851936.2907337082
2021-06-10,850129.8902460994
2021-06-11,850627.8554348801
2021-06-15,850155.3181347112
2021-06-16,845604.6066752559
2021-06-17,841656.5174138318
2021-06-18,846779.8814773484
2021-06-21,839433.5495145217
2021-06-22,838223.7718048223
2021-06-23,844781.90867639
2021-06-24,851221.9874980607
2021-06-25,854175.2834049505
2021-06-28,852357.921623448
2021-06-29,850637.6948569458
2021-06-30,848447.5317555846
2021-07-01,849613.84074134
2021-07-02,842661.0492311015
2021-07-05,850494.4290262898
2021-07-06,855488.177977891
2021-07-07,855230.7206783304
2021-07-08,866186.155914639
2021-07-09,864512.1179841544
2021-07-12,875442.6417471644
2021-07-13,882870.4771695363
2021-07-14,883931.2915059221
2021-07-15,887152.0699335602
2021-07-16,884491.4731229445
2021-07-19,894166.1088890181
2021-07-20,886373.8181108164
2021-07-21,894611.0291535428
2021-07-22,890634.8813904015
2021-07-23,901525.0619402633
2021-07-26,889072.3007376504
2021-07-27,885756.3735981432
2021-07-28,860564.4143485157
2021-07-29,867643.504446076
2021-07-30,872859.8139546054
2021-08-02,868324.933222368
2021-08-03,874151.6958592407
2021-08-04,884680.4826509131
2021-08-05,883193.4101940048
2021-08-06,883987.903954428
2021-08-09,873751.6465032072
2021-08-10,867561.5116665686
2021-08-11,859425.1414998043
2021-08-12,856573.0611106456
2021-08-13,858023.1186233042
2021-08-16,841782.9928458658
2021-08-17,839910.7024511242
2021-08-18,819324.4316363852
2021-08-19,834842.6599258432
2021-08-20,826549.8847658386
2021-08-23,832592.6305768216
2021-08-24,845472.4169268085
2021-08-25,845661.7690741159
2021-08-26,859536.44164442
2021-08-27,848832.8524266395
2021-08-30,866929.4504280898
2021-08-31,870235.4695785142
2021-09-01,876865.6821825975
2021-09-02,880480.7809287655
2021-09-03,878020.1225261191
2021-09-06,889635.6955646183
2021-09-07,889512.4818118556
2021-09-08,879388.693650522
2021-09-09,866033.6757953663
2021-09-10,877593.0702280769
2021-09-13,885464.6418097363
2021-09-14,888202.5837159858
2021-09-15,888866.4332604894
2021-09-16,887373.3258112705
2021-09-17,882201.5186159596
2021-09-22,855563.9411747439
2021-09-23,869117.4490290504
2021-09-24,876501.614424018
2021-09-27,874739.6458790777
2021-09-28,867797.2097847323
2021-09-29,851074.7175544475
2021-09-30,845137.3079894744
2021-10-01,843320.37064586
2021-10-04,838088.1735825413
2021-10-05,815320.8809447042
2021-10-06,830963.2645893281
2021-10-07,825846.1371622427
2021-10-08,847901.6202176968
2021-10-12,839067.4400126204
2021-10-13,848089.4007345418
2021-10-14,839781.2008173527
2021-10-15,858679.265603093
2021-10-18,855981.4656485899
2021-10-19,851641.3322605651
2021-10-20,869177.5293384611
2021-10-21,869801.3838645032
2021-10-22,867918.8729603512
2021-10-25,870303.9750906605
2021-10-26,882832.1130837583
2021-10-27,887609.6963692957
2021-10-28,907948.0054313967
2021-10-29,921322.6638065478
2021-11-01,920191.6399168554
2021-11-02,920097.5144199792
2021-11-03,915677.3436890536
2021-11-04,920547.7759663127
2021-11-05,916506.9907158557
2021-11-08,925238.4917163262
2021-11-09,933581.9775210378
2021-11-10,934176.0645606389
2021-11-11,929796.1245366442
2021-11-12,944445.650196423
2021-11-15,948936.8572900244
2021-11-16,949524.9758934684
2021-11-17,959066.5331519968
2021-11-18,969931.8529099993
2021-11-19,975499.2941285237
2021-11-22,965406.9066969249
2021-11-23,957684.4866224591
2021-11-24,955902.1151511291
2021-11-25,965922.2296988983
2021-11-26,949819.3556237034
2021-11-29,915353.2605535777
2021-11-30,930862.38709744
2021-12-01,927200.9138637456
2021-12-02,934426.0662311735
2021-12-03,938377.0416469778
2021-12-06,936910.4212979431
2021-12-07,943613.4363144196
2021-12-08,954005.9020017827
2021-12-09,956931.2391964541
2021-12-10,953625.9072427128
2021-12-13,962457.1648109161
2021-12-14,955167.7987417529
2021-12-15,943759.455481957
2021-12-16,957173.5902757098
2021-12-17,950999.9158856126
2021-12-20,950941.9381569636
2021-12-21,946598.3858312633
2021-12-22,953737.1142760167
2021-12-23,956013.9710527621
2021-12-24,964080.5347209198
2021-12-27,967714.3516435509
2021-12-28,974054.9636491465
2021-12-29,982152.0998124643
2021-12-30,981030.3953834967
2022-01-03,987084.6530976853
2022-01-04,978463.7988932496
2022-01-05,980419.8312083951
2022-01-06,972405.5819557133
2022-01-07,978314.3045942215
2022-01-10,953298.8706886176
2022-01-11,962313.7446422259
2022-01-12,974151.7312744705
2022-01-13,972723.6529531995
2022-01-14,976814.9762150911
2022-01-17,974562.7770629809
2022-01-18,980788.2255482713
2022-01-19,971420.4088243131
2022-01-20,972531.1781004879
2022-01-21,958950.874921363
2022-01-24,944172.0356833179
2022-01-25,937391.1424689015
2022-01-26,929317.0526265325
2022-02-07,938820.2237010318
2022-02-08,953366.1001126518
2022-02-09,959963.1384470395
2022-02-10,962100.413777861
2022-02-11,955061.9093296044
2022-02-14,949056.4982672478
2022-02-15,949944.7685246811
2022-02-16,953645.0521341447
2022-02-17,954953.9776144008
2022-02-18,947670.8625757997
2022-02-21,950287.4694547358
2022-02-22,952761.0420066867
2022-02-23,945669.4628586904
2022-02-24,942662.0292868891
2022-02-25,932749.2041444344
2022-03-01,934551.1123668615
2022-03-02,939697.8942220066
2022-03-03,942979.0907119325
2022-03-04,936234.0394309052
2022-03-07,923460.3781980508
2022-03-08,903713.9368251036
2022-03-09,902333.9598633439
2022-03-10,913050.5380232239
2022-03-11,918504.4870746838
2022-03-14,919953.2983210873
2022-03-15,918425.6929572845
2022-03-16,918147.7745293961
2022-03-17,926467.7820384563
2022-03-18,941632.1974643857
2022-03-21,947899.9485716476
2022-03-22,947819.3277400252
2022-03-23,959670.5121445116
2022-03-24,953485.4451885021
2022-03-25,955050.248987318
2022-03-28,952710.7060491915
2022-03-29,957620.8498047435
2022-03-30,960785.2499933561
2022-03-31,960528.9816237948
2022-04-01,954531.6983476403
2022-04-06,957649.6365346528
2022-04-07,962145.949238648
2022-04-08,955431.4285350731
2022-04-11,959149.2545386684
2022-04-12,925123.4661525859
2022-04-13,939330.1339362774
2022-04-14,951686.4187430459
2022-04-15,939913.6843506135
2022-04-18,906970.4326904905
2022-04-19,926242.5054350351
2022-04-20,928527.9803437528
2022-04-21,930026.620843415
2022-04-22,924396.3550600907
2022-04-25,889206.8142416682
2022-04-26,883084.930281232
2022-04-27,875763.2768211799
2022-04-28,877377.5793722722
2022-04-29,883393.7477260334
2022-05-03,871269.9413851608
2022-05-04,889607.149077126
2022-05-05,903123.0286832791
2022-05-06,869682.3633587322
2022-05-09,857595.3750933947
2022-05-10,825709.7775329319
2022-05-11,855685.1119073646
2022-05-12,854785.0796807149
2022-05-13,870789.6277383188
2022-05-16,889587.7467069397
2022-05-17,875406.2709254704
2022-05-18,893151.087891042
2022-05-19,869862.3700845907
2022-05-20,887278.8614305527
2022-05-23,890110.7787083593
2022-05-24,885046.8092025837
2022-05-25,869655.7310273681
2022-05-26,880946.4889360832
2022-05-27,881068.6341046868
2022-05-30,903387.3840816752
2022-05-31,911333.6311991699
2022-06-01,920120.6008784103
2022-06-02,920641.5596345009
2022-06-06,917616.5814251733
2022-06-07,920648.7585204882
2022-06-08,928258.6873060279
2022-06-09,918627.33265218
2022-06-10,918464.1026156248
2022-06-13,901265.6384951909
2022-06-14,880096.8493779288
2022-06-15,883370.450607942
2022-06-16,889326.8208408284
2022-06-17,848925.2398465966
2022-06-20,850070.7602693392
2022-06-21,829877.6793292442
2022-06-22,847785.1998376584
2022-06-23,826658.186658453
2022-06-24,825488.132202647
2022-06-27,850542.6750344803
2022-06-28,868147.6072882772
2022-06-29,839237.9490976094
2022-06-30,833449.4689914734
2022-07-01,807867.495855861
2022-07-04,771973.3468175288
2022-07-05,787348.5125838876
2022-07-06,786933.9664485476
2022-07-07,779494.8137717751
2022-07-08,808281.4854953657
2022-07-11,819783.2003839269
2022-07-12,794515.2815745347
2022-07-13,796725.6004704597
2022-07-14,777507.3227562585
2022-07-15,800436.8794943952
2022-07-18,813114.2423524684
2022-07-19,821893.6825775368
2022-07-20,842036.7046807529
2022-07-21,845194.3419988572
2022-07-22,864888.5526601908
2022-07-25,853230.5468565456
2022-07-26,844575.7081730516
2022-07-27,828957.302541795
2022-07-28,847031.379625593
2022-07-29,832590.8814206764
2022-08-01,832683.33311411
2022-08-02,823373.1750174116
2022-08-03,817946.9383783189
2022-08-04,812253.4739197164
2022-08-05,814305.1906121525
2022-08-08,817692.3917806802
2022-08-09,820989.9062536937
2022-08-10,817860.1481199502
2022-08-11,826238.3664100636
2022-08-12,829398.9308318824
2022-08-15,849395.865452789
2022-08-16,866051.479956086
2022-08-17,858946.5637209293
2022-08-18,856065.0633562548
2022-08-19,859228.9558518314
2022-08-22,854761.481570073
2022-08-23,851591.5933473338
2022-08-24,850634.0082620721
2022-08-25,851683.2444043654
2022-08-26,855363.9688781912
2022-08-29,838745.5670792467
2022-08-30,844559.9636540303
2022-08-31,842585.9398185905
2022-09-01,849759.5276870817
2022-09-02,837021.8355293876
2022-09-05,826562.1694836769
2022-09-06,817275.1555215718
2022-09-07,794360.002268221
2022-09-08,800830.9820861316
2022-09-12,810409.3206295155
2022-09-13,818836.7108639295
2022-09-14,783853.053458054
2022-09-15,801310.0505331473
2022-09-16,798580.6474459502
2022-09-19,796236.5679822225
2022-09-20,793556.0247469364
2022-09-21,794659.6049166697
2022-09-22,783579.4112881065
2022-09-23,786328.4904556539
2022-09-26,768743.8432650985
2022-09-27,763779.5064644862
2022-09-28,761603.1053432871
2022-09-29,749456.9994254623
2022-09-30,743213.8856172354
2022-10-03,738477.089401052
2022-10-04,741309.1207964902
2022-10-05,748331.1272435976
2022-10-06,751441.9840110916
2022-10-07,749115.9493602841
2022-10-11,737068.4525177139
2022-10-12,732705.5931802528
2022-10-13,737768.1144044829
2022-10-14,729282.7318426704
2022-10-17,723050.5371439729
2022-10-18,741825.1364825356
2022-10-19,738394.5044565208
2022-10-20,725172.3913349679
2022-10-21,721418.1139375789
2022-10-24,725607.4962109595
2022-10-25,725666.8267098981
2022-10-26,710202.586006622
2022-10-27,708816.6105109814
2022-10-28,716263.3562104448
2022-10-31,714506.4357839032
2022-11-01,718937.4900354012
2022-11-02,728536.3283203441
2022-11-03,725278.9449915465
2022-11-04,737524.0646492642
2022-11-07,757173.8481766493
2022-11-08,774233.8826301846
