date,nav_base,nav_fin_rs_soft_tilt_exdiv,nav_fin_mix_l75,nav_fin_kd_opt
2016-04-26,611841884.5406675,605071944.3330634,608350569.1499795,610491581.2946974
2016-04-27,611445083.8406675,604719290.0748446,607979738.0499794,610240942.4946975
2016-04-28,605731565.7406675,598935936.1748446,602091104.6499795,604134306.9946975
2016-04-29,606594154.18949,599901621.7310576,603251188.9119977,605607392.9884806
2016-05-03,612473653.1503321,606637565.3743706,609919290.1307421,613405837.8368579
2016-05-04,609853768.879796,604048161.7361488,607364560.5623062,610962690.2926137
2016-05-05,604194900.1616603,598277080.826855,601881872.1836916,605622421.291743
2016-05-06,602382957.3696874,596703087.088943,599956374.5527345,603549082.5085353
2016-05-09,603206521.9702303,597765453.6172963,600373736.168222,603781488.0455065
2016-05-10,604881216.3228116,599886835.3411696,602024564.9537169,605718444.3990872
2016-05-11,602587855.6139586,596714803.9552877,599596600.1586925,602702796.0460266
2016-05-12,606016647.5550145,599677225.8126336,602921436.9097663,605714939.3369683
2016-05-13,612022202.6939102,604698829.5837189,608231985.4178011,610353842.7769579
2016-05-16,605079984.4355665,599146848.1713367,602078819.5483915,605152070.9498105
2016-05-17,606824172.4641206,600255652.5739067,603821698.0983914,606431359.3288649
2016-05-18,612261640.2835497,605208190.719602,609196090.2483914,611560543.0788649
2016-05-19,606096772.5335497,598495535.869602,602963955.3326497,604921256.7812146
2016-05-20,605958912.7335497,599384569.969602,602971280.4326496,605563418.8812146
2016-05-23,611789786.4835497,605285928.9196019,608233040.0826497,610878349.1312146
2016-05-24,612305956.476203,604889744.245583,608876444.5185819,611030737.0805687
2016-05-25,615173059.076203,607803189.5455831,611605594.9685819,613729528.0805687
2016-05-26,615673860.5338308,608257566.6253788,611943707.4347545,614051635.0029951
2016-05-27,621808961.7975155,612563103.6838212,617835376.4979216,618941053.0695914
2016-05-30,623355295.481134,614517120.6985005,619616422.4853057,621024145.4313442
2016-05-31,621996820.937005,614891502.256427,618575879.5309321,621059118.7357732
2016-06-01,628102905.0905405,620656303.4832685,624527180.3695623,626856330.4502121
2016-06-02,628299489.1409713,621558788.3776423,624660300.9519178,627388338.9957448
2016-06-03,630912095.1348213,623457417.934051,627293055.2211066,629517756.8118011
2016-06-04,629482113.3536717,622093536.2684501,625792141.1980348,628118813.2365258
2016-06-06,631220247.052093,623184955.2259622,627426109.9527459,629220238.9022717
2016-06-07,639401123.4741181,631012673.3005396,635594710.3157386,637204573.0006526
2016-06-08,644791951.548267,636445675.194378,640939398.6202608,642626006.3455136
2016-06-13,631367261.9009268,624388577.5624621,627710208.4421874,630344927.08191
2016-06-14,634468288.7468064,627282457.4409355,630829978.7264645,633349508.8838805
2016-06-15,635765343.6468064,628207390.3909354,632068841.1764644,634295502.8338804
2016-06-16,625612281.6468064,617126135.9409354,622293358.4764644,623833224.6838804
2016-06-17,633945643.6468064,625306590.3909354,630405841.1764644,631833202.8338804
2016-06-20,636846198.5468063,628735023.3409355,633117253.6264645,634918196.7838805
2016-06-21,643453801.0968064,634348260.9409354,639689671.3764645,640817275.7838804
2016-06-22,640762962.8165724,632570875.2797529,637181227.7777057,639074418.2743348
2016-06-23,639924136.7613256,630569028.389778,636312683.6698276,637269484.215166
2016-06-24,626369890.3175626,617542922.0897781,622845960.6698276,623988212.315166
2016-06-27,624881164.5675626,614939583.139778,621692627.4698277,622108767.165166
2016-06-28,628736564.5675626,620962933.139778,625240677.4698277,627258367.165166
2016-06-29,634884686.4921218,627086703.3397781,631481626.5198276,633576209.165166
2016-06-30,639169398.1921217,630844550.139778,635659620.7698276,637422649.2651659
2016-07-01,642366469.3421218,633273563.789778,638718879.9698275,639898938.515166
2016-07-04,643543776.3135395,634786014.4965085,639817165.0308424,641273658.1461284
2016-07-05,641551023.3135395,632885562.4465085,638015521.9308425,639604966.3961283
2016-07-06,634223791.5635395,624632973.1465085,630884292.2308426,631719376.5961283
2016-07-07,634730439.6635395,625041442.2465085,631296372.8808426,632029324.3961284
2016-07-11,646426360.3635395,635826291.4465085,642937306.7308425,643092750.8961284
2016-07-12,648305006.1635394,637328872.8965085,644756125.3808424,644618095.7461283
2016-07-13,652254442.1135396,642421680.7465085,648612586.4308425,649381190.6961284
2016-07-14,654757497.7135395,644216328.0965085,650927129.9808425,651057473.4461284
2016-07-15,662255929.4635395,651916017.3965085,658334659.6808425,658698863.2461284
2016-07-18,664867351.4135395,654391340.7965086,661128164.4808425,661515215.1461283
2016-07-19,667003126.1086577,656058744.4253477,663215703.9321585,663244014.604014
2016-07-20,665688437.4110563,655098626.3725325,661943787.4206313,662272931.0362552
2016-07-21,667187407.4430197,657177718.942794,663417477.6919323,664161903.0676166
2016-07-22,663545989.5821347,653350395.2348897,659792270.3443192,660408435.3926086
2016-07-25,665047149.1280864,654829821.5567087,661253886.428867,661864966.3176159
2016-07-26,664004602.552581,654044629.586479,660291741.4793054,661148161.9189587
2016-07-27,665317599.4721388,655053145.3639905,661500537.81553,662149648.1991147
2016-07-28,666762784.7470428,656396045.2446606,663025915.8525788,663688537.312522
2016-07-29,663513942.6993121,653949554.8482242,660099281.0928612,661462572.3788376
2016-08-01,667705262.3662434,657364877.5899944,664063877.2828584,664985988.5454851
2016-08-02,666781204.8745679,656118462.9065317,663042841.1245463,663809304.734503
2016-08-03,662764449.5361226,653196213.5388386,659281155.3868432,660400744.437561
2016-08-04,662163823.6796249,652934145.6254066,658665410.5771142,659833625.217753
2016-08-05,669331258.2435508,660246682.0546073,666720570.1833304,668554237.8980372
2016-08-08,675982749.9686724,666492488.9002217,673635807.608519,675692255.8801221
2016-08-09,677557864.6666229,669337032.9229361,675178449.1445459,677490960.7631197
2016-08-10,682580997.9672499,673589802.3862354,680143841.8170125,682275465.7479558
2016-08-11,680402765.5048482,672251485.0320798,677882485.4491041,680075810.4066116
2016-08-12,679802062.1791073,671675321.0606796,677166566.4708921,679276139.3749532
2016-08-15,674611432.056944,665897131.814065,671874028.862907,673789106.3164052
2016-08-16,676313500.4199337,667035900.8517429,673520757.6840307,675456165.3057871
2016-08-17,677699613.9139302,668521396.3613647,674833364.9947963,676825600.9415779
2016-08-18,679896422.8285949,670586559.0404401,676884116.6396567,678466064.5231751
2016-08-19,672088166.17911,661738607.6404401,668922719.6820903,670631978.5231752
2016-08-22,657863664.7948388,643321723.3193367,654925698.2611105,656381974.3731751
2016-08-23,662464548.4876744,646656959.9046593,659311148.4017415,660544698.1710488
2016-08-24,656477327.5714897,639264127.6780546,653524219.8597963,654448534.5312355
2016-08-25,664194153.8746277,647468499.8571327,661323747.0581553,662547605.3207606
2016-08-26,664959115.6640795,647810420.4198979,661995334.8986863,663022772.8034254
2016-08-29,665471997.3151902,647714340.7406241,662283209.0843819,662954668.3042983
2016-08-30,664384227.4394045,646662087.5123905,661351461.8569845,662348407.2103257
2016-08-31,661582142.5811962,642473531.0849344,658076353.6549882,659169021.0753726
2016-09-01,651948619.8277252,633672114.1883879,648778500.3010587,650849045.5837342
2016-09-02,657498273.6869383,638907318.8358873,654179681.9992768,656760036.918395
2016-09-05,665773559.1843442,648166203.9173319,663200443.3341857,664019067.7272911
2016-09-06,669171730.431896,651680124.0343359,666523470.2637818,667840382.3531977
2016-09-07,672290907.0528864,655147333.2469819,669828258.4568368,671569348.0408258
2016-09-08,677289266.9074901,660264546.6474366,675209131.7901412,676042739.2545297
2016-09-09,671575574.3897325,654768052.3161683,669298122.7614483,670760993.2909793
2016-09-10,664339081.9258478,647446939.0830494,662068378.1715771,663103715.7995468
2016-09-12,659753172.0758477,643059992.3330494,657113401.8010981,659516800.2495468
2016-09-13,660852004.2758477,643961499.4830494,658430136.8962641,659437910.3995467
2016-09-14,655232486.4258478,639067093.5830494,652849983.7328088,654841964.6995467
2016-09-19,671850647.9758477,655351020.0830494,670729368.6773101,671425739.3995467
2016-09-20,670534995.4758478,654572586.2830493,668940773.4944613,670009927.3995466
2016-09-21,671648369.3296217,655716439.4330494,669996776.7396909,671349707.9324944
2016-09-22,672049595.8796217,655073148.0830494,670024262.0896909,671655595.5824945
2016-09-23,675336820.2296216,658588034.5330495,673662748.3396909,674780358.0324944
2016-09-26,669879904.8296217,652628449.7330494,667703305.2396909,669146211.0324944
2016-09-29,673015339.5796217,656191103.3830494,670840722.189691,672576346.4824945
2016-09-30,663910752.2296216,647429440.1830494,662009719.7396909,663675729.8824943
2016-10-03,664959001.4296217,647919320.8330494,662941527.439691,664673548.9324944
2016-10-04,669467867.7296216,651398650.7330494,666388092.139691,669596596.0324944
2016-10-05,668732136.2796217,650610600.2330494,665848123.689691,668625403.5324944
2016-10-06,668664297.4796216,651416836.7830493,665656946.689691,669008707.4824945
2016-10-07,664689643.2796217,647899838.5330495,661696976.5896909,665171114.4324944
2016-10-11,664356604.7296216,647161773.9830494,661291525.939691,664506241.8824944
2016-10-12,665123341.8296217,647899022.9830494,662406289.039691,664752606.8824944
2016-10-13,663325287.7296216,645313050.4830494,660376848.2396909,662787732.9824944
2016-10-14,659711833.5296216,642420352.2330494,656960278.1396909,659197639.9324944
2016-10-17,660260826.4296217,642686688.1830494,657019545.939691,659662209.8824944
2016-10-18,664267556.2796216,646669349.9830494,661303979.789691,663348790.4824944
2016-10-19,665340387.7296216,647843800.4830494,662491898.2396909,664588482.9824944
2016-10-20,665794959.5796217,648279703.1330494,662948278.289691,665042983.4324944
2016-10-21,665748778.9296217,648831321.9830494,663320202.1396909,664755721.8824944
2016-10-24,664683178.9296217,647291321.9830494,661781902.1396909,663923221.8824944
2016-10-25,668888550.6296216,651723401.4830494,666375309.2526904,668413867.9824944
2016-10-26,664107898.2796216,646970090.8330494,661622200.1026905,663208710.3324944
2016-10-27,661131445.7796216,643880457.0330493,658392893.9026904,660337698.3324944
2016-10-28,663387382.2296216,645587475.1330494,660355424.7526904,663014414.8324944
2016-10-31,661779389.3296217,643939739.1830494,659257556.9526905,661592344.8824944
2016-11-01,660945944.1796216,642766668.3330494,657931609.3026905,659999586.4324944
2016-11-02,657664545.7796216,639849607.0330493,654917043.9026905,657078948.3324944
2016-11-03,658402744.0796217,642376092.5830494,656638980.0026904,657343117.2824944
2016-11-04,657318414.0796217,641407907.6330494,655166749.1026905,656995682.3324944
2016-11-07,660182035.1296216,644029640.9330494,658269236.8526905,659632751.8324944
2016-11-08,668510492.6296216,653270842.3330494,667085705.4526905,667503787.8324944
2016-11-09,654473080.9296217,639340642.6830494,652671516.7526904,653900658.7824944
2016-11-10,666567916.8763098,653195918.3726785,665950184.0124335,665557051.8792737
2016-11-11,657744201.3763098,645578057.8226786,657303907.0990188,656613385.7292737
2016-11-14,660209564.2385994,648836713.665087,660624322.5998778,658863439.4584693
2016-11-15,659148354.6385994,647757415.815087,659486300.1346453,657586697.4084693
2016-11-16,659512984.012547,647446619.7870646,659201214.3668029,658268726.3500946
2016-11-17,660746950.2125471,648587973.9370646,660327060.366455,660235054.3000946
2016-11-18,657896783.3693845,644893079.375857,657226900.6688455,657285132.5919228
2016-11-21,661993857.7193846,649738465.8258569,661895986.9188455,660978395.0419227
2016-11-22,665665708.3693845,653971212.025857,665290482.1688455,665157921.6419227
2016-11-23,666350831.1193845,652888159.7758569,665281183.8188455,666078022.1919227
2016-11-24,669557761.7693846,656800240.925857,668770059.9688455,668943483.7419227
2016-11-25,669954043.3063022,656248746.544166,669007939.6787813,669200187.2682252
2016-11-28,673514460.5563022,659650818.9441661,672788493.7287813,672504569.6682253
2016-11-29,669466855.5563021,655563551.344166,668573781.3287812,668553545.6682252
2016-11-30,671688958.9563022,656163780.244166,670156559.1287812,670904007.7682252
2016-12-01,671985737.9063021,657172796.9441661,670462271.3787812,671187738.2682252
2016-12-02,673058100.8063021,658712797.9441661,671632758.2787812,672533173.2682252
2016-12-05,668888309.5063021,654665750.6941661,667235975.0787812,669124665.2182252
2016-12-06,675546614.5063022,662025718.294166,674331637.4787813,675392839.2182252
2016-12-07,677985775.8063022,664032480.594166,676539489.7787813,677970662.3182253
2016-12-08,686963138.3063022,672459999.594166,685508070.7787812,687007672.3182253
2016-12-09,689506759.3563021,675410382.894166,688286758.5287813,689103791.8182253
2016-12-12,688691127.9063022,674584682.394166,687448190.0787812,688065699.3182253
2016-12-13,690946002.9063022,676597065.044166,689281571.5787812,691129838.3682252
2016-12-14,685180017.2563021,670770616.294166,683218733.0287812,685516352.8182253
2016-12-15,684825903.5563021,670043595.9441661,683131953.8287812,684539386.8682252
2016-12-16,684355758.1563022,671003826.1941661,683264079.8287812,683727004.9182253
2016-12-19,679358174.2063022,665234841.894166,678126555.1787813,678833100.4182253
2016-12-20,677389393.5563022,663168260.744166,676325029.0287813,676902588.8682252
2016-12-21,674816941.0563021,660489476.9441661,673438772.8287812,674447176.8682252
2016-12-22,669155927.2563021,655086030.844166,668018364.3287812,668747391.7682253
2016-12-23,666901574.7563021,652829847.044166,665612758.1287812,666544529.7682252
2016-12-26,670804911.2063022,656581915.144166,669342238.9787812,670705396.2682252
2016-12-27,669659039.3563021,655056012.494166,667966308.9287813,669733895.8182253
2016-12-28,675833728.3063022,661026764.394166,673737245.9787812,676192024.3182251
2016-12-29,670841974.1063021,656204616.144166,668804275.8787813,671444531.2682252
2016-12-30,676701959.7563021,661795064.894166,675034814.4287813,677258816.8182253
2017-01-03,677286728.3063022,662618764.394166,675770545.9787812,677501224.3182251
2017-01-04,680259042.0063021,666791484.744166,679325975.1787813,680660290.2682252
2017-01-05,686322427.6563022,672692333.494166,685366713.7287812,686701875.8182253
2017-01-06,687217576.8563021,673458714.144166,686281521.4287812,687377694.8682252
2017-01-09,684560194.6063021,669565994.294166,683261960.6787813,684744571.4182253
2017-01-10,686783397.9063021,672475297.4441661,685760859.1787813,686902764.3682252
2017-01-11,688764750.4063021,674380981.244166,688164365.3787812,688814876.3682252
2017-01-12,693797701.3063021,679227726.344166,693146186.9787812,693375476.4682252
2017-01-13,691759643.0333637,677683265.044166,691331104.4244275,691662888.3682252
2017-01-16,684922839.6333636,671049318.7112867,684121402.5236027,685320641.2583094
2017-01-17,686590147.6333636,671952227.8612866,685432606.3236027,687016071.4083093
2017-01-18,682773517.7833637,668054216.0612867,681470172.4736028,683500040.8083094
2017-01-19,681412655.6833637,667204484.4112867,680362977.8736027,681703936.7583094
2017-01-20,681705026.7333636,666980117.7112867,680260515.6236027,681941156.2583094
2017-01-23,687110663.1833636,672587935.8112867,685835846.4736027,687405672.7583094
2017-01-24,685827963.1833636,670657135.8112867,683760646.4736027,686366772.7583094
2017-02-02,682575421.8833636,668230138.5612867,680473013.2736027,683551414.7083094
2017-02-03,684610822.7833636,669222683.6612867,682266884.8736026,685474364.8083093
2017-02-06,690887235.1833636,676322126.9112867,689208836.5736027,692070255.6583093
2017-02-07,695453442.6833636,680520678.3112867,693431905.1736027,696742991.6583093
2017-02-08,693526483.8833637,678510699.8112867,691425809.0736027,694830880.5583094
2017-02-09,693892764.5333636,678152180.9612867,691630135.2236027,695434192.1083094
2017-02-10,699913946.8833636,684128976.5612867,697626075.2736027,701120734.7083094
2017-02-13,702752977.5333637,687282457.7112867,700709151.4236027,703794846.2583094
2017-02-14,702758849.3833637,687045360.3612866,700874431.4736028,703859746.7083094
2017-02-15,709231375.4333637,693631486.2932637,707598522.5532857,709814874.5784725
2017-02-16,706339107.6833636,690330108.122173,704004448.5227687,707736422.7649752
2017-02-17,703568454.3833636,686732455.5835955,700617245.9135892,705104712.8817544
2017-02-18,705719526.2333636,689565637.020058,703360828.3817683,707012240.7085359
2017-02-20,705560166.9192936,689538783.8975546,703245325.8368388,706743900.0187144
2017-02-21,706109208.8662074,690749493.513558,704293669.4861889,707382657.2048411
2017-02-22,707409244.8869511,692058518.5243415,705744520.1090899,708368860.9703639
2017-02-23,704995974.8148452,689644516.3296653,703427769.6298922,705457374.21338
2017-02-24,705403281.0887265,689715561.3192595,703143094.5192242,707054443.76338
2017-03-01,704140631.285739,689362770.4409951,702270177.180104,705913762.2334628
2017-03-02,704851501.4030107,689059635.5018144,702407504.3687737,706793584.5614122
2017-03-03,702728816.4182565,686762701.8808793,699985219.3788427,704965330.6300617
2017-03-06,705162715.6182564,689644782.5308794,702908377.0788426,706970849.6800617
2017-03-07,706106565.7760127,690676696.8532194,703897526.5576689,707858114.2418492
2017-03-08,704711409.3644154,689379996.10176,702471340.9032048,706826468.2726058
2017-03-09,702828123.0644155,687058442.9852141,699972528.8997369,705541712.6115962
2017-03-10,703593769.7644154,688072721.4139909,701004603.2105379,705797823.0653361
2017-03-13,705597257.0144154,689618319.378078,702509002.2993762,708430488.4682726
2017-03-14,708214432.8144155,692497256.3718723,704893285.6210964,711817049.1006372
2017-03-15,708653352.8946396,692871661.0612012,705298697.9024884,712134008.7246349
2017-03-16,713182635.2446396,697068764.2150627,709774633.794124,716527044.4531696
2017-03-17,714328905.7197238,698364425.5971745,711485283.8314661,716627799.7262378
2017-03-20,714368553.2197238,698738797.5693289,711739627.631466,716416437.3116446
2017-03-21,717158805.7197238,701619500.9335488,714568283.8314661,719146242.6694115
2017-03-22,713214876.1143371,697639375.9208868,710670086.4038895,715143693.0662217
2017-03-23,713497789.0143371,697745071.2614496,710553285.2904407,715996378.0662217
2017-03-24,711455079.427555,695824289.6114496,708602333.8096741,713720616.8763677
2017-03-27,712906643.5158778,696796920.7614496,709697137.6169975,715298697.0544286
2017-03-28,713164856.6030158,697183982.8415043,710230855.5152953,715442894.8515881
2017-03-29,716246341.4155905,701625640.6514927,713830534.0144356,718264244.879334
2017-03-30,717959324.627822,703474070.6192257,715845311.6644357,719719813.479334
2017-03-31,714559573.5687343,699630368.5577129,712105505.1266261,716323458.979334
2017-04-05,718828762.740143,703280095.0696722,715693584.4766262,721169553.7202865
2017-04-06,715061626.9528403,699307953.2854593,711380986.9589465,718066199.7435693
2017-04-07,712846999.6028403,696835675.2854593,708796559.3089464,716237331.1435692
2017-04-10,715803248.6189368,700473044.226909,712505867.0089464,718612900.1935693
2017-04-11,714128724.5689368,698386493.8269563,710249937.8589464,717535574.5435692
2017-04-12,714653280.0689368,698762518.6994509,710820285.4589465,717975092.6935693
2017-04-13,713929056.8189368,698541463.1994509,710093348.6089466,717705647.9935693
2017-04-14,708137710.4689368,692806085.6494509,704770622.2589465,711016602.6435692
2017-04-17,707700497.5689368,692245084.6494509,704515235.3589464,710157367.6435692
2017-04-18,708639568.6189368,693078517.9494509,705494573.1089464,710908037.1435692
2017-04-19,701143666.1932489,686052196.1409223,698495075.2042992,702965573.7104272
2017-04-20,700804097.1124268,686209734.5816803,698418572.3487121,702601300.3582965
2017-04-21,704882528.0624267,690434099.6521261,702428505.5987121,706947198.7082964
2017-04-24,705374694.2624267,690915403.8021262,702513440.9987121,708195076.6582965
2017-04-25,712815539.5124267,698323550.4021261,709932617.9487121,715656204.2582965
2017-04-26,715259271.667516,701268559.3521261,712552057.9507465,718288586.2230473
2017-04-27,712829789.7945043,698630282.2021261,710458201.7641013,714986156.2069057
2017-04-28,710849229.0241636,695702104.3246092,707910894.7843153,712661381.4348907
2017-05-02,723085270.5103441,707401575.9013586,719354960.0105261,726040610.9661574
2017-05-03,724611785.8155768,708934935.6825874,720933890.060526,727424561.4161575
2017-05-04,728436651.2089487,712346823.7667642,724521102.4605261,731166385.4161575
2017-05-05,722919556.8814125,707421622.1743637,719348412.410526,725974442.8161575
2017-05-08,725914389.1167266,709807017.39457,722027626.3105261,728832023.8661574
2017-05-09,724206907.4797392,708777868.5624249,720829220.4960613,727344098.6073239
2017-05-10,723293361.6762414,707846285.8734764,719792006.5830913,726551316.0953642
2017-05-11,725583232.6341211,710117830.8995811,722092766.0825111,728732128.589631
2017-05-12,726228733.6105968,711025230.8995811,722965922.3162549,729241928.589631
2017-05-15,729001838.7728994,714097715.699581,725696369.8183804,732503475.589631
2017-05-16,727941144.578754,713651233.549581,725200970.5761181,730953829.039631
2017-05-17,726983297.0233253,712339337.199581,723660533.4132777,730584214.4896309
2017-05-18,724489252.8946748,709500553.3995811,721038377.5354054,728016352.489631
2017-05-19,724247340.4788097,708921884.049581,720452871.0123216,727814471.539631
2017-05-22,726670215.6364021,711545135.549581,722865073.8711406,730692349.039631
2017-05-23,726575554.5435995,711927634.549581,723065141.9756348,730336464.039631
2017-05-24,726500612.2813436,711844162.549581,722711695.466211,730344682.6396309
2017-05-25,726925875.9731363,712723887.699581,723125452.5849276,731275506.9896309
2017-05-26,727853177.0978763,712734249.6565249,723539139.2308071,732191050.9131435
2017-05-31,725147389.5842533,709750741.7065248,720240328.2155924,729819369.9364499
2017-06-01,724540059.8186626,709345995.9199085,719842530.2023132,729371065.6670352
2017-06-02,725877067.9374477,711177645.9199085,721431991.7461076,730667965.6670352
2017-06-03,726766694.7676202,712316245.9199085,722476674.8663484,731515565.6670352
2017-06-05,728810252.3205113,714666301.7199086,724595479.7590563,733752459.0670352
2017-06-06,728434734.0661108,714941973.7199086,724454753.75468,733557840.4670353
2017-06-07,727736243.797755,713928971.0699085,723512617.5057414,732966690.0170352
2017-06-08,731865097.6702694,718586556.3699086,727627225.194597,737745729.5170352
2017-06-09,729360418.5400133,715796622.5699085,724989587.252395,735279817.5170352
2017-06-12,727731847.0708582,714046825.2199086,723352986.6368159,733632817.9670353
2017-06-13,729498125.6362536,716053123.0699085,725377094.7687595,735398360.0170352
2017-06-14,726752656.3569231,712779419.4199085,722398530.0582362,732375224.5670352
2017-06-15,726735204.0794766,713449318.4199085,722723978.5523411,731912989.5670353
2017-06-16,728951862.9484006,715228720.4199085,724331511.672308,735180659.5670352
2017-06-19,731969893.0022357,718872520.9199085,727563319.9518839,738350302.0670352
2017-06-20,733670302.2695299,720960788.1199086,729331069.6189301,740408025.0670353
2017-06-21,733611455.6014341,720690343.4199085,729233149.4948982,740392325.9670353
2017-06-22,736790680.2066339,723508053.5699085,731999259.5107033,743926391.1170352
2017-06-23,736792591.2644037,723237405.0699085,731337358.266862,744814318.6170352
2017-06-26,748042963.9938669,734719421.9199085,742245631.9184388,756496170.6670352
2017-06-27,752504898.3647213,738765668.5199085,746293321.3785803,761237648.2670352
2017-06-28,747056446.4762706,732606238.5199085,740772039.2628101,755249859.6670352
2017-06-29,754489693.1677661,740551021.0699085,748338073.9424691,762613057.2170352
2017-06-30,752864348.0719917,738823589.9199085,746830893.2316638,760856795.6670352
2017-07-03,754879559.8529186,741749200.4801475,749602069.2415868,762871120.0170352
2017-07-04,752247592.716592,738967105.4494388,746848663.6841457,760211707.8095133
2017-07-05,757018751.4544619,743602814.681909,751546853.8718295,764634716.755352
2017-07-06,754688803.6837063,741430721.0480834,749359432.0058033,762584201.3654714
2017-07-07,751333706.3617226,737577747.0400416,745699945.1058034,759005587.3980858
2017-07-10,749441207.9656518,736032510.0900415,743790740.4058034,757038152.3361183
2017-07-11,753655444.4554094,740982796.0400416,748463508.2058034,760979969.3689153
2017-07-12,752635746.3082305,739874971.1900415,747321279.0558034,760403396.2806427
2017-07-13,754035142.623568,741202974.3400415,748624427.5558034,762067317.1921968
2017-07-14,756714531.7172556,743392167.7900416,750755268.4638157,764921791.2795193
2017-07-17,760691068.2511805,746626952.4900415,754193124.8138157,768935666.2871115
2017-07-18,762643176.7318833,748910455.6400415,756470473.3138157,770911132.953648
2017-07-19,761269931.2278935,748087788.5400416,755355979.3638158,769594766.3975945
2017-07-20,760770708.381586,747979602.0900415,755262743.1138158,768907727.2614884
2017-07-21,756863768.7675859,743207797.0900415,750791055.3638158,765481577.322026
2017-07-24,760938355.9282498,747905480.8900415,755533211.5638157,769176344.4765099
2017-07-25,760363993.864853,747227460.5400414,754885732.3638158,768113828.5265099
2017-07-26,757568618.7128273,744153453.7400415,752041916.9138157,764897300.1265099
2017-07-27,761175930.1195129,747640193.3400415,755697401.6638157,768688705.52651
2017-07-28,759497833.1195129,746010934.8900415,754065393.0638157,766803211.67651
2017-07-31,756180780.0195128,743110517.5900415,751116672.3638158,764094136.3765099
2017-08-01,760344293.8195128,746598463.6900414,754741530.8638158,768478021.4765099
2017-08-02,767562058.5195129,752490654.8900415,761037010.9638157,775674606.67651
2017-08-03,765181488.2695129,750479940.9400414,758734265.5138158,773678418.1265099
2017-08-04,773048309.7609242,758312753.8400415,766433450.6526216,781878927.5412099
2017-08-07,778086312.31176,763956301.203859,772155355.8794246,786086571.3658049
2017-08-08,776109872.8360397,761647870.8611147,770001350.9323131,783810023.0455427
2017-08-09,768389037.199985,753751099.3307964,762140841.9005505,776416363.4995632
2017-08-10,760317342.8635352,745555766.8601086,754043423.2782658,768512793.9555528
2017-08-11,758784210.0122097,744186930.5564028,752658378.6447506,766463507.077573
2017-08-14,753811175.8122097,739420116.0321103,748017324.8292994,760763357.4632981
2017-08-15,756123848.25955,741891166.1954106,750220245.2153548,763733001.0384499
2017-08-16,756971989.55955,742608001.3454106,751114757.8153548,764308436.7318561
2017-08-17,766053235.6257063,750854335.0434356,759521541.4590111,774279955.7609093
2017-08-18,761985181.2257063,747165008.663563,755565547.1791385,770214116.1609093
2017-08-21,761374352.5757062,746570689.413563,755103303.0291386,769701432.5609093
2017-08-22,765537842.0918134,750924750.254288,759203471.5902132,773843863.8395665
2017-08-23,765339984.3808459,750303639.9185104,758719342.1252288,773966995.061932
2017-08-24,770790980.3780622,755127586.9042468,763696314.0864875,779803211.02091
2017-08-25,769027029.6412282,753380816.4126564,761864058.7500385,778020955.8384918
2017-08-28,774404060.066142,758178280.181086,767046180.014295,783106498.980908
2017-08-29,772823004.82841,756415727.4459574,765310633.3764789,781417124.0165405
2017-08-30,774268989.3768562,758339656.0417382,766899105.6259594,783003602.3335847
2017-08-31,777469436.9417496,761728118.9288282,770189677.4150429,786344733.2099408
2017-09-01,777513997.3430973,761143407.301613,769553919.2066118,787915144.9429513
2017-09-04,771849256.5198355,755854211.0310501,764071441.7496322,781900282.196103
2017-09-05,773490984.7955881,757420853.8810501,765668238.7000986,783579951.9961029
2017-09-06,769363882.7960749,753430927.2310501,761544570.5714607,780100012.546103
2017-09-07,768867486.8756539,753147424.5310501,761017960.9019284,779608635.596103
2017-09-08,770980803.9256539,755696345.4310501,763444511.6019285,781769744.846103
2017-09-11,769540322.3991183,753956177.2310501,761818142.8519285,780215512.546103
2017-09-12,772553695.2991183,756448460.2310501,764468664.5019284,783369225.196103
2017-09-13,768912190.8991183,753095924.5310501,761065810.9019284,779663885.596103
2017-09-14,768152627.2991183,752287601.6310501,760478883.1519284,778362305.746103
2017-09-15,766163789.9491183,750697486.8310502,758809380.2519286,776441075.396103
2017-09-18,769662762.4555786,753190368.6180189,761545823.5074573,780049124.2990454
2017-09-19,768891259.8555785,752525779.5180188,761018404.0574573,778831282.7490455
2017-09-20,766997615.6055785,751414465.7680188,759589526.5574572,776582903.6990454
2017-09-21,766256743.0555785,750315802.9680189,758683171.7074572,775684175.2990454
2017-09-22,763484988.4055785,747512822.9180189,755778749.7574573,773206383.8990455
2017-09-25,760211684.6055784,744275601.7680188,752729931.3074572,769424780.3490455
2017-09-26,764923213.5555785,749454824.8180189,757535174.0574572,775081203.8490455
2017-09-27,765607107.3377838,749490332.8239384,757870041.9893138,775672948.7000678
2017-09-28,764105217.0070069,748164698.7871834,756550572.1288787,774165802.2623814
2017-09-29,762624852.8070068,747022111.3371835,755131159.2288787,772621886.3623815
2017-09-30,765394352.5570068,749581066.9871835,757757090.8788787,775678984.5623815
2017-10-02,766154348.5070069,750693201.4871835,758960954.0788788,776067579.2123815
2017-10-03,766845028.6807474,751081850.0461642,759330367.541919,776850078.9547608
2017-10-05,767245791.6807474,751340905.4461641,759763381.4419191,777206232.8547609
2017-10-06,770932176.9807473,755139079.2961642,763496681.8419191,781284713.3547608
2017-10-11,775301247.8307472,759476471.3461641,767716600.9919189,786316126.1547607
2017-10-12,777292983.7307473,760230759.7461641,768866186.541919,788572992.7047608
