date,nav_base_e16_e18_e22_v2s,nav_blend_e45_a05,nav_blend_e45_a08,nav_blend_e45_a10,nav_blend_e45_a12,nav_blend_e45_a15,nav_blend_e45_a25
2015-09-03,3590355.8585543716,3589885.2778859404,3583869.3048220533,3584158.2243148205,3582250.9346133424,3578063.0993912034,3552410.7535286974
2015-09-04,3571956.658554372,3571330.22788594,3565604.204822053,3566026.9743148205,3564329.6346133426,3560541.9993912033,3536561.6535286973
2015-09-07,3586616.0085543715,3585538.67788594,3579766.504822053,3580288.42431482,3578523.8846133426,3574460.0993912034,3550065.5035286974
2015-09-08,3558020.4585543717,3557591.6778859403,3552270.6548220534,3552943.0243148203,3551455.8846133426,3547827.9993912033,3525077.303528697
2015-09-09,3627578.058554372,3621741.47788594,3613839.8048220533,3613602.1243148204,3610894.6346133426,3605642.9493912035,3578654.2535286974
2015-09-10,3636930.5216222703,3632078.1238365844,3624590.067443219,3624441.7142685023,3622002.5930794952,3617150.67688819,3591368.6622602446
2015-09-11,3645664.3716222704,3640095.5738365846,3631944.267443219,3631409.114268502,3628340.6430794955,3622728.2768881903,3593675.512260244
2015-09-14,3638721.9716222705,3633998.8738365844,3626040.467443219,3625409.914268502,3622312.9930794956,3616767.7268881905,3587305.4122602446
2015-09-15,3633836.9099788805,3629517.162834052,3622428.0674432195,3622173.664268502,3619480.693079496,3614324.32688819,3586337.613305947
2015-09-16,3641870.6099788807,3635980.262834052,3628222.267443219,3627716.814268502,3624793.7430794956,3619436.8768881904,3591564.713305947
2015-09-17,3671676.0099788806,3666088.7628340516,3658152.817443219,3657665.4642685023,3654845.7430794956,3649503.4768881905,3621441.713305947
2015-09-18,3680741.50997888,3675340.8628340517,3667114.90247755,3666316.790968152,3663255.244915544,3657597.8048334145,3628383.613305947
2015-09-21,3615689.7599788806,3613050.1128340517,3606649.75247755,3606415.2909681527,3604251.1949155442,3599883.2548334147,3574677.963305947
2015-09-22,3642503.8099788805,3634318.8628340517,3626144.8024775498,3625357.5409681527,3622116.144915544,3616282.604833415,3588068.0633059465
2015-09-23,3571434.459978881,3565973.1128340517,3559513.70247755,3559269.9909681524,3556855.9449155442,3552324.5048334147,3527714.0633059465
2015-09-24,3568046.8599788803,3561708.3128340514,3554769.3524775496,3553972.8409681525,3551060.894915544,3546159.054833415,3519445.9133059466
2015-09-25,3542948.4599788804,3536369.962834052,3529780.8024775498,3529016.4409681526,3526272.1949155442,3521753.7548334147,3496841.0133059467
2015-09-30,3561813.1599788805,3555287.062834052,3549072.60247755,3548992.2909681527,3546722.894915544,3542432.1548334146,3519542.963305947
2015-10-01,3574095.209978881,3566820.7628340516,3559554.55247755,3558543.640968153,3555444.094915544,3550477.954833415,3524099.7633059467
2015-10-02,3584220.9599788804,3578181.562834052,3571576.75247755,3571216.7409681524,3568880.894915544,3564615.854833415,3541250.463305947
2015-10-05,3577601.0099788806,3569409.062834052,3562316.70247755,3561811.1409681523,3559357.0949155437,3555051.554833415,3532949.213305947
2015-10-06,3588400.2599788806,3580215.2628340516,3573065.20247755,3572452.5909681525,3570111.544915544,3566014.104833415,3544956.713305947
2015-10-07,3602527.1099788807,3594919.5128340516,3587642.85247755,3587123.7409681524,3584692.594915544,3580302.354833415,3558027.713305947
2015-10-08,3584138.5506394682,3576647.670638055,3569462.5974953286,3568920.771436634,3566638.4096970656,3562542.544192745,3541760.5133059467
2015-10-12,3611600.8006394682,3604438.370638055,3597537.5474953284,3597148.0714366343,3595229.4596970654,3591547.244192745,3572571.040068564
2015-10-13,3627692.3006394682,3619674.720638055,3612624.6974953287,3612349.0714366343,3610448.5596970655,3606641.6941927453,3588086.4900685633
2015-10-14,3594467.600639468,3590837.170638055,3585231.9974953285,3585323.971436634,3584119.859697066,3581334.6941927453,3564433.540068564
2015-10-15,3628327.100639468,3623133.620638055,3616574.4474953287,3616350.971436634,3614556.7596970657,3610900.844192745,3591118.8900685636
2015-10-16,3652332.350114456,3648296.843538409,3642118.0914676962,3642007.3401223198,3640468.548338494,3636987.92328832,3618205.090068564
2015-10-19,3646249.650114456,3644200.843538409,3638689.991467696,3638827.19012232,3637741.048338494,3634926.7732883203,3616856.3146666996
2015-10-20,3670476.3651717505,3666921.443538409,3660608.191467696,3660529.6401223196,3658973.9483384937,3655428.07328832,3635161.8646666994
2015-10-21,3630291.665171751,3629216.0435384093,3624303.6914676963,3624898.1901223194,3624318.4483384937,3622080.07328832,3606240.014666699
2015-10-22,3662394.3651717505,3660271.0379303982,3654522.712460267,3654754.6397176017,3653467.441541251,3650219.216348626,3630411.2783970553
2015-10-23,3690530.7627843823,3685386.9519798397,3678220.939007913,3677816.8179395576,3675619.789241076,3671275.3068865794,3648118.628397056
2015-10-26,3725374.562784382,3718464.4019798394,3710641.2890079133,3710057.3679395574,3707611.339241076,3702808.106886579,3679565.1603961177
2015-10-27,3708859.387024819,3703956.8278322606,3697080.1537841237,3697059.627377801,3695305.5146131506,3691307.039600608,3670760.2766680145
2015-10-28,3705575.3370248186,3701111.7778322604,3694505.7537841233,3694630.427377801,3693094.0146131506,3689355.0896006078,3669919.476668014
2015-10-29,3669582.787024819,3664447.2278322605,3657761.4037841232,3657868.327377801,3656185.5146131506,3652334.439600608,3632114.226668014
2015-10-30,3644498.087024819,3640782.4278322607,3634938.2537841233,3635480.427377801,3634471.814613151,3631414.439600608,3614342.3766680146
2015-11-02,3624165.987024819,3623958.2278322605,3619322.1037841234,3619825.777377801,3619511.814613151,3617779.3396006078,3603700.3266680143
2015-11-03,3665483.1291598976,3662980.5273198453,3657419.37727731,3657536.0109933973,3656649.476347739,3654129.038290522,3638462.8912545326
2015-11-04,3689449.35594194,3685506.177319845,3679351.0272773104,3679040.310993397,3677717.726347739,3674747.538290522,3657419.6912545324
2015-11-05,3686549.90594194,3682360.8601951115,3676349.328359124,3676171.119628383,3675023.1478403215,3672238.603215878,3655779.5670475746
2015-11-06,3634044.6775543485,3630859.51617824,3625450.477537975,3625506.9108381663,3624609.9341551084,3622123.522810303,3606482.9287843797
2015-11-09,3627767.0775543484,3621464.8161782403,3615032.2275379756,3614752.560838166,3613194.484155108,3609905.5728103034,3591698.8287843796
2015-11-10,3581060.7583211693,3575705.119628052,3569424.1895004935,3569158.514370105,3567680.8342303745,3564665.5121749807,3546338.152489873
2015-11-11,3572731.2743663043,3565327.519628052,3558276.7895004936,3557772.2143701054,3555866.7842303747,3552349.1621749806,3532832.502489873
2015-11-12,3574431.4654929508,3567701.7660842696,3560676.469708415,3560035.5318581164,3558177.535930753,3554851.405160482,3535216.602483792
2015-11-13,3544915.144459053,3538137.367637384,3531210.7200517473,3530592.826575343,3528847.8980398998,3525732.75128862,3506826.5888973637
2015-11-16,3534731.1558718504,3526865.815663839,3519509.8974388205,3518903.9570907876,3516920.606683449,3513376.3863167847,3493225.41535328
2015-11-17,3571524.404923542,3564343.295567539,3557421.447862307,3556972.726836209,3555411.6004372193,3552441.644123658,3534425.377336689
2015-11-18,3549942.6026482508,3542553.950438399,3535346.708201698,3534678.566841012,3532759.7684362894,3529338.3260088833,3509849.6634003506
2015-11-19,3582829.5026482507,3575627.1504383986,3568568.6582016977,3568130.666841012,3566422.6684362893,3563194.4260088834,3544704.1634003506
2015-11-20,3571159.302648251,3565843.6504383986,3559171.6582016977,3558918.466841012,3557348.8684362895,3554198.4260088834,3535381.1634003506
2015-11-23,3563587.8403869593,3560971.450438399,3554995.058201698,3554902.066841012,3553582.9184362893,3550791.726008883,3532735.6634003506
2015-11-24,3562960.690386959,3556702.400438399,3549755.008201698,3549392.266841012,3547647.7684362894,3544296.2760088835,3525237.863400351
2015-11-25,3557278.138600645,3553166.927699491,3546896.803889384,3546737.0481561595,3545378.4468860803,3542630.64311048,3525654.849828573
2015-11-26,3569993.658561879,3566882.318295891,3560670.892841717,3560678.884380415,3559492.0077630556,3556903.113435009,3540679.316758791
2015-11-27,3542203.0414354657,3538536.782022937,3532407.289898326,3532470.0675415834,3531420.5346206,3528985.8600203176,3512977.139893805
2015-11-30,3527791.191435466,3522419.8820229373,3515931.239898326,3515960.0675415834,3514711.3846206,3512099.3100203173,3495603.889893805
2015-12-01,3576299.591435466,3573166.7320229374,3566905.539898326,3566841.5175415836,3565643.1346206,3563061.7600203175,3546536.0898938053
2015-12-02,3547426.391435466,3544560.082022937,3538437.739898326,3538072.5675415834,3536657.4846206,3533985.1100203176,3515963.539893805
2015-12-03,3539970.441435466,3534924.082022937,3528253.9898983263,3527806.2175415833,3526112.3846206,3523045.9600203177,3504461.3398938053
2015-12-04,3534876.341435466,3527593.3820229373,3520400.739898326,3519792.2175415833,3517905.2846206,3514671.7100203177,3496165.889893805
2015-12-07,3534504.291435466,3529100.532022937,3522408.739898326,3522065.1175415833,3520443.6346206,3517464.7600203175,3499713.6898938054
2015-12-08,3489095.891435466,3484383.782022937,3478290.789898326,3478128.4175415835,3477012.6346206,3474829.5600203173,3459836.039893805
2015-12-09,3459838.841435466,3456160.6320229373,3450558.739898326,3450397.5675415834,3449508.9346206,3447737.4600203177,3433401.289893805
2015-12-10,3480757.391435466,3471190.332022937,3463637.689898326,3462590.3175415834,3460225.1346206,3456658.6100203176,3436456.7398938052
2015-12-11,3451908.891435466,3448765.6320229373,3443292.339898326,3443057.7675415836,3442066.9846206,3440164.560020318,3424519.1898938054
2015-12-14,3434962.641435466,3427988.832022937,3421622.5398983257,3420890.4175415835,3419482.0846206,3417315.8600203176,3401508.3398938053
2015-12-15,3427663.266169829,3421896.960116347,3415858.4488343033,3415374.1573477285,3414275.3633026234,3412472.459072771,3397695.861070602
2015-12-16,3441916.8162124315,3435188.729353708,3428860.1322102402,3428397.172368946,3427463.9749260265,3425824.072698894,3412490.1925820806
2015-12-17,3489428.1489372156,3487343.629353708,3482569.08221024,3482776.972368946,3482155.2749260264,3480529.322698894,3466387.242582081
2015-12-18,3451641.4989372157,3447740.0793537083,3442255.28221024,3442005.472368946,3441363.3249260266,3440052.922698894,3426758.5925820805
2015-12-21,3448341.898937215,3445773.179353708,3440730.3822102402,3440473.172368946,3439827.0249260264,3438477.722698894,3424587.0925820805
2015-12-22,3469443.498937215,3466421.129353708,3461353.43221024,3461117.5223689456,3460507.7749260264,3459300.722698894,3445978.642582081
2015-12-23,3485519.3489372153,3480896.479353708,3475092.2322102403,3474567.1223689457,3473690.1249260264,3472188.972698894,3457950.4425820806
2015-12-24,3490108.648937215,3486490.879353708,3481092.3822102402,3480700.1223689457,3480034.3749260264,3478778.2726988937,3465354.7925820807
2015-12-25,3498743.9489372154,3494450.779353708,3488892.8322102404,3488423.1223689457,3487582.4249260263,3486088.4226988936,3471947.2925820807
2015-12-28,3506531.9489372154,3499970.129353708,3493576.1322102402,3492868.072368946,3491856.6749260263,3490178.2726988937,3476135.4925820804
2015-12-29,3483310.8489372153,3479407.864738545,3473927.1363600064,3473613.3952613785,3473122.146239141,3472062.16376163,3459571.7330942946
2015-12-30,3467642.0989372153,3463790.414738545,3458473.8863600064,3458051.745261378,3457444.996239141,3456337.71376163,3443369.7830942944
2015-12-31,3481967.498937215,3479495.214738545,3474588.0363600063,3474339.495261378,3473833.896239141,3472656.2637616303,3459326.1830942947
2016-01-04,3426955.822333359,3422960.8726510163,3417535.5084647993,3417102.491766945,3416399.7641624934,3415070.331996381,3401950.350216432
2016-01-05,3424091.309287223,3419735.922651016,3414144.3584647994,3413531.2917669453,3412942.9141624933,3411874.4819963807,3399138.4002164323
2016-01-06,3399484.2592872228,3395166.922651016,3389648.1084647994,3389096.941766945,3388804.2641624934,3388194.931996381,3377673.850216432
2016-01-07,3361041.5092872228,3359845.922651016,3355361.0584647995,3354982.591766945,3355241.214162493,3355536.3819963806,3347000.100216432
2016-01-08,3372309.959287223,3370679.779014036,3366259.9084647996,3365965.2917669453,3366073.7641624934,3366076.831996381,3356531.450216432
2016-01-11,3352860.309287223,3351219.429014036,3347134.3084647995,3346807.3917669454,3346925.3641624935,3347027.3319963804,3337198.250216432
2016-01-12,3379315.559287223,3375804.329014036,3370919.2239614013,3370295.9377750885,3370060.464162493,3369848.681996381,3358701.200216432
2016-01-13,3383278.6522543817,3381619.729014036,3377265.9239614015,3376892.8377750884,3377138.064162493,3377374.1319963806,3367416.350216432
2016-01-14,3376789.302254382,3374843.4790140362,3370330.123961401,3369663.0877750884,3369622.0664292965,3369675.927664303,3358736.2202341035
2016-01-15,3342782.388138534,3344664.979014036,3341488.7739614015,3341283.0877750884,3341611.8164292965,3342040.977664303,3331801.9702341035
2016-01-18,3313350.4381385343,3317955.429014036,3315633.6739614015,3316162.7877750886,3317036.166429296,3317997.177664303,3310429.170234103
2016-01-19,3344048.088138534,3345162.729014036,3341737.5739614014,3342186.1877750885,3342745.666429296,3343214.327664303,3335217.420234103
2016-01-20,3322040.688138534,3322642.429014036,3319203.1739614015,3319500.5377750886,3320237.3664292963,3321136.077664303,3314855.2202341035
2016-01-21,3278131.538138534,3279767.829014036,3276541.4239614015,3277086.0877750884,3278019.0664292965,3279170.927664303,3274048.170234103
2016-01-22,3306095.538138534,3307487.468268844,3304262.0739614014,3304590.3877750887,3305241.916429296,3306085.327664303,3299699.6202341034
2016-01-25,3388133.588138534,3384956.8182688435,3379901.123961401,3379785.8377750884,3379490.516429296,3378995.3776643034,3369346.7702341033
2016-01-26,3351652.0381385344,3350989.7682688436,3346892.5239614015,3347066.8877750887,3347246.516429296,3347388.827664303,3339032.3202341036
2016-01-27,3370115.5881385338,3370500.0182688436,3366774.4739614013,3367048.2877750886,3367307.266429296,3367537.227664303,3359482.3202341036
2016-01-28,3383362.538138534,3385254.5182688436,3381480.5739614014,3382121.5377750886,3383258.516429296,3384350.627664303,3378437.7202341035
2016-01-29,3467777.338138534,3466864.4182688436,3461270.7239614013,3461605.9877750888,3462307.8664292963,3462552.7276643035,3454335.670234103
2016-01-30,3496332.138138534,3494061.3182688435,3487549.3739614016,3487584.0377750886,3487698.2164292964,3487084.327664303,3476001.1202341034
2016-02-01,3507156.888138534,3507032.718268844,3501306.8239614014,3501669.9877750883,3501913.3664292963,3501375.577664303,3490142.5202341033
2016-02-02,3499362.988138534,3497211.3182688435,3490856.2739614015,3490900.9877750883,3490608.0664292965,3489460.327664303,3476352.920234103
2016-02-03,3457761.488138534,3455826.9182688436,3450083.5239614015,3450381.5377750886,3450447.516429296,3449839.877664303,3438973.3702341034
2016-02-15,3484134.538138534,3484152.5682688435,3478991.623961401,3479135.2377750883,3479229.166429296,3478821.6276643034,3467185.0702341036
2016-02-16,3537466.388138534,3533226.5182688436,3526191.7739614015,3525774.3377750884,3525393.7164292964,3524338.527664303,3511318.8702341034
2016-02-17,3521798.438138534,3515252.5682688435,3507768.9739614013,3507341.1877750885,3507016.7164292964,3506063.127664303,3494150.4202341037
2016-02-18,3542245.8381385338,3536403.1182688437,3528869.2239614013,3528184.3377750884,3527309.416429296,3525644.0276643033,3510760.7202341035
2016-02-19,3550904.6881385343,3544029.6182688437,3536008.9239614015,3535012.6377750887,3534254.3164292965,3532885.3776643034,3518928.3702341034
2016-02-22,3548188.488138534,3542369.5182688436,3534532.273961401,3533635.2877750886,3532774.8664292963,3531175.477664303,3516314.6202341034
2016-02-23,3552203.6881385343,3544279.5182688436,3535648.7239614013,3534476.6377750887,3533501.8164292965,3531799.977664303,3516915.670234103
2016-02-24,3522763.488138534,3517141.8182688435,3509294.8239614014,3508651.3377750884,3508236.416429296,3507101.327664303,3494412.7702341033
2016-02-25,3560131.138138534,3551828.8682688437,3543306.4239614015,3542268.3877750887,3541301.7164292964,3539589.827664303,3525266.2202341035
2016-02-26,3580345.288138534,3573436.3182688435,3565212.2239614013,3564429.5877750884,3563714.9664292964,3562186.7776643033,3548428.420234103
2016-03-01,3587655.388138534,3583075.3182688435,3575718.6739614015,3574899.5877750884,3574395.266429296,3573284.627664303,3559385.5202341033
2016-03-02,3600794.772468761,3595326.522451518,3587506.6926330416,3586568.517302892,3586192.7774207336,3585227.3543264796,3572022.2248287364
2016-03-03,3644325.8817275777,3638582.393382095,3630419.999669716,3629536.51676937,3628905.9993176414,3627480.3002904267,3612631.8078953736
2016-03-04,3654608.0615960676,3646805.3737013736,3637951.3889073157,3636664.3769395985,3635306.964781201,3633032.508528737,3615594.8038930697
2016-03-07,3676011.2705145585,3667580.167242558,3658469.820978346,3657249.2352689295,3655691.2030607373,3653027.9071489037,3634715.203754999
2016-03-08,3666872.9357975395,3657562.876701307,3647643.194252742,3646011.8938976764,3644187.7227488137,3641309.255257535,3622539.201447001
2016-03-09,3643241.4270056663,3637318.4943326702,3629043.1986575024,3628098.5596330035,3626743.703729642,3624274.8778081997,3605705.5852111634
2016-03-10,3658823.8372083697,3652319.564477925,3643584.0556344404,3642627.646988722,3641509.3114483706,3639343.634379916,3622313.2635100223
2016-03-11,3664777.532205588,3656633.8810861637,3647512.6635275073,3646513.419543588,3645357.815982655,3643115.661701429,3626428.169229213
2016-03-14,3662861.864527242,3656103.4127392103,3647352.321664106,3646320.639837362,3645357.127513249,3643425.789603917,3627291.8349886187
2016-03-15,3614276.8766889423,3611625.357323546,3604228.697498537,3603491.6119128326,3603184.404774611,3602156.283695188,3588064.26612149
2016-03-16,3633195.373769928,3630183.270351477,3622613.250572739,3621897.010563775,3621265.554774611,3619836.2336951876,3604701.9161214903
2016-03-17,3673691.3937616926,3668724.420351477,3660451.3005727394,3659458.6605637753,3658224.004774611,3656312.233695188,3640301.86612149
2016-03-18,3699759.6937616924,3691646.4203514773,3682467.6005727397,3681039.210563775,3679035.754774611,3676667.133695188,3659249.71612149
2016-03-21,3674410.641887659,3669533.2820581184,3661439.99964422,3660657.7178839003,3659268.364769668,3657402.3917734926,3641199.4806929165
2016-03-22,3683564.791887659,3677147.0320581184,3668499.29964422,3667337.4678839003,3665658.5147696678,3663383.4917734927,3645590.8306929166
2016-03-23,3698802.141887659,3690203.4320581183,3680856.89964422,3679421.5178839006,3677365.964769668,3674705.691773493,3656734.5306929164
2016-03-24,3687104.891887659,3679007.3820581185,3669843.69964422,3668508.8678839,3666655.0147696678,3664132.0417734925,3646622.580692916
2016-03-25,3680297.641887659,3671527.4320581183,3662171.5496442197,3660740.4678839003,3658788.9147696677,3656145.5417734925,3638184.9306929163
2016-03-28,3675558.0459645307,3667366.2855324317,3658104.1957704374,3656596.3521595723,3654940.114769668,3651784.345034387,3633277.0325583513
2016-03-29,3664845.945964531,3655156.7355324314,3645635.995770437,3644296.7021595724,3642637.2412192635,3639903.195034387,3622914.1825583517
2016-03-30,3686009.395964531,3676598.1855324316,3667071.4957704376,3665596.7521595727,3663945.5912192636,3661191.645034387,3643402.3325583516
2016-03-31,3693231.495964531,3681297.7855324317,3670860.995770437,3668846.8021595725,3666494.541219264,3662993.495034387,3643615.882558352
2016-04-01,3645544.945964531,3639962.9355324316,3631756.5957704373,3630864.7521595727,3629917.2412192635,3627928.795034387,3611942.0325583513
2016-04-06,3604966.1157057206,3597343.9107147413,3588807.9606332276,3587876.806232006,3587040.382470395,3585348.9645867674,3571289.3312082104
2016-04-07,3589843.672346452,3581933.7531597447,3573065.660633228,3572211.156232006,3571277.782470395,3569343.814586767,3554807.3812082107
2016-04-08,3586390.430040818,3580441.821921278,3571869.272556354,3571282.9128773506,3570764.2489333884,3569317.4434589297,3555632.570716041
2016-04-11,3615350.180040818,3608403.7719212784,3599342.683251317,3598401.604630709,3597227.5788544645,3594612.44345893,3579063.320716041
2016-04-12,3625554.7800408183,3618127.1719212784,3608727.383251317,3607582.004630709,3606183.1288544647,3603376.0434589298,3586552.5207160413
2016-04-13,3675543.580040818,3667328.121921278,3657631.983251317,3656065.254630709,3654291.4788544644,3651158.99345893,3633056.2707160413
2016-04-14,3679865.180040818,3667673.821921278,3656492.183251317,3654593.6046307087,3652288.8788544647,3648808.7934589298,3629463.570716041
2016-04-15,3687859.05188308,3677959.2067055185,3667323.656368747,3665556.1663441393,3663411.1725684335,3659707.59345893,3640089.0207160413
2016-04-18,3682418.50188308,3673199.9567055185,3663109.3563687466,3661685.9163441393,3659913.0725684334,3656839.54345893,3639131.5207160413
2016-04-19,3675276.30188308,3663484.1567055187,3652713.1063687466,3651018.066344139,3648691.4725684333,3645144.99345893,3626851.120716041
2016-04-20,3637128.75188308,3628408.256705519,3618542.1063687466,3617388.116344139,3615464.7225684333,3612713.44345893,3594379.0391081204
2016-04-21,3663388.704796304,3653962.279828593,3643639.0910023507,3641898.0170901655,3639495.2568259058,3636239.4514250886,3616206.2891081204
2016-04-22,3661406.518495442,3650239.97499014,3639537.558783562,3638092.2607038785,3636026.751644228,3633148.976285585,3614759.4043494887
2016-04-25,3673203.9322750345,3662235.870752854,3651632.0087835616,3650090.710703878,3648088.401644228,3645469.8262855853,3627340.5543494886
2016-04-26,3671666.5179037717,3662806.969078676,3652774.4658838976,3651412.245311729,3649508.2722555134,3647007.2891349574,3629005.3313356466
2016-04-27,3668334.0440540733,3660722.1190786758,3650964.2658838974,3649623.145311729,3647511.2722555134,3644534.9391349573,3625502.9313356467
2016-04-28,3635053.7440540735,3627103.769078676,3617320.4658838976,3616207.5453117294,3614101.7722555134,3611048.4891349575,3592652.5313356468
2016-04-29,3639445.1278433297,3633110.1815292854,3623528.7234238535,3622436.1445960943,3620709.7592209345,3618363.350221428,3600846.8526406656
2016-05-03,3673771.456125569,3673920.153831379,3666486.1874246816,3665565.6866557095,3663571.7133376077,3660742.1109356526,3639475.5755698695
2016-05-04,3659303.8840242894,3660526.507696337,3653806.3702027495,3653617.81366015,3652196.515577337,3650243.556593845,3631871.275461708
2016-05-05,3624391.519169079,3626867.420435069,3620588.2799837603,3620523.679397321,3618784.4369043442,3616702.1039006114,3597633.8031272767
2016-05-06,3616864.57675351,3618539.988151796,3611678.325415981,3611054.4294070606,3608733.245945359,3605549.914760204,3583216.7156715714
2016-05-09,3627354.732249159,3626788.2745609884,3619202.0334849874,3618489.192662959,3616034.6185045536,3612583.696631642,3590601.3262939434
2016-05-10,3646661.6835512933,3647685.0254300484,3640384.9431749946,3639745.1831069468,3637273.114511957,3633007.3246301822,3608312.1894516274
2016-05-11,3637094.1773714037,3637369.99855426,3629896.9149672138,3629248.3375231535,3626809.70201067,3622276.8246301822,3597857.7394516277
2016-05-12,3654583.6773714037,3653361.3485542596,3645300.364967214,3644256.7875231537,3641483.65201067,3636899.624630182,3612618.7894516275
2016-05-13,3689336.1773714037,3682297.4485542597,3672357.114967214,3670709.237523154,3667224.7020106697,3660596.7746301824,3630603.839451628
2016-05-16,3651068.377371404,3651155.74855426,3643762.3149672137,3643340.887523154,3641151.10201067,3635414.263351411,3607061.839451628
2016-05-17,3664620.727371404,3664381.14855426,3656592.864967214,3655708.487523154,3653023.20201067,3647474.313351411,3620488.8894516276
2016-05-18,3697647.5273714038,3696815.2485542595,3688982.6149672135,3688347.987523154,3685941.9520106697,3680130.513351411,3653088.0394516275
2016-05-19,3659704.4273714037,3658593.24855426,3650899.1649672138,3650422.6875231536,3648294.10201067,3642276.1133514107,3613405.519542848
2016-05-20,3659572.477371404,3659438.84855426,3651789.864967214,3651077.887523154,3648574.0520106703,3642670.8633514107,3613862.9695428484
2016-05-23,3697177.5273714038,3693278.79855426,3684831.514967214,3684608.0375231537,3682392.05201067,3675882.813351411,3647973.619542849
2016-05-24,3696836.959368003,3693438.3254922456,3684790.795479988,3683885.80670357,3681133.0223728563,3674480.4639552543,3644493.8404778573
2016-05-25,3716789.955275853,3711759.8524899525,3702135.21269667,3700449.2411322505,3696718.400153273,3689657.6642786087,3658902.6027585897
2016-05-26,3717374.189857031,3710573.1570524094,3700419.617353509,3698560.6816428388,3694649.569375808,3687436.7089519347,3656634.5763133224
2016-05-27,3753016.3862251933,3744466.9106214354,3733624.1425512074,3731302.4968931447,3727087.5934617547,3719635.025984471,3687216.014801414
2016-05-30,3764013.522391729,3758337.009768698,3748187.860605901,3746423.0321595166,3742748.192065743,3735676.589414269,3704304.631771371
2016-05-31,3757886.4943756997,3755442.1544929864,3746536.08357776,3745392.569484558,3742339.1865402674,3736343.491759721,3709766.7733767675
2016-06-01,3791892.413911253,3787683.2172193066,3778513.406783546,3777294.32260291,3774431.0416164156,3767505.7171280547,3736913.7590080556
2016-06-02,3795547.7140762513,3790154.686759602,3780538.3456368763,3778956.8885406805,3775175.552112734,3767592.0945549193,3735344.8238649876
2016-06-03,3809459.362931818,3803879.060897364,3794132.300513723,3792361.449033306,3787964.8465152415,3780638.490308389,3748928.9860286326
2016-06-04,3800248.148668594,3794327.358547658,3784515.068506075,3782706.546128876,3778363.2606405746,3770794.243997236,3738179.5996534745
2016-06-06,3812001.5004176553,3804474.275082683,3793959.2094711508,3791852.5461288765,3787177.6606405745,3779305.343997236,3745924.1996534746
2016-06-07,3861440.1004176554,3854345.9750826834,3843886.559471151,3841664.746128876,3837169.160640575,3829262.793997236,3795456.0496534747
2016-06-08,3895126.6504176557,3888108.9250826836,3877570.159471151,3875201.446128876,3870548.8106405744,3861854.0439972356,3825005.6496534743
2016-06-13,3814661.673759725,3810747.063587453,3801542.694359692,3800246.616915013,3796214.4106405745,3788190.4439972355,3753711.649653475
2016-06-14,3833689.173759725,3830462.6635874533,3821414.9943596926,3820138.016915013,3816155.810640575,3808341.543997236,3774676.9496534746
2016-06-15,3841770.6737597245,3837859.3135874528,3828472.894359692,3827036.1169150127,3822726.9106405745,3814505.843997236,3779283.2496534744
2016-06-16,3770305.8237597244,3769536.713587453,3761766.094359692,3760863.066915013,3756866.394049075,3750007.0903781247,3717557.9996534744
2016-06-17,3824528.5737597244,3821319.513587453,3812394.7943596924,3810962.516915013,3806687.244049075,3799151.940378125,3765102.352114325
2016-06-20,3846459.2237597243,3841257.863587453,3831447.444359692,3829724.416915013,3825053.544049075,3816713.8403781247,3781097.502114325
2016-06-21,3883152.6237597247,3876968.1135874535,3866822.9943596926,3864479.266915013,3859985.144049075,3851195.690378125,3813068.9521143246
2016-06-22,3865301.911429653,3861882.100164437,3852931.92640458,3851285.7049500416,3847686.044049075,3839649.290378125,3803984.202114325
2016-06-23,3858404.0736371255,3853900.131971046,3844560.77640458,3842428.0319255446,3838453.794049075,3830304.790378125,3793720.9021143247
2016-06-24,3776926.8736371254,3771702.731971046,3762849.4764045803,3760304.9319255445,3756741.894049075,3748929.290378125,3713776.8021143246
2016-06-27,3759888.7736371253,3759148.7319710455,3752222.92640458,3750088.181925544,3747262.994049075,3740767.7403781246,3708024.7021143246
2016-06-28,3793822.2736371253,3790285.9819710455,3781886.12640458,3779868.531925544,3776528.894049075,3768654.3403781247,3733794.4021143247
2016-06-29,3829557.66378493,3827465.3878227454,3819647.538353329,3817709.9480566424,3814763.619434914,3806977.456672322,3771908.808101179
2016-06-30,3855521.9637849294,3852828.5378227453,3844740.4383533294,3842456.7980566425,3839377.069434914,3831116.1566723217,3794270.1581011787
2016-07-01,3874055.3137849295,3868609.0378227457,3859465.9383533294,3856844.4480566424,3853351.869434914,3845563.356672322,3811409.1581011787
2016-07-04,3880958.3137849295,3873719.4878227455,3864016.4383533294,3861300.2980566425,3857711.219434914,3849751.5566723216,3815145.308101179
2016-07-05,3866478.9137849296,3862136.1378227454,3853585.1883533294,3851343.3480566423,3848208.669434914,3840877.9066723217,3807687.958101179
2016-07-06,3817419.2637849296,3814663.5878227456,3806977.0383533295,3804698.2446030704,3801881.719434914,3795218.256672322,3763212.808101179
2016-07-07,3822851.1637849296,3819663.5378227457,3811732.9383533294,3809731.0446030702,3806340.3194349143,3799404.356672322,3766942.458101179
2016-07-11,3888404.8637849297,3882887.3378227456,3874202.5383533295,3872294.84460307,3868219.219434914,3861081.056672322,3827007.6581011787
2016-07-12,3897629.2137849294,3890051.9878227455,3880787.888353329,3878355.69460307,3874525.169434914,3867559.506672322,3833816.008101179
