date,close_live,close_yahoo,code,abs_rel_diff,ret_live,ret_yahoo
2026-08-26,46.6,46.599998474121094,2886,3.274418364023057e-08,-0.008510638297872353,-0.008510670763380968
2026-08-27,46.15,46.150001525878906,2886,3.306346386176042e-08,-0.00965665236051505,-0.009656587188347054
2026-08-28,48.2,48.20000076293945,2886,1.5828619049928446e-08,0.044420368364030516,0.04442035036360714
2026-08-31,48.55,48.54999923706055,2886,1.571451003649946e-08,0.007261410788381717,0.007261379016205494
2026-09-01,48.5,48.5,2886,0.0,-0.001029866117404632,-0.0010298504190784374
2026-09-02,49.0,49.0,2886,0.0,0.010309278350515427,0.010309278350515427
2026-09-03,50.4,50.400001525878906,2886,3.0275374235605766e-08,0.02857142857142847,0.028571459711814517
2026-09-04,49.55,49.54999923706055,2886,1.539736553037511e-08,-0.016865079365079416,-0.01686512426754405
2026-07-27,34.8,34.79999923706055,2892,2.192354790256232e-08,,
2026-07-28,34.8,34.79999923706055,2892,2.192354790256232e-08,0.0,0.0
2026-07-29,34.8,34.79999923706055,2892,2.192354790256232e-08,0.0,0.0
2026-07-30,35.5,35.5,2892,0.0,0.02011494252873569,0.02011496489327458
2026-07-31,36.75,36.75,2892,0.0,0.035211267605633756,0.035211267605633756
2026-08-03,35.95,35.95000076293945,2892,2.1222237387803807e-08,-0.021768707482993088,-0.02176868672273602
2026-08-04,35.3,35.29999923706055,2892,2.1613016055871152e-08,-0.018080667593880495,-0.018080709654643146
2026-08-05,35.9,35.900001525878906,2892,4.250358893637202e-08,0.016997167138810276,0.01699723234521855
2026-08-06,35.5,35.5,2892,0.0,-0.01114206128133699,-0.01114210331134835
2026-08-07,35.55,35.54999923706055,2892,2.1461025784987126e-08,0.0014084507042253502,0.001408429212973239
2026-08-10,34.95,34.95000076293945,2892,2.1829454467189614e-08,-0.01687763713080148,-0.016877594570961385
2026-08-11,32.7,32.70000076293945,2892,2.333148111566733e-08,-0.06437768240343344,-0.06437768099810381
2026-08-12,33.15,33.150001525878906,2892,4.60295275244525e-08,0.013761467889908063,0.013761490900314088
2026-08-13,33.15,33.150001525878906,2892,4.60295275244525e-08,0.0,0.0
2026-08-14,33.35,33.349998474121094,2892,4.5753492578272104e-08,0.006033182503770718,0.006033090167011146
2026-08-17,33.4,33.400001525878906,2892,4.5684995148542365e-08,0.0014992503748125774,0.0014993419503936956
2026-08-18,33.7,33.70000076293945,2892,2.263915231485242e-08,0.008982035928143839,0.008982012675301965
2026-08-19,33.6,33.599998474121094,2892,4.5413064790652474e-08,-0.0029673590504450953,-0.002967426900723824
2026-08-20,33.3,33.29999923706055,2892,2.291109512800623e-08,-0.008928571428571508,-0.008928549127512841
2026-08-21,33.65,33.650001525878906,2892,4.5345582124196676e-08,0.010510510510510551,0.010510579484603433
2026-08-24,33.55,33.54999923706055,2892,2.2740371613483034e-08,-0.002971768202080227,-0.002971836085696844
2026-08-25,33.8,33.79999923706055,2892,2.2572173594793812e-08,0.007451564828613977,0.007451564998065319
2026-08-26,33.4,33.400001525878906,2892,4.5684995148542365e-08,-0.011834319526627168,-0.011834252077232543
2026-08-27,33.35,33.349998474121094,2892,4.5753492578272104e-08,-0.0014970059880238251,-0.0014970972896234391
2026-08-28,34.4,34.400001525878906,2892,4.435694302290005e-08,0.03148425787106435,0.031484350818564266
2026-08-31,35.3,35.29999923706055,2892,2.1613016055871152e-08,0.026162790697674465,0.02616272300175848
2026-09-01,35.9,35.900001525878906,2892,4.250358893637202e-08,0.016997167138810276,0.01699723234521855
2026-09-02,36.25,36.25,2892,0.0,0.009749303621169991,0.00974926070320059
2026-09-03,36.85,36.849998474121094,2892,4.140784181423169e-08,0.016551724137931156,0.016551682044719795
2026-09-04,37.3,37.29999923706055,2892,2.0454141176624674e-08,0.012211668928086672,0.012211690137666542
2026-07-27,25.95,25.317073822021484,5880,0.024999973631548933,,
2026-07-28,25.95,25.317073822021484,5880,0.024999973631548933,0.0,0.0
2026-07-29,26.1,25.46341323852539,5880,0.025000056179093615,0.005780346820809301,0.005780265821108355
2026-07-30,27.0,26.341463088989258,5880,0.02500001267150612,0.0344827586206895,0.03448280253078573
2026-07-31,27.6,26.926828384399414,5880,0.025000033646391216,0.022222222222222365,0.0222222013041804
2026-08-03,26.9,26.2439022064209,5880,0.025000009084722837,-0.025362318840579823,-0.025362295485723885
2026-08-04,26.55,25.90243911743164,5880,0.02499999631820654,-0.013011152416356753,-0.013011140123274645
2026-08-05,26.6,25.95121955871582,5880,0.02499999816256364,0.0018832391713747842,0.0018832373686132886
2026-08-06,26.1,25.46341323852539,5880,0.025000056179093615,-0.018796992481203034,-0.018797048018754814
2026-08-07,26.2,25.56097412109375,5880,0.025000059695647683,0.003831417624520883,0.0038314141805919633
2026-08-10,26.1,25.46341323852539,5880,0.025000056179093615,-0.003816793893129722,-0.003816790475440035
2026-08-11,24.0,24.0,5880,0.0,-0.08045977011494254,-0.05747121270887945
2026-08-12,24.1,24.100000381469727,5880,1.5828619049928446e-08,0.004166666666666652,0.004166682561238533
2026-08-13,24.2,24.200000762939453,5880,3.152642271829715e-08,0.004149377593360981,0.0041493933563012675
2026-08-14,24.2,24.200000762939453,5880,3.152642271829715e-08,0.0,0.0
2026-08-17,24.9,24.899999618530273,5880,1.532006951749226e-08,0.02892561983471076,0.028925571633155345
2026-08-18,24.95,24.950000762939453,5880,3.0578734689612006e-08,0.002008032128514081,0.002008078119486001
2026-08-19,24.85,24.850000381469727,5880,1.5350894136237953e-08,-0.004008016032064021,-0.004008031198871387
2026-08-20,24.8,24.799999237060547,5880,3.076368860106349e-08,-0.002012072434607659,-0.0020121184564031447
2026-08-21,25.05,25.049999237060547,5880,3.045666575138262e-08,0.010080645161290258,0.01008064547140819
2026-08-24,25.0,25.0,5880,0.0,-0.001996007984031989,-0.001995977588157949
2026-08-25,25.05,25.049999237060547,5880,3.045666575138262e-08,0.0020000000000000018,0.0019999694824219816
2026-08-26,25.0,25.0,5880,0.0,-0.001996007984031989,-0.001995977588157949
2026-08-27,25.05,25.049999237060547,5880,3.045666575138262e-08,0.0020000000000000018,0.0019999694824219816
2026-08-28,25.25,25.25,5880,0.0,0.007984031936127733,0.00798406263596041
2026-08-31,25.55,25.549999237060547,5880,2.986064487739361e-08,0.011881188118811892,0.011881157903387951
2026-09-01,25.6,25.600000381469727,5880,1.4901160916291903e-08,0.001956947162426559,0.001956992011829639
2026-09-02,26.3,26.299999237060547,5880,2.900910555010395e-08,0.02734375,0.027343704889063458
2026-09-03,26.7,26.700000762939453,5880,2.8574510563105666e-08,0.015209125475285079,0.015209183934699277
2026-09-04,26.65,26.649999618530273,5880,1.4314061185808462e-08,-0.0018726591760299671,-0.001872701984285463
