id,layer,buy_id,sell_id,heldout_score,mdd_improve_pp,cagr_giveback_pp,tip_ytd,tip_1y,tip_clean,coexist,vs_live_heldout_delta,n_fills,full_cagr,full_mdd
LIVE_KD_OPT,anchor,KD_SEASON,EQUAL,0.5406368575799236,0.6664522064959488,0.2516306978320504,PASS,PASS,True,True,0.0,,0.138044127365347,-0.21720270077643722
SELL_HIGH_WILLR14_GT_N20,SELL_HIGH,,WILLR14_GT_N20,-0.6553966700832636,-0.498249300330067,0.3142947395063933,PASS,PASS,True,False,-1.1960335276631873,4815.0,0.13818800105989615,-0.2288497158446975
X__CCI20_LT_N100__MFI14_GT80,CROSS,CCI20_LT_N100,MFI14_GT80,-0.6766961813160277,-0.41770782197494416,0.5179767186821671,ALERT,ALERT,False,False,-1.2173330388959513,4197.0,0.1340168971668425,-0.22804430106114626
SELL_HIGH_RSI14_GT70,SELL_HIGH,,RSI14_GT70,-0.9581198570181693,-0.8689359067189706,-0.17836790059839736,PASS,PASS,True,False,-1.498756714598093,3602.0,0.1417222809024763,-0.23255658190858652
X__CCI20_LT_N100__D9_GT80,CROSS,CCI20_LT_N100,D9_GT80,-0.9767053737818499,-0.7230747621249534,0.507261223313793,ALERT,ALERT,False,False,-1.5173422313617735,4862.0,0.13467372735007066,-0.23109797046264624
X__MACD_HIST_NEG__MACD_HIST_POS,CROSS,MACD_HIST_NEG,MACD_HIST_POS,-1.088170118362486,-0.7537599058125677,0.6688204250998364,ALERT,PASS,False,False,-1.6288069759424095,4771.0,0.1371883020340161,-0.23140482189952238
SELL_HIGH_K9_GT80,SELL_HIGH,,K9_GT80,-1.1657908285080176,-0.830029798525056,0.6715220599659233,PASS,ALERT,False,False,-1.7064276860879413,4537.0,0.13707112322681958,-0.23216752082664738
SELL_MAJ3,AGG,,MAJ3,-1.2594976905683342,-1.2023073533016904,-0.1143806745332876,PASS,PASS,True,False,-1.8001345481482578,5026.0,0.14114355603827056,-0.23589029637441383
SELL_HIGH_D9_GT80,SELL_HIGH,,D9_GT80,-1.267985453062681,-0.9577582265783646,-0.6204544529686329,PASS,PASS,True,False,-1.8086223106426047,4245.0,0.1429228782610903,-0.23344480510718046
X__MACD_HIST_NEG__RSI6_GT80,CROSS,MACD_HIST_NEG,RSI6_GT80,-1.3000994868396565,-1.2188617710269578,0.16247543162539735,PASS,PASS,True,False,-1.8407363444195801,3660.0,0.14018217030754565,-0.2360558405516664
SELL_HIGH_MFI14_GT80,SELL_HIGH,,MFI14_GT80,-1.4105284134421359,-1.08822070433654,-0.6446154182111918,PASS,PASS,True,False,-1.9511652710220595,3651.0,0.14420441547723484,-0.23474942988476222
SELL_HIGH_RSI6_GT80,SELL_HIGH,,RSI6_GT80,-1.4611616522991255,-1.090505770058492,-0.7413117644812672,PASS,PASS,True,False,-2.001798509879049,3834.0,0.14312893546975713,-0.23477228054198163
X__MACD_HIST_NEG__D9_GT80,CROSS,MACD_HIST_NEG,D9_GT80,-1.5126354492956295,-1.221323263158547,0.5826243722741653,PASS,PASS,True,False,-2.053272306875553,3969.0,0.13784232932335327,-0.2360804554729823
SELL_HIGH_CCI20_GT100,SELL_HIGH,,CCI20_GT100,-1.6730129897772672,-1.666918745532353,0.01218848848982823,PASS,PASS,True,False,-2.213649847357191,4393.0,0.14019657328304302,-0.24053641029672035
X__MACD_HIST_NEG__MFI14_GT80,CROSS,MACD_HIST_NEG,MFI14_GT80,-1.6832575031787256,-1.4938482053533098,0.37881859565083165,PASS,PASS,True,False,-2.223894360758649,3509.0,0.13980788986764425,-0.2388057048949298
BUY_LOW_BELOW_MA60,BUY_LOW,BELOW_MA60,,-1.7306477937666154,-1.24456975589331,0.9721560757466108,ALERT,ALERT,False,False,-2.271284651346539,5879.0,0.134930838219665,-0.23631292040032992
X__MACD_HIST_NEG__ABOVE_MA20,CROSS,MACD_HIST_NEG,ABOVE_MA20,-1.7971563443969885,-1.2731215174877852,1.0480696538184064,ALERT,PASS,False,False,-2.337793201976912,4848.0,0.13551588663106706,-0.23659843801627467
SELL_HIGH_K9_GT70,SELL_HIGH,,K9_GT70,-1.8506820715586736,-1.7003675080308422,-0.3006291270556627,PASS,PASS,True,False,-2.3913189291385972,4935.0,0.14296859618843105,-0.24087089792170524
SELL_OR_ALL,AGG,,OR_ALL,-2.061478998931876,-2.0126060956416225,0.09774580658050702,PASS,PASS,True,False,-2.6021158565117997,5491.0,0.13996704891317502,-0.24399328379781304
X__MACD_HIST_NEG__CCI20_GT100,CROSS,MACD_HIST_NEG,CCI20_GT100,-2.136740234275092,-1.7648583290026165,0.7437638105449507,ALERT,ALERT,False,False,-2.6773770918550155,4182.0,0.13732091190483797,-0.24151580613142298
SELL_HIGH_BB_UPPER,SELL_HIGH,,BB_UPPER,-2.1368980970581153,-1.9399154200301028,-0.39396535405602506,PASS,PASS,True,False,-2.677534954638039,4178.0,0.14194183515632575,-0.24326637704169785
SELL_HIGH_BB_PCTB_GT1,SELL_HIGH,,BB_PCTB_GT1,-2.1368980970581153,-1.9399154200301028,-0.39396535405602506,PASS,PASS,True,False,-2.677534954638039,4178.0,0.14194183515632575,-0.24326637704169785
SELL_HIGH_MACD_HIST_POS,SELL_HIGH,,MACD_HIST_POS,-2.244057111247677,-1.9989110222565887,-0.4902921779821767,PASS,PASS,True,False,-2.7846939688276007,5117.0,0.14237756601848495,-0.2438563330639627
X__CCI20_LT_N100__BIAS20_GT5,CROSS,CCI20_LT_N100,BIAS20_GT5,-2.2907599098489717,-2.281399506804682,-0.018720806088579067,ALERT,PASS,False,False,-2.8313967674288953,3929.0,0.13976676000242105,-0.24668121790944353
X__MACD_HIST_NEG__BB_UPPER,CROSS,MACD_HIST_NEG,BB_UPPER,-2.4893481999985867,-2.225850909579441,0.5269945808382914,ALERT,ALERT,False,False,-3.0299850575785103,3922.0,0.13798058150114145,-0.24612573193719112
X__MACD_HIST_NEG__BB_PCTB_GT1,CROSS,MACD_HIST_NEG,BB_PCTB_GT1,-2.4893481999985867,-2.225850909579441,0.5269945808382914,ALERT,ALERT,False,False,-3.0299850575785103,3922.0,0.13798058150114145,-0.24612573193719112
SELL_HIGH_ABOVE_MA20,SELL_HIGH,,ABOVE_MA20,-2.491019095817837,-2.3751463988338384,-0.23174539396799698,PASS,PASS,True,False,-3.0316559533977605,5201.0,0.1414911445184086,-0.2476186868297351
SELL_HIGH_ABOVE_MA60,SELL_HIGH,,ABOVE_MA60,-2.5449427403694047,-2.346705649580838,-0.3964741815771333,PASS,PASS,True,False,-3.0855795979493283,5089.0,0.14393814120415893,-0.2473342793372052
X__BELOW_MA60__MFI14_GT80,CROSS,BELOW_MA60,MFI14_GT80,-2.896169093524603,-2.8002107514411567,-0.1919166841668929,PASS,PASS,True,False,-3.436805951104527,4047.0,0.1410143078090007,-0.2518693303558085
X__BELOW_MA20__MACD_HIST_POS,CROSS,BELOW_MA20,MACD_HIST_POS,-2.9139788329690663,-2.56917384691695,0.6896099721042326,ALERT,PASS,False,False,-3.45461569054899,4920.0,0.14030999011696244,-0.2495589613105662
SELL_HIGH_ROC10_GT5,SELL_HIGH,,ROC10_GT5,-2.986356683227598,-2.837118660437299,0.2984760455805979,PASS,PASS,True,False,-3.5269935408075215,4027.0,0.1415649471460898,-0.2522384094457699
X__BELOW_MA60__K9_GT70,CROSS,BELOW_MA60,K9_GT70,-3.043242850764427,-2.5905993152118945,0.9052870711050653,ALERT,ALERT,False,False,-3.5838797083443508,5021.0,0.13697817807755586,-0.24977321599351587
X__BELOW_MA60__RSI6_GT80,CROSS,BELOW_MA60,RSI6_GT80,-3.0882695483589906,-3.0001133162738003,0.1763124641703806,ALERT,PASS,False,False,-3.6289064059389142,4174.0,0.13838695083933739,-0.2538683560041348
SELL_HIGH_BIAS20_GT5,SELL_HIGH,,BIAS20_GT5,-3.2168545243541513,-3.1368712964038314,0.15996645590063974,PASS,PASS,True,False,-3.757491381934075,3534.0,0.14315923592760482,-0.25523593580543513
X__BELOW_MA60__MACD_HIST_POS,CROSS,BELOW_MA60,MACD_HIST_POS,-3.3641596740164426,-3.055043064348184,0.618233219336517,PASS,PASS,True,False,-3.904796531596366,5238.0,0.13719115934980852,-0.25441765348487855
X__BELOW_MA60__D9_GT80,CROSS,BELOW_MA60,D9_GT80,-3.448761712651538,-3.134439542302203,0.6286443406986697,ALERT,ALERT,False,False,-3.9893985702314616,4567.0,0.13606473335040414,-0.25521161826441885
X__BELOW_MA60__ABOVE_MA20,CROSS,BELOW_MA60,ABOVE_MA20,-3.4563821648359583,-2.923963608629776,1.0648371124123646,ALERT,PASS,False,False,-3.997019022415882,5238.0,0.13534400851413486,-0.25310685892769447
X__BELOW_MA60__BIAS20_GT5,CROSS,BELOW_MA60,BIAS20_GT5,-3.707960921915321,-3.5722714784223064,0.27137888698602897,ALERT,PASS,False,False,-4.2485977794952445,3661.0,0.13999514604634133,-0.2595899376256199
FIN_EQUAL,anchor,,,0.0,0.0,0.0,PASS,PASS,True,False,-0.5406368575799236,,0.13850709158384023,-0.22386722284139682
BUY_LOW_MACD_HIST_NEG,BUY_LOW,MACD_HIST_NEG,,-0.08883970213355852,1.0114980989784472,2.2006756022240115,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-0.6294765597134822,5611.0,0.1276771653591895,-0.21375224185161246
BUY_LOW_K9_LT20,BUY_LOW,K9_LT20,,-0.22645151166548194,1.6490283556096053,3.7509597345501744,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-0.7670883692454056,6638.0,0.11656409091312003,-0.20737693928530065
X__D9_LT20__RSI14_GT70,CROSS,D9_LT20,RSI14_GT70,-0.5236938047033957,1.1935661336004877,3.4345198766077667,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.0643306622833193,4868.0,0.11533790717597192,-0.21193156150539194
X__D9_LT20__D9_GT80,CROSS,D9_LT20,D9_GT80,-0.5406717548680828,0.8124527872445442,2.706249084225254,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.0813086124480065,5703.0,0.11847137466426294,-0.21574269496895127
X__K9_LT20__RSI6_GT80,CROSS,K9_LT20,RSI6_GT80,-0.5841566128779951,0.07736028590377142,1.3230337975635331,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.1247934704579188,4526.0,0.12947842811598131,-0.2230936199823591
X__K9_LT20__K9_GT80,CROSS,K9_LT20,K9_GT80,-0.5994195171075689,0.742902853398808,2.684644741012754,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.1400563746874925,5288.0,0.12214870595624316,-0.21643819430740885
X__D9_LT20__CCI20_GT100,CROSS,D9_LT20,CCI20_GT100,-0.6050224958573547,1.345082179135193,3.9002093499850954,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.1456593534372783,5943.0,0.11399652289866569,-0.210416401050045
X__CCI20_LT_N100__RSI14_GT70,CROSS,CCI20_LT_N100,RSI14_GT70,-0.6663685183263879,0.0042201960708476705,1.341177428794471,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.2070053759063115,4146.0,0.12930715838512352,-0.22382502088068812
BUY_LOW_CCI20_LT_N100,BUY_LOW,CCI20_LT_N100,,-0.6715051325759336,0.5895643506045878,2.5221389663610427,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.2121419901558572,6578.0,0.1224584881652444,-0.21797157933535105
BUY_OR_ALL,AGG,OR_ALL,,-0.680446057517281,-0.011553107113315697,1.3377859008079307,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.2210829150972047,5518.0,0.13455088342164023,-0.22398275391253009
X__D9_LT20__BB_UPPER,CROSS,D9_LT20,BB_UPPER,-0.7281752674129338,1.1802979419477944,3.8169464187214563,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.2688121249928574,5597.0,0.11420248487096396,-0.21206424342191887
X__D9_LT20__BB_PCTB_GT1,CROSS,D9_LT20,BB_PCTB_GT1,-0.7281752674129338,1.1802979419477944,3.8169464187214563,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.2688121249928574,5597.0,0.11420248487096396,-0.21206424342191887
X__K9_LT20__K9_GT70,CROSS,K9_LT20,K9_GT70,-0.7753169708715091,0.6448961671582709,2.84042627605956,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.3159538284514327,5678.0,0.12390529292586705,-0.2174182611698139
X__K9_LT20__MFI14_GT80,CROSS,K9_LT20,MFI14_GT80,-0.8028272758592081,-0.12607506858637318,1.3535044145456698,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.3434641334391317,4318.0,0.12873849544529614,-0.22512797352726044
X__K9_LT20__D9_GT80,CROSS,K9_LT20,D9_GT80,-0.8997128833981294,0.07393832160351721,1.9473024100032932,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.440349740978053,4962.0,0.12671640317801947,-0.22312783962536176
X__K9_LT20__RSI14_GT70,CROSS,K9_LT20,RSI14_GT70,-0.9707536072845357,0.0634426544716793,2.06839252351243,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.5113904648644594,4239.0,0.125954070524686,-0.22323279629668014
X__D9_LT20__K9_GT80,CROSS,D9_LT20,K9_GT80,-0.9974852236058651,0.8742853119036109,3.743541071018952,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.5381220811857887,6053.0,0.11251458304497342,-0.2151243697223607
X__K9_LT20__MACD_HIST_POS,CROSS,K9_LT20,MACD_HIST_POS,-1.0382894115691044,0.24985556128175324,2.576289945701715,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.578926269149028,5829.0,0.12533715925903266,-0.2213686672285795
X__D9_LT20__RSI6_GT80,CROSS,D9_LT20,RSI6_GT80,-1.068643455656848,0.5668984456763337,3.2710838026663636,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.6092803132367717,5330.0,0.1153602101776845,-0.21819823838463348
X__K9_LT20__ABOVE_MA20,CROSS,K9_LT20,ABOVE_MA20,-1.1322756993007332,0.13840773639377524,2.541366871389017,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.6729125568806569,5815.0,0.12534542933093884,-0.22248314547745895
X__D9_LT20__ROC10_GT5,CROSS,D9_LT20,ROC10_GT5,-1.2719606620478996,0.37055025813985676,3.2850218403755127,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.8125975196278232,5488.0,0.11895948550286883,-0.22016172025999814
X__MFI14_LT20__BB_UPPER,CROSS,MFI14_LT20,BB_UPPER,-1.2799457377900003,0.29817870681905223,3.156248889218105,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.820582595369924,5937.0,0.12305131639046052,-0.2208854357732063
X__MFI14_LT20__BB_PCTB_GT1,CROSS,MFI14_LT20,BB_PCTB_GT1,-1.2799457377900003,0.29817870681905223,3.156248889218105,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.820582595369924,5937.0,0.12305131639046052,-0.2208854357732063
X__K9_LT20__WILLR14_GT_N20,CROSS,K9_LT20,WILLR14_GT_N20,-1.2860691381239242,0.28561490963139313,3.1433680955106347,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.8267059957038478,5555.0,0.1224378296200288,-0.2210110737450829
X__MFI14_LT20__WILLR14_GT_N20,CROSS,MFI14_LT20,WILLR14_GT_N20,-1.2871450253690742,0.3832433303295635,3.3407767113972753,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.8277818829489978,6660.0,0.12412854392423567,-0.22003478953810107
X__MFI14_LT20__RSI14_GT70,CROSS,MFI14_LT20,RSI14_GT70,-1.2893740233164253,0.2046617491491043,2.988071544931059,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.830010880896349,5252.0,0.12325536922071434,-0.22182060534990578
X__MFI14_LT20__MFI14_GT80,CROSS,MFI14_LT20,MFI14_GT80,-1.39101191976998,-0.11725901647845483,2.5475058065830503,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.9316487773499036,5463.0,0.12521407864657075,-0.22503981300618137
X__MFI14_LT20__CCI20_GT100,CROSS,MFI14_LT20,CCI20_GT100,-1.402857950209413,0.2607441409576139,3.3272041823340537,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.9434948077893366,6220.0,0.12287455235398248,-0.22125978143182057
X__D9_LT20__MFI14_GT80,CROSS,D9_LT20,MFI14_GT80,-1.4336849108324001,-0.1615491058400309,2.5442716099847384,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.9743217684123238,4869.0,0.1189318348300572,-0.22548271389979713
X__K9_LT20__ABOVE_MA60,CROSS,K9_LT20,ABOVE_MA60,-1.4572078692648094,-0.12033827785724593,2.673739182815127,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.997844726844733,5901.0,0.12484203187360121,-0.22507060561996928
BUY_LOW_BB_LOWER,BUY_LOW,BB_LOWER,,-1.4682450087524446,1.1543117407732062,5.2451134990513015,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.008881866332368,6935.0,0.11296527771602283,-0.21232410543366464
BUY_LOW_BB_PCTB_LT0,BUY_LOW,BB_PCTB_LT0,,-1.4682450087524446,1.1543117407732062,5.2451134990513015,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.008881866332368,6935.0,0.11296527771602283,-0.21232410543366464
X__MFI14_LT20__MACD_HIST_POS,CROSS,MFI14_LT20,MACD_HIST_POS,-1.478989121922314,0.16493488349995644,3.2878480108445407,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.0196259795022375,6876.0,0.12382732829772314,-0.22221787400639725
X__MACD_HIST_NEG__K9_GT80,CROSS,MACD_HIST_NEG,K9_GT80,-1.5143711228100876,-0.7492085839005513,1.5303250778190725,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.055007980390011,4293.0,0.13232981395541432,-0.23135930868040233
X__MACD_HIST_NEG__RSI14_GT70,CROSS,MACD_HIST_NEG,RSI14_GT70,-1.5356728645051776,-1.1173648761514943,0.8366159767073666,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.0763097220851012,3463.0,0.13704402236195667,-0.23504087160291176
X__CCI20_LT_N100__RSI6_GT80,CROSS,CCI20_LT_N100,RSI6_GT80,-1.5376530780602526,-1.319144402264727,0.4370173515910514,PAUSE_REVIEW,ALERT,False,False,-2.0782899356401763,4501.0,0.13455648166531264,-0.23705866686404398
X__D9_LT20__WILLR14_GT_N20,CROSS,D9_LT20,WILLR14_GT_N20,-1.5406203073290436,0.5183095416254613,4.11785969790901,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.0812571649089673,6280.0,0.11325765199790161,-0.21868412742514232
X__MACD_HIST_NEG__WILLR14_GT_N20,CROSS,MACD_HIST_NEG,WILLR14_GT_N20,-1.5542170010610978,-0.3952219241847299,2.317990153752736,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.0948538586410215,4517.0,0.1286466835294653,-0.22781944208324412
X__CCI20_LT_N100__WILLR14_GT_N20,CROSS,CCI20_LT_N100,WILLR14_GT_N20,-1.558477746184428,-0.4627375755743346,2.1914803412201866,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.0991146037643515,5457.0,0.12626650352265245,-0.22849459859714016
X__CCI20_LT_N100__MACD_HIST_POS,CROSS,CCI20_LT_N100,MACD_HIST_POS,-1.6239884238424374,-0.821689754363697,1.6045973389574808,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.164625281422361,5718.0,0.1293202410900285,-0.23208412038503368
X__D9_LT20__K9_GT70,CROSS,D9_LT20,K9_GT70,-1.6789269300669263,0.3846183922411761,4.127090644616205,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.21956378764685,6329.0,0.1123451624731675,-0.22002103891898495
BUY_LOW_BELOW_MA120,BUY_LOW,BELOW_MA120,,-1.6885547153461022,0.4667557646094944,4.310620959911193,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.229191572926026,5948.0,0.11842560574813743,-0.21919966519530187
X__D9_LT20__MACD_HIST_POS,CROSS,D9_LT20,MACD_HIST_POS,-1.709295072816397,0.450228440440692,4.319047026514178,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.2499319303963206,6538.0,0.11156633157200835,-0.2193649384369899
X__MACD_HIST_NEG__K9_GT70,CROSS,MACD_HIST_NEG,K9_GT70,-1.7323506865598137,-1.0388362512680493,1.3870288705835288,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.2729875441397374,4696.0,0.1350074563138337,-0.2342555853540773
X__MFI14_LT20__ROC10_GT5,CROSS,MFI14_LT20,ROC10_GT5,-1.7682139722232648,-0.1994573731591065,3.1375131981283166,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.3088508298031885,5969.0,0.12473364225309047,-0.22586179657298788
X__D9_LT20__ABOVE_MA20,CROSS,D9_LT20,ABOVE_MA20,-1.776746217280012,0.4449539414234427,4.443400317406909,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.3173830748599356,6521.0,0.11077380381880797,-0.2194176834271624
X__MFI14_LT20__ABOVE_MA60,CROSS,MFI14_LT20,ABOVE_MA60,-1.8612054230957908,-0.19550134717249978,3.331408151846582,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.4018422806757145,6900.0,0.12364746092749268,-0.22582223631312182
BUY_LOW_BELOW_MA20,BUY_LOW,BELOW_MA20,,-1.92007941481529,-0.8250917403228031,2.189975348984974,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.4607162723952136,5739.0,0.1310332500064435,-0.23211814024462485
X__CCI20_LT_N100__K9_GT80,CROSS,CCI20_LT_N100,K9_GT80,-2.0270960136680616,-0.9614400157091141,2.131311995917895,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.567732871247985,5204.0,0.12700035986758107,-0.23348162299848796
X__BB_LOWER__RSI14_GT70,CROSS,BB_LOWER,RSI14_GT70,-2.029897200238151,-1.0045359793416253,2.0507224417930514,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.5705340578180746,4399.0,0.12948508063157038,-0.23391258263481307
X__BB_PCTB_LT0__RSI14_GT70,CROSS,BB_PCTB_LT0,RSI14_GT70,-2.029897200238151,-1.0045359793416253,2.0507224417930514,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.5705340578180746,4399.0,0.12948508063157038,-0.23391258263481307
X__D9_LT20__BIAS20_GT5,CROSS,D9_LT20,BIAS20_GT5,-2.0645760582478245,-0.41696158104292946,3.29522895440979,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.605212915827748,4493.0,0.11796941706728137,-0.22803683865182622
X__CCI20_LT_N100__K9_GT70,CROSS,CCI20_LT_N100,K9_GT70,-2.0899946349638987,-1.2113057514000158,1.7573777671277657,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.6306314925438223,5555.0,0.12981390737316834,-0.2359802803553971
X__MACD_HIST_NEG__ABOVE_MA60,CROSS,MACD_HIST_NEG,ABOVE_MA60,-2.1679499374747113,-1.3407879572646886,1.6543239604200455,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.708586795054635,4814.0,0.13345091370078177,-0.2372751024140436
X__MFI14_LT20__ABOVE_MA20,CROSS,MFI14_LT20,ABOVE_MA20,-2.186597654154976,-0.4011537383446284,3.570887831620695,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.7272345117348995,6798.0,0.12215162714819328,-0.2278787602248431
X__D9_LT20__ABOVE_MA60,CROSS,D9_LT20,ABOVE_MA60,-2.2959251783212564,-0.2740019252916004,4.043846506059312,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.83656203590118,6553.0,0.11385094766564485,-0.2266072420943127
X__K9_LT20__BB_UPPER,CROSS,K9_LT20,BB_UPPER,-2.300089087494517,-1.444213197516342,1.7117517799563498,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.8407259450744404,4897.0,0.12888054246996528,-0.23830935481656035
X__K9_LT20__BB_PCTB_GT1,CROSS,K9_LT20,BB_PCTB_GT1,-2.300089087494517,-1.444213197516342,1.7117517799563498,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.8407259450744404,4897.0,0.12888054246996528,-0.23830935481656035
X__BELOW_MA120__RSI14_GT70,CROSS,BELOW_MA120,RSI14_GT70,-2.3058221045236915,-1.149835161956092,2.311973885135199,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.846458962103615,3778.0,0.13015483512057235,-0.23536557446095774
BUY_LOW_D9_LT20,BUY_LOW,D9_LT20,,-2.348456089062634,0.06455244741689903,4.826017072959066,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.8890929466425574,7164.0,0.10783394051989381,-0.22322169836722783
X__K9_LT20__CCI20_GT100,CROSS,K9_LT20,CCI20_GT100,-2.417937421388894,-1.207906957161764,2.4200609284542596,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.9585742789688174,5098.0,0.12642689455331002,-0.23594629241301446
BUY_LOW_MFI14_LT20,BUY_LOW,MFI14_LT20,,-2.4200338696612977,-0.43249557302316166,3.975076593276272,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.9606707272412214,7494.0,0.11886042899117166,-0.22819217857162843
X__BELOW_MA20__MFI14_GT80,CROSS,BELOW_MA20,MFI14_GT80,-2.4247866714880217,-1.8417156269154744,1.1661420891450947,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.9654235290679454,3620.0,0.13753315740922045,-0.24228437911055167
X__BELOW_MA20__RSI14_GT70,CROSS,BELOW_MA20,RSI14_GT70,-2.4325762793618977,-1.8470890187943678,1.1709745211350597,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.9732131369418213,3483.0,0.1369448993734137,-0.2423381130293405
X__BB_LOWER__D9_GT80,CROSS,BB_LOWER,D9_GT80,-2.464776480979758,-1.0715095396278684,2.786533882703779,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.0054133385596815,5266.0,0.12633274495423574,-0.2345823182376755
X__BB_PCTB_LT0__D9_GT80,CROSS,BB_PCTB_LT0,D9_GT80,-2.464776480979758,-1.0715095396278684,2.786533882703779,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.0054133385596815,5266.0,0.12633274495423574,-0.2345823182376755
X__BB_LOWER__ABOVE_MA60,CROSS,BB_LOWER,ABOVE_MA60,-2.472804578085286,-0.46913853048853316,4.007332095193505,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.0134414356652095,6146.0,0.12087529814852127,-0.22855860814628226
X__BB_PCTB_LT0__ABOVE_MA60,CROSS,BB_PCTB_LT0,ABOVE_MA60,-2.472804578085286,-0.46913853048853316,4.007332095193505,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.0134414356652095,6146.0,0.12087529814852127,-0.22855860814628226
X__BELOW_MA120__MFI14_GT80,CROSS,BELOW_MA120,MFI14_GT80,-2.524735984293358,-1.6549458666885064,1.7395802352097034,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.0653728418732817,4022.0,0.13357313851542307,-0.24041668150828188
X__BB_LOWER__MFI14_GT80,CROSS,BB_LOWER,MFI14_GT80,-2.5519351142785918,-1.3324917921961554,2.4388866441648727,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.0925719718585154,4782.0,0.12794062296813768,-0.23719214076335837
X__BB_PCTB_LT0__MFI14_GT80,CROSS,BB_PCTB_LT0,MFI14_GT80,-2.5519351142785918,-1.3324917921961554,2.4388866441648727,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.0925719718585154,4782.0,0.12794062296813768,-0.23719214076335837
X__BELOW_MA120__D9_GT80,CROSS,BELOW_MA120,D9_GT80,-2.5592728254494768,-1.399117513892445,2.3203106231140636,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-3.0999096830294004,4424.0,0.12986204929436895,-0.23785839798032116
