code,year,month,thresh,signal_dt,days_to_ex,ret_to_ex_minus_1,ret_40d
2880,2017,10,20.0,2017-10-30,196,0.13030303030303014,0.012121212121211977
2880,2017,11,20.0,2017-11-14,185,0.13373860182370811,0.05167173252279644
2880,2018,6,20.0,2018-06-22,39,0.06267806267806253,0.0
2880,2018,10,20.0,2018-10-11,205,0.22857142857142865,0.011428571428571344
2880,2018,10,20.0,2018-10-16,202,0.22857142857142865,0.005714285714285783
2880,2018,10,20.0,2018-10-23,197,0.24277456647398843,0.00867052023121384
2880,2019,8,20.0,2019-08-26,235,0.025445292620865034,0.09414758269720114
2880,2020,2,20.0,2020-02-27,114,-0.06496519721577731,-0.12296983758700708
2880,2020,3,20.0,2020-03-12,105,0.00749999999999984,-0.04250000000000009
2880,2020,3,20.0,2020-03-16,103,0.07466666666666666,0.016000000000000014
2880,2020,7,20.0,2020-07-20,18,0.004987531172069737,-0.09725685785536153
2880,2020,8,20.0,2020-08-19,265,0.12234042553191493,-0.07446808510638314
2880,2020,10,20.0,2020-10-16,226,0.21264367816091978,0.02011494252873569
2880,2020,10,20.0,2020-10-30,216,0.2267441860465118,0.0406976744186045
2880,2020,12,20.0,2020-12-09,188,0.19209039548022622,-0.016949152542372947
2880,2020,12,20.0,2020-12-15,184,0.1954674220963175,0.014164305949008416
2880,2021,1,20.0,2021-01-20,159,0.19886363636363624,0.048295454545454364
2880,2021,5,20.0,2021-05-04,96,0.1374663072776281,-0.005390835579514919
2880,2021,11,20.0,2021-11-30,169,0.20544554455445563,0.08168316831683176
2880,2022,4,20.0,2022-04-25,76,0.05183585313174954,-0.01295896328293722
2880,2022,5,20.0,2022-05-12,64,0.1169724770642202,0.016055045871559592
2880,2022,7,20.0,2022-07-08,24,0.09932279909706554,0.02708803611738153
2880,2022,8,20.0,2022-08-23,236,-0.056768558951964976,-0.10917030567685593
2880,2022,10,20.0,2022-10-03,208,-0.020408163265306034,0.013605442176870763
2880,2022,10,20.0,2022-10-05,206,-0.022624434389140302,0.03167420814479627
2880,2022,10,20.0,2022-10-11,203,0.0046511627906977715,0.0255813953488373
2880,2023,2,20.0,2023-02-03,129,-0.05054945054945048,-0.013186813186813251
2880,2023,3,20.0,2023-03-15,103,-0.015945330296127436,0.006833712984054774
2880,2023,7,20.0,2023-07-04,31,-0.020408163265306034,-0.05442176870748294
2880,2023,8,20.0,2023-08-31,230,0.3390243902439023,-0.009756097560975618
2880,2023,9,20.0,2023-09-06,226,0.3390243902439023,0.02195121951219514
2880,2023,9,20.0,2023-09-27,211,0.3390243902439023,0.06585365853658542
2880,2023,10,20.0,2023-10-25,194,0.34558823529411775,0.07352941176470584
2880,2024,1,20.0,2024-01-15,137,0.25629290617848954,0.05263157894736836
2880,2024,5,20.0,2024-05-30,50,0.10909090909090913,0.1070707070707071
2880,2024,8,20.0,2024-08-15,235,0.16932270916334669,0.017928286852589626
2880,2024,10,20.0,2024-10-09,199,0.16007905138339917,0.0731225296442688
2880,2024,12,20.0,2024-12-19,150,0.1420233463035021,0.08171206225680949
2880,2025,4,20.0,2025-04-09,83,0.1716566866267466,0.053892215568862145
2880,2025,5,20.0,2025-05-28,49,0.09107806691449816,0.06691449814126393
2880,2025,11,20.0,2025-11-18,176,0.5131348511383538,0.15236427320490353
2880,2026,4,20.0,2026-04-30,71,0.34789391575663053,0.18564742589703598
2880,2026,5,20.0,2026-05-19,59,0.341614906832298,0.24689440993788803
2880,2011,12,25.0,2011-12-13,166,0.02083333333333326,0.04166666666666652
2880,2012,1,25.0,2012-01-16,142,0.07523510971786829,0.08150470219435735
2880,2012,3,25.0,2012-03-28,97,0.00586510263929596,-0.07917888563049857
2880,2012,4,25.0,2012-04-05,92,0.048929663608562546,-0.030581039755351758
2880,2012,4,25.0,2012-04-20,81,0.0619195046439629,0.021671826625387025
2880,2012,5,25.0,2012-05-15,65,0.0619195046439629,0.021671826625387025
2880,2012,5,25.0,2012-05-18,62,0.08544303797468333,0.044303797468354444
2880,2012,6,25.0,2012-06-28,33,0.06853582554517113,0.012461059190031154
2880,2012,8,25.0,2012-08-20,245,0.08125000000000004,0.006250000000000089
2880,2012,9,25.0,2012-09-05,233,0.09493670886075956,-0.02848101265822789
2880,2012,10,25.0,2012-10-16,205,0.07453416149068315,0.024844720496894235
2880,2013,3,25.0,2013-03-04,114,0.014662756598240456,0.0029325513196480912
2880,2013,3,25.0,2013-03-20,102,0.0206489675516226,0.03244837758112107
2880,2013,4,25.0,2013-04-09,90,0.029761904761904656,0.017857142857142794
2880,2013,4,25.0,2013-04-17,84,0.04216867469879504,0.0030120481927708997
2880,2013,6,25.0,2013-06-06,49,0.01764705882352935,0.032352941176470695
2880,2013,6,25.0,2013-06-11,46,0.01764705882352935,0.014705882352941124
2880,2013,8,25.0,2013-08-16,244,0.1838006230529594,0.08722741433021808
2880,2013,10,25.0,2013-10-02,213,0.12094395280235992,0.014749262536873253
2880,2013,11,25.0,2013-11-07,188,0.11764705882352944,0.014705882352941124
2880,2013,11,25.0,2013-11-21,178,0.13772455089820368,0.04790419161676662
2880,2014,1,25.0,2014-01-08,145,0.10787172011661816,0.0
2880,2014,2,25.0,2014-02-06,130,0.13432835820895517,0.020895522388059806
2880,2014,3,25.0,2014-03-21,100,0.11764705882352944,0.0235294117647058
2880,2014,3,25.0,2014-03-25,98,0.11436950146627556,0.02639296187683282
2880,2014,8,25.0,2014-08-18,243,-0.019607843137254943,-0.04201680672268904
2880,2014,9,25.0,2014-09-30,213,-0.014084507042253502,-0.005633802816901512
2880,2014,10,25.0,2014-10-13,205,0.008645533141210304,0.01729106628242061
2880,2014,12,25.0,2014-12-12,161,0.01744186046511631,0.023255813953488413
2880,2015,3,25.0,2015-03-10,107,-0.005681818181818232,0.06534090909090895
2880,2015,5,25.0,2015-05-14,63,-0.051490514905149,-0.03794037940379402
2880,2015,5,25.0,2015-05-20,59,-0.05405405405405406,-0.016216216216216273
2880,2015,6,25.0,2015-06-04,48,-0.019607843137254943,0.0056022408963585235
2880,2015,8,25.0,2015-08-14,248,0.11285266457680265,-0.01253918495297801
2880,2015,9,25.0,2015-09-25,218,0.15259740259740262,0.01298701298701288
2880,2015,11,25.0,2015-11-13,186,0.1414790996784565,-0.07717041800643099
2880,2015,12,25.0,2015-12-11,166,0.17940199335548157,0.009966777408637828
2880,2016,1,25.0,2016-01-06,149,0.19528619528619529,0.06734006734006726
2880,2016,5,25.0,2016-05-09,71,0.1488673139158576,0.08414239482200658
2880,2016,8,25.0,2016-08-24,240,0.11562500000000009,0.009374999999999911
2880,2016,10,25.0,2016-10-14,207,0.11562500000000009,0.03125
2880,2016,11,25.0,2016-11-04,192,0.12618296529968465,0.025236593059936974
2880,2016,11,25.0,2016-11-11,187,0.14423076923076938,0.054487179487179516
2880,2016,12,25.0,2016-12-22,158,0.11214953271028039,0.052959501557632294
2880,2017,4,25.0,2017-04-17,86,0.06567164179104479,0.020895522388059806
2880,2017,4,25.0,2017-04-19,84,0.07207207207207222,0.027027027027027195
2880,2017,6,25.0,2017-06-07,51,0.04385964912280693,0.058479532163742576
2880,2017,9,25.0,2017-09-11,229,0.12688821752265844,-0.0030211480362538623
2880,2017,9,25.0,2017-09-13,227,0.12688821752265844,-0.0030211480362538623
2880,2017,10,25.0,2017-10-27,197,0.12688821752265844,0.012084592145015005
2880,2017,11,25.0,2017-11-14,185,0.13373860182370811,0.05167173252279644
2880,2018,5,25.0,2018-05-25,58,0.05070422535211261,0.011267605633802802
2880,2018,6,25.0,2018-06-21,40,0.05965909090909083,-0.008522727272727404
2880,2018,10,25.0,2018-10-11,205,0.22857142857142865,0.011428571428571344
2880,2018,12,25.0,2018-12-17,158,0.225071225071225,0.05982905982905984
2880,2018,12,25.0,2018-12-26,150,0.24277456647398843,0.08670520231213863
2880,2019,8,25.0,2019-08-21,238,0.015113350125944391,0.07556675062972285
2880,2019,12,25.0,2019-12-06,165,-0.06712962962962976,0.0092592592592593
2880,2019,12,25.0,2019-12-10,163,-0.06928406466512704,0.009237875288683695
2880,2020,2,25.0,2020-02-26,115,-0.06496519721577731,-0.14849187935034802
2880,2020,3,25.0,2020-03-09,108,-0.0427553444180524,-0.09976247030878871
2880,2020,4,25.0,2020-04-24,76,0.11634349030470892,0.10249307479224368
2880,2020,7,25.0,2020-07-16,20,0.004987531172069737,-0.09975062344139651
2880,2020,7,25.0,2020-07-27,13,0.015113350125944391,-0.09571788413098248
2880,2020,8,25.0,2020-08-17,267,0.12234042553191493,-0.06914893617021278
2880,2020,9,25.0,2020-09-24,239,0.22318840579710164,0.05797101449275366
2880,2020,10,25.0,2020-10-15,227,0.20571428571428574,0.011428571428571344
2880,2020,10,25.0,2020-10-29,217,0.22318840579710164,0.02898550724637672
2880,2020,12,25.0,2020-12-03,192,0.1689750692520775,-0.049861495844875425
2880,2020,12,25.0,2020-12-08,189,0.1853932584269664,-0.022471910112359716
2880,2020,12,25.0,2020-12-18,181,0.1954674220963175,0.031161473087818692
2880,2021,1,25.0,2021-01-19,160,0.17877094972067065,0.025139664804469497
2880,2021,5,25.0,2021-05-04,96,0.1374663072776281,-0.005390835579514919
2880,2021,11,25.0,2021-11-29,170,0.19070904645476783,0.06112469437652801
2880,2022,4,25.0,2022-04-21,78,0.040598290598290676,-0.04914529914529908
2880,2022,5,25.0,2022-05-09,67,0.09684684684684686,0.020270270270270174
2880,2022,6,25.0,2022-06-20,38,0.09438202247191008,0.06067415730337089
2880,2022,7,25.0,2022-07-06,26,0.1018099547511313,0.05203619909502266
2880,2022,7,25.0,2022-07-15,19,0.13519813519813528,0.08391608391608396
2880,2022,8,25.0,2022-08-23,236,-0.056768558951964976,-0.10917030567685593
2880,2022,9,25.0,2022-09-02,228,-0.05054945054945048,-0.05934065934065935
2880,2022,9,25.0,2022-09-27,212,-0.039999999999999925,-0.022222222222222254
2880,2022,9,25.0,2022-09-30,209,-0.02921348314606731,-0.008988764044943753
2880,2022,10,25.0,2022-10-07,204,-0.018181818181818077,0.011363636363636465
2880,2023,2,25.0,2023-02-03,129,-0.05054945054945048,-0.013186813186813251
2880,2023,3,25.0,2023-03-14,104,-0.02483069977426622,-0.009029345372460473
2880,2023,6,25.0,2023-06-29,34,-0.02483069977426622,-0.0699774266365687
2880,2023,7,25.0,2023-07-04,31,-0.020408163265306034,-0.05442176870748294
2880,2023,8,25.0,2023-08-31,230,0.3390243902439023,-0.009756097560975618
2880,2023,9,25.0,2023-09-06,226,0.3390243902439023,0.02195121951219514
2880,2023,9,25.0,2023-09-26,212,0.33576642335766405,0.06569343065693412
2880,2023,10,25.0,2023-10-24,195,0.34558823529411775,0.08823529411764719
2880,2024,1,25.0,2024-01-15,137,0.25629290617848954,0.05263157894736836
2880,2024,4,25.0,2024-04-19,78,0.2364864864864864,0.1711711711711712
2880,2024,5,25.0,2024-05-30,50,0.10909090909090913,0.1070707070707071
2880,2024,8,25.0,2024-08-14,236,0.16007905138339917,0.029644268774703608
2880,2024,10,25.0,2024-10-09,199,0.16007905138339917,0.0731225296442688
2880,2024,11,25.0,2024-11-01,184,0.16699801192842956,0.04373757455268401
2880,2024,12,25.0,2024-12-19,150,0.1420233463035021,0.08171206225680949
2880,2025,4,25.0,2025-04-08,84,0.1353965183752417,0.01934235976789167
2880,2025,5,25.0,2025-05-27,50,0.08703703703703702,0.06296296296296289
2880,2025,6,25.0,2025-06-23,37,0.1245210727969348,0.07854406130268199
2880,2025,8,25.0,2025-08-18,238,0.5346358792184727,0.05861456483126126
2880,2025,11,25.0,2025-11-18,176,0.5131348511383538,0.15236427320490353
2880,2026,3,25.0,2026-03-20,98,0.2876304023845009,-0.04470938897168408
2880,2026,4,25.0,2026-04-29,72,0.31306990881458985,0.13373860182370811
2880,2026,5,25.0,2026-05-18,60,0.3563579277864992,0.23704866562009408
2880,2011,12,30.0,2011-12-13,166,0.02083333333333326,0.04166666666666652
2880,2012,1,30.0,2012-01-03,151,0.0521472392638036,0.05521472392638027
2880,2012,1,30.0,2012-01-16,142,0.07523510971786829,0.08150470219435735
2880,2012,3,30.0,2012-03-07,112,0.014792899408283988,-0.008875739644970349
2880,2012,3,30.0,2012-03-26,99,0.00586510263929596,-0.07624633431085048
2880,2012,5,30.0,2012-05-14,66,0.0619195046439629,0.021671826625387025
2880,2012,6,30.0,2012-06-26,35,0.06521739130434767,0.009316770186335255
2880,2012,8,30.0,2012-08-20,245,0.08125000000000004,0.006250000000000089
2880,2012,9,30.0,2012-09-05,233,0.09493670886075956,-0.02848101265822789
2880,2012,10,30.0,2012-10-11,208,0.07120743034055743,0.021671826625387025
2880,2013,3,30.0,2013-03-04,114,0.014662756598240456,0.0029325513196480912
2880,2013,3,30.0,2013-03-20,102,0.0206489675516226,0.03244837758112107
2880,2013,4,30.0,2013-04-09,90,0.029761904761904656,0.017857142857142794
2880,2013,6,30.0,2013-06-06,49,0.01764705882352935,0.032352941176470695
2880,2013,8,30.0,2013-08-16,244,0.1838006230529594,0.08722741433021808
2880,2013,10,30.0,2013-10-01,214,0.12094395280235992,0.002949852507374784
2880,2013,11,30.0,2013-11-05,190,0.11436950146627556,0.02052785923753664
2880,2013,11,30.0,2013-11-21,178,0.13772455089820368,0.04790419161676662
2880,2014,1,30.0,2014-01-07,146,0.10787172011661816,0.00291545189504383
2880,2014,2,30.0,2014-02-06,130,0.13432835820895517,0.020895522388059806
2880,2014,3,30.0,2014-03-21,100,0.11764705882352944,0.0235294117647058
2880,2014,8,30.0,2014-08-15,244,-0.019607843137254943,-0.02801120448179273
2880,2014,9,30.0,2014-09-16,223,-0.038461538461538436,-0.030219780219780223
2880,2014,9,30.0,2014-09-29,214,-0.022346368715083775,-0.011173184357541888
2880,2014,10,30.0,2014-10-13,205,0.008645533141210304,0.01729106628242061
2880,2014,11,30.0,2014-11-18,179,-0.002849002849002913,-0.014245014245014231
2880,2014,12,30.0,2014-12-12,161,0.01744186046511631,0.023255813953488413
2880,2015,3,30.0,2015-03-10,107,-0.005681818181818232,0.06534090909090895
2880,2015,5,30.0,2015-05-14,63,-0.051490514905149,-0.03794037940379402
2880,2015,6,30.0,2015-06-02,50,-0.038461538461538436,-0.019230769230769162
2880,2015,7,30.0,2015-07-29,11,-0.008498583569405027,-0.1274787535410764
2880,2015,8,30.0,2015-08-13,249,0.11635220125786172,0.0031446540880502027
2880,2015,9,30.0,2015-09-25,218,0.15259740259740262,0.01298701298701288
2880,2015,11,30.0,2015-11-02,195,0.1305732484076434,-0.015923566878980888
2880,2015,11,30.0,2015-11-12,187,0.13418530351437696,-0.06709265175718859
2880,2015,11,30.0,2015-11-30,175,0.16393442622950816,-0.06229508196721312
2880,2015,12,30.0,2015-12-09,168,0.17549668874172197,-0.02980132450331119
2880,2016,1,30.0,2016-01-05,150,0.1912751677852349,0.06040268456375841
2880,2016,5,30.0,2016-05-06,72,0.1488673139158576,0.08737864077669921
2880,2016,8,30.0,2016-08-22,242,0.12264150943396235,0.012578616352201255
2880,2016,10,30.0,2016-10-12,209,0.10869565217391308,0.006211180124223503
2880,2016,10,30.0,2016-10-14,207,0.11562500000000009,0.03125
2880,2016,11,30.0,2016-11-04,192,0.12618296529968465,0.025236593059936974
2880,2016,11,30.0,2016-11-09,189,0.13333333333333353,0.03809523809523818
2880,2016,11,30.0,2016-11-11,187,0.14423076923076938,0.054487179487179516
2880,2016,12,30.0,2016-12-22,158,0.11214953271028039,0.052959501557632294
2880,2016,12,30.0,2016-12-29,153,0.10869565217391308,0.04968944099378869
2880,2017,3,30.0,2017-03-03,115,0.05934718100890213,0.020771513353115667
2880,2017,4,30.0,2017-04-14,87,0.06567164179104479,0.020895522388059806
2880,2017,6,30.0,2017-06-07,51,0.04385964912280693,0.058479532163742576
2880,2017,9,30.0,2017-09-08,230,0.12688821752265844,0.0
2880,2017,9,30.0,2017-09-25,219,0.13373860182370811,0.015197568389057725
2880,2017,10,30.0,2017-10-26,198,0.12349397590361422,0.0030120481927708997
2880,2017,11,30.0,2017-11-13,186,0.13373860182370811,0.05167173252279644
2880,2018,2,30.0,2018-02-09,123,0.12012012012012008,0.07207207207207222
2880,2018,5,30.0,2018-05-24,59,0.05070422535211261,0.008450704225352101
2880,2018,6,30.0,2018-06-20,41,0.056657223796034106,0.056657223796034106
2880,2018,10,30.0,2018-10-09,206,0.18784530386740328,-0.019337016574585753
2880,2018,10,30.0,2018-10-29,193,0.2536443148688048,0.017492711370262537
2880,2018,11,30.0,2018-11-30,169,0.225071225071225,0.0512820512820511
2880,2018,12,30.0,2018-12-14,159,0.225071225071225,0.056980056980056926
2880,2018,12,30.0,2018-12-21,154,0.2356321839080462,0.0862068965517242
2880,2018,12,30.0,2018-12-26,150,0.24277456647398843,0.08670520231213863
2880,2019,5,30.0,2019-05-17,62,0.08040201005025138,0.0653266331658291
2880,2019,8,30.0,2019-08-16,241,0.015113350125944391,0.07304785894206556
2880,2019,12,30.0,2019-12-06,165,-0.06712962962962976,0.0092592592592593
2880,2020,1,30.0,2020-01-08,143,-0.07568807339449546,-0.13990825688073394
2880,2020,2,30.0,2020-02-26,115,-0.06496519721577731,-0.14849187935034802
2880,2020,3,30.0,2020-03-09,108,-0.0427553444180524,-0.09976247030878871
2880,2020,4,30.0,2020-04-23,77,0.11634349030470892,0.09695290858725758
2880,2020,7,30.0,2020-07-16,20,0.004987531172069737,-0.09975062344139651
2880,2020,7,30.0,2020-07-27,13,0.015113350125944391,-0.09571788413098248
2880,2020,8,30.0,2020-08-17,267,0.12234042553191493,-0.06914893617021278
2880,2020,9,30.0,2020-09-24,239,0.22318840579710164,0.05797101449275366
2880,2020,10,30.0,2020-10-15,227,0.20571428571428574,0.011428571428571344
2880,2020,10,30.0,2020-10-29,217,0.22318840579710164,0.02898550724637672
2880,2020,12,30.0,2020-12-02,193,0.16574585635359118,-0.04419889502762431
2880,2020,12,30.0,2020-12-08,189,0.1853932584269664,-0.022471910112359716
2880,2021,1,30.0,2021-01-18,161,0.17877094972067065,0.025139664804469497
2880,2021,5,30.0,2021-05-03,97,0.12834224598930488,-0.016042780748663166
2880,2021,5,30.0,2021-05-17,87,0.19886363636363624,0.07954545454545436
2880,2021,10,30.0,2021-10-05,208,0.21144278606965172,0.02487562189054726
2880,2021,10,30.0,2021-10-14,202,0.21446384039900246,0.04738154613466339
2880,2021,11,30.0,2021-11-26,171,0.18491484184914841,0.06326034063260333
2880,2022,2,30.0,2022-02-24,115,0.09438202247191008,0.07191011235955069
2880,2022,4,30.0,2022-04-19,80,0.03177966101694918,-0.029661016949152685
2880,2022,5,30.0,2022-05-09,67,0.09684684684684686,0.020270270270270174
2880,2022,6,30.0,2022-06-13,43,0.0703296703296703,0.03296703296703307
2880,2022,6,30.0,2022-06-17,39,0.07505518763796926,0.041942604856512355
2880,2022,7,30.0,2022-07-06,26,0.1018099547511313,0.05203619909502266
2880,2022,8,30.0,2022-08-22,237,-0.06896551724137923,-0.12499999999999989
2880,2022,8,30.0,2022-08-29,232,-0.05882352941176461,-0.07625272331154687
2880,2022,9,30.0,2022-09-02,228,-0.05054945054945048,-0.05934065934065935
2880,2022,9,30.0,2022-09-26,213,-0.04212860310421285,-0.02660753880266087
2880,2023,2,30.0,2023-02-02,130,-0.05263157894736836,-0.013157894736842146
2880,2023,3,30.0,2023-03-13,105,-0.039999999999999925,-0.026666666666666727
2880,2023,5,30.0,2023-05-04,71,-0.015945330296127436,0.004555808656036442
2880,2023,6,30.0,2023-06-28,35,-0.02483069977426622,-0.06546275395033863
2880,2023,7,30.0,2023-07-03,32,-0.022624434389140302,-0.06334841628959287
2880,2023,9,30.0,2023-09-25,213,0.3228915662650602,0.050602409638554224
2880,2023,10,30.0,2023-10-24,195,0.34558823529411775,0.08823529411764719
2880,2024,1,30.0,2024-01-12,138,0.2477272727272728,0.025000000000000133
2880,2024,4,30.0,2024-04-17,80,0.22271714922049002,0.13808463251670378
2880,2024,4,30.0,2024-04-19,78,0.2364864864864864,0.1711711711711712
2880,2024,5,30.0,2024-05-29,51,0.0958083832335328,0.10778443113772451
2880,2024,8,30.0,2024-08-14,236,0.16007905138339917,0.029644268774703608
2880,2024,9,30.0,2024-09-04,221,0.1810865191146882,0.02012072434607637
2880,2024,10,30.0,2024-10-08,200,0.16007905138339917,0.06719367588932812
2880,2024,10,30.0,2024-10-28,187,0.1487279843444227,0.03522504892367895
2880,2024,12,30.0,2024-12-18,151,0.1202290076335879,0.04961832061068705
2880,2025,4,30.0,2025-04-07,85,0.16237623762376252,0.05346534653465351
2880,2025,4,30.0,2025-04-28,70,0.10964083175803419,0.04914933837429114
2880,2025,5,30.0,2025-05-27,50,0.08703703703703702,0.06296296296296289
2880,2025,6,30.0,2025-06-23,37,0.1245210727969348,0.07854406130268199
2880,2025,8,30.0,2025-08-15,239,0.5567567567567568,0.06846846846846844
2880,2025,8,30.0,2025-08-26,232,0.5652173913043479,0.0778985507246377
2880,2025,10,30.0,2025-10-31,188,0.4794520547945207,0.10787671232876717
2880,2025,11,30.0,2025-11-14,178,0.4896551724137932,0.10344827586206895
2880,2026,3,30.0,2026-03-16,102,0.28955223880597014,-0.02686567164179099
2880,2026,4,30.0,2026-04-28,73,0.3071104387291983,0.11649016641452348
2880,2026,5,30.0,2026-05-18,60,0.3563579277864992,0.23704866562009408
2886,2011,12,20.0,2011-12-13,161,0.19950124688279303,0.13466334164588534
2886,2012,3,20.0,2012-03-07,107,0.18181818181818188,0.10319410319410305
2886,2012,3,20.0,2012-03-30,90,0.1534772182254196,0.0023980815347719453
2886,2012,5,20.0,2012-05-16,59,0.14523809523809517,0.10000000000000009
2886,2012,5,20.0,2012-05-18,57,0.15625,0.11778846153846145
2886,2012,5,20.0,2012-05-23,54,0.173170731707317,0.1170731707317072
2886,2012,8,20.0,2012-08-15,246,0.09010989010989023,-0.03296703296703296
2886,2012,8,20.0,2012-08-30,235,0.11210762331838575,-0.053811659192825045
2886,2012,9,20.0,2012-09-04,232,0.11460674157303363,-0.0449438202247191
2886,2012,10,20.0,2012-10-11,206,0.1272727272727272,0.040909090909090784
2886,2012,10,20.0,2012-10-29,194,0.17257683215130037,0.061465721040189214
2886,2013,3,20.0,2013-03-20,100,0.024793388429752206,0.012396694214876103
2886,2013,4,20.0,2013-04-16,83,0.08061002178649246,-0.01089324618736387
2886,2013,6,20.0,2013-06-05,48,0.06896551724137945,0.09267241379310365
2886,2013,6,20.0,2013-06-13,43,0.09251101321585908,0.10572687224669619
2886,2013,6,20.0,2013-06-25,35,0.12217194570135748,0.040723981900452344
2886,2013,8,20.0,2013-08-14,245,0.13146551724137945,0.08189655172413812
2886,2013,8,20.0,2013-08-28,236,0.15894039735099352,0.09933774834437092
2886,2013,11,20.0,2013-11-07,187,0.0869565217391306,0.035196687370600444
2886,2013,11,20.0,2013-11-21,177,0.10759493670886089,0.04219409282700415
2886,2014,1,20.0,2014-01-10,142,0.06707317073170715,-0.04674796747967491
2886,2014,2,20.0,2014-02-20,119,0.10294117647058809,-0.004201680672269004
2886,2014,3,20.0,2014-03-13,105,0.12419700214132745,-0.0064239828693790635
2886,2014,3,20.0,2014-03-20,100,0.14628820960698707,0.039301310043668325
2886,2014,8,20.0,2014-08-18,243,-0.004024144869215318,-0.014084507042253613
2886,2014,9,20.0,2014-09-17,222,-0.01394422310756982,0.0019920318725097363
2886,2014,10,20.0,2014-10-17,201,0.03556485355648542,0.010460251046025215
2886,2014,12,20.0,2014-12-18,157,0.037735849056603765,0.03563941299790341
2886,2015,1,20.0,2015-01-12,141,0.044303797468354444,0.08227848101265822
2886,2015,8,20.0,2015-08-17,244,0.08333333333333326,-0.04166666666666663
2886,2015,9,20.0,2015-09-24,216,0.1428571428571428,-0.00659340659340657
2886,2015,11,20.0,2015-11-10,186,0.14790286975717448,-0.09271523178807939
2886,2015,11,20.0,2015-11-18,180,0.1659192825112108,-0.10313901345291487
2886,2015,12,20.0,2015-12-08,166,0.1954022988505748,-0.0022988505747126853
2886,2015,12,20.0,2015-12-11,163,0.21212121212121215,0.011655011655011593
2886,2016,1,20.0,2016-01-07,145,0.30000000000000004,0.14000000000000012
2886,2016,8,20.0,2016-08-19,238,0.07983193277310918,-0.08193277310924363
2886,2016,10,20.0,2016-10-13,203,0.1870669745958431,0.08545034642032334
2886,2016,12,20.0,2016-12-23,152,0.12227074235807867,0.050218340611353884
2886,2017,4,20.0,2017-04-17,81,0.0708333333333333,0.022916666666666696
2886,2017,4,20.0,2017-04-19,79,0.07531380753138084,0.029288702928870425
2886,2017,6,20.0,2017-06-01,51,0.0597938144329897,0.05154639175257736
2886,2017,8,20.0,2017-08-15,243,0.14675052410901457,0.002096436058700135
2886,2017,9,20.0,2017-09-06,227,0.14915966386554635,-0.008403361344537785
2886,2017,9,20.0,2017-09-13,222,0.14915966386554635,-0.008403361344537785
2886,2017,9,20.0,2017-09-18,219,0.1540084388185654,-0.00421940928270037
2886,2017,10,20.0,2017-10-31,190,0.1540084388185654,0.0021097046413502962
