股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
5515,建國,11,15,,2474,2470,50400,,,,8,8,50400,, 
5519,隆大,36,5,,860,891,57539,,,,,,57539,, 
5521,工信,38,70,,13037,13005,123070,,,,11,11,123070,, 
5522,遠雄,1,21,,940,920,195399,,,,4,4,195399,, 
5525,順天,2,5,,316,313,79526,,,,,,79526,, 
5531,鄉林,3,1,,4337,4339,244397,,,,11,11,244397,, 
5533,皇鼎,,30,,464,434,71311,,,,1,1,71311,, 
5534,長虹,9,55,,3513,3467,78831,,,,,,78831,, 
5538,東明-KY,17,,,93,110,50300,,,,,,50300,, 
5546,永固-KY,,2,,22,20,20588,,,,,,20588,, 
5607,遠雄港,144,47,,2441,2538,92638,,,,4,4,92638,2, 
5608,四維航,712,778,17,6974,6891,97319,10,55,,397,442,97319,92, 
5706,鳳凰,,10,,722,712,20941,,,,,,20941,, 
5871,中租-KY,149,46,,3987,4090,436412,3,,,9,6,436412,, 
5876,上海商銀,43,153,,787,677,1227554,,,,6,6,1227554,, 
5880,合庫金,144,188,,3009,2965,3920234,,3,,60,63,3920234,5, 
5906,台南-KY,,,,20,20,8935,,,,,,8935,,X 
5907,大洋-KY,7,128,,5586,5465,48882,,,,,,48882,, 
6005,群益證,187,173,1,5522,5535,542727,2,3,1,33,33,542727,2, 
6024,群益期,4,1,,188,191,66670,,15,,,15,66670,, 
6108,競國,45,142,,1850,1753,38623,11,2,,34,25,38623,1, 
6112,邁達特,45,30,1,2593,2607,30589,,,,1,1,30589,1, 
6115,鎰勝,,,,24,24,46915,,,,,,46915,, 
6116,彩晶,1420,1151,,35076,35345,714663,23,227,,6913,7117,714663,68, 
6117,迎廣,11,19,1,2292,2283,23146,,1,,24,25,23146,, 
6120,達運,168,28,,8136,8276,149749,9,,,40,31,149749,, 
6128,上福,,1,,1647,1646,31897,,,,,,31897,, 
6133,金橋,42,53,,2920,2909,29251,10,,,10,,29251,,X 
6136,富爾特,1,,,1813,1814,28884,,,,,,28884,, 
6139,亞翔,162,484,2,9118,8794,58893,,2,,1,3,58893,36, 
6141,柏承,,,,32,32,,,,,,,,,OX 
6142,友勁,,,,,,,,,,,,,,OX 
6152,百一,,,,,,,,,,,,,,OX 
6153,嘉聯益,376,299,14,12838,12901,136837,25,2,,193,170,136837,2, 
6155,鈞寶,26,99,2,3270,3195,22005,4,11,,31,38,22005,, 
6164,華興,2,10,,3666,3658,20000,,,,2,2,20000,, 
6165,浪凡,23,43,,13224,13204,19438,,,,,,19438,, 
6166,凌華,221,81,,2917,3057,50812,1,2,,10,11,50812,, 
6168,宏齊,471,295,,4406,4582,51440,2,1,,81,80,51440,18, 
6176,瑞儀,82,59,4,4609,4628,87192,1,1,,12,12,87192,1, 
6177,達麗,56,65,,2513,2504,117972,,4,,4,8,117972,, 
6183,關貿,,,,9,9,37500,,,,,,37500,, 
6184,大豐電,,,,481,481,40531,,,,,,40531,, 
6189,豐藝,1,7,,2244,2238,65979,2,,,4,2,65979,, 
6191,精成科,98,62,3,18445,18478,124825,,1,,138,139,124825,1, 
6192,巨路,,6,,791,785,24038,,,,,,24038,, 
6196,帆宣,92,149,1,1468,1410,55082,2,1,,19,18,55082,2, 
6197,佳必琪,239,256,,6072,6055,31439,1,7,1,74,79,31439,1, 
6201,亞弘電,1,1,1,37,36,22300,,,,,,22300,, 
6202,盛群,149,61,,4632,4720,56542,,3,,21,24,56542,, 
6205,詮欣,112,73,1,3776,3814,20558,14,,,23,9,20558,, 
6206,飛捷,18,82,2,2264,2198,35765,2,1,,25,24,35765,2, 
6209,今國光,1651,1439,,13536,13748,45502,105,44,1,422,360,45502,38, 
6213,聯茂,512,1783,9,19358,18078,90904,70,51,,1161,1142,90904,8, 
6214,精誠,11,74,,755,692,68060,,,,39,39,68060,, 
6215,和椿,142,34,7,5092,5193,20697,4,6,,63,65,20697,2, 
6216,居易,6,,,671,677,24354,,15,,,15,24354,, 
6224,聚鼎,758,435,,2927,3250,21411,24,8,,71,55,21411,13, 
6225,天瀚,,,,,,,,,,,,,,OX 
6226,光鼎,546,794,,4989,4741,28883,243,13,,959,729,28883,777, 
6230,尼得科超眾,2,2,,467,467,21585,,,,1,1,21585,, 
6235,華孚,8,30,1,4395,4372,49976,,1,,20,21,49976,, 
6239,力成,282,580,17,22114,21799,189786,5,16,,76,87,189786,8, 
6243,迅杰,21,23,1,1646,1643,11317,25,,,39,14,11317,, 
6257,矽格,602,663,,12704,12643,120978,9,12,,40,43,120978,9, 
6269,台郡,912,1274,6,10727,10359,80957,100,19,,262,181,80957,11, 
6271,同欣電,369,528,1,7167,7007,52264,17,3,,53,39,52264,10, 
6272,驊陞,112,33,,92,171,20440,,,,,,20440,7, 
6277,宏正,11,2,,435,444,29867,,,,9,9,29867,, 
6278,台表科,169,778,2,9343,8732,73099,8,,,115,107,73099,, 
6281,全國電,,,,17,17,24793,,,,,,24793,, 
6282,康舒,235,206,23,24379,24385,214025,50,16,,73,39,214025,, 
6283,淳安,18,2,25,2317,2308,20282,,,,1,1,20282,, 
6285,啟碁,266,438,,14466,14294,120860,14,4,,85,75,120860,2, 
6405,悅城,71,77,,5545,5539,16450,,1,,12,13,16450,, 
6409,旭隼,41,31,,1096,1106,22063,,,,,,22063,, 
6412,群電,19,28,2,2806,2795,100192,,,,2,2,100192,1, 
6414,樺漢,51,52,40,2123,2082,39142,1,,,2,1,39142,, 
6415,矽力*-KY,219,116,,4807,4910,97453,11,4,,72,65,97453,, 
6416,瑞祺電通,146,108,20,3804,3822,18337,,,,,,18337,, 
6426,統新,376,565,4,2896,2703,9627,8,29,,15,36,9627,42, 
6431,光麗-KY,,,,,,,,,,,,,,OX 
6438,迅得,79,139,3,3976,3913,20551,,,,13,13,20551,, 
6442,光聖,545,561,,4049,4033,20101,26,5,,83,62,20101,12, 
6443,元晶,,8,31,7290,7251,,4,,,290,286,,,OX 
6446,藥華藥,179,342,4,9306,9139,105608,20,6,,49,35,105608,, 
6449,鈺邦,68,57,1,2466,2476,22969,,,,10,10,22969,2, 
6451,訊芯-KY,2333,1649,21,9911,10574,28681,162,321,2,415,572,28681,13, 
6456,GIS-KY,583,517,,16129,16195,84484,14,1,,184,171,84484,6, 
6464,台數科,,,,2,2,32195,,,,,,32195,, 
6472,保瑞,73,37,,3393,3429,31939,14,1,,27,14,31939,1, 
6477,安集,48,101,,3866,3813,31013,2,6,,130,134,31013,3, 
6491,晶碩,20,52,,582,550,19500,1,,,6,5,19500,, 
6504,南六,,,,113,113,18150,,,,,,18150,,X 
6505,台塑化,754,817,3,11486,11420,2381489,27,12,,267,252,2381489,14, 
6515,穎崴,50,60,,641,631,9111,,,,8,8,9111,, 
6525,捷敏-KY,113,102,2,2529,2538,32261,,1,,18,19,32261,3, 
6526,達發,65,86,,1316,1295,41876,1,,,3,2,41876,, 
6531,愛普*,633,416,,6173,6390,40794,8,11,,57,60,40794,16, 
6533,晶心科,159,221,2,2139,2075,12662,,,,,,12662,,X 
6534,正瀚-創,20,1,,1816,1835,25700,,,,,,25700,, 
6541,泰福-KY,56,55,260,3699,3440,66281,,1,,1,2,66281,, 
6550,北極星藥業-KY,,,,,,,,,,,,,,OX 
6552,易華電,3,8,,1112,1107,20750,,,,6,6,20750,, 
6558,興能高,2,9,1,2427,2419,21622,,3,,3,6,21622,, 
6573,虹揚-KY,,,,,,,,,,,,,,OX 
6579,研揚,26,20,,1389,1395,42362,,,,1,1,42362,, 
6581,鋼聯,,,,6,6,27817,,,,,,27817,, 
6582,申豐,,,,465,465,26543,,,,,,26543,, 
6585,鼎基,9,3,,1606,1612,18107,,10,,57,67,18107,, 
6589,台康生技,46,23,,2727,2750,63019,,,,2,2,63019,, 
6591,動力-KY,26,4,4,1746,1764,10280,,,,1,1,10280,, 
6592,和潤企業,3,8,,710,705,160461,,,,1,1,160461,, 
6598,ABC-KY,,,,,,,,,,,,,,OX 
6605,帝寶,5,19,,2212,2198,41454,,,,1,1,41454,, 
6606,建德工業,,,,615,615,27575,,,,,,27575,, 
6614,資拓宏宇,,,,74,74,20165,,,,,,20165,, 
6625,必應,6,9,,801,798,14493,,,,,,14493,, 
6641,基士德-KY,,,,107,107,9125,,,,,,9125,, 
6645,金萬林-創,,,,11,11,,,,,,,,,OX 
6655,科定,,,,1,1,20142,,,,,,20142,, 
6657,華安,,,2,1173,1171,,,,,,,,,OX 
6658,聯策,58,102,2,1630,1584,9092,2,2,,12,12,9092,1, 
6666,羅麗芬-KY,3,1,,290,292,11847,,,,,,11847,, 
6668,中揚光,142,194,,3045,2993,19957,21,10,,52,41,19957,3, 
6669,緯穎,221,100,4,2078,2195,46829,1,611,,707,1317,46829,14, 
6670,復盛應用,4,4,,427,427,34846,,,,1,1,34846,, 
6671,三能-KY,,,,85,85,15187,,,,,,15187,, 
6672,騰輝電子-KY,135,159,13,6031,5994,20538,5,,5,23,13,20538,2, 
6674,鋐寶科技,,,,226,226,17137,,,,2,2,17137,, 
6689,伊雲谷,8,5,,1227,1230,17000,,,,,,17000,, 
6691,洋基工程,18,18,,1812,1812,30371,,,,,,30371,, 
6695,芯鼎,39,30,,3239,3248,21749,4,15,,6,17,21749,, 
6698,旭暉應材,26,57,5,1919,1883,16597,,,,32,32,16597,, 
6706,惠特,401,318,,8057,8140,19637,14,5,,180,171,19637,10, 
6715,嘉基,355,574,4,6411,6188,17068,4,32,,55,83,17068,, 
6719,力智,14,74,1,3946,3885,21129,,,,1,1,21129,, 
6722,輝創,2,,,107,109,22100,,,,,,22100,, 
6742,澤米,65,110,1,1698,1652,17816,,,,3,3,17816,1, 
6743,安普新,8,2,,531,537,37500,,,,,,37500,, 
6753,龍德造船,64,64,,5624,5624,29325,,,,,,29325,2, 
6754,匯僑設計,1,,,117,118,16500,,,,,,16500,, 
6756,威鋒電子,16,9,,615,622,17497,,,,,,17497,, 
6757,台灣虎航,,42,2,3169,3125,114882,10,1,,16,7,114882,1, 
6768,志強-KY,,2,2,1088,1084,50023,,,,1,1,50023,, 
6770,力積電,3971,5194,29,139581,138329,1178710,296,269,,744,717,1178710,93, 
6771,平和環保-創,,4,,73,69,7794,,,,,,7794,, 
6776,展碁國際,,1,,614,613,22895,,,,,,22895,, 
6781,AES-KY,42,50,1,2369,2360,21354,3,1,,6,4,21354,, 
6782,視陽,12,10,,389,391,15750,2,1,,6,5,15750,, 
6789,采鈺,142,263,5,5193,5067,79574,4,,,58,54,79574,, 
6790,永豐實,,,,564,564,66782,,,,,,66782,, 
6792,詠業,18,,,275,293,11968,,,,7,7,11968,, 
6794,向榮生技,2,,,326,328,12109,,,,,,12109,, 
6796,晉弘,,,,615,615,10058,,,,1,1,10058,, 
6799,來頡,29,30,,1988,1987,10913,,,,,,10913,1, 
6805,富世達,229,93,,2982,3118,17138,7,21,,31,45,17138,92, 
6807,峰源-KY,,2,,144,142,13500,,,,,,13500,, 
6830,汎銓,435,606,,4524,4353,13664,21,11,,87,77,13664,9, 
6831,邁科,62,92,2,1224,1192,16875,,1,,30,31,16875,1, 
6834,天二科技,195,366,,4151,3980,22117,26,8,,69,51,22117,2, 
6835,圓裕,,,,782,782,16543,,,,,,16543,, 
6838,台新藥,,,,2471,2471,,,,,,,,,OX 
6854,錼創科技-KY創,63,14,,2326,2375,29419,1,2,,11,12,29419,, 
6861,睿生光電,30,140,,1826,1716,10399,1,2,,4,5,10399,, 
6862,三集瑞-KY,11,7,,902,906,12500,,,,5,5,12500,, 
6863,永道-KY,7,19,,1291,1279,18722,,1,,,1,18722,, 
6869,雲豹能源,27,1,,2625,2651,34457,1,,,13,12,34457,, 
6873,泓德能源,24,18,,3336,3342,34591,,,,9,9,34591,, 
6885,全福生技,32,9,3,2304,2324,33265,,,,,,33265,, 
6887,寶綠特-KY,2,1,,1091,1092,18551,,,,,,18551,, 
6890,來億-KY,5,10,,795,790,62573,,,,2,2,62573,, 
6901,鑽石投資,107,76,,6366,6397,213412,6,,,13,7,213412,, 
6902,GOGOLOOK,,1,,657,656,8882,,,,,,8882,, 
6906,現觀科,82,86,,476,472,8384,,,,,,8384,, 
6909,創控,4,11,,1500,1493,16871,,,,3,3,16871,, 
6914,阜爾運通,,5,,319,314,16556,,,,,,16556,, 
6916,華凌,2,,,369,371,16875,,,,,,16875,, 
6918,愛派司,1,1,,96,96,8642,,,,,,8642,, 
6919,康霈*,,,,,,,,,,,,,,OX 
6923,中台,,4,,1673,1669,22609,,,,,,22609,, 
6928,攸泰科技,1,3,2,732,728,21500,,,,8,8,21500,, 
6931,青松健康,,,,123,123,16538,,,,,,16538,, 
6933,AMAX-KY,323,325,,1763,1761,10610,62,5,2,93,34,10610,220, 
6934,心誠鎂,11,,,69,80,9032,,,,,,9032,, 
6936,永鴻生技,,,,251,251,18201,,,,,,18201,, 
6937,天虹,27,38,,1585,1574,16913,7,2,,13,8,16913,, 
6944,兆聯實業,26,5,,956,977,24923,1,1,,30,30,24923,, 
6949,沛爾生醫-創,,,,5315,5315,16395,,,,,,16395,,!
6951,青新-創,,,,77,77,13000,,,,,,13000,, 
6952,大武山,,,,50,50,17086,,,,,,17086,, 
6957,裕慶-KY,6,1,,1596,1601,13890,,,,27,27,13890,, 
6958,日盛台駿,,,,116,116,100322,,,,,,100322,, 
6962,奕力-KY,70,99,,9224,9195,123099,,2,,20,22,123099,, 
6965,中傑-KY,,,,42,42,39084,,,,,,39084,, 
6994,富威電力,7,17,,2934,2924,18540,,,,39,39,18540,, 
7631,聚賢研發-創,4,2,,360,362,5035,,,,,,5035,, 
7705,三商餐飲,2,,,98,100,16516,,,,,,16516,, 
7711,永擎,235,276,,2094,2053,17925,6,1,,51,46,17925,1, 
7721,微程式,11,26,,1073,1058,12592,,,,,,12592,, 
7722,LINEPAY,1,,,380,381,17000,,,,,,17000,, 
7730,暉盛-創,167,67,,468,568,9199,,,,,,9199,, 
7732,金興精密,,,,73,73,16170,,,,,,16170,, 
7736,虎山,,,,71,71,19000,,,,,,19000,, 
7740,熙特爾-創,6,2,,1999,2003,13300,,,,1,1,13300,, 
7749,意騰-KY,6,16,,1124,1114,11621,,,,1,1,11621,, 
7750,新代,15,14,1,734,734,17960,,,,1,1,17960,, 
7765,中華資安,2,,,462,464,10170,,,,,,10170,, 
7769,鴻勁,45,37,,435,443,44982,2,,,2,,44982,, 
7780,大研生醫*,7,17,,356,346,202506,,14,,,14,202506,, 
7786,東方風能,10,2,,215,223,43988,,,,,,43988,, 
7788,松川精密,493,477,,2754,2770,19936,1,3,,17,19,19936,9, 
7791,皇家可口,,,,13,13,20000,,,,,,20000,, 
7795,長廣,46,136,1,2252,2161,19707,2,,,8,6,19707,, 
7799,禾榮科,17,5,,1271,1283,39845,,,,6,6,39845,, 
7823,奧義賽博-KY創,,,,1,1,8372,,,,,,8372,, 
8011,台通,39,8,,3235,3266,41480,,,,1,1,41480,, 
8016,矽創,23,22,,1377,1378,30034,,,,,,30034,1, 
8021,尖點,1981,2148,2,13814,13645,36794,35,305,5,101,366,36794,40, 
8028,昇陽半導體,133,156,2,5851,5826,46125,,13,1,14,26,46125,, 
8033,雷虎,308,1612,12,8622,7306,39239,6,2,24,149,121,39239,9, 
8039,台虹,2143,5099,,22914,19958,65950,511,120,1,2737,2345,65950,65, 
8045,達運光電,9,10,,4912,4911,23760,,4,,1,5,23760,, 
8046,南電,1844,1156,8,10430,11110,161541,100,819,,569,1288,161541,10, 
8070,長華*,67,115,,5468,5420,181412,12,,,28,16,181412,, 
8072,陞泰,4,1,,1749,1752,20000,,,,,,20000,, 
8081,致新,13,37,2,1633,1607,21543,,,,1,1,21543,, 
8101,華冠,,,,,,,,,,,,,,OX 
8103,瀚荃,575,457,,6456,6574,19609,23,16,,259,252,19609,2, 
8104,錸寶,25,3,,3415,3437,26014,,,,4,4,26014,, 
8105,凌巨,1239,187,,9917,10969,72140,46,5,,908,867,72140,1, 
8110,華東,150,157,2,14579,14570,129434,36,15,,167,146,129434,2, 
8112,至上,676,417,12,15941,16188,141323,27,4,1,2165,2141,141323,1, 
8114,振樺電,40,85,1,1398,1352,19169,4,,,11,7,19169,, 
8131,福懋科,95,74,,4541,4562,110555,4,2,,54,52,110555,2, 
8150,南茂,909,1302,,20113,19720,176130,16,20,,279,283,176130,32, 
8162,微矽電子-創,8,6,,1948,1950,17175,,,,1,1,17175,, 
8163,達方,25,9,,2294,2310,70000,,,,16,16,70000,, 
8201,無敵,,,,,,,,,,,,,,OX 
8210,勤誠,105,74,1,3783,3813,31329,,,,10,10,31329,, 
8213,志超,15,,,3435,3450,67810,,,,1,1,67810,, 
8215,明基材,51,27,,3152,3176,80168,63,,,99,36,80168,6, 
8222,寶一,54,122,,3250,3182,17143,,,,13,13,17143,, 
8249,菱光,48,37,5,3763,3769,28587,6,,,10,4,28587,, 
8261,富鼎,180,392,5,7440,7223,29719,1,29,,20,48,29719,5, 
8271,宇瞻,196,188,1,5889,5896,30893,11,239,,520,748,30893,, 
8341,日友,,,,377,377,32500,,,,,,32500,, 
8367,建新國際,,,,14,14,23043,,,,,,23043,, 
8374,羅昇,47,37,2,1466,1474,22312,2,,,8,6,22312,, 
8404,百和興業-KY,5,3,5,3315,3312,104983,,,,,,104983,, 
8411,福貞-KY,,,,54,54,54601,,,,,,54601,, 
8422,可寧衛*,68,447,5,24194,23810,339745,7,,,35,28,339745,, 
8429,金麗-KY,3,,,14371,14374,46436,,,,,,46436,, 
8438,昶昕,2,10,,3338,3330,17485,,,,,,17485,, 
8442,威宏-KY,,2,,638,636,17542,,,,19,19,17542,, 
8443,阿瘦,,,,28,28,,,,,,,,,OX 
8454,富邦媒,16,21,,1498,1493,66243,1,,,41,40,66243,, 
8462,柏文,27,2,,1071,1096,20096,,,,5,5,20096,, 
8463,潤泰材,,,,82,82,37500,,,,,,37500,, 
8464,億豐,,,,65,65,73255,,,,,,73255,, 
8466,美吉吉-KY,,,,1307,1307,19861,,,,,,19861,, 
8467,波力-KY,1,5,1,184,179,12093,,1,,,1,12093,, 
8473,山林水,54,24,,3570,3600,43448,,,4,4,,43448,,X 
8476,台境*,30,,,18252,18282,41556,,,,132,132,41556,, 
8478,東哥遊艇,21,3,,882,900,23493,,,,1,1,23493,, 
8481,政伸,,,,5,5,16650,,,,,,16650,, 
8482,商億-KY,,,,157,157,26861,,,,,,26861,, 
8487,愛爾達-創,,,,41,41,6633,,,,,,6633,, 
8488,吉源-KY,1,,,23,24,18375,,,,,,18375,, 
8499,鼎炫-KY,1,2,,627,626,10291,,,,,,10291,, 
8926,台汽電,163,44,42,6394,6471,207570,,,,32,32,207570,, 
8940,新天地,1,,,95,96,16872,,,,,,16872,, 
8996,高力,536,735,3,6783,6581,23379,8,2,,73,67,23379,4, 
9103,美德醫療-DR,17,13,,3488,3492,51382,4,,,64,60,51382,, 
910322,康師傅-DR,,,,,,,,,,,,,,OX 
9105,泰金寶-DR,406,846,3,46708,46265,408947,,6,,116,122,408947,142, 
910861,神州-DR,,,,,,,,,,,,,,OX 
911868,同方友友-DR,,,,,,,,,,,,,,OX 
912000,晨訊科-DR,6,1,,14545,14550,39823,,,,,,39823,, 
9136,巨騰-DR,1,10,,11539,11530,33396,,,,,,33396,, 
9802,鈺齊-KY,3,21,1,2009,1990,50247,,,,6,6,50247,,X 
9902,台火,5,1,,3210,3214,24512,,,,1,1,24512,, 
9904,寶成,363,544,16,26200,26003,736696,1,,,7,6,736696,, 
9905,大華,,,,32,32,76250,,,,,,76250,, 
9906,欣巴巴,9,8,,401,402,22594,,,,,,22594,,X 
9907,統一實,36,30,,3875,3881,394786,,,,3,3,394786,, 
9908,大台北,,,,115,115,129089,,,,,,129089,, 
9910,豐泰,11,13,1,2055,2052,246870,,,,7,7,246870,, 
9911,櫻花,,1,,375,374,55597,,,,,,55597,, 
9912,偉聯,,,,,,,,,,,,,,OX 
9914,美利達,42,53,,2186,2175,74745,,,,7,7,74745,, 
9917,中保科,,2,,58,56,112799,,,,,,112799,, 
9918,欣天然,,,,49,49,45134,,,,,,45134,, 
9919,康那香,,,,8066,8066,,,,,1,1,,,OX 
9921,巨大,16,57,,1190,1149,98016,4,1,,13,10,98016,, 
9924,福興,,3,,757,754,37690,,,,,,37690,, 
9925,新保,2,,,7,9,96872,,,,,,96872,, 
9926,新海,,,,6,6,44876,,,,,,44876,, 
9927,泰銘,,,,60,60,30000,,,,,,30000,, 
9928,中視,1,7,,432,426,15481,,,,,,15481,, 
9929,秋雨,,,,,,,,,,,,,,OX 
9930,中聯資源,,,,19,19,62135,,,,,,62135,, 
9931,欣高,,,,64,64,30092,,,,,,30092,, 
9933,中鼎,5,14,,4153,4144,224834,,,2,2,,224834,,X 
9934,成霖,5,10,805,5773,4963,102754,,,,6,6,102754,, 
9935,慶豐富,,24,,1411,1387,44459,,,,,,44459,, 
9937,全國,,,,142,142,77260,,,,,,77260,, 
9938,百和,45,5,,3160,3200,74490,,,,2,2,74490,, 
9939,宏全,34,16,,1202,1220,73946,,,,,,73946,, 
9940,信義,,1,,1256,1255,184211,,,,,,184211,, 
9941,裕融,10,5,,717,722,143909,,,,8,8,143909,, 
9942,茂順,2,,,38,40,20790,,,,,,20790,, 
9943,好樂迪,,,,78,78,31292,,,,,,31292,, 
9944,新麗,23,14,,5542,5551,26477,,,,,,26477,, 
9945,潤泰新,97,457,21,23322,22941,711056,,,,27,27,711056,, 
9946,三發地產,7,4,,897,900,81638,,,,,,81638,, 
9955,佳龍,3,7,,1301,1297,26106,,3,,114,117,26106,, 
9958,世紀鋼,107,66,1,8577,8617,61724,,122,,2712,2834,61724,, 
