date,n_rows,volume,open_interest
2023-07-26,1662,1089615,501215
2023-07-27,1538,583116,325573
2023-07-28,1546,721850,388571
2023-07-31,1556,1104005,446240
2023-08-01,1560,766619,489248
2023-08-02,1580,1457779,583280
2023-08-03,696,310138,0
2023-08-04,1408,688385,389904
2023-08-07,1430,880118,455096
2023-08-08,1436,959571,517038
2023-08-09,1528,1391969,607736
2023-08-10,1396,774017,434653
2023-08-11,1414,785083,482112
2023-08-14,1432,1022887,546422
2023-08-15,1452,857478,579702
2023-08-16,1560,1273644,664037
2023-08-17,1416,706292,326818
2023-08-18,1522,786511,396976
2023-08-21,1528,779181,444084
2023-08-22,1532,746620,474879
2023-08-23,1622,1177234,556270
2023-08-24,1506,668552,369054
2023-08-25,1540,776515,460569
2023-08-28,1560,694423,502462
2023-08-29,1560,704444,526531
2023-08-30,1650,1073847,616675
2023-08-31,1532,455677,377411
2023-09-01,1536,487369,420332
2023-09-04,1536,661730,465798
2023-09-05,1542,413962,500801
2023-09-06,1568,864075,575833
2023-09-07,1378,502325,421118
2023-09-08,1382,517848,476763
2023-09-11,1384,704463,520785
2023-09-12,1396,722008,552110
2023-09-13,1498,925736,611385
2023-09-14,1376,612656,449854
2023-09-15,1384,510498,483285
2023-09-18,1402,645162,549880
2023-09-19,1412,727550,578748
2023-09-20,1502,1110984,642969
2023-09-21,1338,631353,353942
2023-09-22,1492,565830,417420
2023-09-25,1516,605640,457063
2023-09-26,1516,831507,496919
2023-09-27,1606,1038122,578605
2023-09-28,1464,555855,359199
2023-10-02,1464,669757,431945
2023-10-03,1476,748375,486259
2023-10-04,1506,1334917,588616
2023-10-05,1324,582299,411709
2023-10-06,1328,535394,443475
2023-10-11,1420,1224083,545923
2023-10-12,1322,536755,403340
2023-10-13,1346,547543,473774
2023-10-16,1356,749492,546735
2023-10-17,1356,808395,575460
2023-10-18,1448,1495609,684052
2023-10-19,1348,493795,347841
2023-10-20,1464,764673,412218
2023-10-23,1464,644287,468570
2023-10-24,1474,1152329,533865
2023-10-25,1574,1204891,627908
2023-10-26,1440,689275,431663
2023-10-27,1470,578442,485746
2023-10-30,1500,671656,533980
2023-10-31,1500,950569,575594
2023-11-01,1524,1095164,668249
2023-11-02,1320,681593,478291
2023-11-03,1332,664816,551195
2023-11-06,1350,871570,620584
2023-11-07,1368,616711,648027
2023-11-08,1474,1128402,730146
2023-11-09,1340,455098,501102
2023-11-10,1344,599541,542771
2023-11-13,1344,1069614,606306
2023-11-14,1354,655899,640116
2023-11-15,1466,1510466,723178
2023-11-16,1382,589506,378817
2023-11-17,1522,525735,445187
2023-11-20,1536,496089,493593
2023-11-21,1540,770250,526628
2023-11-22,1668,955660,616088
2023-11-23,1560,532054,430987
2023-11-24,1564,380054,474050
2023-11-27,1564,637784,521804
2023-11-28,1570,820460,565162
2023-11-29,1670,1000476,657462
2023-11-30,1542,505735,478776
2023-12-01,1548,540442,535802
2023-12-04,1552,645837,592886
2023-12-05,1552,854808,618139
2023-12-06,1574,1070793,690951
2023-12-07,1386,479109,496158
2023-12-08,1388,597257,558950
2023-12-11,1388,576023,601570
2023-12-12,1388,619529,639076
2023-12-13,1484,926993,707335
2023-12-14,1382,611110,513007
2023-12-15,1414,577590,578629
2023-12-18,1448,539487,642710
2023-12-19,1452,761144,676257
2023-12-20,1548,886678,735924
2023-12-21,1400,559942,368180
2023-12-22,1534,436623,418391
2023-12-25,1536,418525,464548
2023-12-26,1536,460150,492471
2023-12-27,1652,798908,569517
2023-12-28,1568,332729,382287
2023-12-29,1588,304691,426590
2024-01-02,1602,713814,510168
2024-01-03,1634,1352401,624164
2024-01-04,1440,456409,445928
2024-01-05,1454,514208,508121
2024-01-08,1456,840766,558770
2024-01-09,1456,1070358,590031
2024-01-10,1552,1236561,679144
2024-01-11,1426,418273,444085
2024-01-12,1432,447266,509045
2024-01-15,1432,827422,568712
2024-01-16,1434,832232,617241
2024-01-17,1538,1404889,722977
2024-01-18,1416,458059,344720
2024-01-19,1546,1000080,431235
2024-01-22,1576,873008,502041
2024-01-23,1614,624190,544615
2024-01-24,1732,913874,632293
2024-01-25,1592,570930,452025
2024-01-26,1614,454748,499450
2024-01-29,1636,680510,515752
2024-01-30,1654,590528,546064
2024-01-31,1672,979719,620552
2024-02-01,1400,358178,367677
2024-02-02,1400,316605,399155
2024-02-05,1400,392824,443342
2024-02-15,1518,920436,556696
2024-02-16,1494,408124,443873
2024-02-19,1572,528682,506218
2024-02-20,1572,609527,550821
2024-02-21,1690,1063874,659903
2024-02-22,1570,500976,353734
2024-02-23,1708,633364,437692
2024-02-26,1738,521099,486810
2024-02-27,1752,824491,501179
2024-02-29,1858,973463,600531
2024-03-01,1702,515213,404059
2024-03-04,1712,1098728,522488
2024-03-05,1776,1033027,603982
2024-03-06,1876,1576858,691957
2024-03-07,1666,924167,519882
2024-03-08,1716,1236190,593998
2024-03-11,1760,1078874,654934
2024-03-12,1772,992966,677998
2024-03-13,1904,1666272,789937
2024-03-14,1740,620841,537399
2024-03-15,1740,689799,599728
2024-03-18,1748,728701,654981
2024-03-19,1756,960062,696160
2024-03-20,1864,1560157,755715
2024-03-21,1668,739862,348911
2024-03-22,1866,789535,427414
2024-03-25,1920,607034,473392
2024-03-26,1920,1571713,526193
2024-03-27,2028,1159378,594282
2024-03-28,1884,569786,381130
2024-03-29,1888,532422,426655
2024-04-01,1900,689661,491681
2024-04-02,1912,941153,539840
2024-04-03,1966,1343914,608711
2024-04-08,1752,629610,432021
2024-04-09,1756,1250300,525854
2024-04-10,1912,1256727,621326
2024-04-11,1800,653038,459945
2024-04-12,1804,641930,510675
2024-04-15,1804,1025831,581058
2024-04-16,1814,1802699,629460
2024-04-17,1958,1851256,730769
2024-04-18,1764,764963,384022
2024-04-19,1910,1745922,455155
2024-04-22,1966,1058103,523173
2024-04-23,2028,898496,566956
2024-04-24,2146,1528048,650618
2024-04-25,1946,631190,396626
2024-04-26,1968,1030002,461474
2024-04-29,1968,816899,496244
2024-04-30,1996,655592,529106
2024-05-02,2048,1227353,624575
2024-05-03,1772,750967,438298
2024-05-06,1776,903057,502133
2024-05-07,1780,827607,550328
2024-05-08,1912,1060600,623374
2024-05-09,1738,505722,426793
2024-05-10,1742,630016,478421
2024-05-13,1744,828085,521309
2024-05-14,1762,686135,551062
2024-05-15,1910,1699317,619600
2024-05-16,1780,696473,337433
2024-05-17,1962,490543,375564
2024-05-20,1984,788841,435359
2024-05-21,1984,745318,470263
2024-05-22,2098,1270107,537994
2024-05-23,1980,462162,352561
2024-05-24,2042,616242,407025
2024-05-27,2052,792859,452534
2024-05-28,2084,644304,489895
2024-05-29,2248,1143561,569864
2024-05-30,2088,674275,397872
2024-05-31,2106,847838,458733
2024-06-03,2128,1101875,506884
2024-06-04,2140,1068035,548351
2024-06-05,2166,1784609,604412
2024-06-06,1906,854222,433096
2024-06-07,1920,550683,469037
2024-06-11,1932,848127,522900
2024-06-12,2048,1475472,585236
2024-06-13,1902,847538,444078
2024-06-14,1972,668443,490374
2024-06-17,2044,582367,532221
2024-06-18,2076,1002367,566574
2024-06-19,2234,1954002,645415
2024-06-20,2052,498387,286044
2024-06-21,2322,697918,350739
2024-06-24,2356,987340,406645
2024-06-25,2362,1066437,461651
2024-06-26,2492,1402882,519459
2024-06-27,2248,569074,349659
2024-06-28,2252,677885,384636
2024-07-01,2254,691479,433455
2024-07-02,2258,943799,469744
2024-07-03,2288,1241909,530220
2024-07-04,2026,633023,376956
2024-07-05,2066,368181,411414
2024-07-08,2102,872155,458279
2024-07-09,2154,1083057,507402
2024-07-10,2326,1355889,574353
2024-07-11,2144,558839,400627
2024-07-12,2224,835833,473973
2024-07-15,2280,810552,520937
2024-07-16,2282,1036730,556574
2024-07-17,2412,1458983,620556
2024-07-18,2110,607179,298515
2024-07-19,2304,883420,369682
2024-07-22,2388,1134216,444578
2024-07-23,2498,830925,479045
2024-07-24,1280,358725,0
2024-07-25,1280,358725,0
2024-07-26,2684,1136268,566474
2024-07-29,2422,669358,360171
2024-07-30,2456,996465,411029
2024-07-31,2574,1499643,510060
2024-08-01,2304,492224,347470
2024-08-02,2326,875784,411881
2024-08-05,2404,835255,435333
2024-08-06,2680,733046,472034
2024-08-07,2920,1224235,545699
2024-08-08,2484,366235,337395
2024-08-09,2500,487299,380810
2024-08-12,2504,564056,419787
2024-08-13,2514,558857,461027
2024-08-14,2640,1002717,540365
2024-08-15,2318,454091,366092
2024-08-16,2332,562405,400647
2024-08-19,2350,555179,439488
2024-08-20,2374,549317,470869
2024-08-21,2500,1025863,549198
2024-08-22,2178,394699,247266
2024-08-23,2326,539954,283580
2024-08-26,2332,675202,332676
2024-08-27,2332,589310,360531
2024-08-28,2454,1076573,416641
2024-08-29,2298,463331,285593
2024-08-30,2308,448223,319092
2024-09-02,2308,584545,366052
2024-09-03,2308,552891,391716
2024-09-04,2346,1357986,466084
2024-09-05,2186,419291,290962
2024-09-06,2256,476803,318485
2024-09-09,2256,806630,370556
2024-09-10,2256,766920,411636
2024-09-11,2374,1106450,479194
2024-09-12,2154,615392,320634
2024-09-13,2182,445135,353407
2024-09-16,2212,416212,384188
2024-09-18,2338,993749,462765
2024-09-19,2008,452835,203651
2024-09-20,2196,534267,256405
2024-09-23,2230,459613,292924
2024-09-24,2260,686787,322779
2024-09-25,2410,1189941,420802
2024-09-26,2240,417930,243883
2024-09-27,2298,674346,293348
2024-09-30,2312,866037,330934
2024-10-01,2318,696905,368490
2024-10-02,1162,404722,0
2024-10-03,1162,404722,0
2024-10-04,2352,1226698,446600
2024-10-07,2050,623904,296476
2024-10-08,2058,640600,342785
2024-10-09,2186,1043711,420133
2024-10-11,2022,440150,284793
2024-10-14,2040,487543,325449
2024-10-15,2066,673740,346299
2024-10-16,2234,1395085,424927
2024-10-17,2020,305148,187116
2024-10-18,2174,722802,254234
2024-10-21,2214,480795,292298
2024-10-22,2254,719771,320209
2024-10-23,2382,917536,398530
2024-10-24,2194,426843,227977
2024-10-25,2206,347236,259708
2024-10-28,2212,692716,303778
2024-10-29,2212,870481,341277
2024-10-30,2352,985675,408079
2024-10-31,1098,149885,0
2024-11-01,2206,483248,234924
2024-11-04,2216,413458,269119
2024-11-05,2218,558271,307619
2024-11-06,2254,1130162,377514
2024-11-07,1990,562120,259940
2024-11-08,2008,470362,301641
2024-11-11,2032,590388,348418
2024-11-12,2044,904162,388586
2024-11-13,2170,1330191,460494
2024-11-14,1990,540934,266197
2024-11-15,2006,445635,302467
2024-11-18,2016,608512,348568
2024-11-19,2028,917608,383046
2024-11-20,2162,1167559,437084
2024-11-21,1958,423474,221479
2024-11-22,2110,643491,268759
2024-11-25,2124,489565,312298
2024-11-26,2134,686029,348303
2024-11-27,2258,1122495,430236
2024-11-28,2128,536697,258894
2024-11-29,2164,443231,292847
2024-12-02,2172,673789,337466
2024-12-03,2174,761234,373415
2024-12-04,2222,1026243,431331
2024-12-05,1986,277167,255450
2024-12-06,2008,377077,287114
2024-12-09,2008,369634,324062
2024-12-10,2010,688221,355441
2024-12-11,2136,1090919,418550
2024-12-12,1942,393911,285210
2024-12-13,1952,466241,319999
2024-12-16,1952,693549,360286
2024-12-17,1952,575132,380176
2024-12-18,2076,1218546,436396
2024-12-19,1846,489331,198781
2024-12-20,2032,487516,237317
2024-12-23,2078,723568,294641
2024-12-24,2116,631862,323773
2024-12-25,2240,750157,382609
2024-12-26,2070,173855,203159
2024-12-27,2076,336059,237209
2024-12-30,2084,413287,263901
2024-12-31,2092,571889,291683
2025-01-02,2124,916349,379228
2025-01-03,1856,464438,260076
2025-01-06,1868,735233,326504
2025-01-07,1906,864264,371556
2025-01-08,2084,1178211,442542
2025-01-09,1912,526650,288385
2025-01-10,1932,419405,322542
2025-01-13,1946,975742,373023
2025-01-14,1976,724445,398712
2025-01-15,2126,1075598,465800
2025-01-16,1958,456581,220738
2025-01-17,2130,653696,269994
2025-01-20,2160,451925,292771
2025-01-21,2176,539277,318403
2025-01-22,2312,911582,401677
2025-02-03,2244,643336,321890
2025-02-04,2116,525893,260199
2025-02-05,2196,851744,354929
2025-02-06,1920,318601,242911
2025-02-07,1930,301685,280315
2025-02-10,1936,544073,324993
2025-02-11,1940,518331,347946
2025-02-12,2066,925368,420037
2025-02-13,1884,402654,273950
2025-02-14,1888,445396,310049
2025-02-17,1892,524921,340360
2025-02-18,1900,400407,360518
2025-02-19,2052,939778,438346
2025-02-20,1916,343410,222617
2025-02-21,2070,435186,259471
2025-02-24,2086,453018,303536
2025-02-25,2096,758211,336123
2025-02-26,2234,1201934,422807
2025-02-27,2080,476154,264800
2025-03-03,2104,695685,326683
2025-03-04,2152,1032991,384970
2025-03-05,2222,1311872,459592
2025-03-06,1930,400450,275115
2025-03-07,1936,502480,311167
2025-03-10,1938,664582,355923
2025-03-11,1950,970397,393329
2025-03-12,2120,1343184,469977
2025-03-13,1938,611452,315587
2025-03-14,1960,547245,353961
2025-03-17,1972,579313,389080
2025-03-18,1972,622715,426798
2025-03-19,2090,1134385,494451
2025-03-20,1836,425108,208251
2025-03-21,2028,467580,250051
2025-03-24,2048,613139,295575
2025-03-25,2048,642216,316667
2025-03-26,2168,896982,397816
2025-03-27,2016,424762,247341
2025-03-28,2028,650064,297064
2025-03-31,2084,864655,364371
2025-04-01,2252,840409,400935
2025-04-02,2402,1183696,489993
2025-04-07,2064,344320,267306
2025-04-08,2248,464157,334858
2025-04-09,2632,1321839,477634
2025-04-10,2438,361884,282198
2025-04-11,2592,606671,316414
2025-04-14,2636,547858,368841
2025-04-15,2656,539710,406388
2025-04-16,2780,947798,493766
2025-04-17,2330,350112,171270
2025-04-18,2470,344709,200711
2025-04-21,2476,285247,230547
2025-04-22,2492,554323,266997
2025-04-23,2626,1112156,349296
2025-04-24,2384,373387,199092
2025-04-25,2424,510282,235492
2025-04-28,2440,418671,268604
2025-04-29,2472,597787,290878
2025-04-30,2616,921016,357871
2025-05-02,2420,459860,225712
2025-05-05,2482,656823,276665
2025-05-06,2544,552929,303524
2025-05-07,2568,1068167,367344
2025-05-08,2222,303079,230222
2025-05-09,2224,396398,256075
2025-05-12,2238,428617,290983
2025-05-13,2272,728837,340389
2025-05-14,2426,1118844,415161
2025-05-15,2284,331020,257819
2025-05-16,2320,356065,286409
2025-05-19,2328,495416,320190
2025-05-20,2336,624589,346685
2025-05-21,2452,889392,417844
2025-05-22,2102,308349,171449
2025-05-23,2250,382587,204828
2025-05-26,2252,574452,240654
2025-05-27,2254,462254,274112
2025-05-28,2380,1021330,345211
2025-05-29,2228,321359,201269
2025-06-02,2228,590695,272373
2025-06-03,2258,591822,309083
2025-06-04,2314,1020430,383017
2025-06-05,2070,288710,221845
2025-06-06,2094,344279,254767
2025-06-09,2096,392303,289720
2025-06-10,2102,694891,322568
2025-06-11,2274,916179,405875
2025-06-12,2140,344085,253126
2025-06-13,2168,522044,297654
2025-06-16,2176,472210,331066
2025-06-17,2184,604790,354657
2025-06-18,2306,1057384,423685
2025-06-19,1982,327726,166650
2025-06-20,2162,395856,206810
2025-06-23,2176,556993,252279
2025-06-24,2202,773382,289621
2025-06-25,2350,963879,360951
2025-06-26,2188,271540,186219
2025-06-27,2332,327007,224212
2025-06-30,2484,386713,265986
2025-07-01,2512,727659,312272
2025-07-02,2546,819408,379614
2025-07-03,2266,326743,223917
2025-07-04,2414,401659,262360
2025-07-07,2566,429066,300425
2025-07-08,2578,554188,327293
2025-07-09,2706,846313,390824
2025-07-10,2552,403979,261531
2025-07-11,2690,624958,327321
2025-07-14,2550,389244,282895
2025-07-15,2560,593154,317071
2025-07-16,2710,965262,393593
2025-07-17,2548,326678,188417
2025-07-18,2876,690487,275487
2025-07-21,2788,327050,211633
2025-07-22,2860,769590,267797
2025-07-23,2990,1015919,339420
2025-07-24,2806,343516,204287
2025-07-25,2950,513980,280328
2025-07-28,2768,429398,241468
2025-07-29,2772,570525,280797
2025-07-30,2910,919247,361479
2025-07-31,2776,380526,245665
2025-08-01,2936,928643,343903
2025-08-04,2784,539649,288087
2025-08-05,2788,597306,325150
2025-08-06,2858,917772,403053
2025-08-07,2626,703065,298784
2025-08-08,2840,665688,379461
2025-08-11,2728,593977,313878
2025-08-12,2754,484999,341255
2025-08-13,2910,1209169,423006
2025-08-14,2766,450994,302528
2025-08-15,2954,794810,381119
2025-08-18,2752,569768,322814
2025-08-19,2776,472823,365383
2025-08-20,2926,1425520,453718
2025-08-21,2770,607656,234625
2025-08-22,3142,821871,317593
2025-08-25,2958,667603,261994
2025-08-26,2986,553560,303884
2025-08-27,3138,925308,371737
2025-08-28,2978,538427,253630
2025-08-29,3148,853131,347661
2025-09-01,2948,806664,287857
2025-09-02,2964,755888,325507
2025-09-03,3008,1330605,417369
2025-09-04,2706,738505,276056
2025-09-05,2838,812020,349850
2025-09-08,2678,723347,283804
2025-09-09,2726,651572,327458
2025-09-10,2942,1291336,429562
2025-09-11,2892,759655,308025
2025-09-12,3116,844842,397635
2025-09-15,2956,477577,314221
2025-09-16,3012,670046,349675
2025-09-17,3186,1020752,437284
2025-09-18,2888,675409,237179
2025-09-19,3260,1200089,338529
2025-09-22,3054,497310,255578
2025-09-23,3092,856914,306088
2025-09-24,3346,1472343,408760
2025-09-25,3188,543130,248467
2025-09-26,3338,1454501,360189
2025-09-30,3160,627465,271086
2025-10-01,3224,1338983,368540
2025-10-02,2920,696693,271612
2025-10-03,3120,1130831,354288
2025-10-07,3056,695536,295036
2025-10-08,3390,1239475,401067
2025-10-09,3232,483109,260395
2025-10-13,3402,907956,373452
2025-10-14,3168,1095639,320437
2025-10-15,3338,1585196,436437
2025-10-16,3074,706919,229400
2025-10-17,3510,1219097,367306
2025-10-20,3376,698244,258050
2025-10-21,3398,668865,289836
2025-10-22,3580,1240733,392788
2025-10-23,3388,466544,230931
2025-10-27,3544,774920,342926
2025-10-28,3386,548488,255057
2025-10-29,3594,979764,354791
2025-10-30,3448,651318,244967
2025-10-31,3688,985515,334541
2025-11-03,3464,605699,248998
2025-11-04,3476,803966,300997
2025-11-05,3526,1499523,412321
2025-11-06,3232,575478,265649
2025-11-07,3410,1204172,388228
2025-11-10,3214,728339,286951
2025-11-11,3236,704256,318716
2025-11-12,3382,1098816,409650
2025-11-13,3184,623464,288476
2025-11-14,3342,1258504,418422
2025-11-17,3180,795610,305544
2025-11-18,3228,1075283,356052
2025-11-19,3464,1292283,447337
2025-11-20,3264,706022,228647
2025-11-21,3648,1476018,382155
2025-11-24,3506,591986,252958
2025-11-25,3572,726704,304195
2025-11-26,3716,1222135,392240
2025-11-27,3464,577563,244406
2025-11-28,3660,658494,329423
2025-12-01,3438,415168,248923
2025-12-02,3454,607958,289320
2025-12-03,3494,1081665,372911
2025-12-04,3166,482791,243501
2025-12-05,3338,799417,332876
2025-12-08,3116,446489,249348
2025-12-09,3212,414954,285249
2025-12-10,3428,768267,360541
2025-12-11,3198,719271,276497
2025-12-12,3378,867752,365091
2025-12-15,3154,614060,296171
2025-12-16,3176,864843,349775
2025-12-17,3376,1141200,444301
2025-12-18,3052,759183,234496
2025-12-19,3410,1010278,333934
2025-12-22,3210,480441,216481
2025-12-23,3276,414603,252818
2025-12-24,3502,772243,335344
2025-12-26,3468,552178,248758
2025-12-29,3306,439685,202572
2025-12-30,3410,523496,247134
2025-12-31,3622,874538,326033
2026-01-02,3564,805737,279136
2026-01-05,3436,809617,257174
2026-01-06,3734,668357,297079
2026-01-07,4094,1086836,401576
2026-01-08,3760,559062,258347
2026-01-09,3928,1138495,354004
2026-01-12,3602,501044,280972
2026-01-13,3614,793099,321404
2026-01-14,3816,948277,411603
2026-01-15,3590,484576,276726
2026-01-16,3810,1090432,395096
2026-01-19,3618,553650,295161
2026-01-20,3794,565183,333301
2026-01-21,4044,1512946,456490
2026-01-22,3750,683225,270133
2026-01-23,4142,941650,359032
2026-01-26,3924,406901,256922
2026-01-27,3998,539984,299762
2026-01-28,4268,886566,394944
2026-01-29,4176,641022,289162
2026-01-30,4304,1350269,410796
2026-02-02,3816,770801,321264
2026-02-03,3844,816358,357291
2026-02-04,3904,1290163,435961
2026-02-05,3482,695347,318066
2026-02-06,3492,1450153,428958
2026-02-09,3064,569381,310021
2026-02-10,3066,702439,339503
2026-02-11,3296,1293961,449253
2026-02-23,3678,794541,407681
2026-02-24,3734,780682,213682
2026-02-25,4408,1363961,328658
2026-02-26,4536,425170,218012
2026-03-02,4916,1162629,352305
2026-03-03,4606,885421,274109
2026-03-04,4706,1674436,409509
2026-03-05,4468,664011,247998
2026-03-06,4834,1199749,353595
2026-03-09,4444,502310,246127
2026-03-10,4590,661336,297643
2026-03-11,4908,1364876,409609
2026-03-12,4530,477419,242355
2026-03-13,4782,1060459,344219
2026-03-16,4340,529419,262173
2026-03-17,4350,453042,297890
2026-03-18,4546,1012277,397562
2026-03-19,4048,526821,172490
2026-03-20,4548,1118118,259325
2026-03-23,4222,336630,163699
2026-03-24,4340,590759,205788
2026-03-25,4632,971132,293944
2026-03-26,4362,411797,167091
2026-03-27,4572,808753,258441
2026-03-30,4260,333109,170030
2026-03-31,4304,484672,208714
2026-04-01,4512,873941,293873
2026-04-02,4154,322741,175355
2026-04-07,4356,558677,265142
2026-04-08,4228,760149,270461
2026-04-09,4186,353545,196646
2026-04-10,4624,693345,275240
2026-04-13,4320,268478,187698
2026-04-14,4422,476264,226713
2026-04-15,4818,949218,324368
2026-04-16,4644,374791,151275
2026-04-17,5262,777988,239897
2026-04-20,4844,379740,173289
2026-04-21,4856,447781,201825
2026-04-22,5176,821838,279022
2026-04-23,4846,635850,176620
2026-04-24,5118,956004,255774
2026-04-27,4976,374999,188134
2026-04-28,5440,416565,227855
2026-04-29,5826,907813,312796
2026-04-30,5376,259092,175217
2026-05-04,5602,613285,268842
2026-05-05,5514,308143,195021
2026-05-06,5902,944076,283637
2026-05-07,5394,359844,187025
2026-05-08,5902,865853,272092
2026-05-11,5568,278137,185483
2026-05-12,5580,391511,218953
2026-05-13,5802,945473,307347
2026-05-14,5386,379739,215159
2026-05-15,5638,942775,315035
2026-05-18,5230,364850,236441
2026-05-19,5292,494151,275511
2026-05-20,5622,1041809,352491
2026-05-21,5168,360962,156540
2026-05-22,5738,831163,232750
2026-05-25,5604,357882,164877
2026-05-26,6126,340915,209484
2026-05-27,6726,1091251,303258
2026-05-28,6382,546605,188164
2026-05-29,6776,799278,274996
2026-06-01,6386,323397,182331
2026-06-02,6702,467513,223810
2026-06-03,6966,805402,307983
2026-06-04,6406,350663,207334
2026-06-05,6872,1022400,301166
2026-06-08,6270,385498,216077
2026-06-09,6396,397072,260403
2026-06-10,6722,1076799,362833
2026-06-11,6322,440809,231683
2026-06-12,6636,782726,320433
2026-06-15,6172,295911,237535
2026-06-16,6302,328955,274610
2026-06-17,6668,863415,364949
2026-06-18,5848,268063,137148
2026-06-22,6556,553828,237290
2026-06-23,6502,379524,167242
2026-06-24,7074,854507,278669
2026-06-25,6530,315216,168784
2026-06-26,6826,799902,261853
2026-06-29,6462,237695,148304
2026-06-30,6704,344185,179675
2026-07-01,6760,669915,247309
2026-07-02,6124,307098,159537
2026-07-03,6424,886614,252249
2026-07-06,5930,219643,156385
2026-07-07,5936,428325,205249
2026-07-08,6234,781377,281879
2026-07-09,5852,348902,176878
2026-07-10,2932,136503,0
2026-07-13,6112,620569,247420
2026-07-14,5682,511512,203924
2026-07-15,6006,694075,274951
2026-07-16,5496,310282,138927
2026-07-17,6060,828754,238859
2026-07-20,6072,322087,134336
2026-07-21,6532,342812,165954
2026-07-22,6806,786019,266876
2026-07-23,6338,283484,137742
2026-07-24,6602,765518,209013
2026-07-27,6194,291201,141471
2026-07-28,6264,425821,185472
2026-07-29,6724,912906,276345
2026-07-30,6694,326895,157846
2026-07-31,7220,716142,252208
2026-08-03,6748,247823,150918
2026-08-04,6972,347235,186225
2026-08-05,7048,840947,274225
2026-08-06,6380,270127,152034
2026-08-07,6738,660668,228816
2026-08-10,6134,213594,158046
2026-08-11,6204,258264,185816
2026-08-12,6534,559094,251616
2026-08-13,5988,255292,156527
2026-08-14,6374,643575,233141
2026-08-17,5768,189348,157662
2026-08-18,5776,335738,183156
2026-08-19,6038,729967,255020
2026-08-20,5568,346625,108485
2026-08-21,6138,681714,174562
2026-08-24,5780,226388,104194
2026-08-25,5808,376054,123421
2026-08-26,6054,706505,199594
2026-08-27,5800,288085,119890
2026-08-28,6156,615635,193927
2026-08-31,5906,297251,125853
2026-09-01,5976,384487,158327
2026-09-02,6174,700639,249988
2026-09-03,5722,400401,150906
2026-09-04,5988,718036,223014
