date,contract_date,open_interest,volume,close,oi,doi,doi_z
2018-03-19,201803,56806,151802,11028.0,56806,-22472.0,-1.3008031663345245
2018-03-20,201803,37167,123903,11012.0,37167,-19639.0,-1.1028599548117097
2018-03-21,201803,16791,80714,11044.0,16791,-20376.0,-1.1205677935588183
2018-03-22,201804,85132,192263,10989.0,85132,68341.0,3.578190817664762
2018-03-23,201804,89891,178593,10734.0,89891,4759.0,0.26379210780973134
2018-03-26,201804,91316,147862,10840.0,91316,1425.0,0.08765887347728593
2018-03-27,201804,90175,131507,10989.0,90175,-1141.0,-0.04813026913260311
2018-03-28,201804,91699,155315,10820.0,91699,1524.0,0.09387263528337068
2018-03-29,201804,89778,149221,10840.0,89778,-1921.0,-0.0917347732653937
2018-03-30,201804,89659,111968,10919.0,89659,-119.0,0.0066389342440883875
2018-03-31,201804,89180,24169,10926.0,89180,-479.0,-0.01309269402760888
2018-04-02,201804,90430,137934,10865.0,90430,1250.0,0.08237364493420929
2018-04-03,201804,88863,133955,10784.0,88863,-1567.0,-0.07507231745950653
2018-04-09,201804,89123,155952,10904.0,89123,260.0,0.028111248461474305
2018-04-10,201804,90358,172575,10949.0,90358,1235.0,0.08226706514407664
2018-04-11,201804,87795,119383,10979.0,87795,-2563.0,-0.13440781922843
2018-04-12,201804,81651,145737,10943.0,81651,-6144.0,-0.3339834057385799
2018-04-13,201804,74423,118585,10955.0,74423,-7228.0,-0.3869787685719967
2018-04-16,201804,48235,145646,10943.0,48235,-26188.0,-1.4162771398560272
2018-04-17,201804,28910,156247,10806.0,28910,-19325.0,-1.0080762569424284
2018-04-18,201804,14268,106426,10845.0,14268,-14642.0,-0.7355516981108409
2018-04-19,201805,93717,147058,10969.0,93717,79449.0,3.801324770063298
2018-04-20,201805,88092,168412,10788.0,88092,-5625.0,-0.2992766396293432
2018-04-23,201805,89947,143144,10694.0,89947,1855.0,0.04809089800866505
2018-04-24,201805,90130,185925,10583.0,90130,183.0,-0.04701440293726858
2018-04-25,201805,86614,167276,10535.0,86614,-3516.0,-0.18934738943134682
2018-04-26,201805,86018,173837,10476.0,86018,-596.0,-0.02311867447839702
2018-04-27,201805,83426,138888,10561.0,83426,-2592.0,-0.12982673732088848
2018-04-30,201805,82762,132890,10655.0,82762,-664.0,-0.021516543986257106
2018-05-02,201805,82739,119121,10609.0,82739,-23.0,0.011153566350501819
2018-05-03,201805,83962,145487,10506.0,83962,1223.0,0.08162594109598291
2018-05-04,201805,81143,146168,10523.0,81143,-2819.0,-0.1402690617281963
2018-05-07,201805,81623,139344,10595.0,81623,480.0,0.041427467683606105
2018-05-08,201805,84201,120547,10669.0,84201,2578.0,0.1549172839179936
2018-05-09,201805,82718,138372,10704.0,82718,-1483.0,-0.06629140259020296
2018-05-10,201805,80221,117424,10763.0,80221,-2497.0,-0.1177196818862311
2018-05-11,201805,75747,127629,10861.0,75747,-4474.0,-0.2244808658483163
2018-05-14,201805,54800,132634,10958.0,54800,-20947.0,-1.1061282023853625
2018-05-15,201805,31189,137727,10869.0,31189,-23611.0,-1.2178254526288625
2018-05-16,201805,16986,89647,10872.0,16986,-14203.0,-0.702561655710771
2018-05-17,201806,83820,126166,10826.0,83820,66834.0,3.2442845387364794
2018-05-18,201806,84487,109398,10820.0,84487,667.0,0.011228628297952825
2018-05-21,201806,87831,101176,10965.0,87831,3344.0,0.12240408075845116
2018-05-22,201806,86153,114865,10922.0,86153,-1678.0,-0.13790846148878588
2018-05-23,201806,88060,138032,10858.0,88060,1907.0,0.10154455298062695
2018-05-24,201806,91123,113285,10917.0,91123,3063.0,0.16757270039655678
2018-05-25,201806,91834,107432,10932.0,91834,711.0,0.03682230929232816
2018-05-28,201806,91543,93268,10983.0,91543,-291.0,-0.01909678687020909
2018-05-29,201806,89873,119010,10928.0,89873,-1670.0,-0.09205080002476852
2018-05-30,201806,88997,151570,10775.0,88997,-876.0,-0.04856018884984102
2018-05-31,201806,87385,124660,10867.0,87385,-1612.0,-0.08519296080100312
2018-06-01,201806,89108,111930,10915.0,89108,1723.0,0.09697951832051802
2018-06-04,201806,95697,109687,11085.0,95697,6589.0,0.3561397338532638
2018-06-05,201806,92064,119504,11069.0,92064,-3633.0,-0.1969982758697601
2018-06-06,201806,98231,134205,11200.0,98231,6167.0,0.3307855943434006
2018-06-07,201806,94391,127407,11227.0,94391,-3840.0,-0.20860790062931042
2018-06-08,201806,93056,122509,11125.0,93056,-1335.0,-0.07069848756558098
2018-06-11,201806,92478,104423,11128.0,92478,-578.0,-0.03394805721912482
2018-06-12,201806,89847,159832,11141.0,89847,-2631.0,-0.14279114757591405
2018-06-13,201806,88255,114215,11146.0,88255,-1592.0,-0.09551079688564464
2018-06-14,201806,81479,143124,10985.0,81479,-6776.0,-0.3989351224334855
2018-06-15,201806,69673,145449,11055.0,69673,-11806.0,-0.689964576559341
2018-06-19,201806,34650,170249,10874.0,34650,-35023.0,-1.9319758909458573
2018-06-20,201806,16346,109099,10936.0,16346,-18304.0,-1.0650757651413927
2018-06-21,201807,87237,130352,10706.0,87237,70891.0,3.815503493927032
2018-06-22,201807,89445,141860,10655.0,89445,2208.0,0.12043385543469691
2018-06-25,201807,90071,122274,10584.0,90071,626.0,0.03376316856695785
2018-06-26,201807,90402,167431,10592.0,90402,331.0,0.018966827850257707
2018-06-27,201807,91912,134481,10554.0,91912,1510.0,0.07931083704012644
2018-06-28,201807,95673,150442,10523.0,95673,3761.0,0.19684963642941927
2018-06-29,201807,95797,155640,10677.0,95797,124.0,0.0007375895966878353
2018-07-02,201807,91314,141723,10611.0,91314,-4483.0,-0.241743673512694
2018-07-03,201807,91267,221125,10622.0,91267,-47.0,-0.004679940197189655
2018-07-04,201807,90864,130994,10618.0,90864,-403.0,-0.023221346134933506
2018-07-05,201807,95778,191745,10500.0,95778,4914.0,0.2591364014087662
2018-07-06,201807,97156,218771,10539.0,97156,1378.0,0.06565629072672202
2018-07-09,201807,96151,147171,10661.0,96151,-1005.0,-0.06704615219992946
2018-07-10,201807,91306,122142,10709.0,91306,-4845.0,-0.27590168427390765
2018-07-11,201807,89411,177783,10617.0,89411,-1895.0,-0.14139471517135174
2018-07-12,201807,92520,147260,10740.0,92520,3109.0,0.1133974581494162
2018-07-13,201807,86198,133034,10848.0,86198,-6322.0,-0.41836182798952615
2018-07-16,201807,57927,137166,10815.0,57927,-28271.0,-1.8215249416550858
2018-07-17,201807,36909,150847,10768.0,36909,-21018.0,-1.3087465142972046
2018-07-18,201807,23097,89274,10844.0,23097,-13812.0,-0.8195492832220767
2018-07-19,201808,89818,142334,10721.0,89818,66721.0,3.749087158751947
2018-07-20,201808,95182,191859,10824.0,95182,5364.0,0.2932399082968155
2018-07-23,201808,94797,142476,10830.0,94797,-385.0,-0.029840719907474403
2018-07-24,201808,96202,115304,10871.0,96202,1405.0,0.06696196104703044
2018-07-25,201808,95270,96247,10865.0,95270,-932.0,-0.06406250804761725
2018-07-26,201808,96290,117119,10915.0,96290,1020.0,0.04460844308823593
2018-07-27,201808,103521,111649,10992.0,103521,7231.0,0.38737236118734614
2018-07-30,201808,100087,117666,10940.0,100087,-3434.0,-0.21033675660334775
2018-07-31,201808,101170,116649,10989.0,101170,1083.0,0.042474523849823254
2018-08-01,201808,104439,96117,11047.0,104439,3269.0,0.16443202455167077
2018-08-02,201808,103335,168828,10871.0,103335,-1104.0,-0.08119602936539963
2018-08-03,201808,102327,107878,10970.0,102327,-1008.0,-0.07721632295971323
2018-08-06,201808,99177,133767,10982.0,99177,-3150.0,-0.198676787264624
2018-08-07,201808,99284,104241,10968.0,99284,107.0,-0.03604742874567286
2018-08-08,201808,104370,115922,11049.0,104370,5086.0,0.22331055038808717
2018-08-09,201808,98102,118059,11017.0,98102,-6268.0,-0.4424045824943562
2018-08-10,201808,89125,121790,10959.0,89125,-8977.0,-0.6054772376040616
2018-08-13,201808,60731,228396,10757.0,60731,-28394.0,-1.8160779998973717
2018-08-14,201808,31188,145603,10820.0,31188,-29543.0,-1.8032341745180782
2018-08-15,201808,19495,112549,10737.0,19495,-11693.0,-0.6646901104147376
2018-08-16,201809,93264,160436,10690.0,93264,73769.0,3.9561823971631824
2018-08-17,201809,96185,118840,10662.0,96185,2921.0,0.15230890261552732
2018-08-20,201809,97076,120121,10671.0,97076,891.0,0.043149652009350455
2018-08-21,201809,97563,126191,10767.0,97563,487.0,0.020761370622620155
2018-08-22,201809,93548,124070,10764.0,93548,-4015.0,-0.21879362973903896
2018-08-23,201809,94385,150200,10842.0,94385,837.0,0.0401064457811043
2018-08-24,201809,92164,143666,10788.0,92164,-2221.0,-0.12348153587840427
2018-08-27,201809,93006,127704,10886.0,93006,842.0,0.0417074586187539
2018-08-28,201809,94498,115627,10954.0,94498,1492.0,0.08123736586132863
2018-08-29,201809,101521,130889,11044.0,101521,7023.0,0.368557884831043
2018-08-30,201809,102033,160151,11023.0,102033,512.0,0.02410572294526657
2018-08-31,201809,96673,136261,11022.0,96673,-5360.0,-0.28994392129020297
2018-09-03,201809,94731,141943,10935.0,94731,-1942.0,-0.10580465008163374
2018-09-04,201809,94136,131455,11002.0,94136,-595.0,-0.033441753877590435
2018-09-05,201809,92614,151692,10950.0,92614,-1522.0,-0.0842334955794296
2018-09-06,201809,92668,165409,10901.0,92668,54.0,-0.0010502246147958696
2018-09-07,201809,90748,178235,10845.0,90748,-1920.0,-0.11155939234984978
2018-09-10,201809,92162,198790,10734.0,92162,1414.0,0.05608291344362032
2018-09-11,201809,87472,171082,10740.0,87472,-4690.0,-0.3102911786561734
2018-09-12,201809,85673,161851,10726.0,85673,-1799.0,-0.16617889277348305
2018-09-13,201809,84520,140045,10717.0,84520,-1153.0,-0.07268086038153847
2018-09-14,201809,79258,167546,10881.0,79258,-5262.0,-0.33385853754631684
2018-09-17,201809,59833,130683,10823.0,59833,-19425.0,-1.2244067550715891
2018-09-18,201809,34008,155686,10781.0,34008,-25825.0,-1.575561434954309
2018-09-19,201809,24029,70379,10873.0,24029,-9979.0,-0.5587795696257166
2018-09-20,201810,80079,147069,10848.0,80079,56050.0,3.2245559746916013
2018-09-21,201810,81399,160951,10974.0,81399,1320.0,0.08932487672511262
2018-09-25,201810,84043,98858,10981.0,84043,2644.0,0.15838285862952808
2018-09-26,201810,82730,107637,10972.0,82730,-1313.0,-0.06705316568674713
2018-09-27,201810,86368,136789,10982.0,86368,3638.0,0.21257699823030105
2018-09-28,201810,85423,162520,10955.0,85423,-945.0,-0.04425364033074907
2018-10-01,201810,88440,89433,11006.0,88440,3017.0,0.18113507664862596
2018-10-02,201810,86852,156457,10879.0,86852,-1588.0,-0.08208034437527607
2018-10-03,201810,84658,136321,10856.0,84658,-2194.0,-0.11938116573543678
2018-10-04,201810,92693,160072,10694.0,92693,8035.0,0.45654297860861986
2018-10-05,201810,95860,256183,10506.0,95860,3167.0,0.17799372188558274
2018-10-08,201810,98022,174770,10461.0,98022,2162.0,0.11252716566955412
2018-10-09,201810,98234,153437,10460.0,98234,212.0,-0.026955237497733604
2018-10-11,201810,95760,348653,9642.0,95760,-2474.0,-0.20535206695566546
2018-10-12,201810,85868,251156,9948.0,85868,-9892.0,-0.6521246384603117
2018-10-15,201810,72036,164909,9860.0,72036,-13832.0,-0.9337082197152524
2018-10-16,201810,47540,197823,9951.0,47540,-24496.0,-1.6005948179286469
2018-10-17,201810,32289,106223,9993.0,32289,-15251.0,-0.9520294127005617
2018-10-18,201811,85021,151011,9884.0,85021,52732.0,3.2150025481504008
2018-10-19,201811,86311,179393,9905.0,86311,1290.0,0.08744005938453159
2018-10-22,201811,84096,178167,9935.0,84096,-2215.0,-0.12220660558516172
2018-10-23,201811,88689,186988,9728.0,88689,4593.0,0.2943205480177574
2018-10-24,201811,86603,221429,9715.0,86603,-2086.0,-0.11320314694043039
2018-10-25,201811,90740,205902,9486.0,90740,4137.0,0.26204606676366593
2018-10-26,201811,89424,241595,9424.0,89424,-1316.0,-0.06480671815835211
2018-10-29,201811,85965,162497,9473.0,85965,-3459.0,-0.1926755195124465
2018-10-30,201811,87712,169621,9524.0,87712,1747.0,0.12099529563344946
2018-10-31,201811,87995,166496,9724.0,87995,283.0,0.028537384201401773
2018-11-01,201811,88528,140555,9787.0,88528,533.0,0.04330506655004014
2018-11-02,201811,89739,153413,9874.0,89739,1211.0,0.08852559915168035
2018-11-05,201811,86752,145973,9817.0,86752,-2987.0,-0.17039909767922964
2018-11-06,201811,89946,122426,9774.0,89946,3194.0,0.19411073337576598
2018-11-07,201811,92197,154891,9848.0,92197,2251.0,0.10821133597211927
2018-11-08,201811,94782,115590,9924.0,94782,2585.0,0.09864315619341896
2018-11-09,201811,93163,138795,9789.0,93163,-1619.0,-0.18516498187429417
2018-11-12,201811,92130,115102,9812.0,92130,-1033.0,-0.08401737544621948
2018-11-13,201811,89851,170110,9728.0,89851,-2279.0,-0.18010897820527608
2018-11-14,201811,89518,111585,9769.0,89518,-333.0,-0.01715748941898851
2018-11-15,201811,83685,155283,9827.0,83685,-5833.0,-0.46338056031583574
2018-11-16,201811,76936,147344,9783.0,76936,-6749.0,-0.5345156162275956
2018-11-19,201811,66221,111237,9819.0,66221,-10715.0,-0.8410430572129729
2018-11-20,201811,42369,150456,9732.0,42369,-23852.0,-1.8345354219881067
2018-11-21,201812,83170,76212,9729.0,83170,40801.0,3.000784580985722
2018-11-22,201812,85056,91042,9714.0,85056,1886.0,0.14967183691532265
2018-11-23,201812,86286,113555,9620.0,86286,1230.0,0.1089423364676281
2018-11-26,201812,87962,147457,9768.0,87962,1676.0,0.14024139155715956
2018-11-27,201812,88109,133623,9741.0,88109,147.0,0.02129377237111276
2018-11-28,201812,90927,147701,9870.0,90927,2818.0,0.2117167997063207
2018-11-29,201812,89383,130827,9877.0,89383,-1544.0,-0.10761864411911551
2018-11-30,201812,89271,121317,9853.0,89271,-112.0,-0.00413557530170026
2018-12-03,201812,93241,135162,10122.0,93241,3970.0,0.2907931504803943
2018-12-04,201812,88437,105118,10042.0,88437,-4804.0,-0.34959387503964495
2018-12-05,201812,86856,129691,9878.0,86856,-1581.0,-0.10949347081713019
2018-12-06,201812,88792,164887,9674.0,88792,1936.0,0.14052364874856063
2018-12-07,201812,87028,105451,9746.0,87028,-1764.0,-0.13116962219311418
2018-12-10,201812,84952,116350,9626.0,84952,-2076.0,-0.15292598669309368
2018-12-11,201812,84020,114010,9687.0,84020,-932.0,-0.0743359686100246
2018-12-12,201812,81745,132304,9818.0,81745,-2275.0,-0.1975207776719582
2018-12-13,201812,79177,109467,9856.0,79177,-2568.0,-0.25694505113071264
2018-12-14,201812,69472,145379,9730.0,69472,-9705.0,-0.8097556356723267
2018-12-17,201812,51547,127930,9790.0,51547,-17925.0,-1.5963134492080335
2018-12-18,201812,29681,144686,9718.0,29681,-21866.0,-1.8635305327484233
2018-12-19,201901,79079,55399,9750.0,79079,49398.0,3.8059125141394325
2018-12-20,201901,85071,141731,9641.0,85071,5992.0,0.4570960089195245
2018-12-21,201901,84378,122129,9660.0,84378,-693.0,-0.05069713434601361
2018-12-22,201901,87297,23776,9585.0,87297,2919.0,0.22179177492647495
2018-12-24,201901,86846,89050,9620.0,86846,-451.0,-0.03261262487230249
2018-12-25,201901,91636,99787,9477.0,91636,4790.0,0.36156451354132846
2018-12-26,201901,92326,116623,9459.0,92326,690.0,0.04316564316304544
2018-12-27,201901,92463,124097,9633.0,92463,137.0,0.010847667320670547
2018-12-28,201901,90945,92809,9671.0,90945,-1518.0,-0.11065934053646413
2019-01-02,201901,93948,165922,9536.0,93948,3003.0,0.23657914213796943
2019-01-03,201901,92395,130686,9440.0,92395,-1553.0,-0.11213272118645307
2019-01-04,201901,92067,168796,9367.0,92067,-328.0,-0.02053076284305795
2019-01-07,201901,90607,145208,9563.0,90607,-1460.0,-0.11915939413611022
2019-01-08,201901,85460,121996,9561.0,85460,-5147.0,-0.4194253633991542
2019-01-09,201901,86849,161013,9708.0,86849,1389.0,0.05924231814231644
2019-01-10,201901,81859,96870,9694.0,81859,-4990.0,-0.47541702694129806
2019-01-11,201901,78994,137362,9750.0,78994,-2865.0,-0.27192512939125724
2019-01-14,201901,51908,133304,9691.0,51908,-27086.0,-2.4675774054750153
2019-01-15,201901,31345,158065,9793.0,31345,-20563.0,-1.7815503498482237
2019-01-16,201901,15507,62359,9784.0,15507,-15838.0,-1.3062419956321745
2019-01-17,201902,81718,142688,9779.0,81718,66211.0,4.676177587551376
2019-01-18,201902,84847,115290,9820.0,84847,3129.0,0.2277155843177207
2019-01-21,201902,88411,119821,9866.0,88411,3564.0,0.2525477990169457
2019-01-22,201902,87752,93410,9847.0,87752,-659.0,-0.0486013008567205
2019-01-23,201902,84646,106263,9818.0,84646,-3106.0,-0.21549804577421158
2019-01-24,201902,85317,104491,9863.0,85317,671.0,0.05048117321522372
2019-01-25,201902,93155,116395,9968.0,93155,7838.0,0.5460561953633127
2019-01-28,201902,91526,81405,9985.0,91526,-1629.0,-0.11670479162495714
2019-01-29,201902,86770,113746,9923.0,86770,-4756.0,-0.3344397579465526
2019-01-30,201902,82654,83963,9926.0,82654,-4116.0,-0.28080250019795433
2019-02-11,201902,84027,101469,9999.0,84027,1373.0,0.1061063485648909
2019-02-12,201902,88915,79049,10084.0,88915,4888.0,0.3502796380975456
2019-02-13,201902,87066,96794,10084.0,87066,-1849.0,-0.12275975792265076
2019-02-14,201902,83990,97857,10080.0,83990,-3076.0,-0.20650033696244316
2019-02-15,201902,69058,121921,10042.0,69058,-14932.0,-1.0153953675140217
2019-02-18,201902,55548,113809,10135.0,55548,-13510.0,-0.8948703956821054
2019-02-19,201902,39706,93983,10142.0,39706,-15842.0,-1.0360367228718235
2019-02-20,201902,21461,73350,10256.0,21461,-18245.0,-1.1751779005491265
2019-02-21,201903,94804,97337,10324.0,94804,73343.0,4.158106486749479
2019-02-22,201903,90547,87939,10310.0,90547,-4257.0,-0.29344615991359957
2019-02-25,201903,92255,104882,10368.0,92255,1708.0,0.09476645221454993
2019-02-26,201903,92294,100522,10355.0,92294,39.0,-0.004970401005444726
2019-02-27,201903,91679,83461,10362.0,91679,-615.0,-0.04291917078130611
2019-03-04,201903,91785,122715,10311.0,91785,106.0,0.002574768484423577
2019-03-05,201903,89870,97390,10274.0,89870,-1915.0,-0.11838346506936821
2019-03-06,201903,91757,91094,10322.0,91757,1887.0,0.11406495887175544
2019-03-07,201903,92074,95914,10262.0,92074,317.0,0.01657359882875374
2019-03-08,201903,91970,127917,10200.0,91970,-104.0,-0.009072901667134477
2019-03-11,201903,91932,78910,10229.0,91932,-38.0,-0.0009860307174467278
2019-03-12,201903,91439,109945,10348.0,91439,-493.0,-0.03311027922212006
2019-03-13,201903,87589,100182,10365.0,87589,-3850.0,-0.23539785973573724
2019-03-14,201903,84964,92686,10338.0,84964,-2625.0,-0.1560880391421284
2019-03-15,201903,82523,116100,10414.0,82523,-2441.0,-0.14417433255393752
2019-03-18,201903,61890,104180,10477.0,61890,-20633.0,-1.2181852038801746
2019-03-19,201903,42034,101703,10501.0,42034,-19856.0,-1.1395059346569612
2019-03-20,201904,89549,61841,10514.0,89549,47515.0,2.643663982035867
2019-03-21,201904,99595,90838,10590.0,99595,10046.0,0.5402347913145598
2019-03-22,201904,98410,107634,10613.0,98410,-1185.0,-0.09304870533104376
2019-03-25,201904,96146,100215,10438.0,96146,-2264.0,-0.16933804983602102
2019-03-26,201904,97970,87187,10522.0,97970,1824.0,0.03916981206969998
2019-03-27,201904,95274,88500,10520.0,95274,-2696.0,-0.1816486751854402
2019-03-28,201904,97428,83464,10493.0,97428,2154.0,0.11942085426041577
2019-03-29,201904,99504,128163,10598.0,99504,2076.0,0.11180099679857157
2019-04-01,201904,98726,114429,10638.0,98726,-778.0,-0.05937773868805471
2019-04-02,201904,98033,78347,10676.0,98033,-693.0,-0.053918470494012764
2019-04-03,201904,94136,93675,10693.0,94136,-3897.0,-0.2415213666378068
2019-04-08,201904,97425,92630,10770.0,97425,3289.0,0.19640953963171337
2019-04-09,201904,100229,70930,10843.0,100229,2804.0,0.16391575162992406
2019-04-10,201904,95816,69994,10862.0,95816,-4413.0,-0.27527856358737346
2019-04-11,201904,89842,110887,10806.0,89842,-5974.0,-0.3614212122546917
2019-04-12,201904,77681,85901,10802.0,77681,-12161.0,-0.7259777230253345
2019-04-15,201904,59039,100286,10876.0,59039,-18642.0,-1.0908785918374384
2019-04-16,201904,36476,104554,10931.0,36476,-22563.0,-1.2873421398189389
2019-04-17,201904,21218,63683,11004.0,21218,-15258.0,-0.838512555272817
2019-04-18,201905,98101,117490,10939.0,98101,76883.0,3.8958485104869247
2019-04-19,201905,99655,88747,10972.0,99655,1554.0,0.06390716887989424
2019-04-22,201905,99364,77384,10978.0,99364,-291.0,-0.03205191867557297
2019-04-23,201905,99072,103861,11024.0,99072,-292.0,-0.05574460666676429
2019-04-24,201905,97430,108063,11009.0,97430,-1642.0,-0.14334475886851414
2019-04-25,201905,100886,86847,11031.0,100886,3456.0,0.1069400175111589
2019-04-26,201905,96870,118536,10933.0,96870,-4016.0,-0.2509272830106031
2019-04-29,201905,97780,90107,10932.0,97780,910.0,0.04083297223422185
2019-04-30,201905,97396,99311,10952.0,97396,-384.0,-0.031394194598716486
2019-05-02,201905,97169,110504,10978.0,97169,-227.0,-0.022583574909044172
2019-05-03,201905,102277,105128,11092.0,102277,5108.0,0.2830580145103759
2019-05-06,201905,94216,157627,10857.0,94216,-8061.0,-0.48171969686668314
2019-05-07,201905,94915,112695,10970.0,94915,699.0,0.03936440447708659
2019-05-08,201905,92659,122471,10893.0,92659,-2256.0,-0.13371273512138873
2019-05-09,201905,94710,163378,10746.0,94710,2051.0,0.11283933833846631
2019-05-10,201905,79542,244648,10745.0,79542,-15168.0,-0.8834749992591922
2019-05-13,201905,70295,166126,10576.0,70295,-9247.0,-0.525846197358019
2019-05-14,201905,47211,182739,10532.0,47211,-23084.0,-1.2876929405441941
2019-05-15,201905,30197,84213,10579.0,30197,-17014.0,-0.9173505557387561
2019-05-16,201906,86165,136852,10488.0,86165,55968.0,2.945520278365436
2019-05-17,201906,92097,148067,10411.0,92097,5932.0,0.29353295438653954
2019-05-20,201906,90837,138410,10433.0,90837,-1260.0,-0.09823182346359027
2019-05-21,201906,90561,139337,10487.0,90561,-276.0,-0.06011461588244803
2019-05-22,201906,83221,116942,10480.0,83221,-7340.0,-0.4510699173801401
2019-05-23,201906,84598,140826,10310.0,84598,1377.0,0.09704059119526302
2019-05-24,201906,82498,110221,10344.0,82498,-2100.0,-0.12336005551368809
2019-05-27,201906,81538,103116,10333.0,81538,-960.0,-0.04903761539103238
2019-05-28,201906,81530,87667,10340.0,81530,-8.0,0.010756631282921125
2019-05-29,201906,82233,94603,10291.0,82233,703.0,0.05399761460212259
2019-05-30,201906,83847,118886,10367.0,83847,1614.0,0.1095802475166857
2019-05-31,201906,83727,132616,10455.0,83727,-120.0,-0.0011055642762091541
2019-06-03,201906,80637,129111,10471.0,80637,-3090.0,-0.18225965350399126
2019-06-04,201906,79456,91946,10416.0,79456,-1181.0,-0.0609072655807957
2019-06-05,201906,82211,101638,10456.0,82211,2755.0,0.18301725121695114
2019-06-06,201906,82373,112358,10360.0,82373,162.0,0.020155371001623016
2019-06-10,201906,88150,122498,10539.0,88150,5777.0,0.36539512596661006
2019-06-11,201906,84964,102065,10592.0,84964,-3186.0,-0.1969092818762525
2019-06-12,201906,81601,88158,10592.0,81601,-3363.0,-0.20720025538850975
2019-06-13,201906,77609,115701,10529.0,77609,-3992.0,-0.24491167968642238
2019-06-14,201906,73773,87499,10529.0,73773,-3836.0,-0.25621768711654264
2019-06-17,201906,62059,126622,10545.0,62059,-11714.0,-0.7721282925137465
2019-06-18,201906,44840,89907,10553.0,44840,-17219.0,-1.137423302230747
2019-06-19,201906,36899,82967,10770.0,36899,-7941.0,-0.4774865953651093
2019-06-20,201907,91885,82664,10591.0,91885,54986.0,3.410910465976574
2019-06-21,201907,98124,96638,10585.0,98124,6239.0,0.3837857668340314
2019-06-24,201907,99645,91686,10623.0,99645,1521.0,0.09233637367564328
2019-06-25,201907,98721,99176,10540.0,98721,-924.0,-0.060708483982143444
2019-06-26,201907,97729,84635,10503.0,97729,-992.0,-0.06167829270920545
2019-06-27,201907,101412,107467,10622.0,101412,3683.0,0.2258063058745903
2019-06-28,201907,97774,82329,10580.0,97774,-3638.0,-0.22391671885435713
