id,gate,d_thresh,exit,heldout_score,mdd_improve_pp,cagr_giveback_pp,tip_ytd,tip_1y,tip_clean,coexist,vs_live_heldout_delta,full_cagr,full_mdd,heldout_cagr,heldout_mdd,sealed_cagr,sealed_mdd,n_fills,n_entries,deploy_frac
DP10_PORT_OR_TAIEX_D15_RECOVER_FULL,PORT_OR_TAIEX,0.15,RECOVER_FULL,-1.087982641593832,-0.0868231284284704,2.0023190263307233,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.087982641593832,0.12595788794050922,-0.21807093206072203,0.16066268270006634,-0.21807093206072203,0.21126604783559122,-0.09245894145450906,5602,8,0.329636817299695
DP10_PORT_DD_D10_HOLD_40,PORT_DD,0.1,HOLD_40,-1.131374740351443,0.20996176638597985,2.6826730134748455,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.131374740351443,0.1226412891694868,-0.21510308311257764,0.15385914282862512,-0.21510308311257753,0.1920099981862915,-0.08502719796674407,5851,14,0.15525367341280844
DP10_PORT_DD_D12_HOLD_40,PORT_DD,0.12,HOLD_40,-1.1777290941537677,0.31178013606951716,2.9790184604465697,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.1777290941537677,0.12105334705181514,-0.21408489941574227,0.15089568835890788,-0.21408489941574216,0.18403465971776622,-0.08768231405957572,5740,9,0.09980593290823399
DP10_PORT_DD_D15_HOLD_40,PORT_DD,0.15,HOLD_40,-1.200970982905647,0.599360826168216,3.600663618147726,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.200970982905647,0.11762681086674953,-0.21120909251475517,0.14467923678189631,-0.21120909251475517,0.17098640375260765,-0.08879066870566743,5611,3,0.03326864430274466
DP10_PORT_OR_TAIEX_D15_RECOVER_HALF,PORT_OR_TAIEX,0.15,RECOVER_HALF,-1.2243704771432218,-0.11475134175980006,2.2192382707668434,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.2243704771432218,0.12462794070816252,-0.21835021419403522,0.15849349025570514,-0.21835021419403533,0.2071532746322131,-0.09258863631420855,5645,10,0.2520099805932908
DP10_PORT_DD_D15_TIME_OR_HALF,PORT_DD,0.15,TIME_OR_HALF,-1.2353648270513218,0.6113337144783682,3.69339708305938,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.2353648270513218,0.11737947546545979,-0.21108936363165354,0.14375190213277977,-0.21108936363165365,0.16791775638714013,-0.08948351668289145,5618,3,0.0318824507901303
DP10_PORT_DD_D10_TIME_OR_HALF,PORT_DD,0.1,TIME_OR_HALF,-1.2883949375573578,0.21632626928645982,3.009442413687635,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.2883949375573578,0.12105861173489618,-0.21503943808357273,0.15059144882649722,-0.21503943808357273,0.18307727835909904,-0.086494239060953,5820,14,0.1286387579706127
DP10_PORT_DD_D12_TIME_OR_HALF,PORT_DD,0.12,TIME_OR_HALF,-1.3045674408700858,0.31178013606951716,3.232695153879206,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.3045674408700858,0.11968309414171396,-0.21408489941574227,0.1483589214245815,-0.21408489941574216,0.1790068654651349,-0.08773504780561514,5723,9,0.08206265594677017
DP10_PORT_OR_TAIEX_D12_HOLD_40,PORT_OR_TAIEX,0.12,HOLD_40,-1.4285484742396992,-0.5712558684415114,1.7145852115963756,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.4285484742396992,0.12704460159729836,-0.22291525946085256,0.16354002084740982,-0.22291525946085244,0.21804192831387237,-0.09258172750879778,5992,27,0.297199889104519
DP10_TAIEX_DD_D15_HOLD_40,TAIEX_DD,0.15,HOLD_40,-1.4558983791094104,-0.09732440259799802,2.717147953022825,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.4558983791094104,0.12132838614971209,-0.2181759448024173,0.15351439343314532,-0.2181759448024173,0.19779758738833997,-0.09283207007515282,5874,18,0.19711671749376214
DP10_PORT_OR_TAIEX_D15_HOLD_40,PORT_OR_TAIEX,0.15,HOLD_40,-1.4558983791094104,-0.09732440259799802,2.717147953022825,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.4558983791094104,0.12132838614971209,-0.2181759448024173,0.15351439343314532,-0.2181759448024173,0.19779758738833997,-0.09283207007515282,5874,18,0.19711671749376214
DP10_PORT_OR_TAIEX_D12_RECOVER_FULL,PORT_OR_TAIEX,0.12,RECOVER_FULL,-1.4656081540767807,-0.5498239076181188,1.8315684929173237,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.4656081540767807,0.12640753367412882,-0.22270093985261863,0.16237018803420034,-0.22270093985261852,0.2153548740617912,-0.09286660510546518,5640,33,0.360133074577211
DP10_TAIEX_DD_D12_RECOVER_FULL,TAIEX_DD,0.12,RECOVER_FULL,-1.523716022660393,-0.5498239076181188,1.9477842300845483,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.523716022660393,0.12578318216608175,-0.22270093985261863,0.1612080306625281,-0.22270093985261852,0.21279514593782323,-0.09286660510546518,5616,32,0.3587468810645966
DP10_PORT_OR_TAIEX_D12_RECOVER_HALF,PORT_OR_TAIEX,0.12,RECOVER_HALF,-1.5834488909724276,-0.5775520987283067,2.0117935844882417,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.5834488909724276,0.12524398482203902,-0.2229782217637204,0.16056793711849116,-0.2229782217637204,0.21175158397752125,-0.0924818342204301,5717,37,0.2880510119212642
DP10_PORT_OR_TAIEX_D15_TIME_OR_HALF,PORT_OR_TAIEX,0.15,TIME_OR_HALF,-1.5852350821170647,-0.10859611690839932,2.9532779304173307,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.5852350821170647,0.12027860387827638,-0.21828866194552143,0.15115309365920027,-0.21828866194552132,0.19202894796697256,-0.09280478012373994,5870,20,0.16800665372886056
DP10_TAIEX_DD_D12_HOLD_40,TAIEX_DD,0.12,HOLD_40,-1.6249785152784524,-0.5712558684415114,2.107445293673882,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.6249785152784524,0.1249338300725551,-0.22291525946085256,0.15961142002663475,-0.22291525946085244,0.21034957129671317,-0.0926047628019463,5954,25,0.2750207929026892
DP10_PORT_OR_TAIEX_D12_TIME_OR_HALF,PORT_OR_TAIEX,0.12,TIME_OR_HALF,-1.7154301632861468,-0.6061721424406974,2.218516041690899,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-1.7154301632861468,0.12423023893884788,-0.22326442220084441,0.15850071254646458,-0.2232644222008443,0.20580301867574424,-0.09254962829888247,5971,51,0.22373163293595785
DP10_TAIEX_DD_D10_TIME_OR_HALF,TAIEX_DD,0.1,TIME_OR_HALF,-2.457034585859841,-1.178424314082105,2.557220543555472,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.457034585859841,0.1230183571297847,-0.2289869439172585,0.15511366752781885,-0.22898694391725838,0.19536158695096995,-0.09368037687375896,7648,233,0.20016634322151372
DP10_TAIEX_DD_D10_RECOVER_HALF,TAIEX_DD,0.1,RECOVER_HALF,-2.4702265713039906,-1.2563212389777534,2.4278106646524744,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.4702265713039906,0.12372575158471322,-0.22976591316621486,0.15640776631684883,-0.22976591316621486,0.19743348170231423,-0.09765075663448841,7486,219,0.20986969780981424
DP10_TAIEX_DD_D15_RECOVER_HALF,TAIEX_DD,0.15,RECOVER_HALF,-2.4824635732360156,-0.7308685236850576,3.503190099101916,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.4824635732360156,0.11879425282049372,-0.2245113860132878,0.1456539719723544,-0.2245113860132879,0.1731059971811053,-0.09788082942389653,6676,94,0.10479622955364569
DP10_TAIEX_DD_D15_TIME_OR_HALF,TAIEX_DD,0.15,TIME_OR_HALF,-2.6535639463161065,-0.8003777312485583,3.7063724301350964,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.6535639463161065,0.11786560314892891,-0.2252064780889228,0.1436221486620226,-0.2252064780889229,0.16946886223859692,-0.09901124044356957,6736,96,0.09952869420571112
DP10_TAIEX_DD_D12_TIME_OR_HALF,TAIEX_DD,0.12,TIME_OR_HALF,-2.7824200580187197,-1.3244891430529981,2.915861829931443,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.7824200580187197,0.12162705584093692,-0.2304475922069672,0.15152725466405914,-0.2304475922069673,0.18808163760849883,-0.09299606252280335,7102,167,0.15386747990019406
DP10_TAIEX_DD_D12_RECOVER_HALF,TAIEX_DD,0.12,RECOVER_HALF,-2.804843804867496,-1.401115871680414,2.8074558663741644,PAUSE_REVIEW,PAUSE_REVIEW,False,False,-2.804843804867496,0.12210288091184451,-0.23121385949324147,0.15261131429963193,-0.23121385949324147,0.1914943251192165,-0.09252972109992041,6997,156,0.16190740227335737
