as_of_date,stock_id,name,market,security_type,industry,industry_norm,listing_date,source,pit_note
2026-09-04,1101,台泥,上市,股票,水泥工業,水泥工業,1962/02/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1102,亞泥,上市,股票,水泥工業,水泥工業,1962/06/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1103,嘉泥,上市,股票,水泥工業,水泥工業,1969/11/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1104,環泥,上市,股票,水泥工業,水泥工業,1971/02/01,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1108,幸福,上市,股票,水泥工業,水泥工業,1990/06/06,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1109,信大,上市,股票,水泥工業,水泥工業,1991/12/05,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1110,東泥,上市,股票,水泥工業,水泥工業,1994/10/22,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1201,味全,上市,股票,食品工業,食品工業,1962/02/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1203,味王,上市,股票,食品工業,食品工業,1964/08/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1210,大成,上市,股票,食品工業,食品工業,1978/05/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1213,大飲,上市,股票,食品工業,食品工業,1981/04/10,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1215,卜蜂,上市,股票,食品工業,食品工業,1987/07/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1216,統一,上市,股票,食品工業,食品工業,1987/12/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1217,愛之味,上市,股票,食品工業,食品工業,1989/10/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1218,泰山,上市,股票,食品工業,食品工業,1989/11/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1219,福壽,上市,股票,食品工業,食品工業,1990/12/01,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1220,台榮,上市,股票,食品工業,食品工業,1991/11/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1225,福懋油,上市,股票,食品工業,食品工業,1993/09/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1227,佳格,上市,股票,食品工業,食品工業,1994/04/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1229,聯華,上市,股票,食品工業,食品工業,1976/07/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1231,聯華食,上市,股票,食品工業,食品工業,1995/11/02,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1232,大統益,上市,股票,食品工業,食品工業,1996/02/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1233,天仁,上市,股票,食品工業,食品工業,1999/01/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1234,黑松,上市,股票,食品工業,食品工業,1999/03/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1235,興泰,上市,股票,食品工業,食品工業,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1236,宏亞,上市,股票,食品工業,食品工業,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1256,鮮活果汁-KY,上市,股票,食品工業,食品工業,2016/03/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1301,台塑,上市,股票,塑膠工業,塑膠工業,1964/07/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1303,南亞,上市,股票,塑膠工業,塑膠工業,1967/11/05,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1304,台聚,上市,股票,塑膠工業,塑膠工業,1972/05/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1305,華夏,上市,股票,塑膠工業,塑膠工業,1973/03/05,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1307,三芳,上市,股票,塑膠工業,塑膠工業,1985/11/23,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1308,亞聚,上市,股票,塑膠工業,塑膠工業,1986/06/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1309,台達化,上市,股票,塑膠工業,塑膠工業,1986/06/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1310,台苯,上市,股票,塑膠工業,塑膠工業,1987/08/06,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1312,國喬,上市,股票,塑膠工業,塑膠工業,1988/12/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1313,聯成,上市,股票,塑膠工業,塑膠工業,1989/03/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1314,中石化,上市,股票,塑膠工業,塑膠工業,1991/07/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1315,達新,上市,股票,塑膠工業,塑膠工業,1992/05/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1316,上曜,上市,股票,建材營造業,建材營造,1992/10/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1319,東陽,上市,股票,汽車工業,汽車工業,1994/12/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1321,大洋,上市,股票,塑膠工業,塑膠工業,1999/01/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1323,永裕,上市,股票,塑膠工業,塑膠工業,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1324,地球,上市,股票,塑膠工業,塑膠工業,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1325,恆大,上市,股票,塑膠工業,塑膠工業,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1326,台化,上市,股票,塑膠工業,塑膠工業,1984/12/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1337,再生-KY,上市,股票,塑膠工業,塑膠工業,2011/07/01,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1338,廣華-KY,上市,股票,汽車工業,汽車工業,2012/12/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1339,昭輝,上市,股票,汽車工業,汽車工業,2012/04/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1340,勝悅-KY,上市,股票,塑膠工業,塑膠工業,2013/12/06,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1341,富林-KY,上市,股票,塑膠工業,塑膠工業,2018/12/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1342,八貫,上市,股票,其他業,其他,2020/11/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1402,遠東新,上市,股票,紡織纖維,紡織纖維,1967/04/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1409,新纖,上市,股票,紡織纖維,紡織纖維,1973/08/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1410,南染,上市,股票,紡織纖維,紡織纖維,1973/10/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1413,宏洲,上市,股票,紡織纖維,紡織纖維,1975/12/23,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1414,東和,上市,股票,紡織纖維,紡織纖維,1976/02/02,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1416,廣豐,上市,股票,其他業,其他,1976/04/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1417,嘉裕,上市,股票,紡織纖維,紡織纖維,1976/12/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1418,東華,上市,股票,紡織纖維,紡織纖維,1977/02/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1419,新紡,上市,股票,紡織纖維,紡織纖維,1977/03/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1423,利華,上市,股票,紡織纖維,紡織纖維,1979/04/02,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1432,大魯閣,上市,股票,運動休閒,運動休閒,1982/07/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1434,福懋,上市,股票,紡織纖維,紡織纖維,1985/12/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1435,中福,上市,股票,其他業,其他,1987/12/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1436,華友聯,上市,股票,建材營造業,建材營造,1988/04/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1437,勤益控,上市,股票,其他業,其他,1988/11/10,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1438,三地開發,上市,股票,建材營造業,建材營造,1988/12/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1439,雋揚,上市,股票,建材營造業,建材營造,1989/05/22,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1440,南紡,上市,股票,紡織纖維,紡織纖維,1989/10/03,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1441,大東,上市,股票,紡織纖維,紡織纖維,1989/10/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1442,名軒,上市,股票,建材營造業,建材營造,1989/11/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1443,立益物流,上市,股票,其他業,其他,1990/04/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1444,力麗,上市,股票,紡織纖維,紡織纖維,1990/08/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1445,大宇,上市,股票,紡織纖維,紡織纖維,1991/02/05,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1446,宏和,上市,股票,紡織纖維,紡織纖維,1991/10/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1447,力鵬,上市,股票,紡織纖維,紡織纖維,1992/01/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1449,佳和,上市,股票,紡織纖維,紡織纖維,1992/03/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1451,年興,上市,股票,紡織纖維,紡織纖維,1992/12/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1452,宏益,上市,股票,紡織纖維,紡織纖維,1992/12/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1453,大將,上市,股票,建材營造業,建材營造,1993/04/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1454,台富,上市,股票,紡織纖維,紡織纖維,1993/05/07,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1455,集盛,上市,股票,紡織纖維,紡織纖維,1993/10/07,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1456,怡華,上市,股票,建材營造業,建材營造,1993/12/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1457,宜進,上市,股票,紡織纖維,紡織纖維,1994/10/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1459,聯發,上市,股票,紡織纖維,紡織纖維,1994/10/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1460,宏遠,上市,股票,紡織纖維,紡織纖維,1995/04/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1463,強盛新,上市,股票,紡織纖維,紡織纖維,1996/12/05,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1464,得力,上市,股票,紡織纖維,紡織纖維,1997/01/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1465,偉全,上市,股票,紡織纖維,紡織纖維,1997/09/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1466,聚隆,上市,股票,紡織纖維,紡織纖維,1998/04/04,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1467,南緯,上市,股票,紡織纖維,紡織纖維,1998/12/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1468,昶和,上市,股票,紡織纖維,紡織纖維,1999/01/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1470,大統新創,上市,股票,紡織纖維,紡織纖維,1999/05/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1471,首利,上市,股票,電子零組件業,電子零組件業,2000/03/06,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1472,三洋實業,上市,股票,建材營造業,建材營造,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1473,台南,上市,股票,紡織纖維,紡織纖維,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1474,弘裕,上市,股票,紡織纖維,紡織纖維,2000/10/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1475,業旺,上市,股票,紡織纖維,紡織纖維,2000/10/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1476,儒鴻,上市,股票,紡織纖維,紡織纖維,2001/04/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1477,聚陽,上市,股票,紡織纖維,紡織纖維,2003/01/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1503,士電,上市,股票,電機機械,電機機械,1969/12/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1504,東元,上市,股票,電機機械,電機機械,1973/11/05,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1506,正道,上市,股票,電機機械,電機機械,1980/08/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1512,瑞利,上市,股票,汽車工業,汽車工業,1994/01/28,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1513,中興電,上市,股票,電機機械,電機機械,1994/03/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1514,亞力,上市,股票,電機機械,電機機械,1994/03/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1515,力山,上市,股票,電機機械,電機機械,1995/02/04,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1516,川飛,上市,股票,其他業,其他,1995/04/01,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1517,利奇,上市,股票,電機機械,電機機械,1995/11/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1519,華城,上市,股票,電機機械,電機機械,1997/04/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1521,大億,上市,股票,汽車工業,汽車工業,1997/10/06,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1522,堤維西,上市,股票,汽車工業,汽車工業,1997/10/06,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1524,耿鼎,上市,股票,汽車工業,汽車工業,1998/10/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1525,江申,上市,股票,汽車工業,汽車工業,1999/05/15,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1526,日馳,上市,股票,電機機械,電機機械,2000/03/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1527,鑽全,上市,股票,電機機械,電機機械,2000/06/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1528,恩德,上市,股票,電機機械,電機機械,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1529,樂事綠能,上市,股票,電機機械,電機機械,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1530,亞崴,上市,股票,電機機械,電機機械,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1531,高林股,上市,股票,電機機械,電機機械,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1532,勤美,上市,股票,電機機械,電機機械,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1533,車王電,上市,股票,汽車工業,汽車工業,2001/04/06,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1535,中宇,上市,股票,電機機械,電機機械,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1536,和大,上市,股票,汽車工業,汽車工業,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1537,廣隆,上市,股票,電機機械,電機機械,2002/01/22,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1538,正峰,上市,股票,電機機械,電機機械,2002/08/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1539,巨庭,上市,股票,電機機械,電機機械,2002/10/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1540,喬福,上市,股票,電機機械,電機機械,2002/08/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1541,錩泰,上市,股票,電機機械,電機機械,2003/03/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1558,伸興,上市,股票,電機機械,電機機械,2014/12/23,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1560,中砂,上市,股票,電機機械,電機機械,2005/01/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1563,巧新,上市,股票,汽車工業,汽車工業,2024/05/13,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1568,倉佑,上市,股票,汽車工業,汽車工業,2014/05/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1582,信錦,上市,股票,電子零組件業,電子零組件業,2009/12/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1583,程泰,上市,股票,電機機械,電機機械,2008/01/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1587,吉茂,上市,股票,汽車工業,汽車工業,2018/04/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1589,永冠-KY,上市,股票,電機機械,電機機械,2012/04/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1590,亞德客-KY,上市,股票,電機機械,電機機械,2010/12/13,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1597,直得,上市,股票,電機機械,電機機械,2020/12/23,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1598,岱宇,上市,股票,運動休閒,運動休閒,2016/09/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1603,華電,上市,股票,電器電纜,電器電纜,1968/06/03,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1604,聲寶,上市,股票,電器電纜,電器電纜,1970/12/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1605,華新,上市,股票,電器電纜,電器電纜,1972/11/03,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1608,華榮,上市,股票,電器電纜,電器電纜,1988/07/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1609,大亞,上市,股票,電器電纜,電器電纜,1988/12/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1611,中電,上市,股票,電器電纜,電器電纜,1990/01/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1612,宏泰,上市,股票,電器電纜,電器電纜,1993/05/08,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1614,三洋電,上市,股票,電器電纜,電器電纜,1997/09/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1615,大山,上市,股票,電器電纜,電器電纜,2000/03/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1616,億泰,上市,股票,電器電纜,電器電纜,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1617,榮星,上市,股票,電器電纜,電器電纜,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1618,合機,上市,股票,電器電纜,電器電纜,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1623,大東電,上市,股票,電器電纜,電器電纜,2026/01/22,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1626,艾美特-KY,上市,股票,電器電纜,電器電纜,2013/03/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1702,南僑,上市,股票,食品工業,食品工業,1973/05/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1707,葡萄王,上市,股票,生技醫療業,生技醫療業,1982/12/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1708,東鹼,上市,股票,化學工業,化學工業,1986/06/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1709,和益,上市,股票,化學工業,化學工業,1986/07/03,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1710,東聯,上市,股票,化學工業,化學工業,1987/10/21,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1711,永光,上市,股票,化學工業,化學工業,1988/12/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1712,興農,上市,股票,化學工業,化學工業,1989/12/14,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1713,國化,上市,股票,化學工業,化學工業,1990/01/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1714,和桐,上市,股票,化學工業,化學工業,1991/08/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1717,長興,上市,股票,化學工業,化學工業,1994/03/31,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1718,中纖,上市,股票,化學工業,化學工業,1963/12/02,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1720,生達,上市,股票,生技醫療業,生技醫療業,1995/12/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1721,國慶科技,上市,股票,化學工業,化學工業,1996/05/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1722,台肥,上市,股票,化學工業,化學工業,1998/03/24,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1723,中碳,上市,股票,化學工業,化學工業,1998/11/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1725,元禎,上市,股票,化學工業,化學工業,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1726,永記,上市,股票,化學工業,化學工業,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1727,中華化,上市,股票,化學工業,化學工業,2000/09/11,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1730,花仙子,上市,股票,化學工業,化學工業,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1731,美吾華,上市,股票,生技醫療業,生技醫療業,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1732,毛寶,上市,股票,化學工業,化學工業,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1733,五鼎,上市,股票,生技醫療業,生技醫療業,2001/09/17,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1734,杏輝,上市,股票,生技醫療業,生技醫療業,2002/08/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1735,日勝化,上市,股票,化學工業,化學工業,2002/08/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1736,喬山,上市,股票,運動休閒,運動休閒,2003/01/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1737,臺鹽,上市,股票,食品工業,食品工業,2003/11/18,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1752,南光,上市,股票,生技醫療業,生技醫療業,2022/01/19,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1760,寶齡富錦,上市,股票,生技醫療業,生技醫療業,2018/01/23,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1762,中化生,上市,股票,生技醫療業,生技醫療業,2010/12/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1773,勝一,上市,股票,化學工業,化學工業,2009/02/27,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1776,展宇,上市,股票,化學工業,化學工業,2016/05/09,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1783,和康生,上市,股票,生技醫療業,生技醫療業,2013/12/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1786,科妍,上市,股票,生技醫療業,生技醫療業,2013/11/12,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1789,神隆,上市,股票,生技醫療業,生技醫療業,2011/09/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1795,美時,上市,股票,生技醫療業,生技醫療業,2019/12/16,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1802,台玻,上市,股票,玻璃陶瓷,玻璃陶瓷,1973/07/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1805,寶徠,上市,股票,建材營造業,建材營造,1989/10/20,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1806,冠軍,上市,股票,玻璃陶瓷,玻璃陶瓷,1992/09/29,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1808,潤隆,上市,股票,建材營造業,建材營造,1994/10/26,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
2026-09-04,1809,中釉,上市,股票,玻璃陶瓷,玻璃陶瓷,1996/04/30,ISIN_class_main_listed,CURRENT_SNAPSHOT_NAMED
