as_of_date,stock_id,name,industry_code,industry,industry_norm,listing_date,source,pit_note
2026-09-04,1309,台達化,03,塑膠工業,塑膠工業,19860627,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1310,台苯,03,塑膠工業,塑膠工業,19870806,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1312,國喬,03,塑膠工業,塑膠工業,19881221,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1313,聯成,03,塑膠工業,塑膠工業,19890327,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1314,中石化,03,塑膠工業,塑膠工業,19910712,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1315,達新,03,塑膠工業,塑膠工業,19920509,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1316,上曜,14,建材營造業,建材營造,19921015,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1319,東陽,12,汽車工業,汽車工業,19941212,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1321,大洋,03,塑膠工業,塑膠工業,19990126,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1323,永裕,03,塑膠工業,塑膠工業,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1324,地球,03,塑膠工業,塑膠工業,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1325,恆大,03,塑膠工業,塑膠工業,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1326,台化,03,塑膠工業,塑膠工業,19841220,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1337,再生-KY,03,塑膠工業,塑膠工業,20110817,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1338,廣華-KY,12,汽車工業,汽車工業,20121219,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1339,昭輝,12,汽車工業,汽車工業,20120424,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1340,勝悅-KY,03,塑膠工業,塑膠工業,20140114,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1341,富林-KY,03,塑膠工業,塑膠工業,20181224,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1342,八貫,20,其他業,其他,20201124,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1402,遠東新,04,紡織纖維,紡織纖維,19670414,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1409,新纖,04,紡織纖維,紡織纖維,19730831,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1410,南染,04,紡織纖維,紡織纖維,19731018,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1413,宏洲,04,紡織纖維,紡織纖維,19751223,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1414,東和,04,紡織纖維,紡織纖維,19760202,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1416,廣豐,20,其他業,其他,19760420,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1417,嘉裕,04,紡織纖維,紡織纖維,19761228,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1418,東華,04,紡織纖維,紡織纖維,19770214,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1419,新紡,04,紡織纖維,紡織纖維,19770314,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1423,利華,04,紡織纖維,紡織纖維,19790402,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1432,大魯閣,37,運動休閒,運動休閒,19820726,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1434,福懋,04,紡織纖維,紡織纖維,19851224,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1435,中福,20,其他業,其他,19871228,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1436,華友聯,14,建材營造業,建材營造,19880411,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1437,勤益控,20,其他業,其他,19881110,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1438,三地開發,14,建材營造業,建材營造,19881215,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1439,雋揚,14,建材營造業,建材營造,19890522,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1440,南紡,04,紡織纖維,紡織纖維,19891003,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1441,大東,04,紡織纖維,紡織纖維,19891027,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1442,名軒,14,建材營造業,建材營造,19891116,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1443,立益物流,20,其他業,其他,19900421,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1444,力麗,04,紡織纖維,紡織纖維,19900808,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1445,大宇,04,紡織纖維,紡織纖維,19910205,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1446,宏和,04,紡織纖維,紡織纖維,19911015,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1447,力鵬,04,紡織纖維,紡織纖維,19920128,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1449,佳和,04,紡織纖維,紡織纖維,19920506,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1451,年興,04,紡織纖維,紡織纖維,19921221,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1452,宏益,04,紡織纖維,紡織纖維,19921228,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1453,大將,14,建材營造業,建材營造,19930419,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1454,台富,04,紡織纖維,紡織纖維,19930507,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1455,集盛,04,紡織纖維,紡織纖維,19931007,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1456,怡華,14,建材營造業,建材營造,19931209,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1457,宜進,04,紡織纖維,紡織纖維,19941020,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1459,聯發,04,紡織纖維,紡織纖維,19941026,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1460,宏遠,04,紡織纖維,紡織纖維,19950428,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1463,強盛新,04,紡織纖維,紡織纖維,19961205,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1464,得力,04,紡織纖維,紡織纖維,19970118,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1465,偉全,04,紡織纖維,紡織纖維,19970908,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1466,聚隆,04,紡織纖維,紡織纖維,19980404,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1467,南緯,04,紡織纖維,紡織纖維,19981221,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1468,昶和,04,紡織纖維,紡織纖維,19990121,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1470,大統新創,04,紡織纖維,紡織纖維,19990521,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1471,首利,28,電子零組件業,電子零組件業,20000306,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1472,三洋實業,14,建材營造業,建材營造,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1473,台南,04,紡織纖維,紡織纖維,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1474,弘裕,04,紡織纖維,紡織纖維,20001031,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1475,業旺,04,紡織纖維,紡織纖維,20001027,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1476,儒鴻,04,紡織纖維,紡織纖維,20010418,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1477,聚陽,04,紡織纖維,紡織纖維,20030121,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1503,士電,05,電機機械,電機機械,19691215,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1504,東元,05,電機機械,電機機械,19731105,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1506,正道,05,電機機械,電機機械,19800811,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1512,瑞利,12,汽車工業,汽車工業,19940128,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1513,中興電,05,電機機械,電機機械,19940308,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1514,亞力,05,電機機械,電機機械,19940326,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1515,力山,05,電機機械,電機機械,19950204,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1516,川飛,20,其他業,其他,19950401,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1517,利奇,05,電機機械,電機機械,19951114,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1519,華城,05,電機機械,電機機械,19970416,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1521,大億,12,汽車工業,汽車工業,19971006,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1522,堤維西,12,汽車工業,汽車工業,19971006,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1524,耿鼎,12,汽車工業,汽車工業,19981030,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1525,江申,12,汽車工業,汽車工業,19990515,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1526,日馳,05,電機機械,電機機械,20000327,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1527,鑽全,05,電機機械,電機機械,20000621,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1528,恩德,05,電機機械,電機機械,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1529,樂事綠能,05,電機機械,電機機械,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1530,亞崴,05,電機機械,電機機械,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1531,高林股,05,電機機械,電機機械,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1532,勤美,05,電機機械,電機機械,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1533,車王電,12,汽車工業,汽車工業,20010406,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1535,中宇,05,電機機械,電機機械,20010917,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1536,和大,12,汽車工業,汽車工業,20010917,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1537,廣隆,05,電機機械,電機機械,20020122,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1538,正峰,05,電機機械,電機機械,20020826,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1539,巨庭,05,電機機械,電機機械,20021029,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1540,喬福,05,電機機械,電機機械,20020826,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1541,錩泰,05,電機機械,電機機械,20030319,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1558,伸興,05,電機機械,電機機械,20141223,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1560,中砂,05,電機機械,電機機械,20050131,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1563,巧新,12,汽車工業,汽車工業,20240513,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1568,倉佑,12,汽車工業,汽車工業,20140514,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1582,信錦,28,電子零組件業,電子零組件業,20091217,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1583,程泰,05,電機機械,電機機械,20080124,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1587,吉茂,12,汽車工業,汽車工業,20180416,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1589,永冠-KY,05,電機機械,電機機械,20120427,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1590,亞德客-KY,05,電機機械,電機機械,20101213,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1597,直得,05,電機機械,電機機械,20201223,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1598,岱宇,37,運動休閒,運動休閒,20160920,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1603,華電,06,電器電纜,電器電纜,19680603,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1604,聲寶,06,電器電纜,電器電纜,19701214,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1605,華新,06,電器電纜,電器電纜,19721103,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1608,華榮,06,電器電纜,電器電纜,19880711,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1609,大亞,06,電器電纜,電器電纜,19881212,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1611,中電,06,電器電纜,電器電纜,19900116,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1612,宏泰,06,電器電纜,電器電纜,19930508,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1614,三洋電,06,電器電纜,電器電纜,19970918,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1615,大山,06,電器電纜,電器電纜,20000330,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1616,億泰,06,電器電纜,電器電纜,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1617,榮星,06,電器電纜,電器電纜,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1618,合機,06,電器電纜,電器電纜,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1623,大東電,06,電器電纜,電器電纜,20260122,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1626,艾美特-KY,06,電器電纜,電器電纜,20130321,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1702,南僑,02,食品工業,食品工業,19730530,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1707,葡萄王,22,生技醫療業,生技醫療業,19821220,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1708,東鹼,21,化學工業,化學工業,19860616,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1709,和益,21,化學工業,化學工業,19860703,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1710,東聯,21,化學工業,化學工業,19871021,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1711,永光,21,化學工業,化學工業,19881227,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1712,興農,21,化學工業,化學工業,19891214,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1713,國化,21,化學工業,化學工業,19900131,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1714,和桐,21,化學工業,化學工業,19910830,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1717,長興,21,化學工業,化學工業,19940331,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1718,中纖,21,化學工業,化學工業,19631202,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1720,生達,22,生技醫療業,生技醫療業,19951212,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1721,三晃,21,化學工業,化學工業,19960516,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1722,台肥,21,化學工業,化學工業,19980324,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1723,中碳,21,化學工業,化學工業,19981127,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1725,元禎,21,化學工業,化學工業,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1726,永記,21,化學工業,化學工業,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1727,中華化,21,化學工業,化學工業,20000911,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1730,花仙子,21,化學工業,化學工業,20010917,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1731,美吾華,22,生技醫療業,生技醫療業,20010917,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1732,毛寶,21,化學工業,化學工業,20010917,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1733,五鼎,22,生技醫療業,生技醫療業,20010917,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1734,杏輝,22,生技醫療業,生技醫療業,20020826,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1735,日勝化,21,化學工業,化學工業,20020826,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1736,喬山,37,運動休閒,運動休閒,20030109,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1737,臺鹽,02,食品工業,食品工業,20031118,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1752,南光,22,生技醫療業,生技醫療業,20220119,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1760,寶齡富錦,22,生技醫療業,生技醫療業,20180123,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1762,中化生,22,生技醫療業,生技醫療業,20101220,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1773,勝一,21,化學工業,化學工業,20090227,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1776,展宇,21,化學工業,化學工業,20160509,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1783,和康生,22,生技醫療業,生技醫療業,20131220,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1786,科妍,22,生技醫療業,生技醫療業,20131112,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1789,神隆,22,生技醫療業,生技醫療業,20110929,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1795,美時,22,生技醫療業,生技醫療業,20191216,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1802,台玻,08,玻璃陶瓷,玻璃陶瓷,19730720,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1805,寶徠,14,建材營造業,建材營造,19891020,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1806,冠軍,08,玻璃陶瓷,玻璃陶瓷,19920929,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1808,潤隆,14,建材營造業,建材營造,19941026,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
2026-09-04,1809,中釉,08,玻璃陶瓷,玻璃陶瓷,19960430,TWSE_openapi_t187ap03_L+ISIN_name,CURRENT_SNAPSHOT
