date,nav_base,nav_autumn_post_ex,nav_kd_opt
2016-06-07,643894614.0803638,643992242.9294461,644238375.4891161
2016-06-08,649529557.1803638,649639480.1794461,649807132.389116
2016-06-13,636267265.2303637,636651672.1794461,636788601.539116
2016-06-14,639464112.6303638,639851584.4794462,640058453.8391161
2016-06-15,640834579.8803638,641126581.7794461,641317494.389116
2016-06-16,628969098.2803638,629400008.3294461,630433210.989116
2016-06-17,637937979.8803638,638201581.7794461,638913194.389116
2016-06-20,641548447.1303638,641737579.0794461,642013984.939116
2016-06-21,647545981.1803638,647639269.7794461,648138558.539116
2016-06-22,644623269.8541367,644994569.5026827,645612867.156519
2016-06-23,643458870.8399428,643631664.6680319,644444474.5980959
2016-06-24,629909333.2399429,630078436.2680318,630762513.0980959
2016-06-27,627134520.1399429,627464143.5680318,629013410.4480958
2016-06-28,632739170.1399429,633110943.5680318,633614410.4480958
2016-06-29,638758378.1906021,639219076.0362749,639882466.2163389
2016-06-30,643131943.1406021,643495769.0862749,644181559.0663389
2016-07-01,646109055.6406021,646274144.8862749,646989261.7163389
2016-07-04,647153455.6406021,647316294.8862749,647884611.7163389
2016-07-05,644787768.840602,645133146.0362749,646004382.9163389
2016-07-06,636673647.7406021,637000127.5862749,638354804.4663389
2016-07-07,637628267.2906021,637868129.1362749,639079342.7163389
2016-07-11,648454127.0406021,648575896.7862749,650016590.1663388
2016-07-12,649895296.2906021,649910964.8862749,651384428.4163389
2016-07-13,655150448.1406021,655292615.2362748,656319518.6163388
2016-07-14,657721601.8906021,657581927.9362749,658439487.9663389
2016-07-15,665104822.9906021,664959846.3862749,665703566.4163389
2016-07-18,667195509.590602,667225420.2362748,668365013.7663388
2016-07-19,669190960.305805,669126488.6001586,670287581.5390347
2016-07-20,667938663.9519252,667964956.8180239,669133103.0173255
2016-07-21,669977317.9519252,670014684.8180239,670931403.4173255
2016-07-22,666160029.173466,666194032.0145115,667241501.1173254
2016-07-25,667513801.6524866,667538800.7604777,668537195.8547138
2016-07-26,666569204.5882955,666693958.6237037,667769181.5875932
2016-07-27,668010948.5744761,668045969.1477894,669108342.7630643
2016-07-28,669290352.7244761,669415673.7477894,670722630.6630642
2016-07-29,665836479.1244761,666335176.0477893,667893273.0630642
2016-08-01,670036237.3244761,670342126.7977893,672023780.3130642
2016-08-02,669119530.8744761,669327967.9477894,671056894.7130643
2016-08-03,665361000.9744761,665768281.8477894,667177259.0130643
2016-08-04,665033703.2744762,665452336.0977894,666649106.7130643
2016-08-05,671672966.8744761,672521691.4977894,674078881.2130643
2016-08-08,677955830.174476,678999670.0977893,681088339.1130643
2016-08-09,680136538.924476,681304083.1977893,682864322.4130642
2016-08-10,684939061.8744761,686010547.4977893,687787946.1630642
2016-08-11,683169313.274476,684244096.6977893,685584199.0630643
2016-08-12,683002506.2244761,683996168.5977893,685175116.0630643
2016-08-15,678434687.924476,679225839.3977894,680478901.9630643
2016-08-16,679511711.0609876,680312416.7327276,681837366.9152683
2016-08-17,680962435.3609875,681769542.1327276,683236290.4652683
2016-08-18,684086057.1109874,684530515.9127276,685638115.8952682
2016-08-19,675095929.9467409,675527649.1142492,677216306.6582237
2016-08-22,657682241.7967409,658242126.5142492,662154841.9582237
2016-08-23,662334372.8967409,662680771.0142492,666912323.6582237
2016-08-24,655408543.1452394,655764050.5218973,660668796.1592585
2016-08-25,663388366.1952393,663944632.2218972,668834167.8092585
2016-08-26,664228578.7952393,664685112.6218972,669657303.3592584
2016-08-29,665312041.3452394,665458173.1218973,670342490.4592586
2016-08-30,663736563.5952393,664090981.9218973,669211513.4092585
2016-08-31,661273007.8952394,661188569.9218973,666584365.5092585
2016-09-01,650581205.7952393,651056850.8218973,656884580.1592585
2016-09-02,655286589.8452393,655931077.0218973,662144124.3092585
2016-09-05,665739277.6452394,666080168.2218972,671146930.9592584
2016-09-06,668675911.3952394,669215782.9218973,674529765.5092585
2016-09-07,671205910.3452393,672056178.3218973,677620390.0092585
2016-09-08,676757656.6452394,677498603.5218973,682683211.6592585
2016-09-09,670067061.7952393,671003534.2218974,676420772.0092585
2016-09-10,663240166.5452393,663978963.6218972,669162025.8592585
2016-09-12,657044663.5952393,658189111.6218972,663975677.7092584
2016-09-13,660129534.2452393,660751504.8218973,665825873.3092585
2016-09-14,652789382.4452393,653935997.2218972,659421297.5592586
2016-09-19,668981965.8452393,670225740.4218973,675667608.4092585
2016-09-20,668152696.1952393,669383981.9218973,674633939.8592585
2016-09-21,668885431.0452393,670223971.1218972,675622998.3592585
2016-09-22,669325022.8452394,670450298.6218973,676154092.9592586
2016-09-23,672859920.2952393,673993468.2218974,679485087.0092585
2016-09-26,667775036.5452393,668706203.5218973,674309952.4592584
2016-09-29,670495478.4452393,671630170.8218973,677271743.9592586
2016-09-30,660979292.8452393,662226978.6218972,667869785.2092584
2016-10-03,662002677.6452394,663148247.9218973,668947595.2592585
2016-10-04,665929600.6452394,667063759.7218972,673563418.4592586
2016-10-05,665531793.5952394,666567731.6218973,672920385.4592584
2016-10-06,664884553.2452394,666217210.0218973,672580972.8592585
2016-10-07,660743079.1452394,662176773.7218972,668473425.7092586
2016-10-11,660969062.4952394,662211837.1218973,668448153.7592585
2016-10-12,662525048.3952394,663568730.9218973,669438687.7592585
2016-10-13,660907598.3452393,661743211.0218972,667788639.3092585
2016-10-14,657334124.2452394,658269474.7218972,664073492.1592585
2016-10-17,658160464.6452394,658999116.2218972,664901453.2092584
2016-10-18,662640491.2952393,663367932.9218973,669031506.3092585
2016-10-19,663417548.3452393,664246561.0218972,669959739.3092585
2016-10-20,663877776.1452394,664713822.1218972,670434464.8092585
2016-10-21,664242784.2952393,665082074.7218972,670419621.7592585
2016-10-24,662798584.2952393,663638474.7218972,669328521.7592585
2016-10-25,666398812.4452393,667430317.2218972,673162005.3092585
2016-10-26,662386442.4452393,663234877.3218973,668704178.7092584
2016-10-27,659291372.7952393,660137918.8218973,665738010.1592585
2016-10-28,660819069.1452394,661772163.9218973,667852480.2592585
2016-10-31,658694428.7452394,659749522.4218973,665891419.2092584
2016-11-01,659332042.3952394,659971707.4218973,665790430.2592585
2016-11-02,655412122.7952393,656267268.8218973,662186210.1592585
2016-11-03,657060218.3452394,658010441.0218973,662953131.5592586
2016-11-04,654809992.0452393,656051305.7218972,661455136.5092584
2016-11-07,657907104.6452394,659053386.1218973,664358272.0592586
2016-11-08,667140363.5952393,668280361.6218972,672952577.7092584
2016-11-09,652437780.5452393,653679149.8218973,658655924.9092585
2016-11-10,665297601.7860639,666731885.6693954,670707503.2348055
2016-11-11,656862766.4756318,658390460.3127614,661875169.7885306
2016-11-14,659455605.610684,661046129.6232729,664070185.1251668
2016-11-15,658854176.3606842,660348662.623273,663239727.6251669
2016-11-16,658758819.7433856,660286525.2631621,663623093.7292305
2016-11-17,658613568.6933856,660455420.6631622,664289418.2292306
2016-11-18,656005101.2932242,657698274.3192499,661724459.1444563
2016-11-21,660712070.9121355,662349181.4044919,665876086.9150509
2016-11-22,663492436.4621354,665370143.5044919,669108134.9150507
2016-11-23,663766403.5121354,665580501.7044919,669984249.0650507
2016-11-24,667577945.3621355,669321249.104492,673305292.1150509
2016-11-25,668194659.3088222,669811505.1854724,673953008.5664886
2016-11-28,672168147.1588222,673707416.2854724,677714563.6664886
2016-11-29,668039907.8588221,669589299.2854723,673672326.5664886
2016-11-30,670043416.7588221,671515654.8854723,676130733.7664887
2016-12-01,670430804.1588221,671939324.4854723,676364898.2164886
2016-12-02,670963318.2588221,672627130.6854722,677105464.2164886
2016-12-05,665475558.2588221,667445300.5854723,672390283.0664886
2016-12-06,672712497.5588222,674611767.5854723,679114420.1664886
2016-12-07,674862181.2588221,676780962.3854723,681501706.2664887
2016-12-08,683571879.5088221,685526304.8854723,690437749.0164887
2016-12-09,686906192.1088221,688718085.2854723,693225234.5664886
2016-12-12,686538385.0588222,688250707.1854724,692615601.5664886
2016-12-13,687306948.0588222,689331388.8854723,694307243.6164886
2016-12-14,681448366.9088221,683495524.4854723,688593113.4664886
2016-12-15,682126987.6088221,683896587.5854723,688665257.5164887
2016-12-16,682185377.5588222,683919537.5854723,688068127.9164886
2016-12-19,676999050.8588221,678704400.9854723,683104576.3664887
2016-12-20,674909809.0088221,676634203.5854723,681067633.3164886
2016-12-21,672263689.3588221,674000445.0854723,678550014.7664887
2016-12-22,666715986.0088222,668451541.7854724,672885560.1164887
2016-12-23,664444566.3588221,666183333.2854723,670655841.5664886
2016-12-26,667870512.7088221,669717378.3854723,674412261.6664886
2016-12-27,666425234.9088222,668300217.2854724,673215286.1664886
2016-12-28,672149000.9088222,674135470.8854723,679323974.8164886
2016-12-29,666746026.8088222,668833284.5854723,674124077.6664886
2016-12-30,672417407.9588221,674513148.9854723,679829307.8164886
2017-01-03,673624200.9088222,675599470.8854723,680629874.8164886
2017-01-04,676112980.2088221,678289507.7854723,683114780.7664887
2017-01-05,682131761.3588221,684309072.1854724,689178310.9164886
2017-01-06,683389596.1588221,685465891.4854723,690220170.9664886
2017-01-09,680701923.9088222,682679882.6854724,687771248.0164887
2017-01-10,683013408.7588221,685035021.8854723,689899656.5164886
2017-01-11,684905328.4088222,686929480.3854723,691741625.0664886
2017-01-12,690764217.6588221,692583227.4854723,697152663.7164886
2017-01-13,688145768.7803646,690140905.7155516,694772045.2408093
2017-01-16,680484748.0809854,682684329.4064318,687612356.9976883
2017-01-17,682005486.2712556,684144301.5218854,689299463.4464582
2017-01-18,677597859.6212556,679862434.8218855,685237160.3464582
2017-01-19,677091860.7212557,679226059.3218855,684193234.2964581
2017-01-20,677498723.3212557,679577739.7218854,684670019.8464582
2017-01-23,682690269.6712557,684844984.8218853,689930489.9464582
2017-01-24,680886219.6712557,683099584.8218853,688571139.9464582
2017-02-02,676894409.6712557,679351304.7218854,684905108.7964582
2017-02-03,679069162.2759829,681393756.0228984,687142686.9021966
2017-02-06,684693486.4759828,687254832.1228983,692958730.9521966
2017-02-07,689166395.4259828,691757057.6228983,697651236.6021966
2017-02-08,687171181.3759829,689787171.3228984,695723119.0521966
2017-02-09,686973473.2259828,689638718.7228984,695907562.1021966
2017-02-10,693565019.5259829,696115393.9228984,702203583.7521966
2017-02-13,696685511.3759829,699198841.3228984,705094976.8021966
2017-02-14,696470389.1759828,699006102.4228984,704981652.3021966
2017-02-15,703721891.0759828,706137699.8228984,711780824.9521966
2017-02-16,699501213.3259828,702167508.6228983,708440497.9021965
2017-02-17,696502428.4759828,699135619.4228984,705713889.4021966
2017-02-18,699095606.5386763,701676651.8068041,707883670.2894328
2017-02-20,699107200.9386762,701656729.606804,707779219.2894328
2017-02-21,699514666.1386762,702116310.306804,708045509.2394327
2017-02-22,701552528.7386762,704052540.706804,709799544.7894328
2017-02-23,699856889.3886762,702139153.806804,707559009.2394327
2017-02-24,698243889.7886761,700949855.106804,707244365.7394327
2017-03-01,696618470.1886762,699456116.506804,705585345.6394327
2017-03-02,697236002.4386762,700062355.406804,706578249.7394327
2017-03-03,694444367.6386763,697388936.106804,704165339.6894327
2017-03-06,697865102.4386762,700663555.406804,707028149.7394327
2017-03-07,698587183.1554081,701382840.4581472,707677217.9109503
2017-03-08,696974192.6380327,699871705.3854573,706353512.4932314
2017-03-09,693741171.9380326,696961192.2854573,704065668.4432313
2017-03-10,694902937.0880326,697983603.0854573,704711059.9432313
2017-03-13,695723348.6380327,699047928.8854573,706334919.9932314
2017-03-14,696794526.8380326,700492391.2854573,708282401.9932314
2017-03-15,697057954.6380327,700751802.3854573,708466577.4932314
2017-03-16,702150747.8840377,705763676.210472,713524544.0780424
2017-03-17,705317511.5340378,708508961.210472,715507955.1280423
2017-03-20,705397941.8840377,708548652.710472,715289386.5780424
2017-03-21,707993395.4858584,711141270.9324197,717847119.1518658
2017-03-22,703949311.7858584,707100476.1324196,713728333.0518659
2017-03-23,703148695.3492583,706516120.1490868,713583092.2258586
2017-03-24,701431586.844626,704705411.6111677,711593267.7795846
2017-03-27,702284054.2149608,705580240.4083017,712654269.4463929
2017-03-28,703642201.0099344,706864171.6032755,713836572.1989114
2017-03-29,706266813.7099345,709678941.8032755,716295754.6489115
2017-03-30,708618101.7686723,711899407.7082313,718250868.195265
2017-03-31,705027104.5895671,708241140.0505909,714631323.167312
2017-04-05,707641494.5482522,711108551.2109056,718095587.4445777
2017-04-06,702795652.7482522,706515873.7109054,714028142.8445778
2017-04-07,699922545.7482522,703785665.5109055,711637858.2945777
2017-04-10,704096580.5482522,707788984.8109055,715077468.3445778
2017-04-11,700952908.3982522,704893815.8109055,712662942.2945777
2017-04-12,701990187.5982522,705828262.9109055,713557351.3445778
2017-04-13,700200680.6482522,704324024.6109055,712273965.2445778
2017-04-14,696122465.3542316,699818602.0116179,707106339.2060329
2017-04-17,696420951.2542316,699924645.811618,706930773.2060329
2017-04-18,697736552.3135544,701150304.3907362,708046833.6515756
2017-04-19,691724441.31437,694924760.2831594,701414211.3218359
2017-04-20,691300459.425981,694545293.88606,700908235.7005101
2017-04-21,694540926.8464682,697984004.6054345,704533910.8017821
2017-04-24,693797975.7964683,697561600.0054345,704696935.3017821
2017-04-25,700681036.1964682,704504731.4054346,711667122.9517821
2017-04-26,702556149.4461843,706547704.4187338,713703398.789554
2017-04-27,702761043.3961843,706182811.0187339,712655792.8395541
2017-04-28,700985873.035058,704188200.2903043,710716211.8167593
2017-05-02,710605497.219879,714413183.7948259,722169581.1581964
2017-05-03,712011875.0198791,715805444.8948259,723418106.6581964
2017-05-04,715427414.319879,719233961.8948259,726923443.7581965
2017-05-05,710169718.019879,714069286.6948259,721791922.1081964
2017-05-08,713120322.469879,716955614.4948258,724764900.7081964
2017-05-09,712370645.3771538,716206405.5339601,723912662.9117265
2017-05-10,710954283.8164873,714872939.737612,722687099.0289179
2017-05-11,712623569.5821054,716610192.6772964,724341871.5830009
2017-05-12,713548787.9486748,717553092.6772964,725130371.5830009
2017-05-15,715966771.6986748,720167907.3772964,727994956.133001
2017-05-16,716213565.7486749,720170053.7772964,727374247.0830009
2017-05-17,714204607.6486748,718404221.0772965,726193038.5830009
2017-05-18,711283887.9986749,715507212.5772965,723404370.033001
2017-05-19,711199822.7986748,715355231.8772964,723367380.0830009
2017-05-22,712588843.9486748,717023366.1772964,725319429.0830009
2017-05-23,713811329.8486748,718019209.9772965,725885363.0830009
2017-05-24,714322986.8486748,718459768.1772964,726366397.6330009
2017-05-25,714473114.6986748,718784099.1772964,726889821.5830009
2017-05-26,715077455.6068282,719325973.8064609,727737755.8924137
2017-05-31,712355622.2068281,716660590.5064609,725443279.3924137
2017-06-01,710960063.1277888,715449134.2260545,724307627.7160411
2017-06-02,712696413.1277888,717161384.2260544,725798477.7160411
2017-06-03,713713813.1277888,718158584.2260545,726646077.7160411
2017-06-05,715610325.7777888,720152584.5260545,728645211.7160411
2017-06-06,715416418.7777889,720017976.3260546,728392077.1660411
2017-06-07,714373590.9777888,718997965.2260545,727521251.6660411
2017-06-08,717939381.7777888,722826908.0260545,731597669.2160411
2017-06-09,715079212.1277889,719982649.5260545,728863750.6660411
2017-06-12,713449289.9277889,718329810.6260545,727271226.1660411
2017-06-13,714948869.1777889,719889227.6260545,728749133.6660411
2017-06-14,712587327.2777889,717370660.3260545,726238742.1660411
2017-06-15,714089963.1777889,718651754.1260545,727008926.1660411
2017-06-16,714102491.3777889,719096166.5260545,728188958.1660411
2017-06-19,717230748.4277889,722307544.6260545,731258741.1660411
2017-06-20,718258242.8777889,723523092.3260546,732514338.6160411
2017-06-21,717959448.4777888,723240364.5260545,732309039.6160411
2017-06-22,720619261.4277889,726026526.3260545,735466183.2160411
2017-06-23,719259982.5777888,724990110.6260545,735086182.2160411
2017-06-26,730500210.0777888,736341020.1260545,746558182.4660411
2017-06-27,734357170.4777888,740288901.5260545,750826420.1160411
2017-06-28,729421535.2777889,735100080.9260545,745535253.5660411
2017-06-29,737537536.0777888,743136153.8260545,753330552.2660412
2017-06-30,735715194.2277888,741307106.4260545,751462659.2160411
2017-07-03,737772572.0777888,743428339.7209126,753312194.0400611
2017-07-04,734958675.5733374,740641955.046952,750555600.1413403
2017-07-05,740521040.1398109,746065955.4367336,755810580.0160043
2017-07-06,737464959.7679583,743167559.0356749,753047609.8090832
2017-07-07,734583045.6679583,740138902.835675,750102243.8090832
2017-07-10,733470591.1679583,738939805.135675,748730416.7590832
2017-07-11,738774331.5679582,744128346.635675,753452727.8090832
2017-07-12,736858959.4179583,742392477.635675,752045051.7590832
2017-07-13,737769694.2679583,743398916.835675,753206510.2590832
2017-07-14,740348419.8179582,746017759.0356749,756229289.4090832
2017-07-17,744448641.3679582,750075964.9356749,760664730.6090832
2017-07-18,746223976.2179582,751921204.135675,762431889.1090832
2017-07-19,744784793.9679582,750546115.235675,760907135.0090833
2017-07-20,744440996.5179582,750177445.635675,760274740.9590832
2017-07-21,739279027.9179583,745138418.735675,755785634.6090832
2017-07-24,743799547.5679582,749617977.235675,759850453.1590831
2017-07-25,744479218.2679582,750047340.3356749,760036947.2090831
2017-07-26,742648291.5179583,747970133.835675,757750447.2090832
2017-07-27,745653623.8179582,751062642.635675,760959149.7590832
2017-07-28,744450733.3679582,749766181.235675,759503590.2590832
2017-07-31,739535949.7679582,745164326.2356749,755107201.0590831
2017-08-01,743263953.1179582,748927779.5356749,759208305.7090831
2017-08-02,750423045.7179582,755976029.9356749,766641649.0090832
2017-08-03,747544998.3179582,753262580.235675,764065703.4090831
2017-08-04,754952334.9179581,760830637.385675,771881739.4590831
2017-08-07,761268337.9179581,766926009.2856749,777314786.0590831
2017-08-08,759892261.6179582,765390487.985675,775713410.7590832
2017-08-09,751431352.3679582,757016456.635675,767548456.6090832
2017-08-10,743012469.3679581,748605252.4356749,759249293.8090831
2017-08-11,742615858.9267473,748043066.7944316,758356485.282426
2017-08-14,738760165.1767474,743868741.6444316,753584150.432426
2017-08-15,740112529.6267474,745503173.5944316,755684663.382426
2017-08-16,741331686.0267475,746640990.6944317,756642179.432426
2017-08-17,748653472.3267474,754376646.2444316,765276596.7824259
2017-08-18,744770694.8017759,750491127.2312417,761314392.2820237
2017-08-21,743609849.5017759,749426853.7812417,760264960.7320237
2017-08-22,748338712.601053,754164025.5812416,765040742.1320237
2017-08-23,747377646.351053,753302952.6280944,764523690.5320237
2017-08-24,752307949.651053,758369872.7780944,770059021.7820237
2017-08-25,750488775.0010531,756567836.8780944,768312331.0820236
2017-08-28,756514938.501053,762421160.9780945,774024593.0592549
2017-08-29,755212654.751053,761040324.4280944,772633394.6592549
2017-08-30,756782792.9010531,762685635.0780944,774309832.3092549
2017-08-31,759864838.2453377,765847163.9947803,777534097.336746
2017-09-01,757024238.0953377,763634767.8947803,776533193.2867459
2017-09-04,751913439.1953377,758413121.8447803,771032101.2867458
2017-09-05,753548659.4453377,760052683.6447803,772705052.7367458
2017-09-06,748228704.3453377,755017131.9947803,768054432.8367459
2017-09-07,747985908.7453377,754768356.0947803,767819072.0867459
2017-09-08,750118938.0953377,756978468.5447803,769955031.2367458
2017-09-11,748792704.3453377,755570081.9947803,768533732.8367459
2017-09-12,751462949.2453376,758273279.6947803,771475374.9867458
2017-09-13,747902708.7453377,754682706.0947803,767732872.0867459
2017-09-14,747916519.2453377,754518212.4947803,767166579.0367459
2017-09-15,745757308.0953377,752436251.3447803,765009735.2867459
2017-09-18,748928843.8953377,755574648.3947803,768509569.736746
2017-09-19,748843580.7953378,755260949.3947803,767814312.1867459
2017-09-20,747954131.1953377,754214775.1447803,766359901.5867459
2017-09-21,747321188.6453377,753516890.3947803,765624124.6867459
2017-09-22,744090010.9453377,750376513.3447803,762701550.1367459
2017-09-25,741537609.9953377,747622306.1447803,759533084.1367459
2017-09-26,744768916.5953377,751299397.0947803,763797284.5867459
2017-09-27,745336446.3352042,751819664.0621731,764389757.4202268
2017-09-28,743797667.1084864,750251075.2446289,762741620.2291455
2017-09-29,742708888.0584863,749175815.2446289,761607490.2791455
2017-09-30,744882300.8584864,751448411.794629,764114068.6291455
2017-10-02,746246812.7084863,752674251.144629,764937780.9791455
2017-10-03,746811868.6337097,753267552.1723291,765713117.164292
2017-10-05,747089109.8337097,753559003.972329,765973238.664292
2017-10-06,750161830.0292106,756807973.0124029,769460935.0646931
2017-10-11,753395310.3292104,760337742.6624027,773474260.214693
2017-10-12,754356346.4292105,761398142.1624027,775042573.864693
2017-10-13,755081713.0322201,762320278.2510203,776207197.0165459
2017-10-16,756666739.48222,763506145.6510203,776760726.3665458
2017-10-17,759255959.6559918,765983167.8249965,778923475.0324463
2017-10-18,756460957.3059918,763261854.8749964,776240209.7824461
2017-10-19,753349435.7059917,760102810.1249964,773049852.9324462
2017-10-20,751800969.8559917,758528172.4249964,771378940.7324462
2017-10-23,750595796.8559917,757471421.9249965,770272234.6324462
2017-10-24,751922410.9059918,759215528.1249965,772791358.1824462
2017-10-25,752360663.9559919,759553869.2749965,772843242.0324463
2017-10-26,749823248.2559918,756464627.6749965,769049033.8824462
2017-10-27,748552816.6059917,754798825.0749965,766538853.3324462
2017-10-30,746779055.4306391,753238001.7175266,765361423.4723916
2017-10-31,746663805.4306391,753139401.7175266,765344273.4723916
2017-11-01,747155956.2808816,753756304.9580493,766323219.332555
2017-11-02,744534636.0308816,751139043.1580492,763741967.882555
2017-11-03,747085328.3308818,753314948.2580492,765372459.4325551
2017-11-06,745360029.0308816,751553326.4580493,763286728.032555
2017-11-07,747198846.2308817,753501747.1080493,765559195.632555
2017-11-08,745336309.7308817,751737271.8580493,763917842.582555
2017-11-09,746806108.0808816,752993986.4580493,764789807.982555
2017-11-10,744987921.5808816,751290311.2080493,763291304.932555
2017-11-13,743264601.3308816,749543499.4080492,761428553.482555
2017-11-14,743665584.2243153,749936659.585889,761734358.0667723
2017-11-15,741975803.5243152,748061464.185889,759562543.5167723
2017-11-16,740075161.3743153,745970455.185889,757182206.0167723
2017-11-17,742732136.0243152,748634141.085889,759904196.7167723
2017-11-20,743374410.6743153,749284276.9858891,760667187.4167724
2017-11-21,750906902.1243153,756989557.785889,768614256.3167723
2017-11-22,754723035.4743153,760988218.585889,772742115.3167723
2017-11-23,754345773.6243153,760722079.2358891,772727902.9667723
2017-11-24,749152933.1243154,755572755.635889,767821150.0667723
2017-11-27,746968503.7743154,753297493.185889,765529090.9167724
2017-11-28,746438299.4881324,752682989.7994165,764703982.956668
2017-11-29,744940041.6097978,751376264.4728593,763709910.1377869
2017-11-30,741715203.9112643,747878853.0978831,759458711.563479
2017-12-01,746190513.9337686,752393190.0703176,764243389.0560136
2017-12-04,751972568.7901677,758011113.0471857,769827092.2753732
2017-12-05,751748498.2751335,757719683.4885242,769634055.7046387
2017-12-06,744375848.0089564,750164737.9206684,761399646.8666646
2017-12-07,740842715.9089564,746770936.7706684,758464583.0666646
2017-12-08,739085507.9956651,745005660.6221768,756665084.1606827
2017-12-11,742023137.045665,747941120.6221768,759477564.1106826
2017-12-12,742710341.0456651,748744418.9721769,760650863.9606826
2017-12-13,746362289.395665,752168933.5721768,763445479.3606826
2017-12-14,747060056.5956651,753015304.2221768,764743546.9606826
2017-12-15,745536802.895665,751428208.3221768,762763976.3106827
2017-12-18,746015952.895665,751894708.3221768,763155726.3106827
2017-12-19,745989634.995665,751803809.4721768,763166790.1106826
2017-12-20,745158645.4456651,751165243.0721769,762758003.2106826
2017-12-21,745676565.695665,751703554.8721768,763486954.6606826
2017-12-22,750432926.8456651,756365116.0221769,767893748.4106827
2017-12-25,749395256.5956651,755316004.2221768,766729246.9606826
2017-12-26,747222431.945665,753129268.3221768,764502306.2606826
2017-12-27,749885802.195665,755787180.1221768,767122107.7106826
2017-12-28,751172174.0956651,757244977.3221768,768770943.7606826
2017-12-29,753780532.4956651,759952399.7721769,771613432.8606826
2018-01-02,758401351.0956651,764386426.1721768,775703199.7106826
2018-01-03,763143628.795665,768982503.2221768,779776174.2606826
2018-01-04,765421169.9617616,771254839.5521034,782008999.6629552
2018-01-05,773567983.4617616,779215413.6521033,789612558.6629552
2018-01-08,780280363.3143202,785889272.3833865,796256445.0071925
2018-01-09,779192008.9143202,784825898.2833865,795439305.7571925
2018-01-10,782264508.9143202,787828048.2833865,797877355.7571925
2018-01-11,781555685.6143203,787203045.3333864,797214420.4571925
2018-01-12,782387863.3143202,787954672.3833865,797995845.0071925
2018-01-15,790284609.8643203,795946855.4833865,805490171.7571925
2018-01-16,790341646.3643202,795946280.7333864,805592774.8071924
2018-01-17,792723847.2640932,798269664.0498239,807973613.4688091
2018-01-18,791704588.5108459,797250865.0147595,807034997.5552179
2018-01-19,788788102.0108459,794471989.7647595,804724344.5052179
2018-01-22,787034344.7206694,792713675.7657423,802930633.0530444
2018-01-23,786291529.8174192,791994105.2206686,802376149.2893335
2018-01-24,781031679.1174192,786993777.6706686,797693368.6393335
2018-01-25,787921801.7174191,793769252.4206686,804170135.3393335
2018-01-26,786696131.4674193,792528190.6206686,802811033.8893335
2018-01-29,789585886.8174192,795625921.9206685,806212389.1393335
2018-01-30,782898462.5674193,788865011.7706686,799507237.8393335
2018-01-31,784690994.2674192,790695187.1706685,801741762.2393334
2018-02-01,786130703.0674192,792132535.3706685,803019940.7393334
2018-02-02,784881898.6674192,790903261.2706685,801953851.4893334
2018-02-05,773659313.5174193,780133619.6206686,791811341.7893336
2018-02-06,748139639.1174192,754458754.4206686,766180841.2393335
2018-02-07,757416372.842881,763507317.0809783,775267830.2559594
2018-02-08,755029795.6799529,761361874.1711048,773399089.9227302
2018-02-09,748807954.2299528,754928643.3711047,766491071.0227302
2018-02-12,752810893.1705287,758705782.2139268,769830462.0485841
2018-02-21,764932352.5308194,770968338.6286958,782050285.9316952
2018-02-22,764292006.707615,770364437.6286958,781686793.4816954
2018-02-23,770101395.857615,775980478.6981248,786976609.1944463
2018-02-26,772746160.2225035,778814186.8329874,790387741.1553383
2018-02-27,772956580.128625,778853824.304753,790102483.0377862
2018-03-01,771001305.964894,776933420.3667488,787868388.2729075
2018-03-02,766841283.3768663,772645146.3189075,783407475.3385788
2018-03-05,763453159.5856798,769396762.1044972,780536858.3250866
2018-03-06,769259520.4925258,775187063.9345771,786531330.2077278
2018-03-07,765475298.5925258,771309066.7345771,782870044.1577278
2018-03-08,771337314.4425256,777170854.434577,788138606.3577276
2018-03-09,773661254.9425257,779473578.034577,790659709.2577277
2018-03-12,780878490.8320785,786601783.8610641,797048845.440434
2018-03-13,785528866.9047679,791259076.4998434,801625812.5071143
2018-03-14,781718903.7435896,787501369.0902094,798420843.8996902
2018-03-15,778362145.1096689,784080010.7520607,795028528.01808
2018-03-16,787331297.0249255,792820861.7499341,803251077.3146312
2018-03-19,786845985.1749254,792433772.399934,803116464.9646312
2018-03-20,784359331.1749254,789868074.049934,800417965.1146312
2018-03-21,785981517.6749256,791415299.299934,801913768.1646311
2018-03-22,786746501.4249254,792252585.8499341,802846416.5646311
2018-03-23,779583974.4249254,785150036.999934,795865510.6146312
2018-03-26,779550111.2249254,785131864.699934,795933092.8646312
2018-03-27,786825367.7468481,792409324.922281,803176084.8742962
2018-03-28,781552015.2598926,787266196.8192313,798641492.7558552
2018-03-29,779965646.7033771,785845223.5946832,797444349.9565845
2018-03-30,783742714.1578662,789463887.1811182,800882417.5036383
2018-03-31,784847340.007811,790640999.6391164,802074511.550641
2018-04-02,784580314.7190702,790287902.4592617,801357910.7904495
2018-04-03,781756044.4690702,787451540.6592616,798556759.3404496
2018-04-09,788690199.5690701,794153892.3092616,804786779.2404495
2018-04-10,794663976.5690702,800034391.1592616,810527185.1904496
2018-04-11,791845344.4690702,797331490.0092616,808119571.3904495
2018-04-12,794342369.1190702,799785075.9092616,810446012.0904496
2018-04-13,793494885.3690702,798865889.3592616,809428663.6904496
2018-04-16,792691865.1190702,798044527.5592617,808411412.2404495
