date,nav_base,nav_autumn_post_ex,nav_kd_opt
2023-06-15,1342427312.4413981,1355207320.9832187,1368148244.8592067
2023-06-16,1330470234.541398,1342764281.4832187,1355741576.8592067
2023-06-19,1337298634.641398,1349596258.9332187,1362654535.8592067
2023-06-20,1335721617.9413981,1349307295.9832187,1362005451.6592066
2023-06-21,1341522898.641398,1355369698.2832186,1368043735.4592068
2023-06-26,1335433308.391398,1349614133.1332188,1362138316.8592067
2023-06-27,1330030898.541398,1344017220.8332186,1356548926.4592066
2023-06-28,1330469353.091398,1345487747.9332187,1357764666.0592067
2023-06-29,1334597887.4413981,1350888071.1832187,1362872943.6092067
2023-06-30,1333788291.891398,1349109474.6332188,1361325231.6592066
2023-07-03,1331416649.841398,1347631380.2832186,1359702929.5092068
2023-07-04,1331400001.841398,1348356740.7332187,1360275004.7592068
2023-07-05,1327363756.641398,1344043748.4332187,1356014766.1592066
2023-07-06,1303375743.4413981,1319546598.8332186,1331347250.9592068
2023-07-07,1294039034.141398,1310573449.4832187,1322193630.6092067
2023-07-10,1290690038.541398,1306447043.8332188,1318278311.7092066
2023-07-11,1314036927.641398,1330322757.1332185,1342300852.0092068
2023-07-12,1319728019.341398,1337058350.4332187,1348834138.7092068
2023-07-13,1320741472.741398,1337928426.7332187,1349786017.2092068
2023-07-14,1336055130.6913981,1354318143.6832187,1366069369.6092067
2023-07-17,1341655596.291398,1359330326.9332187,1371261306.2592068
2023-07-18,1341010630.541398,1359878668.4332187,1371538708.2092066
2023-07-19,1334962709.091398,1352879349.3832188,1364673822.4592068
2023-07-20,1344960468.841398,1363423397.7832186,1375174738.1592066
2023-07-21,1336652734.041398,1355551280.7332187,1367066710.0092068
2023-07-24,1326989977.091398,1345850167.2332187,1357291908.7092066
2023-07-25,1337946204.491398,1356663098.5832186,1368316724.4092066
2023-07-26,1345005687.141398,1364706711.0332186,1376230175.2092066
2023-07-27,1352520008.041398,1372787584.4832187,1384237453.9092066
2023-07-28,1348354418.641398,1369113003.3332186,1380461127.8092067
2023-07-31,1350548995.491398,1371798345.8332186,1383089067.4092066
2023-08-01,1365532259.1913981,1386407559.3832188,1397916637.7092066
2023-08-02,1341478529.141398,1361588711.8332188,1373052100.0592067
2023-08-04,1344917673.351572,1364300712.8118913,1375863911.806052
2023-08-07,1348296280.451572,1368725591.4618912,1380111266.0833035
2023-08-08,1339428905.951572,1359834100.3618913,1371172500.0899763
2023-08-09,1349452383.251572,1369829020.6118913,1381231429.1081994
2023-08-10,1347268386.311572,1367072777.9218912,1378587261.928806
2023-08-11,1344055935.0444221,1362723456.2755287,1373955514.2520783
2023-08-14,1331548283.2149558,1349109357.375906,1360121176.2691298
2023-08-15,1318694098.864956,1335899879.125906,1346932930.76913
2023-08-16,1301161426.1649559,1317414599.9259062,1328430444.1691298
2023-08-17,1293687161.6377447,1310326051.625906,1321149526.54913
2023-08-18,1291829456.85655,1308962310.422338,1319875063.54913
2023-08-21,1294080587.20655,1310613778.922338,1321705729.04913
2023-08-22,1292874293.3065498,1308850633.0223382,1320302323.2491298
2023-08-23,1289749943.45655,1306289893.322338,1317479428.9491298
2023-08-24,1292294153.90655,1310679288.5223382,1321499547.7491298
2023-08-25,1283702544.5065498,1301777804.422338,1312522164.7491298
2023-08-28,1296727831.0065498,1315435997.922338,1325819341.84913
2023-08-29,1296484931.15655,1316712990.5223382,1326664741.7491298
2023-08-30,1301847272.45655,1321087163.072338,1331397650.1491299
2023-08-31,1282336949.95655,1301472314.922338,1311862909.9491298
2023-09-01,1287596986.20655,1306709796.622338,1317068092.4491298
2023-09-04,1294444003.7565498,1313734543.622338,1323942043.54913
2023-09-05,1290512063.45655,1309639558.4723382,1319868217.2491298
2023-09-06,1280834375.15655,1299451793.5223382,1309814241.6491299
2023-09-07,1281510306.4057407,1300772544.9274516,1311040234.2855365
2023-09-08,1284326692.3057406,1303988190.6774516,1314039008.6855366
2023-09-11,1292678436.5557406,1311651424.9774516,1321751703.5855365
2023-09-12,1302565374.3057406,1321778372.9274516,1331803774.6855364
2023-09-13,1302833008.1057405,1322148339.4274516,1332155832.9855366
2023-09-14,1323287651.7557406,1343537285.3274517,1353352496.2855365
2023-09-15,1316277355.2557406,1337258569.3274517,1346895004.5855365
2023-09-18,1314466009.9557407,1336404864.0774517,1345745193.0855365
2023-09-19,1309559072.9557407,1332031824.1774516,1341143880.3855364
2023-09-20,1311004178.0720336,1333146798.2328658,1342186551.4967735
2023-09-21,1293354628.6679096,1315251578.70618,1324047654.519744
2023-09-22,1300394684.2276921,1322752915.5390632,1331399653.557394
2023-09-25,1304253097.449153,1327195413.7283342,1335825300.7342656
2023-09-26,1293674475.7991529,1316676782.828334,1325107256.1342657
2023-09-27,1290679464.3517356,1313538493.4456778,1321980503.098695
2023-09-28,1290677746.3146198,1313634158.7961864,1322171624.3517954
2023-10-02,1292684347.5146196,1315212977.2461865,1323883102.8517954
2023-10-03,1288232876.3646197,1311079677.3461864,1319576397.2517953
2023-10-04,1270657549.8646197,1292442914.1961865,1300953909.7517953
2023-10-05,1280100034.4214249,1303028745.9606416,1311397055.9464073
2023-10-06,1291089223.4714248,1313420278.8106418,1322147720.7464073
2023-10-11,1318592730.7714248,1341262413.4606416,1350094394.0464072
2023-10-12,1330331718.621425,1353176478.1606417,1361931028.8464072
2023-10-13,1316054808.3214247,1338704580.8106418,1347415277.2464073
2023-10-16,1320495084.2747908,1343591541.7502108,1352377325.1990132
2023-10-17,1317944474.6747906,1341004808.9002109,1349719639.9990132
2023-10-18,1311524539.216187,1335571395.032013,1344074320.227196
2023-10-19,1305835452.516187,1328634130.782013,1337121802.727196
2023-10-20,1289381693.0842807,1311374759.7240338,1320080509.6661952
2023-10-23,1286099283.4352481,1306939634.8230262,1315739849.8634725
2023-10-24,1283442433.535248,1305075249.1230261,1313705332.5634723
2023-10-25,1280975336.008235,1301778762.5172505,1310616899.7557352
2023-10-26,1270229154.708235,1290607562.4672503,1299451555.9557352
2023-10-27,1282445457.2862434,1303075139.9674814,1311950496.3101842
2023-10-30,1273677542.5383084,1294110067.441774,1302956296.4324827
2023-10-31,1275362629.4928913,1296363834.641774,1305184369.3324828
2023-11-01,1281124294.218693,1301901634.1881127,1310798242.9892592
2023-11-02,1297300823.3386538,1319540223.4813273,1328323531.1297832
2023-11-03,1308687384.652808,1331112351.7313273,1339981276.6297832
2023-11-06,1315233202.752808,1338167846.6950614,1347036679.5779996
2023-11-07,1313977528.5130467,1337129214.4342074,1345935944.8502445
2023-11-08,1313868939.740214,1337324909.1949778,1346103795.4336417
2023-11-09,1308830528.0902143,1332996775.3949778,1341673061.3336415
2023-11-10,1312045143.3101592,1335142006.4644334,1344003598.1749284
2023-11-13,1314394290.0601592,1337632539.5144334,1346499951.7749283
2023-11-14,1316760608.8350418,1340029961.6749399,1348926784.5214107
2023-11-15,1338887342.3350418,1361011502.32494,1370253614.1214108
2023-11-16,1341318620.954061,1364368557.5421712,1373528512.2240362
2023-11-17,1345332593.7494261,1367883927.0758753,1377135719.6535327
2023-11-20,1346271277.6434383,1368590325.42142,1377864620.1529448
2023-11-21,1361183216.2638414,1384498837.7587118,1393793956.037812
2023-11-22,1357769310.1418798,1381210706.048129,1390464535.1544404
2023-11-23,1357236518.713428,1380243684.6982794,1389547495.545625
2023-11-24,1360286909.7916162,1382340066.55564,1391802601.3415225
2023-11-27,1358337385.8916163,1380393138.4056401,1389830486.6415224
2023-11-28,1369580412.3416162,1391180040.95564,1400814212.7415226
2023-11-29,1364895934.8416162,1385485077.30564,1395224300.8415225
2023-11-30,1374773674.3416162,1395483110.70564,1405300904.9415224
2023-12-01,1358403641.8916163,1378209395.9056401,1388010203.9415224
2023-12-04,1359049891.1916163,1379833198.45564,1389489406.9415224
2023-12-05,1362261912.1405878,1382603218.5714974,1392372704.9120991
2023-12-06,1372245644.6311283,1393196966.3597791,1402931240.3520386
2023-12-07,1361518490.8506544,1381827488.0906134,1391557314.7041645
2023-12-08,1367055520.9890845,1387643984.9543378,1397386170.8929975
2023-12-11,1368101916.4390845,1387419552.9543378,1397359969.0929976
2023-12-12,1370706376.4890845,1391016486.3543377,1400852943.5929973
2023-12-13,1367689376.4890845,1387041254.0543377,1396999299.3929975
2023-12-14,1380783391.3890843,1401110921.8543377,1411074399.2929974
2023-12-15,1372728242.2411997,1393145410.5191448,1403037953.1351807
2023-12-18,1375003472.4053612,1394293567.3611307,1404350853.3539915
2023-12-19,1368881526.6440578,1388805824.2018824,1398714678.3932428
2023-12-20,1355157978.555767,1375234252.2657936,1384994354.445856
2023-12-21,1348664386.0401123,1367728993.8433352,1377562870.609051
2023-12-22,1350981075.523949,1370052680.893335,1379930680.1090508
2023-12-25,1356593732.3960307,1376552567.5128381,1386347503.589389
2023-12-26,1368081676.376801,1387182570.562838,1397223154.789389
2023-12-27,1373874708.076801,1393374350.112838,1403403298.689389
2023-12-28,1381108310.326801,1400562316.562838,1410656370.689389
2023-12-29,1378695258.576801,1398308031.112838,1408353537.6893892
2024-01-02,1378697117.726801,1398473003.7128382,1408507474.589389
2024-01-03,1357458372.376801,1376819950.6628382,1386687145.4893892
2024-01-04,1357266548.876801,1376899086.7628381,1386735156.089389
2024-01-05,1360076266.576801,1379962386.5128381,1389786986.3893893
2024-01-08,1370277353.826801,1390849745.7628381,1400661620.189389
2024-01-09,1360700291.026801,1382193529.5128381,1391780923.089389
2024-01-10,1359015333.476801,1380199897.6128383,1389825736.7893891
2024-01-11,1365189888.026801,1385504359.7628381,1395316432.8893893
2024-01-12,1359777307.5443034,1380025819.6549654,1389809310.3316853
2024-01-15,1354087973.3159716,1374473407.5987275,1384161565.2756784
2024-01-16,1333784660.7149553,1354859775.8013897,1364251036.1935685
2024-01-17,1309294114.435002,1328767164.1013896,1338203572.3935685
2024-01-18,1315050041.935002,1335561677.7513897,1344887034.2935686
2024-01-19,1326054398.885002,1346625056.6513896,1356059050.5935683
2024-01-22,1330278069.935002,1351210290.1013896,1360633140.9935684
2024-01-23,1333515022.935002,1353436590.0013897,1363040775.4935687
2024-01-24,1335814121.335002,1355511791.7513897,1365164898.3935685
2024-01-25,1337827997.885002,1357488223.8513896,1367175181.9935684
2024-01-26,1349972318.785002,1370095639.3013897,1379829418.3935685
2024-01-29,1355369976.7696245,1375190475.9013896,1385028618.6935685
2024-01-30,1342382243.8696244,1362163743.1513896,1371913471.0935686
2024-01-31,1341813996.8696244,1360607547.2710707,1370511335.5963635
2024-02-01,1353718680.8696244,1372267731.7210708,1382328647.9963634
2024-02-02,1357114884.0696244,1375441662.6710708,1385559778.8963633
2024-02-05,1351838260.8696244,1369908029.5210707,1379999730.1963634
2024-02-15,1361565549.4196243,1380227329.2210708,1390313373.4963634
2024-02-16,1361371740.4262276,1380330077.1210709,1390378721.8963635
2024-02-19,1369581879.8762276,1389171380.0216906,1399192488.5446703
2024-02-20,1369998346.5762274,1390312242.0716906,1400229738.2446704
2024-02-21,1366113431.0762274,1386072246.0216906,1396020336.0446703
2024-02-22,1365250089.0262275,1386118107.7216907,1395920470.9446704
2024-02-23,1367163331.8262274,1387225011.7716906,1397167542.7446704
2024-02-26,1360876131.1762276,1381158318.0216906,1391011817.0446703
2024-02-27,1369074515.2428665,1388464417.8716908,1398522764.8446705
2024-02-29,1377165059.9428666,1397189584.7216907,1407220044.7446704
2024-03-01,1370220441.7928665,1390358082.2716906,1400294792.6446705
2024-03-04,1374100002.4928663,1395283214.6716907,1405091360.1446702
2024-03-05,1374861906.0428665,1396840879.4216907,1406528966.6446702
2024-03-06,1382090807.9428663,1404527096.1125047,1414200802.9918253
2024-03-07,1388012715.8428664,1410005331.9625046,1419790751.6918254
2024-03-08,1399815548.5428665,1422786031.5125046,1432529570.3918254
2024-03-11,1397842270.5928664,1420545849.9125047,1430313411.8918254
2024-03-12,1402902504.4928665,1425793383.1625047,1435573433.8918254
2024-03-13,1409945665.0928664,1433634943.5625048,1443362420.3918252
2024-03-14,1438431935.0928664,1460955445.4125047,1471131132.8918254
2024-03-15,1443522973.2428665,1465192643.3125048,1475537239.3918254
2024-03-18,1442219299.1290874,1463343247.0265915,1473757625.832278
2024-03-19,1433590131.6787405,1454273645.7765918,1464676442.3322783
2024-03-20,1422350209.1287405,1443741299.3765848,1453915763.6040535
2024-03-21,1448734918.6787405,1469704633.4265847,1480197839.5040536
2024-03-22,1444059572.2287405,1463985015.5765848,1474598653.3040535
2024-03-25,1442351606.5287404,1462199628.3265848,1472805575.4040534
2024-03-26,1452225791.7287405,1472864129.0765848,1483434483.8040535
2024-03-27,1451187768.4287405,1471851113.9265847,1482398896.6040535
2024-03-28,1443676191.1287405,1464143381.3265848,1474663731.1040535
2024-03-29,1456913922.3287406,1477245367.0765848,1487913392.2040534
2024-04-01,1459117505.3787405,1479526917.8265848,1490205893.8040535
2024-04-02,1460277618.7787404,1479870052.3265848,1490688485.7040534
2024-04-03,1440770627.4787405,1460254695.1765847,1470907173.9040537
2024-04-08,1454324975.2263699,1473557458.8265848,1484379494.3040535
2024-04-09,1464970217.62637,1485004723.2265847,1495819436.7040536
2024-04-10,1463602406.07637,1484032556.1765847,1494767116.3040535
2024-04-11,1463253419.02637,1482589990.4265847,1493486267.4040534
2024-04-12,1452982846.82637,1472628624.5265849,1483392764.0040536
2024-04-15,1447661368.17637,1467002463.1765847,1477752164.3040535
2024-04-16,1415037503.92637,1434506331.9265847,1444920318.9040537
2024-04-17,1418091049.87637,1437252628.4765847,1447758725.1040535
2024-04-18,1429549123.9763699,1448546582.5765848,1459191490.7040536
2024-04-19,1397330760.2263699,1416410482.3265848,1426713034.3040535
2024-04-22,1424737797.3201466,1443695470.8964055,1454258039.934336
2024-04-23,1437028254.876966,1456419810.647268,1467016615.4749637
2024-04-24,1433502800.7179167,1451757572.1753554,1462511206.0882301
2024-04-25,1413601993.017917,1432272090.3253555,1442780276.88823
2024-04-26,1418818367.1679168,1437599887.9753554,1448140884.48823
2024-04-29,1462609645.1179168,1480762138.7253554,1491805588.0882301
2024-04-30,1470921563.767917,1487816407.8753555,1499119939.28823
2024-05-02,1490335568.9679167,1505033351.1253555,1516856889.0882301
2024-05-03,1493899761.5344083,1508669826.1500106,1520513674.212487
2024-05-06,1551812669.6421945,1564769665.3437274,1577405279.8866744
2024-05-07,1555856688.8505757,1567902256.2368333,1580711062.4285736
2024-05-08,1558209781.6505756,1570627350.1368332,1583397104.9285736
2024-05-09,1538249125.3005757,1550998997.0368333,1563529509.9285734
2024-05-10,1585172991.9505756,1594537840.5368333,1608017859.6285737
2024-05-13,1585578256.3505757,1595363192.5868332,1608777645.3285735
2024-05-14,1577411855.2505758,1586148566.2868333,1599646634.6285737
2024-05-15,1579388818.816692,1589221470.1093843,1602570556.7566583
2024-05-16,1579804567.8078322,1589598267.9646559,1602969345.2348063
2024-05-17,1578524958.6078322,1588617406.914656,1601924111.8348062
2024-05-20,1575366403.5578322,1585881555.314656,1599118559.6348062
2024-05-21,1559321431.7054584,1570614425.4602046,1583584718.3155904
2024-05-22,1564476176.632074,1575479330.4541004,1588540647.3807385
2024-05-23,1559235721.1178243,1569564623.4254196,1582690975.9956298
2024-05-24,1553343388.0678241,1563672773.1254196,1576729594.6956296
2024-05-27,1559746433.8779993,1569076447.045064,1582353814.4405882
2024-05-28,1558506485.9279993,1568014887.995064,1581253605.8405883
2024-05-29,1532014577.9779994,1541190094.345064,1554243632.0405884
2024-05-30,1516206971.7779994,1526136478.745064,1538914941.4405882
2024-05-31,1525636058.373039,1534854181.1197493,1547802713.1545029
2024-06-03,1519399169.595588,1530515282.1765678,1543133496.179971
2024-06-04,1502912416.1955879,1514680915.2765677,1527034106.879971
2024-06-05,1515002042.395588,1525885866.3265676,1538493894.379971
2024-06-06,1531967906.7455878,1542697484.8265676,1555519295.579971
2024-06-07,1543763361.645588,1553263017.6765678,1566372024.9799712
2024-06-11,1539544172.645588,1549081665.276568,1562153409.8799713
2024-06-12,1542115016.9455879,1552088633.1265678,1565137389.2799711
2024-06-13,1554699589.145588,1564509149.0265677,1577710492.679971
2024-06-14,1569497977.995588,1578467751.1265678,1591936909.579971
2024-06-17,1574604948.295588,1583791718.826568,1597267743.279971
2024-06-18,1594617818.545588,1603332902.9765677,1617076442.4799712
2024-06-19,1612112189.545588,1619531520.5765676,1633668304.1799712
2024-06-20,1616112657.795296,1623510141.5455446,1637693099.549383
2024-06-21,1617912793.195296,1624926308.7455447,1639184515.949383
2024-06-24,1622436463.445296,1629479590.4455447,1643755734.1493828
2024-06-25,1611900440.495296,1620828038.6455448,1634717887.249383
2024-06-26,1607206882.195296,1615541106.2455447,1629487569.049383
2024-06-27,1609395264.695296,1617518789.9955447,1631515316.149383
2024-06-28,1615449901.795296,1623612354.1955447,1637662819.049383
2024-07-01,1626226897.695296,1634460557.4955447,1648585281.749383
2024-07-02,1618155104.995296,1626991935.4455447,1640952248.4493828
2024-07-03,1650510678.245296,1662622248.9955447,1676356357.4493828
2024-07-04,1658887079.395296,1668459908.8955448,1682697012.749383
2024-07-05,1657841748.2952962,1667929224.6455448,1682068090.549383
2024-07-08,1682821923.745296,1691306412.3955448,1705935052.3493829
2024-07-09,1668025293.045296,1676520472.8955448,1691021105.049383
2024-07-10,1666630058.645296,1675339350.9455447,1689802395.7493827
2024-07-11,1686816433.3452961,1694526870.4955447,1709336519.8493829
2024-07-12,1680125169.0952961,1688474903.4955447,1703107107.549383
2024-07-15,1686568605.995296,1694105136.6455445,1708919564.049383
2024-07-16,1679616908.395296,1687684518.6455448,1702358709.049383
2024-07-17,1668424825.895296,1677336232.4455447,1691772180.949383
2024-07-18,1683305692.295296,1692969826.4955447,1707405526.949383
2024-07-19,1667255115.6973412,1676324585.1868968,1690766953.4720805
2024-07-22,1656002150.8690093,1666065504.0911129,1679911516.1578379
2024-07-23,1684652985.8353882,1693663694.4641123,1707746106.272623
2024-07-26,1659177397.7908785,1669714387.8557897,1683470159.7705894
2024-07-29,1682603907.4322608,1692874775.6057897,1706333357.2238734
2024-07-30,1663881669.7152824,1674104602.7402065,1688148487.2382877
2024-07-31,1681779746.6152825,1691764858.2902064,1705290061.8490624
2024-08-01,1711664211.5152824,1719436751.1402066,1733009907.6732287
2024-08-02,1690456113.4316747,1697310973.5578816,1712253663.074424
2024-08-05,1594763307.771942,1603778323.6132169,1621628852.2521803
2024-08-06,1632324933.2549,1641348827.2134683,1659102534.44234
2024-08-07,1635247642.3407872,1643189872.8451505,1661701840.8336046
2024-08-08,1614549535.4311483,1620150795.529844,1639821939.6954534
2024-08-09,1640625658.8050892,1645860551.2041194,1665709467.4009082
2024-08-12,1648293031.2129273,1654315017.5537052,1674277868.9508767
2024-08-13,1610070556.0485978,1619193290.425666,1638496668.6287172
2024-08-14,1624149680.4127061,1633147186.71246,1652176248.5287173
2024-08-15,1614801333.3275719,1622841055.8124602,1641850946.835812
2024-08-16,1635817680.727572,1643348992.3124602,1662518728.385812
2024-08-19,1636665146.9275718,1644306420.3614204,1663946654.7858121
2024-08-20,1652500352.6775718,1657701474.8114204,1677195938.785812
2024-08-21,1645543909.1301088,1653222548.2614205,1673056531.335812
2024-08-22,1654239810.2980103,1661186935.5114202,1681145673.985812
2024-08-23,1648005871.6480105,1656543756.0614202,1676215119.285812
2024-08-26,1651094141.1480105,1660436734.5114205,1679954396.085812
2024-08-27,1647164605.0480106,1658152845.7114205,1677228212.635812
2024-08-28,1640524142.7980103,1651322401.5114202,1670861581.3858118
2024-08-29,1630403189.7583504,1639823142.591265,1658913346.4077013
2024-08-30,1641163296.5583503,1650068902.641265,1669425942.807701
2024-09-02,1641310020.2871473,1650869435.3842714,1670207155.697646
2024-09-03,1636910541.0852668,1646711197.836935,1666297651.2823548
2024-09-04,1604079124.792507,1613932481.685956,1633323514.9584038
2024-09-05,1626979782.035994,1636245507.3759851,1655882677.3028376
2024-09-06,1641252530.9054515,1650763619.6352463,1670357167.8366692
2024-09-09,1630831239.5494373,1642155868.5114715,1661626683.1444893
2024-09-10,1639354408.9615736,1650806211.6013846,1669819527.848928
2024-09-11,1631709176.5121386,1642450526.3526971,1662140897.4439254
2024-09-12,1647185278.9796498,1656926080.6338665,1676237091.3020918
2024-09-13,1646254022.3429055,1656553625.0300093,1676381483.3104427
2024-09-16,1646641969.3160214,1657812053.4300094,1676913319.2104428
2024-09-18,1644862141.666021,1656299355.0800092,1675621521.9104426
2024-09-19,1658595204.0160213,1667860944.6300094,1687358890.4104428
2024-09-20,1661501072.4660213,1671046814.6800094,1691059476.3604426
2024-09-23,1674245588.5660212,1684115812.2300093,1703733793.6604426
2024-09-24,1675306728.3160212,1685678132.3800094,1705408315.9104426
2024-09-25,1675027802.6160214,1685139939.0300093,1704698920.0104427
2024-09-26,1677485676.2704096,1688383822.5300093,1707450430.9604428
2024-09-27,1664059401.8204095,1674537393.4300094,1693491055.4104428
2024-09-30,1655086022.155974,1665002342.613962,1683974172.6733532
2024-10-01,1652597437.555974,1663215738.7639623,1681906417.7733533
2024-10-04,1641527574.1059737,1650770494.9139621,1669293525.9233532
2024-10-07,1650440531.9686294,1659750214.7960296,1678865319.1733532
2024-10-08,1630064653.5593998,1640147686.8813963,1658914602.843376
2024-10-09,1629031754.1497483,1638584876.8875597,1657344679.1203287
2024-10-11,1633169669.0497484,1642607528.8875597,1661368896.9703288
2024-10-14,1646723977.8277793,1655139815.778882,1674236214.3221164
2024-10-15,1670255980.1154642,1677982534.2054312,1697361452.7221165
2024-10-16,1644272611.3654644,1653806865.4554312,1672755594.3721166
2024-10-17,1651353596.1654644,1661876305.105431,1680910803.6721165
2024-10-18,1673532191.9154644,1683554901.7554312,1702721315.9721165
2024-10-21,1657227499.2225723,1666907085.2653828,1685861907.9621952
2024-10-22,1668716802.7195525,1677678220.7978756,1696937757.617262
2024-10-23,1643882932.112317,1653478620.2096338,1672382981.055577
2024-10-24,1644659018.6130455,1654035639.309634,1673031143.105577
2024-10-25,1640143383.3732798,1650527137.4031053,1669337593.6209342
2024-10-28,1646667874.4735708,1657303818.6531055,1675992118.7209344
2024-10-29,1632679859.873571,1643742938.6031055,1662232529.5209343
2024-10-30,1638152706.7735705,1649118886.5031054,1667577423.1209342
2024-11-01,1619803961.0735707,1630405757.1531053,1648817318.7209342
2024-11-04,1635741658.9735708,1647329741.9531054,1665663903.8209343
2024-11-05,1641370593.4735708,1652673078.6031053,1671141128.2209342
2024-11-06,1635426445.2235708,1645918554.5531054,1664436606.5709343
2024-11-07,1638589158.623571,1649127917.4531054,1667577919.5709343
2024-11-08,1648441452.7924616,1658000295.3998928,1676706743.643524
2024-11-11,1647067636.9924617,1657156496.7498927,1675780450.0935237
2024-11-12,1634694509.3924618,1644768098.2498927,1663076560.2435238
2024-11-13,1639282780.1200542,1649410639.6998925,1667762472.3435237
2024-11-14,1626072906.9200544,1635910284.3998926,1654092976.943524
2024-11-15,1627719262.9200544,1639707584.1998925,1657778201.1935236
2024-11-18,1628038543.1200542,1641581162.5498927,1659391978.5935237
2024-11-19,1643863592.9200544,1657281817.2498925,1675388409.9435236
2024-11-20,1631569094.0200543,1645742372.7998927,1663462210.0935237
2024-11-21,1643226726.8700545,1654255243.6498926,1672752610.8435237
2024-11-22,1644627603.9067943,1656997686.7728493,1675264904.1869516
2024-11-25,1649279621.3897035,1662735049.3136215,1680922813.7546003
2024-11-26,1648012724.3397038,1660306620.8136215,1678552091.5546
2024-11-27,1671212829.5897036,1680833320.1636214,1699796812.7046
2024-11-28,1667428247.4397035,1676596997.7636213,1695526419.5046
2024-11-29,1662304029.7897036,1671387911.3136215,1690230355.0546002
2024-12-02,1681252678.4397037,1688017044.3636215,1707596190.0046
2024-12-03,1712707934.2397037,1719135479.7636213,1739054202.8546002
2024-12-04,1714528780.6397038,1721063065.9636214,1740997588.4546
2024-12-05,1715901384.6397035,1722850349.9636214,1742744968.2546
2024-12-06,1719574207.9397035,1725055811.4636214,1745343943.4046001
2024-12-09,1736822860.0897036,1740623066.9136214,1761463730.4546
2024-12-10,1721167347.1897037,1725741202.2636213,1746301805.8546002
2024-12-11,1708087848.8897035,1712413660.8636215,1732828711.1546001
2024-12-12,1716972676.2897036,1721064087.1636214,1741698802.4046001
2024-12-13,1710565639.2397037,1715120138.2636216,1735558680.0046003
2024-12-16,1707149321.3897038,1712737064.7636213,1733139134.3546
2024-12-17,1689263792.2397037,1695719185.5136216,1715716354.5046003
2024-12-18,1672075479.5816977,1678813400.4500418,1698492463.430164
2024-12-19,1646471805.2316976,1654872238.800042,1673984234.8801641
2024-12-20,1637457789.8816977,1645907575.050042,1664730246.7801642
2024-12-23,1681788782.1316977,1686837595.050042,1706925559.6301641
2024-12-24,1684742586.1816976,1690969588.3500419,1710829726.3801641
2024-12-25,1666930998.5384135,1674144897.0464022,1693622237.3485768
2024-12-26,1678878607.7884135,1684660988.5964022,1704559910.5985768
2024-12-27,1676255030.6384134,1682527556.0464022,1702227682.4485767
2024-12-30,1687027466.3384135,1691643274.6964023,1711709415.6485767
2024-12-31,1666895331.2884133,1672930363.1464021,1692512386.4985766
2025-01-02,1671435790.2384133,1675090701.6464021,1695276609.6985767
2025-01-03,1670991862.6384134,1675980438.3464022,1695913102.3985767
2025-01-06,1708512666.3384135,1712099059.696402,1732775246.8485765
2025-01-07,1698257263.1384134,1702237963.3964021,1722690649.6985767
2025-01-08,1700643826.9384134,1704526342.3464024,1724988751.7985768
2025-01-09,1709772859.6384137,1711851154.4464023,1732745317.1985767
2025-01-10,1700232139.4384134,1702730481.4964023,1723404957.7985768
2025-01-13,1691017327.7884135,1693626958.1464024,1714121178.948577
2025-01-14,1721057101.8384132,1722257552.0464022,1743345070.2985768
2025-01-15,1719458252.0384133,1720537224.2464023,1741563268.8985767
2025-01-16,1729595306.9426537,1731108444.080775,1752223575.7299745
2025-01-17,1723765564.6351752,1724782363.2347693,1745937713.9771717
2025-01-20,1718006799.9351754,1719397737.5847695,1740394471.0271716
2025-01-21,1737348395.7851753,1737826175.6847694,1759248860.7771714
2025-01-22,1753227391.4851754,1751214902.0847695,1773164150.5271716
2025-02-03,1752067642.2351754,1751141321.0347695,1772888847.1271715
2025-02-04,1738655523.4351754,1737496184.7347696,1759172764.3771715
2025-02-05,1743981230.637963,1742851389.5347695,1764601643.1771717
2025-02-07,1746401473.7379632,1745349878.9335153,1767029694.7609572
2025-02-10,1745227848.987963,1743603677.9835153,1765393920.860957
2025-02-11,1731981867.7879632,1731212719.7835152,1752716877.7609572
2025-02-12,1740027450.937963,1739242765.4835153,1760888256.660957
2025-02-13,1745807660.8379629,1744534277.6835153,1766335224.610957
2025-02-14,1733561229.0373905,1733590530.543132,1755045818.7695358
2025-02-17,1746949632.4505332,1745943107.0585816,1767649202.5557778
2025-02-18,1752308900.4678597,1751889835.6085815,1773536581.005778
2025-02-19,1751298481.7678595,1750419771.8585815,1772033897.105778
2025-02-20,1749574486.8178594,1749064457.4085815,1770514543.3057778
2025-02-21,1751764778.5136583,1751607663.6085815,1773073921.705778
2025-02-24,1737034718.5598528,1738292580.4553542,1759387020.9422224
2025-02-25,1730720094.4876254,1732593490.1084256,1753483124.430566
2025-02-26,1748568455.3566775,1750562588.0740871,1771603147.3888283
2025-02-27,1747139798.7066774,1747946482.674087,1769181225.1888285
2025-03-03,1754018652.9871764,1755575609.8642168,1776773385.7811823
2025-03-04,1731133610.6965961,1733396748.3989317,1754274097.7804353
2025-03-05,1731812815.6603482,1733699773.5226073,1754618698.2959182
2025-03-06,1734785763.8617785,1736727384.5387778,1757734002.593206
2025-03-07,1728901675.3617787,1730815813.888778,1751763098.3932061
2025-03-10,1727652024.3422263,1730368395.2502751,1751098175.6785822
2025-03-11,1711425765.917327,1715085188.207545,1735548955.3081458
2025-03-12,1727761781.270901,1728646926.8229682,1749729487.1549315
